index,omega_sq_real,omega_sq_imag,Omega,is_finite,is_positive,is_real_mode
807.0,3.44164580296855e12,0.0,6.13047895098063e6,1.0,1.0,1.0
808.0,3.466212716182284e12,0.0,6.152320120142526e6,1.0,1.0,1.0
809.0,3.46624842530307e12,0.0,6.152351810837016e6,1.0,1.0,1.0
810.0,3.4664661582917603e12,0.0,6.152545038319184e6,1.0,1.0,1.0
811.0,3.4664840013221943e12,0.0,6.152560872875486e6,1.0,1.0,1.0
812.0,3.5005817489649697e12,0.0,6.182746371855914e6,1.0,1.0,1.0
813.0,3.5005817489649697e12,0.0,6.182746371855914e6,1.0,1.0,1.0
814.0,3.5008586380856807e12,0.0,6.182990888550268e6,1.0,1.0,1.0
815.0,3.500858638085681e12,0.0,6.182990888550268e6,1.0,1.0,1.0
816.0,3.5118474912972246e12,0.0,6.19268718772115e6,1.0,1.0,1.0
817.0,3.511860270886026e12,0.0,6.192698455283883e6,1.0,1.0,1.0
818.0,3.5121708519693506e12,0.0,6.192972283443976e6,1.0,1.0,1.0
819.0,3.5121770412980586e12,0.0,6.192977740229235e6,1.0,1.0,1.0
820.0,3.530009897352914e12,0.0,6.208680059327733e6,1.0,1.0,1.0
821.0,3.5301128044988936e12,0.0,6.208770556650319e6,1.0,1.0,1.0
822.0,3.530148112606319e12,0.0,6.208801606563138e6,1.0,1.0,1.0
823.0,3.5302063845775586e12,0.0,6.208852850534222e6,1.0,1.0,1.0
824.0,3.590918995571796e12,0.0,6.262015285165312e6,1.0,1.0,1.0
825.0,3.590918995571796e12,0.0,6.262015285165312e6,1.0,1.0,1.0
826.0,3.5910550719450903e12,0.0,6.262133932266251e6,1.0,1.0,1.0
827.0,3.591055071945091e12,0.0,6.262133932266252e6,1.0,1.0,1.0
828.0,3.6208704665849395e12,0.0,6.2880764542988455e6,1.0,1.0,1.0
829.0,3.6208704665849404e12,0.0,6.288076454298846e6,1.0,1.0,1.0
830.0,3.626493647049795e12,0.0,6.292957224213729e6,1.0,1.0,1.0
831.0,3.626521368663368e12,0.0,6.292981276454267e6,1.0,1.0,1.0
832.0,3.626669303641884e12,0.0,6.293109628456298e6,1.0,1.0,1.0
833.0,3.626682610893584e12,0.0,6.293121174024694e6,1.0,1.0,1.0
834.0,3.6381857243200835e12,0.0,6.303093534890253e6,1.0,1.0,1.0
835.0,3.638185724320084e12,0.0,6.303093534890253e6,1.0,1.0,1.0
836.0,3.638398471980852e12,0.0,6.30327782300851e6,1.0,1.0,1.0
837.0,3.6383984719808525e12,0.0,6.30327782300851e6,1.0,1.0,1.0
838.0,3.683236610370056e12,0.0,6.341998406278656e6,1.0,1.0,1.0
839.0,3.683308048774088e12,0.0,6.342059909257641e6,1.0,1.0,1.0
840.0,3.683317911935254e12,0.0,6.342068400634998e6,1.0,1.0,1.0
841.0,3.683357479534323e12,0.0,6.342102464996509e6,1.0,1.0,1.0
842.0,3.7197821715451323e12,0.0,6.373383819704635e6,1.0,1.0,1.0
843.0,3.719782171545133e12,0.0,6.373383819704635e6,1.0,1.0,1.0
844.0,3.719870104615359e12,0.0,6.3734591504456755e6,1.0,1.0,1.0
845.0,3.719870104615359e12,0.0,6.3734591504456755e6,1.0,1.0,1.0
846.0,3.731755209564231e12,0.0,6.383632734457818e6,1.0,1.0,1.0
847.0,3.7317670514073716e12,0.0,6.383642862924624e6,1.0,1.0,1.0
848.0,3.7318914364674116e12,0.0,6.3837492499489775e6,1.0,1.0,1.0
849.0,3.7318970238707295e12,0.0,6.383754028835099e6,1.0,1.0,1.0
850.0,3.746817595111082e12,0.0,6.3965028053314425e6,1.0,1.0,1.0
851.0,3.7468175951110825e12,0.0,6.3965028053314425e6,1.0,1.0,1.0
852.0,3.7839321206053936e12,0.0,6.42810537849302e6,1.0,1.0,1.0
853.0,3.7839739366821143e12,0.0,6.428140896757685e6,1.0,1.0,1.0
854.0,3.783974643887666e12,0.0,6.428141497451134e6,1.0,1.0,1.0
855.0,3.7839962673987656e12,0.0,6.428159864221993e6,1.0,1.0,1.0
856.0,3.7961388629796704e12,0.0,6.438465374896257e6,1.0,1.0,1.0
857.0,3.7961388629796704e12,0.0,6.438465374896257e6,1.0,1.0,1.0
858.0,3.7962170733775415e12,0.0,6.438531699175111e6,1.0,1.0,1.0
859.0,3.7962170733775425e12,0.0,6.438531699175113e6,1.0,1.0,1.0
860.0,3.8214897578444e12,0.0,6.459927875422514e6,1.0,1.0,1.0
861.0,3.8214897578444014e12,0.0,6.459927875422516e6,1.0,1.0,1.0
862.0,3.8337909591721084e12,0.0,6.470316628586225e6,1.0,1.0,1.0
863.0,3.833802287350478e12,0.0,6.470326187903297e6,1.0,1.0,1.0
864.0,3.8338400930665146e12,0.0,6.470358090267209e6,1.0,1.0,1.0
865.0,3.833845414217524e12,0.0,6.47036258050933e6,1.0,1.0,1.0
866.0,3.8461894554059316e12,0.0,6.480770699001221e6,1.0,1.0,1.0
867.0,3.8461894554059336e12,0.0,6.480770699001222e6,1.0,1.0,1.0
