mode_rank,eigen_index,omega_sq,omega,Omega_FEM,Omega_exact,matched_m,matched_n,MAC,relative_residual,residual_ok
1.0,1.0,3.09487407583098e7,5563.159242580586,18.383695196579577,19.739208802178716,1.0,1.0,0.9921942969463806,4.0421505153357286e-5,0.0
2.0,2.0,1.8563881613104248e8,13624.933619326095,45.02416986631718,49.34802200544679,1.0,2.0,0.49348467862305984,6.864590870149111e-6,0.0
3.0,3.0,1.8563894802762672e8,13624.938459590441,45.02418586117559,49.34802200544679,2.0,1.0,0.49348468528161354,5.948803760901537e-6,0.0
4.0,4.0,4.264165326532848e8,20649.85551168058,68.23832161310733,78.95683520871486,2.0,2.0,0.9685915602517604,3.02420713908441e-6,0.0
5.0,5.0,6.878364713891202e8,26226.636677033526,86.66703103008197,98.69604401089359,3.0,1.0,0.4922174907902716,1.9353516805917853e-6,0.0
6.0,6.0,6.903787828809179e8,26275.060092812688,86.82704825720856,98.69604401089359,1.0,3.0,0.492657849479129,1.7969383171348232e-6,0.0
7.0,7.0,1.0348270156681607e9,32168.727293260465,106.30292099042394,128.30485721416164,2.0,3.0,0.47849797527481414,1.1350609269228306e-6,0.0
8.0,8.0,1.0348272107408953e9,32168.73032528476,106.30293100987656,128.30485721416164,3.0,2.0,0.4784979674993841,1.3096940346121917e-6,0.0
9.0,9.0,1.7743845658380094e9,42123.444372914346,139.19870494710452,177.65287921960845,3.0,3.0,0.9330710380097026,1.8351906543492901e-6,0.0
10.0,10.0,1.8014153904684188e9,42443.084130025454,140.25496805430862,167.7832748185191,4.0,1.0,0.4918760937427998,1.7701622765303262e-6,0.0
11.0,11.0,1.8014154519727056e9,42443.08485457561,140.25497044861527,167.7832748185191,1.0,4.0,0.49187608693587254,7.52023560459171e-7,1.0
12.0,12.0,2.235537103805232e9,47281.46681105856,156.24360842464287,197.39208802178717,4.0,2.0,0.4742017179669254,8.838767838810384e-7,1.0
13.0,13.0,2.247891757177799e9,47411.93686380888,156.6747522365412,197.39208802178717,2.0,4.0,0.4760854633397996,6.086814342139794e-7,1.0
14.0,14.0,3.100953431622042e9,55686.20503878893,184.0174216570613,246.74011002723395,4.0,3.0,0.4580983762723646,2.5842110091673883e-6,0.0
15.0,15.0,3.1009537527248316e9,55686.2079219337,184.01743118453524,246.74011002723395,3.0,4.0,0.45809839780297623,4.457878112691129e-7,1.0
16.0,16.0,3.7766499591826077e9,61454.454347773746,203.07884565920222,256.6097144283233,5.0,1.0,0.49052083499976695,3.519824601472475e-7,1.0
17.0,17.0,3.7814862618719225e9,61493.7904334407,203.2088334193211,256.6097144283233,1.0,5.0,0.4920967620650129,3.0420069978156956e-7,1.0
18.0,18.0,4.2858849205952425e9,65466.67030325616,216.337383114662,286.21852763159137,2.0,5.0,0.4726794311984344,3.153521488528429e-7,1.0
19.0,19.0,4.285885117995068e9,65466.67181089221,216.33738809670913,286.21852763159137,5.0,2.0,0.47267943740040286,4.953582316118031e-7,1.0
20.0,20.0,4.535564481138755e9,67346.59962565856,222.54968913488779,315.82734083485946,4.0,4.0,0.8890018058301522,2.727111235577527e-7,1.0
21.0,21.0,5.21277328292052e9,72199.53796888537,238.58642930705864,335.5665496370382,5.0,3.0,0.450099010588135,4.07135243974204e-7,1.0
22.0,22.0,5.24111867117638e9,72395.57079805629,239.23422808880437,335.5665496370382,3.0,5.0,0.45390242734429986,3.166136418806282e-7,1.0
23.0,23.0,5.407798188558746e9,73537.7330936897,243.00855174059515,3651.7536284030625,17.0,9.0,6.892304262844165e-5,6.440216278702933e-7,1.0
24.0,24.0,6.7265165530428705e9,82015.3434001399,271.02317384169964,404.65378044466365,4.0,5.0,0.43290227728237113,3.0239064676468426e-7,1.0
25.0,25.0,6.726516598189859e9,82015.34367537491,271.0231747512254,404.65378044466365,5.0,4.0,0.4329021685448859,2.1705520841846437e-7,1.0
26.0,26.0,6.8695081311364155e9,82882.49592728501,273.88871607280515,365.17536284030626,1.0,6.0,0.48949286200434416,1.8414654887164988e-7,1.0
27.0,27.0,6.869508536980311e9,82882.49837559382,273.8887241633452,365.17536284030626,6.0,1.0,0.4894929837829379,9.581290041863764e-7,1.0
28.0,28.0,7.394735063024436e9,85992.64540078085,284.16633665553496,394.78417604357435,6.0,2.0,0.46687082261760887,2.599220191926539e-7,1.0
29.0,29.0,7.414765600982516e9,86109.03321360957,284.55094510953404,394.78417604357435,2.0,6.0,0.4730138736522412,1.8178760560313943e-7,1.0
30.0,30.0,8.373093422502629e9,91504.60875006586,302.38085285568053,444.1321980490211,3.0,6.0,0.44608896653415997,2.1606579690902054e-7,1.0
31.0,31.0,8.373093466541158e9,91504.60899070144,302.38085365087096,444.1321980490211,6.0,3.0,0.44608897000589914,1.7027873811280254e-7,1.0
32.0,32.0,8.936596559229763e9,94533.57371447333,312.39019579171975,493.4802200544679,5.0,5.0,0.838223997315823,1.7166112253415905e-7,1.0
33.0,33.0,9.849450844139492e9,99244.39956057718,327.9573192017572,513.2194288566466,6.0,4.0,0.4214888259875401,2.63814507169853e-7,1.0
34.0,34.0,9.89639224104259e9,99480.61238775417,328.73789448766786,513.2194288566466,4.0,6.0,0.42756874149073154,1.5486101518009713e-7,1.0
35.0,35.0,1.1313303961553074e10,106364.01629100452,351.4843940492374,493.4802200544679,1.0,7.0,0.4868241119842464,3.0436938092251226e-7,1.0
36.0,36.0,1.1321064066167059e10,106400.4890316161,351.60491976442006,493.4802200544679,7.0,1.0,0.4908353988231357,1.277889672123989e-7,1.0
37.0,37.0,1.1836948995700006e10,108797.74352301616,359.52674870313064,523.089033257736,2.0,7.0,0.46193996094999745,1.1937929830915109e-7,1.0
38.0,38.0,1.1836949335967411e10,108797.74508677748,359.5267538706461,523.089033257736,7.0,2.0,0.4619399287131155,1.3900848318412302e-7,1.0
39.0,39.0,1.202770235151129e10,109670.88196741781,362.4120716511845,602.0458684664509,5.0,6.0,0.4045546355578007,1.1789027629967426e-7,1.0
40.0,40.0,1.202770248747358e10,109670.88258728285,362.41207369955475,602.0458684664509,6.0,5.0,0.40455463836486877,1.2014443115246807e-7,1.0
41.0,41.0,1.2626182755886328e10,112366.28834257332,371.31915611004865,3997.18978244119,9.0,18.0,0.00017948042915033325,2.739656953378759e-7,1.0
42.0,42.0,1.262618283317436e10,112366.28868648443,371.31915724651753,3997.18978244119,9.0,18.0,0.00017947908626859068,3.600612612766648e-7,1.0
43.0,43.0,1.2745260551922512e10,112894.90932687139,373.06600652832714,572.4370552631827,3.0,7.0,0.4311775914625021,1.2390034562133413e-7,1.0
44.0,44.0,1.2789043002169033e10,113088.6510759105,373.7062343387997,572.4370552631827,7.0,3.0,0.44545429582679624,1.20307742961281e-7,1.0
45.0,45.0,1.4183542701446917e10,119094.67956817767,393.55340971690276,641.5242860708082,4.0,7.0,0.41335416898364497,3.3120622134177315e-7,1.0
46.0,46.0,1.418354285773429e10,119094.68022432526,393.55341188517025,641.5242860708082,7.0,4.0,0.41335416717110596,1.0997568350815646e-7,1.0
47.0,47.0,1.4976623207719337e10,122379.01457243123,404.40663375901136,710.6115168784338,6.0,6.0,0.7815063414847616,9.710443725459852e-8,1.0
48.0,48.0,1.615134935664014e10,127087.95913319303,419.9675403820042,730.3507256806125,7.0,5.0,0.3883515333752734,2.0407732679966353e-7,1.0
49.0,49.0,1.6216342463680052e10,127343.403691279,420.81166773675153,730.3507256806125,5.0,7.0,0.3976181944861246,9.237143755616282e-8,1.0
50.0,50.0,1.736700236855113e10,131783.9230276255,435.48555184366137,641.5242860708082,1.0,8.0,0.48535785895434497,8.608852445998663e-8,1.0
51.0,51.0,1.7367002534318893e10,131783.92365656325,435.48555392201274,641.5242860708082,8.0,1.0,0.4853578457518442,7.587998280583069e-8,1.0
52.0,52.0,1.780640495762721e10,133440.64207589533,440.9602500648886,671.1330992740764,2.0,8.0,0.44516816827710975,1.219474372216101e-7,1.0
53.0,53.0,1.7841452903573975e10,133571.90162445835,441.3940027991181,671.1330992740764,8.0,2.0,0.4666069461172452,1.2126694592711148e-7,1.0
54.0,54.0,1.8617745574532646e10,136446.85989253342,450.8944240882742,3829.4065076226707,18.0,8.0,0.00110737435820264,1.8069862567688365e-7,1.0
55.0,55.0,1.863611534203576e10,136514.15802778758,451.11681362484205,720.4811212795231,8.0,3.0,0.7887453678846366,8.049370580983655e-8,1.0
56.0,56.0,1.8636115456723885e10,136514.15844784703,451.1168150129463,720.4811212795231,3.0,8.0,0.78874537442383,8.2660126348545e-8,1.0
57.0,57.0,1.8882730851417206e10,137414.44920901587,454.0918639410707,838.9163740925954,6.0,7.0,0.37561532392619845,8.607691279599262e-8,1.0
58.0,58.0,1.888273091954895e10,137414.44945692192,454.09186476028674,838.9163740925954,7.0,6.0,0.3756152865353562,8.649947543048701e-8,1.0
59.0,59.0,1.9835358951392796e10,140838.0593142095,465.405328449524,789.5683520871487,8.0,4.0,0.382590975166203,9.647138826991566e-8,1.0
60.0,60.0,1.9909450110322586e10,141100.85084903843,466.2737341999039,789.5683520871487,4.0,8.0,0.41056083383426023,1.1719110032129425e-7,1.0
61.0,61.0,2.159974466561601e10,146968.51589920887,485.6636817268992,878.3947916969529,8.0,5.0,0.3736680083189813,8.200128611390159e-8,1.0
62.0,62.0,2.1599744713651592e10,146968.5160626302,485.66368226693186,878.3947916969529,5.0,8.0,0.37366800670887473,7.297553033001132e-8,1.0
63.0,63.0,2.2401066396349552e10,149669.85800871716,494.5903810711821,967.2212313067571,7.0,7.0,0.7194631429932519,7.296961232730847e-8,1.0
64.0,64.0,2.2845019810739017e10,151145.69067869257,499.4673325987096,4046.537804446637,7.0,19.0,0.000403274508226267,2.985232009610036e-7,1.0
65.0,65.0,2.2846886249245518e10,151151.8648553352,499.4877354267681,967.2212313067571,7.0,7.0,0.00043804409075155396,3.0412534641156867e-7,1.0
66.0,66.0,2.3864605540707634e10,154481.73206145648,510.4914225572525,986.9604401089358,8.0,6.0,0.3499585677261271,7.296170157436214e-8,1.0
67.0,67.0,2.3944424642067272e10,154739.86119312397,511.34442119903355,986.9604401089358,6.0,8.0,0.3640190074874747,6.999679526917824e-8,1.0
68.0,68.0,2.522817752071588e10,158833.80471648937,524.8730308619575,809.3075608893273,1.0,9.0,0.46085095657241404,6.532124581810041e-8,1.0
69.0,69.0,2.524750594249925e10,158894.63786578592,525.0740565787761,809.3075608893273,9.0,1.0,0.4855415428880132,6.201965642866959e-8,1.0
70.0,70.0,2.557457173922591e10,159920.51694271722,528.4641174122864,838.9163740925954,9.0,2.0,0.777856369338004,6.836631389078718e-8,1.0
71.0,71.0,2.557457188160928e10,159920.51738788642,528.464118883367,838.9163740925954,2.0,9.0,0.7778563907670817,5.6861685211097523e-8,1.0
72.0,72.0,2.6141692064085476e10,161683.92642463095,534.2913786875223,888.2643960980422,3.0,9.0,0.35645948178466924,6.219240519304396e-8,1.0
73.0,73.0,2.6233057488708492e10,161966.22329581095,535.2242406475035,888.2643960980422,9.0,3.0,0.4234554234719745,5.00358230894871e-8,1.0
74.0,74.0,2.687447485540992e10,163934.36142374153,541.7280363993323,1115.2652973230975,8.0,7.0,0.4963578235992847,7.042196990912294e-8,1.0
75.0,75.0,2.6874475018580456e10,163934.36192141188,541.728038043905,1115.2652973230975,7.0,8.0,0.4963576878404046,6.627867570722662e-8,1.0
76.0,76.0,2.708869806481745e10,164586.4455683318,543.8828760567909,3602.405606397616,13.0,14.0,0.05252453623381364,1.250162490825149e-7,1.0
77.0,77.0,2.7088698210178787e10,164586.44600992752,543.8828775160625,3602.405606397616,13.0,14.0,0.05244458039859166,1.1162222067693179e-7,1.0
78.0,78.0,2.7131980070345703e10,164717.8802387455,544.3172074885886,957.3516269056677,9.0,4.0,0.36778567195942663,6.318822943163636e-8,1.0
79.0,79.0,2.7131980152893013e10,164717.8804893173,544.3172083166136,957.3516269056677,4.0,9.0,0.3677855373657821,5.594430590038395e-8,1.0
80.0,80.0,2.8392446359389168e10,168500.58266780316,556.8173077810438,1046.178066515472,5.0,9.0,0.31587941702418243,6.335951088088278e-8,1.0
81.0,81.0,2.850184547497128e10,168824.8958980022,557.8890145778875,1046.178066515472,9.0,5.0,0.3662027674088261,5.833644326085544e-8,1.0
82.0,82.0,3.0195697680646816e10,173769.09299598366,574.2273231679795,1154.743714927455,6.0,9.0,0.36810648768440546,6.145454516434584e-8,1.0
83.0,83.0,3.0195697829330475e10,173769.09342380328,574.2273245817277,1154.743714927455,9.0,6.0,0.3681064955267084,6.092939036433962e-8,1.0
84.0,84.0,3.0619037051841156e10,174982.96217586772,578.2386052540122,1263.3093633394378,8.0,8.0,0.6540108934976033,6.412768542805355e-8,1.0
85.0,85.0,3.239085981150873e10,179974.60879665424,594.7337128006747,1283.0485721416164,9.0,7.0,0.3067923808222269,5.8572630410524946e-8,1.0
86.0,86.0,3.2475889367209892e10,180210.68050259922,595.5138217455008,1283.0485721416164,7.0,9.0,0.3257589666290255,6.073194913030799e-8,1.0
87.0,87.0,3.3071557205608444e10,181855.869318558,600.9504178260001,3335.926287568203,13.0,13.0,0.21896417064315465,9.288436124686553e-8,1.0
88.0,88.0,3.4285518789903896e10,185163.49205473496,611.8805971639814,3641.884024001973,12.0,15.0,0.03587440607127969,8.902643122330745e-8,1.0
89.0,89.0,3.4285518820859962e10,185163.49213832614,611.880597440212,3641.884024001973,12.0,15.0,0.03584660349173102,8.657487093777952e-8,1.0
90.0,90.0,3.503912946548665e10,187187.41802131533,618.5687461900368,996.8300445100251,1.0,10.0,0.33315003132444115,7.024656653275497e-8,1.0
91.0,91.0,3.503912967626429e10,187187.41858432765,618.5687480505349,996.8300445100251,10.0,1.0,0.3331501589153052,5.3411542501274285e-8,1.0
92.0,92.0,3.504500918572782e10,187203.12279908106,618.6206432929214,1026.4388577132931,10.0,2.0,0.1634397891850479,5.656988266758896e-8,1.0
93.0,93.0,3.521100488622344e10,187645.9562213464,620.0840050812149,1431.0926381579568,8.0,9.0,0.3003458383064797,5.8074828510796555e-8,1.0
94.0,94.0,3.521100506453548e10,187645.95669647527,620.0840066512983,1431.0926381579568,9.0,8.0,0.30034578924934646,5.199549086661697e-8,1.0
95.0,95.0,3.525618745273278e10,187766.310750179,620.4817217161534,1026.4388577132931,2.0,10.0,0.41163004698200073,5.7919111421748117e-8,1.0
96.0,96.0,3.547570365548696e10,188349.94997473975,622.4103822382124,1075.78687971874,3.0,10.0,0.2279984215131744,5.188907848015372e-8,1.0
97.0,97.0,3.54757038964195e10,188349.95061432722,622.4103843517563,1075.78687971874,10.0,3.0,0.22799846006623728,6.319711416222171e-8,1.0
98.0,98.0,3.5913852669810234e10,189509.50548669117,626.2421825095525,1144.8741105263655,10.0,4.0,0.1879286055377352,4.2702605873916885e-8,1.0
99.0,99.0,3.612735319856419e10,190071.96847132454,628.1008652504157,1144.8741105263655,4.0,10.0,0.33269395600904894,4.830722019617724e-8,1.0
100.0,100.0,3.654637212203648e10,191171.05461349656,631.73284192975,3355.665496370382,14.0,12.0,0.10092475384408252,9.789099929866037e-8,1.0
101.0,101.0,3.65540157205164e10,191191.04508453424,631.7989012874581,3355.665496370382,12.0,14.0,0.09780593739751274,1.9398949079490972e-7,1.0
102.0,102.0,3.6788880287465775e10,191804.275988482,633.825348766619,1233.7005501361698,5.0,10.0,0.22904125608960713,1.9574595605307867e-7,1.0
103.0,103.0,3.6788880473960884e10,191804.27647464193,633.8253503731551,1233.7005501361698,10.0,5.0,0.22904128303944804,5.765937384838978e-8,1.0
104.0,104.0,3.775999094612571e10,194319.3015274749,642.1363571171568,1342.2661985481527,10.0,6.0,0.2120862469135284,2.0932151479150166e-7,1.0
105.0,105.0,3.7894998064879036e10,194666.37630797733,643.2832804204374,1342.2661985481527,6.0,10.0,0.2933231555419212,4.505591786673378e-8,1.0
106.0,106.0,3.827537344012676e10,195640.92986930613,646.5037339151138,1026.4388577132931,2.0,10.0,0.0013478075144270005,3.8036687375943306e-7,1.0
107.0,107.0,3.846153843627459e10,196116.13507377353,648.0740696279388,3207.6214303540414,1.0,18.0,0.0028301697096384014,5.583178702604793e-8,1.0
108.0,108.0,3.8461538438554054e10,196116.13507958507,648.0740696471432,3207.6214303540414,18.0,1.0,0.0028301697508112257,8.723544499580794e-8,1.0
109.0,109.0,3.850712291810752e10,196232.31874007787,648.4580034711068,98.69604401089359,3.0,1.0,0.004560846864831784,4.482753519670285e-8,1.0
110.0,110.0,3.857571399373889e10,196407.0110605497,649.0352816385475,49.34802200544679,2.0,1.0,0.002376863665589304,3.934968718294757e-8,1.0
111.0,111.0,3.8575714000406136e10,196407.01107752274,649.0352816946356,49.34802200544679,1.0,2.0,0.002376863831355106,6.604938176158206e-8,1.0
112.0,112.0,3.858529182572575e10,196431.3921595165,649.1158500120955,1598.875912976476,9.0,9.0,0.5908823783403421,5.575380854238712e-8,1.0
113.0,113.0,3.8893772459205765e10,197215.0411586443,651.7054513002995,78.95683520871486,2.0,2.0,0.009734979917148308,7.801971132879149e-8,1.0
114.0,114.0,3.9100539925544945e10,197738.5645885621,653.4354566343571,197.39208802178717,2.0,4.0,0.004401457410157843,5.246711092095254e-8,1.0
115.0,115.0,3.91212781685112e10,197790.99617654792,653.6087190362,1470.5710557623142,10.0,7.0,0.1719560664081534,4.920392111769058e-8,1.0
116.0,116.0,3.912127821262582e10,197790.9962880662,653.6087194047169,1470.5710557623142,7.0,10.0,0.1719560189386369,5.03278807759882e-8,1.0
117.0,117.0,3.917752875252229e10,197933.14212764445,654.0784463484051,3572.7967931943476,1.0,19.0,0.005028614091300048,1.960123722663423e-6,0.0
118.0,118.0,3.92323599877083e10,198071.60318356668,654.5359967685312,286.21852763159137,2.0,5.0,0.0049297627979490236,1.4637808262106673e-7,1.0
119.0,119.0,3.9232359992079605e10,198071.60319460134,654.5359968049956,286.21852763159137,5.0,2.0,0.0049297636717618555,5.691401978473464e-8,1.0
120.0,120.0,3.972347899373568e10,199307.49858882802,658.6200654486573,3089.186177540969,12.0,13.0,0.15303512787848725,8.585433849119456e-8,1.0
121.0,121.0,3.972347901863415e10,199307.49865129046,658.620065655067,3089.186177540969,13.0,12.0,0.15303508243172556,6.604263401900575e-8,1.0
122.0,122.0,3.994412746732686e10,199860.26985703502,660.446721502355,19.739208802178716,1.0,1.0,0.2312951851931316,9.203522254107304e-8,1.0
123.0,123.0,3.996105626165487e10,199902.6169454889,660.5866592486342,1283.0485721416164,11.0,3.0,0.004934433400117387,4.557427331679252e-8,1.0
124.0,124.0,4.00052001576357e10,200012.99997159108,660.9514246307226,246.74011002723395,4.0,3.0,0.0032165291781668945,1.133639875914015e-7,1.0
125.0,125.0,4.000520015783904e10,200012.9999720994,660.9514246324023,246.74011002723395,3.0,4.0,0.0032165294829019976,1.1160154167213479e-7,1.0
126.0,126.0,4.055068054132329e10,201371.99542469476,665.4422826295684,1460.701451361225,2.0,12.0,0.003811334228932943,4.868842174123143e-7,1.0
127.0,127.0,4.059115644208553e10,201472.47068045186,665.7743073651717,78.95683520871486,2.0,2.0,0.010823157188112274,1.0125426327717322e-7,1.0
128.0,128.0,4.062524078218751e10,201557.04101367312,666.0537736110258,19.739208802178716,1.0,1.0,0.5202196943107864,6.46299877209381e-8,1.0
129.0,129.0,4.06772927852547e10,201686.12442420202,666.480335205009,1618.6151217786546,10.0,8.0,0.2664315557476822,5.068691777454974e-8,1.0
130.0,130.0,4.073783176787399e10,201836.15079532703,666.9761036987637,1618.6151217786546,8.0,10.0,0.25323598443571194,5.1953806688162774e-8,1.0
131.0,131.0,4.1112253661373505e10,202761.56850195627,670.0341856817446,1352.1358029492421,4.0,11.0,0.003396920825235553,5.5060669293665776e-8,1.0
