mode_rank,eigen_index,vtk_w_field,lambda_real,lambda_imag,node_row,x,y,w,phi_1,phi_2
2,2,w2,-Inf,0.0,23,0.7499999999995922,0.2499999999998184,2.5970544877602668e-23,-0.0013648627910440086,0.0013577307362181478
2,2,w2,-Inf,0.0,24,0.749999999999844,0.4999999999995339,-1.9690904430895628e-23,0.0003135387963458142,-0.0004657491410065513
2,2,w2,-Inf,0.0,25,0.7500000000000953,0.7499999999995921,-2.442085073729367e-22,0.00012587039302702554,-0.0009172927581858833
3,3,w3,-Inf,0.0,1,0.0,0.0,-8.67017202546206e-38,0.6382021403060976,-0.6290278115053007
3,3,w3,-Inf,0.0,2,1.0,0.0,-1.1551310624074864e-37,0.13294531064125234,-0.123770981840455
3,3,w3,-Inf,0.0,3,1.0,1.0,-1.4153099541286818e-39,0.08526801513344352,0.08526801513364153
3,3,w3,-Inf,0.0,4,0.0,1.0,-2.3189715588190271e-38,0.0077892332901209164,0.162746796976963
3,3,w3,-Inf,0.0,5,0.2499999999994109,0.0,1.4807230539162307e-37,0.078812438293169,-0.06963810949237195
3,3,w3,-Inf,0.0,6,0.4999999999986921,0.0,-1.362940833156144e-37,0.02018059867353508,-0.011006269872737813
3,3,w3,-Inf,0.0,7,0.7499999999993406,0.0,4.392272215619147e-38,0.24081129085736336,-0.231636962056566
3,3,w3,-Inf,0.0,8,1.0,0.2499999999994109,5.5551620967140635e-39,-0.0005198120126290826,0.002221521559816632
3,3,w3,-Inf,0.0,9,1.0,0.4999999999986921,-2.3871375052558706e-38,-0.014296880549131518,0.014549387053207819
3,3,w3,-Inf,0.0,10,1.0,0.7499999999993406,8.064337737991834e-38,-0.013515743633058134,0.015849059996901685
3,3,w3,-Inf,0.0,11,0.7500000000003471,1.0,-7.580288930873993e-38,-0.41219171218944006,0.5827277424565245
3,3,w3,-Inf,0.0,12,0.5000000000020595,1.0,1.8120712895041783e-38,0.03173722276232396,0.13879880750476037
3,3,w3,-Inf,0.0,13,0.2500000000010405,1.0,9.57996619551468e-40,-0.829463969732916,1.0
3,3,w3,-Inf,0.0,14,0.0,0.7500000000003471,1.1119292997814519e-38,-0.0049291249534856516,0.007262441317671963
3,3,w3,-Inf,0.0,15,0.0,0.5000000000020595,-1.53121550056952e-37,0.05115724653889141,-0.050904740034810984
3,3,w3,-Inf,0.0,16,0.0,0.2500000000010405,-2.399007288248139e-38,0.0058416058842661895,-0.004139896337107719
3,3,w3,-Inf,0.0,17,0.2499999999998184,0.2500000000006332,-4.6905464985324836e-21,-0.00038938308427938505,0.0020910926314451185
3,3,w3,-Inf,0.0,18,0.2500000000002257,0.5000000000012177,-3.4273605405925146e-21,-0.006898654637954731,0.007151161142034241
3,3,w3,-Inf,0.0,19,0.2500000000006332,0.7500000000000954,1.737134649100091e-21,0.01296884400991492,-0.010635527645814331
3,3,w3,-Inf,0.0,20,0.4999999999995339,0.2500000000002257,-9.213811037690107e-22,-0.011987337058609535,0.01368904660578245
3,3,w3,-Inf,0.0,21,0.5000000000003757,0.5000000000003757,-1.759039308325538e-21,0.0012897886465526682,-0.0010372821424742267
3,3,w3,-Inf,0.0,22,0.5000000000012177,0.749999999999844,4.000042217618282e-21,-0.04567345906775961,0.048006775431774576
3,3,w3,-Inf,0.0,23,0.7499999999995922,0.2499999999998184,-5.576822459739691e-22,0.005655223611817691,-0.003953514064637408
3,3,w3,-Inf,0.0,24,0.749999999999844,0.4999999999995339,5.830691118621119e-22,-0.0015195559734460127,0.0017720624775233917
3,3,w3,-Inf,0.0,25,0.7500000000000953,0.7499999999995921,6.3557831298424586e-21,-0.05837444032525668,0.060707756689185884
4,4,w4,-Inf,0.0,1,0.0,0.0,-3.695568328895401e-36,0.17175023119265728,-0.5464504623497595
4,4,w4,-Inf,0.0,2,1.0,0.0,-7.277460935655138e-37,0.2629106726717357,-0.6376109038288387
4,4,w4,-Inf,0.0,3,1.0,1.0,-8.139619026789763e-38,-0.014246240690581717,-0.014246240689106633
4,4,w4,-Inf,0.0,4,0.0,1.0,-2.1573793041742787e-37,-0.23847433213309507,0.20998185075340656
4,4,w4,-Inf,0.0,5,0.2499999999994109,0.0,6.08356085836307e-36,-0.15251621839220558,-0.2221840127648969
4,4,w4,-Inf,0.0,6,0.4999999999986921,0.0,-6.55218077482844e-37,0.10169103149121035,-0.4763912626483135
4,4,w4,-Inf,0.0,7,0.7499999999993406,0.0,-1.6344854805952706e-36,-1.0,0.6252997688428968
4,4,w4,-Inf,0.0,8,1.0,0.2499999999994109,7.75799298399397e-38,-0.0290468411249653,0.057406770564993145
4,4,w4,-Inf,0.0,9,1.0,0.4999999999986921,-4.784182315894363e-38,0.011873077765333579,-0.00583580977383883
4,4,w4,-Inf,0.0,10,1.0,0.7499999999993406,-3.1495358534523995e-37,-0.021602702302483543,0.038973730309454196
4,4,w4,-Inf,0.0,11,0.7500000000003471,1.0,5.000379443036609e-37,-0.8715150612883281,0.8430225799086388
4,4,w4,-Inf,0.0,12,0.5000000000020595,1.0,-9.604120846204182e-38,0.04379090563643354,-0.07228338701612268
4,4,w4,-Inf,0.0,13,0.2500000000010405,1.0,9.173770687668788e-38,0.5588606013168742,-0.5873530826965635
4,4,w4,-Inf,0.0,14,0.0,0.7500000000003471,-8.995362190548265e-37,0.02262198822267753,-0.0052509602157762535
4,4,w4,-Inf,0.0,15,0.0,0.5000000000020595,-1.1233095264148431e-36,-0.10473828707776214,0.11077555506918318
4,4,w4,-Inf,0.0,16,0.0,0.2500000000010405,-1.852563908950624e-36,0.06276420869577423,-0.03440427925450568
4,4,w4,-Inf,0.0,17,0.2499999999998184,0.2500000000006332,-1.074578356321341e-19,-0.022561947622668135,0.05092187706362669
4,4,w4,-Inf,0.0,18,0.2500000000002257,0.5000000000012177,-1.6395703174879406e-19,-0.05185460502397459,0.05789187301541398
4,4,w4,-Inf,0.0,19,0.2500000000006332,0.7500000000000954,8.445083572780774e-20,0.08757205146738758,-0.07020102346046914
4,4,w4,-Inf,0.0,20,0.4999999999995339,0.2500000000002257,4.064281710041457e-20,-0.015743404864557015,0.04410333430520491
4,4,w4,-Inf,0.0,21,0.5000000000003757,0.5000000000003757,-1.5999504291441526e-20,0.08082731946760333,-0.07479005147614542
4,4,w4,-Inf,0.0,22,0.5000000000012177,0.749999999999844,1.752272968960005e-19,0.137155264319233,-0.1197842363122971
4,4,w4,-Inf,0.0,23,0.7499999999995922,0.2499999999998184,6.682867450989854e-20,-0.44561289195234927,0.47397282139268726
4,4,w4,-Inf,0.0,24,0.749999999999844,0.4999999999995339,-1.5310655559481703e-20,-0.1983771812859534,0.20441444927742972
4,4,w4,-Inf,0.0,25,0.7500000000000953,0.7499999999995921,2.18490374184563e-19,-0.06431423121314238,0.08168525922009585
5,5,w5,-Inf,0.0,1,0.0,0.0,2.468068650703439e-35,-0.6642272229372055,-0.5041755806991466
5,5,w5,-Inf,0.0,2,1.0,0.0,3.75692291436338e-36,-0.6781803434175834,-0.490222460218769
5,5,w5,-Inf,0.0,3,1.0,1.0,-1.6833922181619292e-38,0.00958697959607533,0.009586979595160364
5,5,w5,-Inf,0.0,4,0.0,1.0,1.3039129073863187e-36,0.3757130045741944,-0.3565390453829591
5,5,w5,-Inf,0.0,5,0.2499999999994109,0.0,-1.2894020725934047e-35,-0.5835650887007228,-0.5848377149356297
5,5,w5,-Inf,0.0,6,0.4999999999986921,0.0,1.8108191325484325e-35,-0.16840280363635238,-1.0
5,5,w5,-Inf,0.0,7,0.7499999999993406,0.0,-6.284360856977523e-36,-0.39910759811948326,-0.7692952055168685
5,5,w5,-Inf,0.0,8,1.0,0.2499999999994109,-4.5044815269369204e-38,-0.20213085999924502,0.18545054428041635
5,5,w5,-Inf,0.0,9,1.0,0.4999999999986921,1.1574818568250306e-37,0.041475289027820474,0.044375011279145796
5,5,w5,-Inf,0.0,10,1.0,0.7499999999993406,-5.203451077233145e-37,-0.21996183580124437,0.22417929934086647
5,5,w5,-Inf,0.0,11,0.7500000000003471,1.0,4.933764277912719e-37,0.04639430032061512,-0.027220341129379634
5,5,w5,-Inf,0.0,12,0.5000000000020595,1.0,-8.699165472980289e-38,0.13766627273030627,-0.118492313539071
5,5,w5,-Inf,0.0,13,0.2500000000010405,1.0,-3.547041786771431e-37,-0.1019568764680322,0.12113083565926734
5,5,w5,-Inf,0.0,14,0.0,0.7500000000003471,-1.6606644144356106e-36,0.06639317901339079,-0.06217571547390351
5,5,w5,-Inf,0.0,15,0.0,0.5000000000020595,5.288631205207707e-36,0.04448183549855507,0.04136846480855128
5,5,w5,-Inf,0.0,16,0.0,0.2500000000010405,1.177738519743041e-36,0.07015516468538457,-0.08683548040012523
5,5,w5,-Inf,0.0,17,0.2499999999998184,0.2500000000006332,-6.180736220947543e-20,0.02123869961121085,-0.03791901532697322
5,5,w5,-Inf,0.0,18,0.2500000000002257,0.5000000000012177,-2.280905192176657e-19,0.003220607972220111,0.08262969233485115
5,5,w5,-Inf,0.0,19,0.2500000000006332,0.7500000000000954,-7.567936820828944e-20,-0.0749213453668091,0.07913880890632978
5,5,w5,-Inf,0.0,20,0.4999999999995339,0.2500000000002257,2.502790792672139e-19,-0.2912419865563274,0.2745616708395427
5,5,w5,-Inf,0.0,21,0.5000000000003757,0.5000000000003757,-9.59480143973112e-20,-0.04010371663673007,0.1259540169437664
5,5,w5,-Inf,0.0,22,0.5000000000012177,0.749999999999844,-1.1973940271369576e-19,0.2574264889676156,-0.25320902542806084
5,5,w5,-Inf,0.0,23,0.7499999999995922,0.2499999999998184,2.167242302686376e-19,0.4048235992161774,-0.4215039149339838
5,5,w5,-Inf,0.0,24,0.749999999999844,0.4999999999995339,-1.5938587354684616e-19,0.5763392998082,-0.4904889995011986
5,5,w5,-Inf,0.0,25,0.7500000000000953,0.7499999999995921,-1.5656768029538117e-19,0.37698191330761277,-0.37276444976802453
6,6,w6,-Inf,0.0,1,0.0,0.0,5.859719877777128e-35,0.2349253441952141,0.1279962920067403
6,6,w6,-Inf,0.0,2,1.0,0.0,2.6229948943927886e-35,0.24127675832552672,0.12164487787642701
6,6,w6,-Inf,0.0,3,1.0,1.0,5.6293644382621655e-37,-0.09874378556033096,-0.09874378555934088
6,6,w6,-Inf,0.0,4,0.0,1.0,9.142348917570277e-36,-0.46404790083485303,0.26656032971518134
6,6,w6,-Inf,0.0,5,0.2499999999994109,0.0,-6.945190895474841e-35,0.4557704194145814,-0.09284878321262696
6,6,w6,-Inf,0.0,6,0.4999999999986921,0.0,6.693034105553426e-35,1.0,-0.6370783637980464
6,6,w6,-Inf,0.0,7,0.7499999999993406,0.0,-3.7418787915865795e-35,-0.11589536554419072,0.47881700174614356
6,6,w6,-Inf,0.0,8,1.0,0.2499999999994109,-2.172581499162059e-36,-0.44859746182385335,0.3013010278343771
6,6,w6,-Inf,0.0,9,1.0,0.4999999999986921,-9.845900444934121e-37,-0.020074062994946323,-0.017503529028554062
6,6,w6,-Inf,0.0,10,1.0,0.7499999999993406,2.0605354066239256e-36,-0.18481753117432959,0.1780502414912459
6,6,w6,-Inf,0.0,11,0.7500000000003471,1.0,-1.2624221097499825e-36,-0.177841332835901,-0.019646238283771097
6,6,w6,-Inf,0.0,12,0.5000000000020595,1.0,1.1089556703808274e-36,-0.045883365694746665,-0.15160420542492578
6,6,w6,-Inf,0.0,13,0.2500000000010405,1.0,-2.16858093983397e-36,-0.04940301124415752,-0.14808455987551472
6,6,w6,-Inf,0.0,14,0.0,0.7500000000003471,-7.495555381115078e-36,-0.06725661504655638,0.060489325363150354
6,6,w6,-Inf,0.0,15,0.0,0.5000000000020595,4.5169457280659676e-35,-0.021684193699774847,-0.01589339832277893
6,6,w6,-Inf,0.0,16,0.0,0.2500000000010405,3.253566522219771e-35,-0.4530348401617429,0.3057384061709601
6,6,w6,-Inf,0.0,17,0.2499999999998184,0.2500000000006332,7.027948417076299e-19,0.25907854188899365,-0.4063749758794498
6,6,w6,-Inf,0.0,18,0.2500000000002257,0.5000000000012177,4.94843847702954e-19,-0.26312627556373025,0.22554868354094004
6,6,w6,-Inf,0.0,19,0.2500000000006332,0.7500000000000954,1.5403379546725432e-20,0.10469174739253972,-0.11145903707586476
6,6,w6,-Inf,0.0,20,0.4999999999995339,0.2500000000002257,1.206572942152911e-18,0.4070829058154296,-0.5543793398055589
6,6,w6,-Inf,0.0,21,0.5000000000003757,0.5000000000003757,-1.1156962744930523e-19,-0.43120596087121876,0.39362836884819163
6,6,w6,-Inf,0.0,22,0.5000000000012177,0.749999999999844,3.360245032722469e-19,-0.40864522708247414,0.40187793739922945
6,6,w6,-Inf,0.0,23,0.7499999999995922,0.2499999999998184,7.101142915533723e-19,0.8308450755692574,-0.9781415095590591
6,6,w6,-Inf,0.0,24,0.749999999999844,0.4999999999995339,5.89051011705906e-20,0.16285337639653005,-0.20043096841979388
6,6,w6,-Inf,0.0,25,0.7500000000000953,0.7499999999995921,9.215195873605927e-19,0.10315585495371346,-0.10992314463687727
7,7,w7,-Inf,0.0,1,0.0,0.0,6.852110530144995e-35,0.06228390785243003,0.03211166220018329
7,7,w7,-Inf,0.0,2,1.0,0.0,2.956109690445794e-35,0.09428064508859298,0.00011492496402039566
7,7,w7,-Inf,0.0,3,1.0,1.0,1.521436725685781e-36,-0.15780015518192925,-0.15780015518170573
7,7,w7,-Inf,0.0,4,0.0,1.0,5.525428803260106e-36,-0.35455744773872794,0.03895713737509266
7,7,w7,-Inf,0.0,5,0.2499999999994109,0.0,-5.440249852102726e-35,0.13060238021146653,-0.03620681015885294
7,7,w7,-Inf,0.0,6,0.4999999999986921,0.0,6.721602132614974e-35,0.0486622562481309,0.04573331380448289
7,7,w7,-Inf,0.0,7,0.7499999999993406,0.0,-3.133594927950794e-35,-0.054328162746805984,0.14872373279941953
7,7,w7,-Inf,0.0,8,1.0,0.2499999999994109,-2.81412941964281e-36,0.14716006073560506,0.10580596090639308
7,7,w7,-Inf,0.0,9,1.0,0.4999999999986921,7.349482791754375e-39,0.21880307051161627,0.2178543652842955
7,7,w7,-Inf,0.0,10,1.0,0.7499999999993406,-1.5735697943070295e-37,0.22079006565767825,0.022959331071412743
7,7,w7,-Inf,0.0,11,0.7500000000003471,1.0,8.107719372737607e-37,-0.1688978032396352,-0.14670250712400024
7,7,w7,-Inf,0.0,12,0.5000000000020595,1.0,1.3639404170534203e-36,-0.6516392491020121,0.3360389387383769
7,7,w7,-Inf,0.0,13,0.2500000000010405,1.0,-2.7239724905934345e-36,-0.20771353921241412,-0.10788677115122129
7,7,w7,-Inf,0.0,14,0.0,0.7500000000003471,-1.0359284116744924e-35,0.21641763406433473,0.027331762663242196
7,7,w7,-Inf,0.0,15,0.0,0.5000000000020595,3.8617020839454656e-35,0.23576310489187788,0.20089433090397066
7,7,w7,-Inf,0.0,16,0.0,0.2500000000010405,5.9473074648743695e-36,1.0,-0.7470339783568875
7,7,w7,-Inf,0.0,17,0.2499999999998184,0.2500000000006332,6.148615994162764e-19,-0.02806987431606538,0.28103589595889905
7,7,w7,-Inf,0.0,18,0.2500000000002257,0.5000000000012177,-9.069068060407294e-20,0.1494163087827322,0.2872411270131321
7,7,w7,-Inf,0.0,19,0.2500000000006332,0.7500000000000954,-1.2267547405324365e-19,-0.13233010938452924,0.3760795061124849
7,7,w7,-Inf,0.0,20,0.4999999999995339,0.2500000000002257,8.952144034870885e-19,0.32662088732900496,-0.07365486568644986
7,7,w7,-Inf,0.0,21,0.5000000000003757,0.5000000000003757,4.600670538019322e-19,0.32257822155559024,0.11407921424028998
7,7,w7,-Inf,0.0,22,0.5000000000012177,0.749999999999844,-2.6714876749280106e-19,0.0957478707140871,0.1480015260142469
7,7,w7,-Inf,0.0,23,0.7499999999995922,0.2499999999998184,4.896543315800162e-19,0.2939181435233368,-0.04095212188106025
7,7,w7,-Inf,0.0,24,0.749999999999844,0.4999999999995339,-1.1193218706889718e-18,0.2700089700357762,0.1666484657601199
7,7,w7,-Inf,0.0,25,0.7500000000000953,0.7499999999995921,-3.132574315819995e-19,0.5625776967503056,-0.31882830002159296
8,8,w8,-Inf,0.0,1,0.0,0.0,6.005027610547769e-35,-0.13106188417621498,-0.12708711836711384
8,8,w8,-Inf,0.0,2,1.0,0.0,6.996482880490087e-35,-0.008634181964973588,-0.24951482057835514
8,8,w8,-Inf,0.0,3,1.0,1.0,5.7560333561325464e-36,-0.09531608930577294,-0.09531608930543886
8,8,w8,-Inf,0.0,4,0.0,1.0,1.5744678210636777e-35,-0.31032202324794045,0.11968984463672959
8,8,w8,-Inf,0.0,5,0.2499999999994109,0.0,-1.4943065700555017e-34,-0.13174442188832283,-0.1264045806550057
8,8,w8,-Inf,0.0,6,0.4999999999986921,0.0,1.1241795594058778e-34,-0.36291980802751356,0.1047708054841852
8,8,w8,-Inf,0.0,7,0.7499999999993406,0.0,-4.2847022972498e-35,-0.17626712684923146,-0.08188187569409677
8,8,w8,-Inf,0.0,8,1.0,0.2499999999994109,-5.650075080833597e-36,0.8473458848533965,-0.344345511839915
8,8,w8,-Inf,0.0,9,1.0,0.4999999999986921,-7.987000015616987e-36,-0.1910805466507496,-0.19834547692482732
8,8,w8,-Inf,0.0,10,1.0,0.7499999999993406,9.477227190462119e-36,-0.1581653758736539,0.4453649915955536
8,8,w8,-Inf,0.0,11,0.7500000000003471,1.0,-1.1530708299293226e-35,0.021922929208845747,-0.2125551078200573
8,8,w8,-Inf,0.0,12,0.5000000000020595,1.0,8.084859797773804e-36,-0.7550738214614919,0.5644416428502813
8,8,w8,-Inf,0.0,13,0.2500000000010405,1.0,-6.838622707070968e-36,-0.15501771221726462,-0.03561446639394656
8,8,w8,-Inf,0.0,14,0.0,0.7500000000003471,-1.7421228664299304e-35,0.4831029461439363,-0.195903330421636
8,8,w8,-Inf,0.0,15,0.0,0.5000000000020595,1.041463669987605e-34,-0.1624037580979295,-0.2270222654790993
8,8,w8,-Inf,0.0,16,0.0,0.2500000000010405,2.184616318052682e-35,-0.22029598335485975,0.7232963563679112
8,8,w8,-Inf,0.0,17,0.2499999999998184,0.2500000000006332,2.940992792413862e-18,-0.08003127520260475,0.5830316482157637
8,8,w8,-Inf,0.0,18,0.2500000000002257,0.5000000000012177,9.38550538890991e-19,-0.1542468003111446,-0.23517922326552163
8,8,w8,-Inf,0.0,19,0.2500000000006332,0.7500000000000954,-2.3544057335455027e-19,0.542982826472344,-0.25578321075014426
8,8,w8,-Inf,0.0,20,0.4999999999995339,0.2500000000002257,-5.994704765466039e-20,0.444449858885438,0.058550514127828523
8,8,w8,-Inf,0.0,21,0.5000000000003757,0.5000000000003757,2.1694359591139116e-18,-1.0,0.6105739764236965
8,8,w8,-Inf,0.0,22,0.5000000000012177,0.749999999999844,-6.669353309132382e-19,0.17018030658739025,0.11701930913470955
8,8,w8,-Inf,0.0,23,0.7499999999995922,0.2499999999998184,2.16156088283796e-18,0.18767389964104894,0.3153264733723248
8,8,w8,-Inf,0.0,24,0.749999999999844,0.4999999999995339,-2.7712522810459497e-19,-0.15458149584177616,-0.23484452773416423
8,8,w8,-Inf,0.0,25,0.7500000000000953,0.7499999999995921,-1.2655913199783632e-18,0.24864765177136408,0.03855196395063563
9,9,w9,-Inf,0.0,1,0.0,0.0,1.1387341668300526e-34,0.148747672565706,0.0952549252814487
9,9,w9,-Inf,0.0,2,1.0,0.0,6.678398206074697e-35,0.022354187445649393,0.22164841040150474
9,9,w9,-Inf,0.0,3,1.0,1.0,2.9046167990572296e-36,0.22530995604029724,0.22530995604052928
9,9,w9,-Inf,0.0,4,0.0,1.0,1.8239524916659778e-35,0.3198134562575969,0.13080645582323025
9,9,w9,-Inf,0.0,5,0.2499999999994109,0.0,-1.4937461113584043e-34,0.18462203048430426,0.059380567362850176
9,9,w9,-Inf,0.0,6,0.4999999999986921,0.0,1.5168385704818105e-34,0.7157318392974016,-0.47172924145024725
9,9,w9,-Inf,0.0,7,0.7499999999993406,0.0,-6.073807359926172e-35,0.08032220090126733,0.16368039694588682
9,9,w9,-Inf,0.0,8,1.0,0.2499999999994109,-5.399909224625548e-36,0.3597265709443679,0.10500784850968285
9,9,w9,-Inf,0.0,9,1.0,0.4999999999986921,-5.2767731084248596e-36,-0.37322988119013184,-0.36562547440617554
9,9,w9,-Inf,0.0,10,1.0,0.7499999999993406,-4.4440319849531964e-36,-0.16929446223090913,-0.3491656848627288
9,9,w9,-Inf,0.0,11,0.7500000000003471,1.0,2.1371299012438227e-36,0.17576189020567987,0.27485802187514724
9,9,w9,-Inf,0.0,12,0.5000000000020595,1.0,4.577860698110933e-36,0.02742202301092053,0.4231978890699071
9,9,w9,-Inf,0.0,13,0.2500000000010405,1.0,-9.415313078591309e-36,0.357568747462277,0.09305116461855074
9,9,w9,-Inf,0.0,14,0.0,0.7500000000003471,-2.0189297764680478e-35,-0.21792066151981238,-0.30053948557143045
9,9,w9,-Inf,0.0,15,0.0,0.5000000000020595,9.250989090230344e-35,-0.40903397310450806,-0.32982138249841914
9,9,w9,-Inf,0.0,16,0.0,0.2500000000010405,3.356784919617697e-35,0.7990464610878899,-0.33431204163704714
9,9,w9,-Inf,0.0,17,0.2499999999998184,0.2500000000006332,1.888449089492014e-18,-0.24177363382479417,0.7065080532764385
9,9,w9,-Inf,0.0,18,0.2500000000002257,0.5000000000012177,-1.5343012058379452e-20,0.23139028219389943,-0.9702456377951721
9,9,w9,-Inf,0.0,19,0.2500000000006332,0.7500000000000954,-7.78406558125866e-20,-0.28292307376785514,-0.23553707332398652
