L_over_h,case,formula,fem,field_l2_w_pct,field_l2_phi_pct,load_rel_error_pct
10,pinned-pinned,8013.756711548967,8021.791057297196,0.023005536522801275,0.023005536522801687,0.10025692115970965
10,fixed-fixed,29765.133665266152,29876.223753954782,0.11054389419342796,0.09222487299800143,0.37322220668629025
100,pinned-pinned,8.222506257335922,8.230964849202424,0.023005536522806617,0.02300553652282557,0.10287121227734075
100,fixed-fixed,32.86408341671628,32.999562260490805,0.11054389416382121,0.0922248729980008,0.41223983659199603
1000,pinned-pinned,0.00822464868783343,0.00823311155084774,0.023005536524386853,0.02300553652956821,0.10289634652515947
1000,fixed-fixed,0.032898334997175864,0.03303409687003687,0.11054387188941456,0.0922248729993767,0.412670953933256
