mode_rank,eigen_index,lambda_real,k_num,w_norm,phi1_norm,phi2_norm
1,376,1.985845e+08,10.985968,6.128160e+00,2.581775e+01,2.308436e+01
2,377,2.277040e+08,12.596895,9.088022e-01,6.322118e+00,3.098468e+00
3,378,3.734149e+08,20.657823,1.234331e+00,7.492850e+00,4.107922e+00
4,379,5.001581e+08,27.669428,8.739727e-01,6.113618e+00,5.511442e+00
5,380,5.119492e+08,28.321729,5.878524e-01,6.500565e+00,2.605892e+00
6,381,5.293506e+08,29.284396,6.120638e-01,5.781731e+00,3.858985e+00
7,382,7.049331e+08,38.997860,6.826084e-01,6.969403e+00,3.477672e+00
8,383,7.383964e+08,40.849096,6.237835e-01,6.915049e+00,2.821510e+00
9,384,7.898140e+08,43.693590,9.807061e-01,6.013395e+00,6.507492e+00
10,385,9.280846e+08,51.342907,6.015287e-01,7.065538e+00,3.293835e+00
11,386,9.321636e+08,51.568565,6.019292e-01,6.094443e+00,5.354835e+00
12,387,9.740683e+08,53.886792,5.129249e-01,5.385147e+00,4.588031e+00
13,388,1.017940e+09,56.313851,1.021071e+00,5.657595e+00,6.604489e+00
14,389,1.068829e+09,59.129083,4.627181e-01,6.902290e+00,3.168581e+00
15,390,1.140006e+09,63.066665,6.869978e-01,5.419271e+00,5.593691e+00
16,391,1.166173e+09,64.514308,3.808851e-01,5.675807e+00,3.107843e+00
17,392,1.167878e+09,64.608614,3.535658e-01,5.344749e+00,3.346204e+00
18,393,1.169082e+09,64.675198,3.218418e-01,4.853757e+00,3.325836e+00
19,394,1.207366e+09,66.793114,3.811232e-01,6.335109e+00,2.394371e+00
20,395,1.282165e+09,70.931140,7.001396e-01,6.728614e+00,5.154795e+00
