mode_rank,eigen_index,lambda_real,k_num,w_norm,phi1_norm,phi2_norm
1,261,1.493479e+08,8.262130,4.091853e+00,2.394149e+01,1.562249e+01
2,262,1.503482e+08,8.317469,6.934465e-01,4.094385e+00,2.646528e+00
3,263,1.952361e+08,10.800726,5.435913e-01,4.554650e+00,1.742160e+00
4,264,1.965672e+08,10.874367,6.604044e-01,4.102368e+00,2.334437e+00
5,265,2.002463e+08,11.077901,4.708977e-01,4.663517e+00,4.928683e-01
6,266,2.009439e+08,11.116490,1.385478e+00,5.713615e+00,5.037794e+00
7,267,2.181616e+08,12.068999,5.600174e-01,4.254114e+00,1.908748e+00
8,268,2.358268e+08,13.046260,7.328735e-01,5.386888e+00,2.659160e+00
9,269,2.524138e+08,13.963877,4.971273e-01,4.025793e+00,2.418486e+00
10,270,3.066759e+08,16.965727,4.917641e-01,3.810913e+00,2.840650e+00
11,271,3.664621e+08,20.273182,5.404574e-01,4.089816e+00,3.421664e+00
12,272,3.893246e+08,21.537969,9.257250e-01,6.278897e+00,3.313015e+00
13,273,4.342178e+08,24.021525,5.208541e-01,4.079701e+00,3.598340e+00
14,274,5.107147e+08,28.253434,6.239330e-01,5.011093e+00,4.461604e+00
15,275,5.108105e+08,28.258734,5.435496e-01,5.367913e+00,3.716342e+00
16,276,5.265691e+08,29.130522,4.203344e-01,4.864803e+00,2.192409e+00
17,277,5.419468e+08,29.981237,3.913388e-01,4.342071e+00,2.862855e+00
18,278,5.469055e+08,30.255560,5.101325e-01,5.207424e+00,3.431358e+00
19,279,5.616998e+08,31.073999,5.381720e-01,5.431566e+00,3.883203e+00
20,280,5.920415e+08,32.752542,5.711313e-01,5.694762e+00,5.626281e+00
