mode_rank,eigen_index,lambda_real,k_num,w_norm,phi1_norm,phi2_norm
1,507,7.249790e+07,4.010683,1.050019e+01,3.456743e+01,3.456832e+01
2,508,1.140322e+08,6.308419,1.664144e+00,1.100934e+01,5.473674e+00
3,509,2.060269e+08,11.397692,1.101423e+00,1.101769e+01,3.617530e+00
4,510,2.922167e+08,16.165829,1.665997e+00,1.101210e+01,1.101200e+01
5,511,3.431848e+08,18.985450,8.165534e-01,1.101491e+01,2.676081e+00
6,512,3.456453e+08,19.121572,1.100472e+00,1.099900e+01,7.263148e+00
7,513,4.586531e+08,25.373319,1.664029e+00,5.473440e+00,1.100844e+01
8,514,4.692157e+08,25.957655,8.153715e-01,1.098851e+01,5.369765e+00
9,515,5.306069e+08,29.353901,6.437910e-01,1.101710e+01,2.103631e+00
10,516,6.502868e+08,35.974753,6.443808e-01,1.101708e+01,4.231054e+00
11,517,6.659417e+08,36.840807,1.128235e+00,1.125917e+01,1.125904e+01
12,518,7.290713e+08,40.333218,8.370146e-01,1.126366e+01,8.334433e+00
13,519,7.771305e+08,42.991919,5.262289e-01,1.100672e+01,1.712878e+00
14,520,7.849543e+08,43.424744,1.102030e+00,7.273430e+00,1.101413e+01
15,521,8.819908e+08,48.792934,6.600009e-01,1.126652e+01,6.552100e+00
16,522,8.932330e+08,49.414869,5.272674e-01,1.101815e+01,3.448523e+00
17,523,1.095437e+09,60.601081,4.415736e-01,1.101720e+01,1.430021e+00
18,524,1.109461e+09,61.376904,5.401098e-01,1.126832e+01,5.340647e+00
19,525,1.205481e+09,66.688882,8.204779e-01,1.101632e+01,1.101628e+01
20,526,1.209250e+09,66.897364,4.420602e-01,1.101860e+01,2.876563e+00
