mode_rank,eigen_index,lambda_real,k_num,w_norm,phi1_norm,phi2_norm
1,254,2.051887e+08,11.351317,4.913538e+00,2.178384e+01,1.946670e+01
2,255,2.359507e+08,13.053117,7.475004e-01,5.419852e+00,2.653269e+00
3,256,3.844197e+08,21.266622,9.818323e-01,6.168190e+00,3.355737e+00
4,257,5.193024e+08,28.728521,6.926216e-01,5.120286e+00,4.552441e+00
5,258,5.205180e+08,28.795765,4.878949e-01,5.272392e+00,2.094265e+00
6,259,5.480104e+08,30.316682,4.870996e-01,4.620407e+00,3.060477e+00
7,260,7.083544e+08,39.187132,6.163872e-01,6.204122e+00,2.868464e+00
8,261,7.588788e+08,41.982210,5.618844e-01,6.045224e+00,2.554540e+00
9,262,7.918001e+08,43.803463,6.255248e-01,4.563753e+00,4.363229e+00
10,263,9.166323e+08,50.709352,5.368385e-01,5.971818e+00,3.094747e+00
11,264,9.411479e+08,52.065590,4.277932e-01,4.495016e+00,3.663123e+00
12,265,9.612805e+08,53.179350,5.877177e-01,5.264790e+00,4.347044e+00
13,266,9.902918e+08,54.784297,2.907026e-01,3.885167e+00,2.061794e+00
14,267,1.004529e+09,55.571920,3.781551e-01,4.540358e+00,3.068214e+00
15,268,1.006111e+09,55.659457,2.983257e-01,4.161397e+00,2.395635e+00
16,269,1.012857e+09,56.032617,5.161972e-01,4.766221e+00,4.032037e+00
17,270,1.100229e+09,60.866170,2.931996e-01,4.021003e+00,2.143670e+00
18,271,1.110912e+09,61.457168,5.664553e-01,4.249170e+00,3.849486e+00
19,272,1.189606e+09,65.810630,5.868892e-01,5.162766e+00,4.640773e+00
20,273,1.215300e+09,67.232053,3.176725e-01,5.468000e+00,1.778684e+00
