mode_rank,eigen_index,lambda_real,k_num,w_norm,phi1_norm,phi2_norm
1,396,1.182124e+08,6.539674,4.737673e+00,2.442187e+01,1.606382e+01
2,397,1.185237e+08,6.556891,9.526588e-01,4.908133e+00,3.254909e+00
3,398,1.540626e+08,8.522955,9.112451e-01,6.385421e+00,2.878865e+00
4,399,1.549431e+08,8.571664,8.655334e-01,6.105451e+00,2.719712e+00
5,400,1.769971e+08,9.791720,8.118113e-01,7.353948e+00,1.143070e+00
6,401,1.802042e+08,9.969144,7.298721e-01,6.357484e+00,1.783063e+00
7,402,1.807809e+08,10.001045,6.811926e-01,5.573346e+00,1.884770e+00
8,403,1.894010e+08,10.477921,1.016406e+00,5.383845e+00,3.556974e+00
9,404,1.941529e+08,10.740801,1.951149e+00,7.829998e+00,6.942958e+00
10,405,2.102020e+08,11.628660,7.059663e-01,5.028327e+00,3.046599e+00
11,406,2.263842e+08,12.523886,9.489045e-01,6.857550e+00,3.366390e+00
12,407,2.387001e+08,13.205214,6.657933e-01,4.525716e+00,3.306940e+00
13,408,2.738259e+08,15.148426,6.459011e-01,4.428882e+00,3.489012e+00
14,409,3.188181e+08,17.637451,6.012690e-01,4.209107e+00,3.545774e+00
15,410,3.746521e+08,20.726267,1.215597e+00,7.930683e+00,4.280119e+00
16,411,3.752404e+08,20.758809,5.819870e-01,4.152857e+00,3.774855e+00
17,412,4.325189e+08,23.927539,6.603594e-01,5.208366e+00,4.579921e+00
18,413,4.523168e+08,25.022781,5.313706e-01,5.278168e+00,3.532679e+00
19,414,4.674379e+08,25.859302,6.774020e-01,6.452447e+00,4.542024e+00
20,415,4.931322e+08,27.280747,8.438243e-01,6.565625e+00,5.897326e+00
