mode_rank,eigen_index,lambda_real,k_num,w_norm,phi1_norm,phi2_norm
1,562,7.250369e+07,4.011003,1.100044e+01,3.613676e+01,3.613649e+01
2,563,1.139023e+08,6.301232,1.737680e+00,1.146536e+01,5.703274e+00
3,564,2.055189e+08,11.369587,1.152446e+00,1.148797e+01,3.777000e+00
4,565,2.918766e+08,16.147014,1.759423e+00,1.159883e+01,1.159887e+01
5,566,3.414878e+08,18.891573,8.556214e-01,1.148755e+01,2.798188e+00
6,567,3.449462e+08,19.082893,1.162749e+00,1.158045e+01,7.653974e+00
7,568,4.577865e+08,25.325375,1.741081e+00,5.714328e+00,1.148783e+01
8,569,4.673838e+08,25.856311,8.650975e-01,1.160448e+01,5.682317e+00
9,570,5.262801e+08,29.114537,6.755020e-01,1.148688e+01,2.202706e+00
10,571,6.457941e+08,35.726214,6.830014e-01,1.160390e+01,4.473107e+00
11,572,6.642742e+08,36.748558,1.154971e+00,1.148577e+01,1.148572e+01
12,573,7.264899e+08,40.190414,8.577063e-01,1.148789e+01,8.510946e+00
13,574,7.675657e+08,42.462781,5.538418e-01,1.148774e+01,1.799086e+00
14,575,7.827506e+08,43.302835,1.163994e+00,7.662110e+00,1.159285e+01
15,576,8.768555e+08,48.508847,6.773097e-01,1.148929e+01,6.700984e+00
16,577,8.834775e+08,48.875181,5.600391e-01,1.160547e+01,3.653764e+00
17,578,1.076320e+09,59.543469,4.654713e-01,1.148747e+01,1.504648e+00
18,579,1.099090e+09,60.803187,5.552791e-01,1.148856e+01,5.472436e+00
19,580,1.189900e+09,65.826876,4.707404e-01,1.160637e+01,3.056065e+00
20,581,1.200040e+09,66.387875,8.679771e-01,1.159982e+01,1.159973e+01
