mode_rank,eigen_index,lambda_real,k_num,w_norm,phi1_norm,phi2_norm
1,591,1.922022e+08,10.632886,8.077871e+00,3.335953e+01,2.982774e+01
2,592,2.197549e+08,12.157141,1.203797e+00,8.402084e+00,4.109791e+00
3,593,3.627706e+08,20.068965,1.594296e+00,9.699147e+00,5.356921e+00
4,594,4.798237e+08,26.544501,1.138286e+00,8.046979e+00,7.309098e+00
5,595,5.008071e+08,27.705333,7.663687e-01,8.226615e+00,3.690249e+00
6,596,5.092898e+08,28.174609,7.927354e-01,7.627664e+00,4.864005e+00
7,597,6.904231e+08,38.195149,8.391736e-01,8.519043e+00,4.778789e+00
8,598,7.173568e+08,39.685159,8.571619e-01,9.402371e+00,3.312808e+00
9,599,7.745859e+08,42.851151,1.292117e+00,7.685686e+00,8.645010e+00
10,600,9.084178e+08,50.254913,8.104835e-01,8.274787e+00,7.452861e+00
11,601,9.241723e+08,51.126474,7.078599e-01,9.746234e+00,3.619541e+00
12,602,9.504766e+08,52.581663,6.247616e-01,7.164062e+00,6.078719e+00
13,603,9.966866e+08,55.138064,1.357904e+00,6.613959e+00,8.822415e+00
14,604,1.082827e+09,59.903476,5.351925e-01,8.297354e+00,3.688964e+00
15,605,1.128460e+09,62.427950,8.798721e-01,6.912611e+00,7.663664e+00
16,606,1.157360e+09,64.026729,5.136424e-01,7.379857e+00,4.667526e+00
17,607,1.199687e+09,66.368337,6.189196e-01,9.909178e+00,2.392626e+00
18,608,1.349843e+09,74.675184,8.286580e-01,7.871647e+00,6.177455e+00
19,609,1.402006e+09,77.560862,3.605060e-01,6.001677e+00,4.399183e+00
20,610,1.402209e+09,77.572106,3.772104e-01,6.283797e+00,4.591899e+00
