mode_rank,eigen_index,lambda_real,k_num,w_norm,phi1_norm,phi2_norm
1,273,7.273125e+07,4.023592,7.497926e+00,2.515292e+01,2.515382e+01
2,274,1.152182e+08,6.374030,1.183634e+00,8.023374e+00,3.967558e+00
3,275,2.118840e+08,11.721712,7.757771e-01,8.026089e+00,2.596238e+00
4,276,2.957707e+08,16.362439,1.184901e+00,8.024778e+00,8.024868e+00
5,277,3.531618e+08,19.537391,7.765714e-01,8.026948e+00,5.251093e+00
6,278,3.626038e+08,20.059737,5.676238e-01,8.027878e+00,1.895140e+00
7,279,4.658129e+08,25.769408,1.183481e+00,3.966577e+00,8.022469e+00
8,280,4.902756e+08,27.122716,5.670267e-01,8.011570e+00,3.824935e+00
9,281,5.819631e+08,32.194992,4.392049e-01,8.027094e+00,1.461296e+00
10,282,6.845687e+08,37.871275,8.122678e-01,8.382451e+00,8.382374e+00
11,283,7.035155e+08,38.919439,4.396785e-01,8.027695e+00,2.955470e+00
12,284,7.582615e+08,41.948062,5.949415e-01,8.392309e+00,6.124431e+00
13,285,8.091865e+08,44.765304,7.765463e-01,5.251242e+00,8.026742e+00
14,286,8.955085e+08,49.540752,3.507584e-01,8.027191e+00,1.161257e+00
15,287,9.424042e+08,52.135089,4.605434e-01,8.393814e+00,4.723861e+00
16,288,1.013909e+09,56.090846,3.511508e-01,8.027570e+00,2.348546e+00
17,289,1.237324e+09,68.450467,3.678873e-01,8.394286e+00,3.754043e+00
18,290,1.267168e+09,70.101441,5.704713e-01,8.026354e+00,8.026313e+00
19,291,1.346122e+09,74.469319,2.850763e-01,8.027362e+00,9.370402e-01
20,292,1.364284e+09,75.474048,4.415918e-01,8.026593e+00,6.189858e+00
