mode_rank,eigen_index,lambda_real,k_num,w_norm,phi1_norm,phi2_norm
1,512,1.942656e+08,10.747041,7.454950e+00,3.046409e+01,2.724168e+01
2,513,2.223114e+08,12.298570,1.121205e+00,7.654858e+00,3.747959e+00
3,514,3.661735e+08,20.257217,1.450411e+00,8.693988e+00,4.789883e+00
4,515,4.865765e+08,26.918078,1.060582e+00,7.276763e+00,6.597388e+00
5,516,5.047117e+08,27.921338,6.807853e-01,7.568965e+00,3.193130e+00
6,517,5.159620e+08,28.543723,7.185297e-01,6.872233e+00,4.506552e+00
7,518,6.964309e+08,38.527510,7.677557e-01,7.978662e+00,4.320259e+00
8,519,7.240783e+08,40.056999,7.343599e-01,8.297414e+00,3.081932e+00
9,520,7.806033e+08,43.184041,1.156834e+00,6.686935e+00,7.478159e+00
10,521,9.172806e+08,50.745218,7.151079e-01,7.399370e+00,6.622989e+00
11,522,9.263859e+08,51.248935,7.121833e-01,9.161236e+00,3.694914e+00
12,523,9.600753e+08,53.112675,5.881749e-01,6.663458e+00,5.658133e+00
13,524,1.004582e+09,55.574854,1.249265e+00,6.268992e+00,8.053244e+00
14,525,1.082657e+09,59.894091,4.504853e-01,7.017031e+00,3.163178e+00
15,526,1.134317e+09,62.751957,8.214142e-01,6.475057e+00,7.055900e+00
16,527,1.166686e+09,64.542659,4.863868e-01,7.291718e+00,4.412961e+00
17,528,1.202363e+09,66.516340,5.533571e-01,8.983339e+00,2.375644e+00
18,529,1.309498e+09,72.443237,3.552121e-01,5.613453e+00,4.054717e+00
19,530,1.311168e+09,72.535626,3.638118e-01,5.745967e+00,4.117456e+00
20,531,1.337564e+09,73.995844,7.706298e-01,7.485625e+00,5.823731e+00
