mode_rank,eigen_index,vtk_w_field,lambda_real,lambda_imag,lambda_isfinite,selected_positive_mode,vector_isfinite,vector_norm,w_norm,w_min,w_min_node,w_max,w_max_node,phi_1_norm,phi_2_norm,rebuild_error,relative_rebuild_error
46,46,w46,Inf,0.0,false,false,true,1.9502003379573536,2.940710358679454e-20,-6.148018885469308e-21,18,2.2564351213635697e-20,17,1.422732318029285,1.3338343635564327,0.0,0.0
47,47,w47,Inf,0.0,false,false,true,2.202469887140867,1.4378733910554473e-19,-9.50872911408698e-20,17,6.456018309445269e-20,19,1.5253142516997364,1.588801446790623,0.0,0.0
48,48,w48,Inf,0.0,false,false,true,1.7538697054916192,7.41776644891366e-19,-6.32112340794583e-19,17,1.1186703495357166e-19,18,1.2242486787407842,1.255895742664455,0.0,0.0
49,49,w49,Inf,0.0,false,false,true,2.4565453771541867,4.1498346612248844e-18,-6.150115893212318e-19,19,3.538503554560316e-18,17,1.6133549739677362,1.8524850655244622,0.0,0.0
50,50,w50,Inf,0.0,false,false,true,2.749066595228832,1.0411339099174119e-17,-8.27125960218513e-18,17,2.4187387618964666e-18,19,2.052532403502255,1.8287913707080692,0.0,0.0
51,51,w51,Inf,0.0,false,false,true,3.0866595346197405,6.470498481239928e-18,-3.038281990619053e-18,23,4.9082602115501415e-18,17,2.1417687651108186,2.222677133425958,0.0,0.0
52,52,w52,Inf,0.0,false,false,true,3.1313717333475766,5.020061447331691e-18,-1.5607564022509853e-18,19,3.759682480666219e-18,17,2.1854581881129764,2.2426014894354624,0.0,0.0
53,53,w53,Inf,0.0,false,false,true,2.89669185749226,2.108089538835795e-17,-1.5639208043179331e-18,24,1.2539253199026562e-17,20,2.1821465000507425,1.9050092833312535,0.0,0.0
54,54,w54,Inf,0.0,false,false,true,3.0043963355522774,2.115085607721997e-17,-1.1461848075725277e-17,25,9.729908612110709e-18,23,2.078010181181685,2.169855070732885,0.0,0.0
55,55,w55,Inf,0.0,false,false,true,2.381191102741223,7.22915813325773e-17,-3.975179825620374e-17,23,3.6235415357357106e-17,25,1.4310550968678406,1.903195307240572,0.0,0.0
56,56,w56,Inf,0.0,false,false,true,2.3295174553013482,2.2468408315274614e-17,-1.2963196836087918e-17,22,1.3439751282678203e-35,5,1.6487564482487638,1.6456772918503162,0.0,0.0
57,57,w57,Inf,0.0,false,false,true,1.906256741167834,6.854741586140809e-16,-4.3776522143825513e-16,25,1.872036098267656e-16,19,1.4390407895230366,1.2501905332135277,0.0,0.0
58,58,w58,Inf,0.0,false,false,true,1.8122226368034378,1.930934279087085e-16,-1.153312558080485e-16,25,7.29839086878572e-17,19,1.5168646805127939,0.9916009410824619,0.0,0.0
