mode_rank,eigen_index,vtk_w_field,lambda_real,lambda_imag,lambda_isfinite,selected_positive_mode,vector_isfinite,vector_norm,w_norm,w_min,w_min_node,w_max,w_max_node,phi_1_norm,phi_2_norm,rebuild_error,relative_rebuild_error
1,1,w1,-Inf,0.0,false,false,true,1.8044640255018598,0.005321978333191297,-0.0012951334732858772,14,0.001730962268967547,4,1.3116978743861494,1.2391572871140513,0.0,0.0
2,2,w2,-Inf,0.0,false,false,true,2.557915600973569,0.05938846202642163,-0.014027857344741232,1,0.017792035576123015,15,1.8214941673414167,1.794871647395242,0.0,0.0
3,3,w3,-Inf,0.0,false,false,true,2.2387498582710412,0.06207306050465857,-0.014627533682645903,1,0.020089376879938625,15,1.4399755218780563,1.7130727828846657,0.0,0.0
4,4,w4,-Inf,0.0,false,false,true,1.967812836407206,0.04751496899882582,-0.010886965388146335,8,0.012412172789706554,15,1.3703678621158863,1.4114253821332352,0.0,0.0
5,5,w5,-Inf,0.0,false,false,true,2.8401569663372905,0.08448067120036913,-0.02306988080620987,16,0.027125818569080903,14,1.9970115007473537,2.0177461870885987,0.0,0.0
6,6,w6,-Inf,0.0,false,false,true,2.6320320766011545,0.14708534306205182,-0.04809501243059712,10,0.037724181955657625,4,1.946269714922427,1.7657839479646087,0.0,0.0
7,7,w7,-Inf,0.0,false,false,true,3.2808571825497124,0.5015575910830953,-0.07711711633711167,1,0.20177489931265583,15,2.4254935996574156,2.1516144248298463,0.0,0.0
8,8,w8,-Inf,0.0,false,false,true,3.149608396537598,0.2890549666676013,-0.06698644844652944,3,0.08750889207670104,2,1.4660526869305452,2.772574579146368,0.0,0.0
9,9,w9,-Inf,0.0,false,false,true,3.1054539375456773,0.29153625531704197,-0.08066144015234304,8,0.09666250813246756,2,2.1059472178401824,2.2635894251663364,0.0,0.0
10,10,w10,-Inf,0.0,false,false,true,2.828285361002047,0.37477844411270944,-0.0043682090992068325,2,0.09903485841006475,9,1.8218904171066252,2.1305995656485957,0.0,0.0
11,11,w11,-Inf,0.0,false,false,true,2.000521752246311,0.5088414244565763,-0.16041090872221042,9,0.07420357125486743,2,1.4043638449329396,1.3307628928598898,0.0,0.0
12,12,w12,-Inf,0.0,false,false,true,2.4042993569346454,0.6684572884497663,-0.19629577902933792,8,0.139008395283606,2,1.691582329927411,1.5723770134265147,0.0,0.0
13,13,w13,-Inf,0.0,false,false,true,2.7101708497948773,0.6136774897158935,-0.046698835964401386,3,0.21554128184304033,9,1.8862260289134005,1.8467748486330082,0.0,0.0
14,14,w14,-Inf,0.0,false,false,true,2.6833995742891394,0.9388431063507369,-0.2753935031160945,14,0.3077624328564781,9,1.8213940495452035,1.7325503205489177,0.0,0.0
15,15,w15,-Inf,0.0,false,false,true,3.935385236136554,2.552592856759131,-0.18480482224406217,2,0.9474117089483572,16,1.9782140362642242,2.249043327984374,0.0,0.0
16,16,w16,-Inf,0.0,false,false,true,2.7600510610062687,0.9233616916999614,-0.3279957963145927,4,-0.09455416915051063,10,2.060747836048712,1.5870108386155921,0.0,0.0
17,17,w17,-Inf,0.0,false,false,true,3.2759999949958583,2.0945268315161125,-0.5828251202657186,10,0.5378570570598032,4,1.848608285673706,1.7110758970339273,0.0,0.0
18,18,w18,-Inf,0.0,false,false,true,3.7818271411094053,3.0236846910792687,-0.8697694518959341,9,1.0,14,1.756766472968221,1.4399024180892963,0.0,0.0
19,19,w19,-Inf,0.0,false,false,true,3.140386571844703,1.1517134389551789,-0.3787651016152044,15,0.23622418886625124,1,2.6447242816694234,1.2413772388362503,0.0,0.0
20,20,w20,-Inf,0.0,false,false,true,3.7425764404877393,2.6022685566364796,-0.7791635082221473,10,0.5755467757103379,8,2.219848397210881,1.5189963348985582,0.0,0.0
21,21,w21,4.702894558417575e10,0.0,true,true,true,2.432659507910974,0.03885827415790716,-0.02211918187587173,19,1.4132437943815928e-9,14,1.506320822034431,1.909795773653467,0.0,0.0
22,22,w22,4.7658649448635796e10,0.0,true,true,true,2.4461064757314883,0.04475269145176625,-0.025398023320296323,23,0.025398044281200807,19,1.4658449770990083,1.9577365988142923,0.0,0.0
23,23,w23,5.287611755171847e10,0.0,true,true,true,3.221461771913223,0.12650446383815525,-0.0646499621281251,24,0.06464995294725033,18,1.7215614161122217,2.7199336129914977,0.0,0.0
24,24,w24,5.661509919086921e10,0.0,true,true,true,2.9243662494656903,0.07524329246306373,-0.013635034901640523,21,0.03827548809673208,24,1.5808293418963004,2.459112644787354,0.0,0.0
25,25,w25,6.1125384348014084e10,0.0,true,true,true,3.2996480207326777,0.21565500549431033,-0.10082270946029043,18,0.10082269645655009,24,1.5851549667118088,2.8859060467796267,0.0,0.0
26,26,w26,6.6268958530922134e10,0.0,true,true,true,2.7749683567131487,0.4072187571374406,-0.18090969117696712,21,0.15087434976281938,24,1.3902254692213378,2.3668323576719628,0.0,0.0
27,27,w27,6.96948743320647e10,0.0,true,true,true,2.6988926631956627,0.5105848217112205,-0.14461086152742286,18,0.304444573232888,21,1.3829935693937052,2.2606754597476297,0.0,0.0
28,28,w28,7.415462321619818e10,0.0,true,true,true,3.6692811567098893,1.953020124102305,-0.9759883751670013,24,0.9759885346868061,18,1.623888335557171,2.6480791671472064,0.0,0.0
29,29,w29,7.680054995482872e10,0.0,true,true,true,4.363127535224005,0.5838758638165209,-3.4672003853790495e-9,14,0.2476026167449487,21,2.5303342638625224,3.5061915773964385,0.0,0.0
30,30,w30,8.009658551957118e10,0.0,true,true,true,3.768014205138494,0.18275850013522427,-0.08474974112418049,20,0.08475031336968937,22,2.0905574141766987,3.1295526962785973,0.0,0.0
31,31,w31,8.747519132227274e10,0.0,true,true,true,2.781443144760975,2.0048211878368427,-0.9999999424226251,20,1.0,22,1.104743400071525,1.5800822739138296,0.0,0.0
32,32,w32,9.482949631300006e10,0.0,true,true,true,3.4230185215688804,0.4628115170120569,-0.22360449845896593,23,3.2633259040136417e-9,8,1.9670787646342092,2.762872134654399,0.0,0.0
33,33,w33,1.1597931104614134e11,0.0,true,true,true,3.298108898727382,1.25902806720285,-5.137302654337219e-9,9,0.6449327660747137,21,1.2664648737674493,2.77280315878596,0.0,0.0
34,34,w34,1.197334114846281e11,0.0,true,true,true,3.492494087776603,0.45974152682379815,-0.2183793856249046,22,0.09515229136398458,19,2.2463253570863153,2.6344212024236526,0.0,0.0
35,35,w35,1.2538823490736995e11,0.0,true,true,true,2.85633504258369,1.9386867950998155,-0.9352194582961556,19,1.0,17,1.1543245812735605,1.7514788457371662,0.0,0.0
36,36,w36,1.2825150794979086e11,0.0,true,true,true,3.004389170605994,1.8832107973786305,-1.0,21,0.6291252434837008,24,1.4058195665741853,1.8717752876155527,0.0,0.0
37,37,w37,1.2985818119121776e11,0.0,true,true,true,2.277802538749781,0.030228365729768353,-0.014266282585654686,23,0.01426638095030751,19,1.4032288744029868,1.7939953671852058,0.0,0.0
38,38,w38,1.503548536053882e11,0.0,true,true,true,7.071065729669723,1.0306107535891878e-7,-6.166097470032684e-8,20,3.821660253833947e-8,19,4.999998488428999,4.999998566901526,0.0,0.0
39,39,w39,1.560922915762259e11,0.0,true,true,true,3.730664973513371,0.11730597191917833,-0.06494699200890486,24,0.06494703704565416,18,2.5542301031579435,2.7166172041112775,0.0,0.0
40,40,w40,1.905395637966596e11,0.0,true,true,true,2.8693933186504172,0.17137341857347893,-0.1030058063830998,23,0.1030058067051595,19,2.016588964856761,2.034064432445549,0.0,0.0
41,41,w41,1.9099566578560406e11,0.0,true,true,true,3.9864961599049242,0.06695810050491029,-0.024909864099144086,20,0.033384953061020434,21,3.05422022243369,2.5611339438987932,0.0,0.0
42,42,w42,2.322015984497727e11,0.0,true,true,true,2.3614601932369874,1.9856475136669944,-0.9999999983099309,24,1.0,18,0.7686728381944001,1.021195507007899,0.0,0.0
43,43,w43,2.6664334383534357e11,0.0,true,true,true,3.040552156742153,0.047669785697838474,-0.026585694391403167,24,0.015423819784444279,19,2.5287369121961008,1.6876535895431295,0.0,0.0
44,44,w44,3.479374471814938e11,0.0,true,true,true,3.0531351254686117,1.996380112086022,-1.0,20,0.9999999881575315,22,1.568002079277432,1.6963107091035199,0.0,0.0
45,45,w45,3.554812100424843e11,0.0,true,true,true,3.599594948157986,0.42889803495899026,-0.2133131162887643,20,0.21331312458716226,22,3.1267625971028297,1.7310360850576103,0.0,0.0
46,46,w46,4.249274719428479e11,0.0,true,true,true,3.4988688137812805,0.07831323863768351,-0.043262282401554684,23,0.008485386276605717,21,3.1076049820384886,1.6058459727865768,0.0,0.0
