mode_rank,eigen_index,omega_sq_real,omega_real,Omega_FEM,Omega_exact,matched_m,matched_n,W_energy_pct,Phi1_energy_pct,Phi2_energy_pct,relative_residual
238,238,5.140019e+08,2.267161e+04,74919.2973,4441.3220,15,15,99.9875,0.0063,0.0063,3.10e-12
239,239,5.141336e+08,2.267451e+04,74928.8933,4441.3220,15,15,99.9884,0.0058,0.0058,2.34e-12
240,240,5.141484e+08,2.267484e+04,74929.9716,4441.3220,15,15,99.9878,0.0061,0.0061,3.78e-12
241,241,5.143067e+08,2.267833e+04,74941.5056,4441.3220,15,15,99.9887,0.0056,0.0056,2.26e-12
242,242,5.143223e+08,2.267868e+04,74942.6436,4441.3220,15,15,99.9867,0.0067,0.0067,2.57e-12
243,243,5.145108e+08,2.268283e+04,74956.3713,4441.3220,15,15,99.9876,0.0062,0.0062,2.10e-12
244,244,5.145273e+08,2.268319e+04,74957.5747,4441.3220,15,15,99.9869,0.0066,0.0066,3.77e-12
245,245,5.147469e+08,2.268804e+04,74973.5725,4441.3220,15,15,99.9879,0.0061,0.0061,2.28e-12
246,246,5.147687e+08,2.268852e+04,74975.1584,4441.3220,15,15,99.9856,0.0072,0.0072,3.25e-12
247,247,5.150249e+08,2.269416e+04,74993.8092,4441.3220,15,15,99.9865,0.0067,0.0067,2.58e-12
248,248,5.150437e+08,2.269458e+04,74995.1845,4441.3220,15,15,99.9857,0.0072,0.0072,3.13e-12
249,249,5.153367e+08,2.270103e+04,75016.5065,4441.3220,15,15,99.9867,0.0066,0.0066,2.76e-12
250,250,5.153688e+08,2.270174e+04,75018.8455,4441.3220,15,15,99.9842,0.0079,0.0079,2.16e-12
251,251,5.157061e+08,2.270916e+04,75043.3922,4441.3220,15,15,99.9852,0.0074,0.0074,2.40e-12
252,252,5.157282e+08,2.270965e+04,75045.0024,4441.3220,15,15,99.9842,0.0079,0.0079,2.88e-12
253,253,5.161085e+08,2.271802e+04,75072.6606,4441.3220,15,15,99.9853,0.0073,0.0073,2.14e-12
254,254,5.161575e+08,2.271910e+04,75076.2251,4441.3220,15,15,99.9824,0.0088,0.0088,2.16e-12
255,255,5.165912e+08,2.272864e+04,75107.7591,4441.3220,15,15,99.9835,0.0082,0.0082,2.44e-12
256,256,5.166178e+08,2.272923e+04,75109.6926,4441.3220,15,15,99.9824,0.0088,0.0088,2.10e-12
257,257,5.170999e+08,2.273983e+04,75144.7349,4441.3220,15,15,99.9836,0.0082,0.0082,6.32e-12
258,258,5.171756e+08,2.274150e+04,75150.2347,4441.3220,15,15,99.9802,0.0099,0.0099,6.97e-12
259,259,5.177200e+08,2.275346e+04,75189.7781,4441.3220,15,15,99.9815,0.0093,0.0093,2.53e-12
260,260,5.177529e+08,2.275418e+04,75192.1634,4441.3220,15,15,99.9801,0.0100,0.0100,2.08e-12
261,261,5.183484e+08,2.276727e+04,75235.3952,4441.3220,15,15,99.9816,0.0092,0.0092,2.59e-12
262,262,5.184647e+08,2.276982e+04,75243.8361,4441.3220,15,15,99.9775,0.0112,0.0112,2.27e-12
263,263,5.191274e+08,2.278437e+04,75291.9066,4441.3220,15,15,99.9791,0.0104,0.0104,2.85e-12
264,264,5.191692e+08,2.278529e+04,75294.9390,4441.3220,15,15,99.9774,0.0113,0.0113,2.21e-12
265,265,5.198778e+08,2.280083e+04,75346.3058,4441.3220,15,15,99.9793,0.0104,0.0104,2.75e-12
266,266,5.200532e+08,2.280467e+04,75359.0133,4441.3220,15,15,99.9744,0.0128,0.0128,1.95e-12
267,267,5.208224e+08,2.282153e+04,75414.7227,4441.3220,15,15,99.9765,0.0117,0.0117,3.09e-12
268,268,5.208774e+08,2.282274e+04,75418.7051,4441.3220,15,15,99.9744,0.0128,0.0128,2.48e-12
269,269,5.216711e+08,2.284012e+04,75476.1479,4441.3220,15,15,99.9769,0.0116,0.0116,2.88e-12
270,270,5.219266e+08,2.284571e+04,75494.6274,4441.3220,15,15,99.9711,0.0145,0.0145,3.61e-12
271,271,5.227503e+08,2.286373e+04,75554.1737,4441.3220,15,15,99.9740,0.0130,0.0130,3.53e-12
272,272,5.228244e+08,2.286535e+04,75559.5291,4441.3220,15,15,99.9713,0.0144,0.0144,3.71e-12
273,273,5.236252e+08,2.288286e+04,75617.3701,4441.3220,15,15,99.9746,0.0127,0.0127,3.88e-12
274,274,5.239770e+08,2.289054e+04,75642.7742,4441.3220,15,15,99.9679,0.0161,0.0161,3.25e-12
275,275,5.247401e+08,2.290721e+04,75697.8299,4441.3220,15,15,99.9719,0.0140,0.0140,3.02e-12
276,276,5.248377e+08,2.290934e+04,75704.8690,4441.3220,15,15,99.9685,0.0157,0.0157,1.97e-12
277,277,5.255055e+08,2.292391e+04,75753.0180,4441.3220,15,15,99.9727,0.0136,0.0136,2.78e-12
278,278,5.259451e+08,2.293349e+04,75784.6954,4441.3220,15,15,99.9655,0.0173,0.0173,4.87e-12
279,279,5.264787e+08,2.294512e+04,75823.1337,4441.3220,15,15,99.9700,0.0150,0.0150,4.34e-12
280,280,5.265882e+08,2.294751e+04,75831.0159,4441.3220,15,15,99.9666,0.0167,0.0167,3.53e-12
281,281,5.269709e+08,2.295585e+04,75858.5670,4441.3220,15,15,99.9702,0.0149,0.0149,3.81e-12
282,282,5.274182e+08,2.296559e+04,75890.7575,4441.3220,15,15,99.9642,0.0179,0.0179,3.50e-12
283,283,5.276078e+08,2.296971e+04,75904.3944,4441.3220,15,15,99.9667,0.0167,0.0167,3.95e-12
284,284,5.276739e+08,2.297115e+04,75909.1501,4441.3220,15,15,99.9651,0.0175,0.0175,3.00e-12
285,285,5.277652e+08,2.297314e+04,75915.7176,4441.3220,15,15,99.9661,0.0169,0.0169,4.23e-12
286,286,1.036512e+09,3.219490e+04,106389.4083,4441.3220,15,15,99.9799,0.0100,0.0100,2.64e-13
287,287,1.036512e+09,3.219490e+04,106389.4083,4441.3220,15,15,99.9799,0.0100,0.0100,2.15e-12
288,288,1.037450e+09,3.220948e+04,106437.5818,4441.3220,15,15,99.9368,0.0316,0.0316,2.17e-12
289,289,1.037450e+09,3.220948e+04,106437.5818,4441.3220,15,15,99.9368,0.0316,0.0316,2.60e-12
290,290,3.845784e+12,1.961067e+06,6480429.1986,4441.3220,15,15,0.0000,50.0000,50.0000,1.33e-12
291,291,3.845785e+12,1.961067e+06,6480430.3115,4441.3220,15,15,0.0000,50.0000,50.0000,1.58e-12
292,292,3.845789e+12,1.961068e+06,6480433.5153,4441.3220,15,15,0.0001,50.0000,50.0000,8.41e-13
293,293,3.845791e+12,1.961069e+06,6480434.6391,4441.3220,15,15,0.0001,50.0000,50.0000,1.28e-12
294,294,3.845940e+12,1.961107e+06,6480560.3255,4441.3220,15,15,0.0001,49.9999,49.9999,9.56e-13
295,295,3.845941e+12,1.961107e+06,6480560.9935,4441.3220,15,15,0.0001,49.9999,49.9999,6.61e-13
296,296,3.845943e+12,1.961107e+06,6480562.6481,4441.3220,15,15,0.0002,49.9999,49.9999,5.30e-13
297,297,3.845947e+12,1.961109e+06,6480566.6377,4441.3220,15,15,0.0001,49.9999,49.9999,9.30e-13
298,298,3.845949e+12,1.961109e+06,6480568.3842,4441.3220,15,15,0.0001,49.9999,49.9999,8.77e-13
299,299,3.845953e+12,1.961110e+06,6480571.8300,4441.3220,15,15,0.0001,50.0000,50.0000,1.17e-12
300,300,3.845955e+12,1.961111e+06,6480572.9302,4441.3220,15,15,0.0001,50.0000,50.0000,8.82e-13
301,301,3.845955e+12,1.961111e+06,6480573.3023,4441.3220,15,15,0.0001,50.0000,50.0000,7.70e-13
302,302,3.846084e+12,1.961144e+06,6480682.2674,4441.3220,15,15,0.0002,49.9999,49.9999,5.36e-13
303,303,3.846088e+12,1.961144e+06,6480684.8264,4441.3220,15,15,0.0001,49.9999,49.9999,7.65e-13
304,304,3.846092e+12,1.961146e+06,6480688.7344,4441.3220,15,15,0.0002,49.9999,49.9999,6.76e-13
305,305,3.846092e+12,1.961146e+06,6480688.9992,4441.3220,15,15,0.0001,50.0000,50.0000,8.83e-13
306,306,3.846098e+12,1.961147e+06,6480694.0253,4441.3220,15,15,0.0002,49.9999,49.9999,6.73e-13
307,307,3.846099e+12,1.961147e+06,6480694.4302,4441.3220,15,15,0.0002,49.9999,49.9999,7.27e-13
308,308,3.846099e+12,1.961147e+06,6480694.5255,4441.3220,15,15,0.0002,49.9999,49.9999,5.74e-13
309,309,3.846100e+12,1.961148e+06,6480695.7079,4441.3220,15,15,0.0002,49.9999,49.9999,6.65e-13
310,310,3.846114e+12,1.961151e+06,6480707.1886,4441.3220,15,15,0.0001,49.9999,49.9999,7.72e-13
311,311,3.846116e+12,1.961152e+06,6480708.7189,4441.3220,15,15,0.0001,50.0000,50.0000,7.91e-13
312,312,3.846116e+12,1.961152e+06,6480708.9751,4441.3220,15,15,0.0001,50.0000,50.0000,7.31e-13
313,313,3.846116e+12,1.961152e+06,6480709.0107,4441.3220,15,15,0.0001,49.9999,49.9999,6.85e-13
314,314,3.846144e+12,1.961159e+06,6480732.0415,4441.3220,15,15,0.0002,49.9999,49.9999,7.51e-13
315,315,3.846144e+12,1.961159e+06,6480732.1484,4441.3220,15,15,0.0001,49.9999,49.9999,8.53e-13
316,316,3.846145e+12,1.961159e+06,6480733.1180,4441.3220,15,15,0.0002,49.9999,49.9999,8.45e-13
317,317,3.846145e+12,1.961159e+06,6480733.5680,4441.3220,15,15,0.0002,49.9999,49.9999,6.33e-13
318,318,3.846149e+12,1.961160e+06,6480736.5359,4441.3220,15,15,0.0002,49.9999,49.9999,7.73e-13
319,319,3.846149e+12,1.961160e+06,6480736.5951,4441.3220,15,15,0.0002,49.9999,49.9999,6.36e-13
320,320,3.846150e+12,1.961160e+06,6480737.7363,4441.3220,15,15,0.0002,49.9999,49.9999,7.99e-13
321,321,3.846150e+12,1.961160e+06,6480737.8183,4441.3220,15,15,0.0002,49.9999,49.9999,7.15e-13
322,322,3.846159e+12,1.961163e+06,6480745.2505,4441.3220,15,15,0.0003,49.9998,49.9998,5.67e-13
323,323,3.846159e+12,1.961163e+06,6480745.3858,4441.3220,15,15,0.0002,49.9999,49.9999,7.26e-13
324,324,3.846159e+12,1.961163e+06,6480745.4555,4441.3220,15,15,0.0003,49.9998,49.9998,6.23e-13
325,325,3.846160e+12,1.961163e+06,6480746.1494,4441.3220,15,15,0.0002,49.9999,49.9999,7.74e-13
326,326,3.846161e+12,1.961163e+06,6480746.7694,4441.3220,15,15,0.0003,49.9998,49.9998,5.05e-13
327,327,3.846165e+12,1.961164e+06,6480750.1612,4441.3220,15,15,0.0001,49.9999,49.9999,5.66e-13
328,328,3.846165e+12,1.961164e+06,6480750.1723,4441.3220,15,15,0.0001,49.9999,49.9999,3.87e-13
329,329,3.846170e+12,1.961165e+06,6480754.1402,4441.3220,15,15,0.0002,49.9999,49.9999,8.87e-13
330,330,3.846170e+12,1.961165e+06,6480754.2313,4441.3220,15,15,0.0002,49.9999,49.9999,7.22e-13
331,331,3.846170e+12,1.961165e+06,6480754.2931,4441.3220,15,15,0.0001,50.0000,50.0000,8.55e-13
332,332,3.846170e+12,1.961165e+06,6480754.3652,4441.3220,15,15,0.0001,50.0000,50.0000,9.59e-13
333,333,3.846171e+12,1.961166e+06,6480755.2532,4441.3220,15,15,0.0002,49.9999,49.9999,7.59e-13
334,334,3.846171e+12,1.961166e+06,6480755.3954,4441.3220,15,15,0.0002,49.9999,49.9999,8.08e-13
335,335,3.846177e+12,1.961167e+06,6480760.3324,4441.3220,15,15,0.0002,49.9999,49.9999,3.11e-13
336,336,3.846178e+12,1.961167e+06,6480760.8373,4441.3220,15,15,0.0001,50.0000,50.0000,7.83e-13
337,337,3.846184e+12,1.961169e+06,6480766.1648,4441.3220,15,15,0.0000,50.0000,50.0000,9.85e-13
338,338,3.846184e+12,1.961169e+06,6480766.1844,4441.3220,15,15,0.0000,50.0000,50.0000,1.49e-12
339,339,3.846185e+12,1.961169e+06,6480766.5946,4441.3220,15,15,0.0000,50.0000,50.0000,1.35e-12
340,340,3.846185e+12,1.961169e+06,6480766.6260,4441.3220,15,15,0.0001,50.0000,50.0000,1.13e-12
341,341,3.846186e+12,1.961169e+06,6480767.4134,4441.3220,15,15,0.0000,50.0000,50.0000,1.05e-12
342,342,3.846186e+12,1.961169e+06,6480767.4971,4441.3220,15,15,0.0000,50.0000,50.0000,1.13e-12
343,343,3.846186e+12,1.961170e+06,6480767.7647,4441.3220,15,15,0.0001,50.0000,50.0000,1.02e-12
344,344,3.846186e+12,1.961170e+06,6480768.0642,4441.3220,15,15,0.0001,50.0000,50.0000,8.41e-13
345,345,3.846187e+12,1.961170e+06,6480768.7452,4441.3220,15,15,0.0001,50.0000,50.0000,1.10e-12
346,346,3.846189e+12,1.961170e+06,6480770.5343,4441.3220,15,15,0.0000,50.0000,50.0000,9.09e-13
347,347,3.846193e+12,1.961171e+06,6480774.0715,4441.3220,15,15,0.0001,49.9999,49.9999,6.12e-13
348,348,3.846194e+12,1.961171e+06,6480774.1257,4441.3220,15,15,0.0001,49.9999,49.9999,7.44e-13
349,349,3.846198e+12,1.961173e+06,6480778.2008,4441.3220,15,15,0.0005,49.9997,49.9997,3.17e-13
350,350,3.846199e+12,1.961173e+06,6480778.7763,4441.3220,15,15,0.0005,49.9997,49.9997,5.10e-13
351,351,3.846199e+12,1.961173e+06,6480778.9972,4441.3220,15,15,0.0005,49.9998,49.9998,2.13e-13
352,352,3.846206e+12,1.961175e+06,6480784.4156,4441.3220,15,15,0.0007,49.9997,49.9997,3.88e-13
353,353,3.846207e+12,1.961175e+06,6480785.1783,4441.3220,15,15,0.0008,49.9996,49.9996,4.19e-13
354,354,3.846207e+12,1.961175e+06,6480785.5310,4441.3220,15,15,0.0007,49.9996,49.9996,4.63e-13
355,355,3.846208e+12,1.961175e+06,6480786.0430,4441.3220,15,15,0.0004,49.9998,49.9998,4.01e-13
356,356,3.846208e+12,1.961175e+06,6480786.4354,4441.3220,15,15,0.0005,49.9998,49.9998,4.38e-13
357,357,3.846209e+12,1.961175e+06,6480787.0550,4441.3220,15,15,0.0003,49.9998,49.9998,6.26e-13
358,358,3.846209e+12,1.961175e+06,6480787.2213,4441.3220,15,15,0.0002,49.9999,49.9999,6.16e-13
359,359,3.846211e+12,1.961176e+06,6480789.1397,4441.3220,15,15,0.0004,49.9998,49.9998,3.80e-13
360,360,3.846213e+12,1.961176e+06,6480790.7410,4441.3220,15,15,0.0003,49.9998,49.9998,6.61e-13
361,361,3.846214e+12,1.961177e+06,6480791.5251,4441.3220,15,15,0.0003,49.9998,49.9998,3.46e-13
362,362,3.846214e+12,1.961177e+06,6480791.6655,4441.3220,15,15,0.0002,49.9999,49.9999,6.39e-13
363,363,3.846214e+12,1.961177e+06,6480791.7672,4441.3220,15,15,0.0003,49.9998,49.9998,2.69e-13
364,364,3.846215e+12,1.961177e+06,6480792.5593,4441.3220,15,15,0.0003,49.9998,49.9998,5.07e-13
365,365,3.846218e+12,1.961178e+06,6480794.3733,4441.3220,15,15,0.0003,49.9998,49.9998,4.50e-13
366,366,3.846221e+12,1.961178e+06,6480797.2222,4441.3220,15,15,0.0001,49.9999,49.9999,8.03e-13
367,367,3.846222e+12,1.961179e+06,6480797.7673,4441.3220,15,15,0.0001,49.9999,49.9999,1.21e-12
368,368,3.846222e+12,1.961179e+06,6480798.3707,4441.3220,15,15,0.0001,49.9999,49.9999,7.08e-13
369,369,3.846223e+12,1.961179e+06,6480798.5673,4441.3220,15,15,0.0001,49.9999,49.9999,1.07e-12
370,370,3.846224e+12,1.961179e+06,6480800.1128,4441.3220,15,15,0.0000,50.0000,50.0000,1.13e-12
371,371,3.846226e+12,1.961180e+06,6480801.3542,4441.3220,15,15,0.0001,49.9999,49.9999,8.38e-13
372,372,3.846226e+12,1.961180e+06,6480801.8678,4441.3220,15,15,0.0002,49.9999,49.9999,6.10e-13
373,373,3.846228e+12,1.961180e+06,6480803.3239,4441.3220,15,15,0.0001,50.0000,50.0000,1.20e-12
374,374,3.846228e+12,1.961180e+06,6480803.3277,4441.3220,15,15,0.0001,49.9999,49.9999,9.47e-13
375,375,3.846228e+12,1.961180e+06,6480803.5717,4441.3220,15,15,0.0001,50.0000,50.0000,1.24e-12
376,376,3.846229e+12,1.961181e+06,6480804.1618,4441.3220,15,15,0.0001,49.9999,49.9999,1.04e-12
377,377,3.846230e+12,1.961181e+06,6480804.9594,4441.3220,15,15,0.0001,50.0000,50.0000,1.03e-12
378,378,3.846231e+12,1.961181e+06,6480805.3571,4441.3220,15,15,0.0001,50.0000,50.0000,1.11e-12
379,379,3.846231e+12,1.961181e+06,6480805.4022,4441.3220,15,15,0.0001,49.9999,49.9999,7.44e-13
380,380,3.846236e+12,1.961182e+06,6480810.1459,4441.3220,15,15,0.0002,49.9999,49.9999,7.60e-13
381,381,3.846238e+12,1.961183e+06,6480811.3159,4441.3220,15,15,0.0002,49.9999,49.9999,5.83e-13
382,382,3.846239e+12,1.961183e+06,6480812.5021,4441.3220,15,15,0.0001,50.0000,50.0000,6.51e-13
383,383,3.846240e+12,1.961183e+06,6480813.1114,4441.3220,15,15,0.0002,49.9999,49.9999,8.90e-13
384,384,3.846240e+12,1.961183e+06,6480813.2556,4441.3220,15,15,0.0002,49.9999,49.9999,6.25e-13
385,385,3.846240e+12,1.961183e+06,6480813.6367,4441.3220,15,15,0.0002,49.9999,49.9999,6.37e-13
386,386,3.846242e+12,1.961184e+06,6480814.5546,4441.3220,15,15,0.0002,49.9999,49.9999,6.73e-13
387,387,3.846242e+12,1.961184e+06,6480815.0243,4441.3220,15,15,0.0002,49.9999,49.9999,5.66e-13
388,388,3.846245e+12,1.961184e+06,6480817.1709,4441.3220,15,15,0.0002,49.9999,49.9999,7.96e-13
389,389,3.846248e+12,1.961185e+06,6480819.6974,4441.3220,15,15,0.0008,49.9996,49.9996,1.92e-13
390,390,3.846250e+12,1.961186e+06,6480821.6154,4441.3220,15,15,0.0002,49.9999,49.9999,6.56e-13
391,391,3.846251e+12,1.961186e+06,6480822.2347,4441.3220,15,15,0.0002,49.9999,49.9999,7.97e-13
392,392,3.846252e+12,1.961186e+06,6480823.1100,4441.3220,15,15,0.0002,49.9999,49.9999,6.54e-13
393,393,3.846252e+12,1.961186e+06,6480823.4873,4441.3220,15,15,0.0002,49.9999,49.9999,5.96e-13
394,394,3.846253e+12,1.961187e+06,6480824.4208,4441.3220,15,15,0.0002,49.9999,49.9999,7.95e-13
395,395,3.846254e+12,1.961187e+06,6480825.3428,4441.3220,15,15,0.0003,49.9998,49.9998,4.47e-13
396,396,3.846255e+12,1.961187e+06,6480826.1589,4441.3220,15,15,0.0009,49.9995,49.9995,1.95e-13
397,397,3.846256e+12,1.961187e+06,6480826.5571,4441.3220,15,15,0.0009,49.9995,49.9995,1.70e-13
398,398,3.846256e+12,1.961187e+06,6480827.0962,4441.3220,15,15,0.0002,49.9999,49.9999,4.68e-13
399,399,3.846256e+12,1.961188e+06,6480827.1656,4441.3220,15,15,0.0002,49.9999,49.9999,5.33e-13
400,400,3.846260e+12,1.961189e+06,6480830.4448,4441.3220,15,15,0.0002,49.9999,49.9999,6.69e-13
401,401,3.846263e+12,1.961189e+06,6480832.2628,4441.3220,15,15,0.0005,49.9997,49.9997,3.07e-13
402,402,3.846263e+12,1.961189e+06,6480832.2660,4441.3220,15,15,0.0002,49.9999,49.9999,5.01e-13
403,403,3.846263e+12,1.961189e+06,6480832.6998,4441.3220,15,15,0.0002,49.9999,49.9999,7.02e-13
404,404,3.846265e+12,1.961190e+06,6480834.3151,4441.3220,15,15,0.0003,49.9998,49.9998,3.10e-13
405,405,3.846266e+12,1.961190e+06,6480834.7665,4441.3220,15,15,0.0002,49.9999,49.9999,8.29e-13
406,406,3.846267e+12,1.961190e+06,6480835.9778,4441.3220,15,15,0.0001,49.9999,49.9999,7.71e-13
407,407,3.846267e+12,1.961190e+06,6480836.2096,4441.3220,15,15,0.0001,49.9999,49.9999,6.10e-13
408,408,3.846268e+12,1.961190e+06,6480836.4683,4441.3220,15,15,0.0001,49.9999,49.9999,9.19e-13
409,409,3.846268e+12,1.961190e+06,6480836.5527,4441.3220,15,15,0.0002,49.9999,49.9999,7.83e-13
410,410,3.846270e+12,1.961191e+06,6480838.3265,4441.3220,15,15,0.0007,49.9997,49.9997,3.05e-13
411,411,3.846270e+12,1.961191e+06,6480838.6482,4441.3220,15,15,0.0002,49.9999,49.9999,7.59e-13
412,412,3.846270e+12,1.961191e+06,6480838.6676,4441.3220,15,15,0.0002,49.9999,49.9999,5.80e-13
413,413,3.846272e+12,1.961191e+06,6480839.8609,4441.3220,15,15,0.0001,50.0000,50.0000,1.18e-12
414,414,3.846272e+12,1.961191e+06,6480840.2092,4441.3220,15,15,0.0007,49.9996,49.9996,1.89e-13
415,415,3.846272e+12,1.961191e+06,6480840.3027,4441.3220,15,15,0.0002,49.9999,49.9999,7.12e-13
416,416,3.846273e+12,1.961192e+06,6480840.6870,4441.3220,15,15,0.0002,49.9999,49.9999,8.36e-13
417,417,3.846273e+12,1.961192e+06,6480840.9358,4441.3220,15,15,0.0001,49.9999,49.9999,5.69e-13
418,418,3.846274e+12,1.961192e+06,6480841.9752,4441.3220,15,15,0.0002,49.9999,49.9999,6.24e-13
419,419,3.846275e+12,1.961192e+06,6480842.4564,4441.3220,15,15,0.0002,49.9999,49.9999,7.74e-13
420,420,3.846277e+12,1.961193e+06,6480844.7870,4441.3220,15,15,0.0002,49.9999,49.9999,8.48e-13
421,421,3.846282e+12,1.961194e+06,6480848.4895,4441.3220,15,15,0.0003,49.9999,49.9999,3.69e-13
422,422,3.846284e+12,1.961195e+06,6480850.4726,4441.3220,15,15,0.0002,49.9999,49.9999,8.28e-13
423,423,3.846291e+12,1.961196e+06,6480856.4345,4441.3220,15,15,0.0002,49.9999,49.9999,5.01e-13
424,424,3.846291e+12,1.961196e+06,6480856.6142,4441.3220,15,15,0.0003,49.9999,49.9999,5.54e-13
425,425,3.846292e+12,1.961197e+06,6480857.2585,4441.3220,15,15,0.0003,49.9998,49.9998,4.66e-13
426,426,3.846292e+12,1.961197e+06,6480857.4914,4441.3220,15,15,0.0004,49.9998,49.9998,5.08e-13
427,427,3.846296e+12,1.961198e+06,6480860.2167,4441.3220,15,15,0.0003,49.9999,49.9999,6.48e-13
428,428,3.846302e+12,1.961199e+06,6480865.3026,4441.3220,15,15,0.0007,49.9997,49.9997,2.50e-13
429,429,3.846302e+12,1.961199e+06,6480865.7665,4441.3220,15,15,0.0011,49.9994,49.9994,2.43e-13
430,430,3.846305e+12,1.961200e+06,6480868.2279,4441.3220,15,15,0.0010,49.9995,49.9995,1.72e-13
431,431,3.846306e+12,1.961200e+06,6480868.5088,4441.3220,15,15,0.0004,49.9998,49.9998,5.20e-13
432,432,3.846307e+12,1.961201e+06,6480870.1062,4441.3220,15,15,0.0001,49.9999,49.9999,1.03e-12
433,433,3.846309e+12,1.961201e+06,6480871.5860,4441.3220,15,15,0.0005,49.9997,49.9997,3.54e-13
434,434,3.846309e+12,1.961201e+06,6480871.7798,4441.3220,15,15,0.0004,49.9998,49.9998,2.98e-13
435,435,3.846314e+12,1.961202e+06,6480875.7187,4441.3220,15,15,0.0002,49.9999,49.9999,6.54e-13
436,436,3.846319e+12,1.961204e+06,6480880.0308,4441.3220,15,15,0.0002,49.9999,49.9999,8.36e-13
437,437,3.846319e+12,1.961204e+06,6480880.1878,4441.3220,15,15,0.0001,50.0000,50.0000,8.53e-13
438,438,3.846320e+12,1.961204e+06,6480881.0874,4441.3220,15,15,0.0000,50.0000,50.0000,1.54e-12
439,439,3.846321e+12,1.961204e+06,6480881.7436,4441.3220,15,15,0.0001,50.0000,50.0000,1.40e-12
440,440,3.846323e+12,1.961205e+06,6480883.5418,4441.3220,15,15,0.0011,49.9995,49.9995,2.86e-13
441,441,3.846324e+12,1.961205e+06,6480883.8987,4441.3220,15,15,0.0008,49.9996,49.9996,4.18e-13
442,442,3.846328e+12,1.961206e+06,6480887.0571,4441.3220,15,15,0.0007,49.9997,49.9997,5.00e-13
443,443,3.846331e+12,1.961206e+06,6480889.7304,4441.3220,15,15,0.0011,49.9994,49.9994,1.82e-13
444,444,3.846332e+12,1.961207e+06,6480890.3721,4441.3220,15,15,0.0008,49.9996,49.9996,3.49e-13
445,445,3.846332e+12,1.961207e+06,6480890.3984,4441.3220,15,15,0.0005,49.9998,49.9998,3.97e-13
446,446,3.846334e+12,1.961207e+06,6480892.1870,4441.3220,15,15,0.0004,49.9998,49.9998,3.09e-13
447,447,3.846334e+12,1.961207e+06,6480892.2687,4441.3220,15,15,0.0017,49.9992,49.9992,1.96e-13
448,448,3.846334e+12,1.961207e+06,6480892.5956,4441.3220,15,15,0.0004,49.9998,49.9998,3.69e-13
449,449,3.846337e+12,1.961208e+06,6480894.9929,4441.3220,15,15,0.0014,49.9993,49.9993,1.28e-13
450,450,3.846342e+12,1.961209e+06,6480899.2501,4441.3220,15,15,0.0007,49.9996,49.9996,2.75e-13
451,451,3.846344e+12,1.961210e+06,6480900.8894,4441.3220,15,15,0.0006,49.9997,49.9997,2.68e-13
452,452,3.846345e+12,1.961210e+06,6480901.6531,4441.3220,15,15,0.0006,49.9997,49.9997,3.42e-13
453,453,3.846349e+12,1.961211e+06,6480905.2971,4441.3220,15,15,0.0006,49.9997,49.9997,2.60e-13
454,454,3.846351e+12,1.961212e+06,6480906.8767,4441.3220,15,15,0.0014,49.9993,49.9993,1.75e-13
455,455,3.846351e+12,1.961212e+06,6480906.9256,4441.3220,15,15,0.0014,49.9993,49.9993,1.38e-13
456,456,3.846359e+12,1.961214e+06,6480913.3723,4441.3220,15,15,0.0009,49.9996,49.9996,1.85e-13
457,457,3.846360e+12,1.961214e+06,6480913.9964,4441.3220,15,15,0.0016,49.9992,49.9992,1.35e-13
458,458,3.846360e+12,1.961214e+06,6480914.4889,4441.3220,15,15,0.0006,49.9997,49.9997,2.99e-13
459,459,3.846361e+12,1.961214e+06,6480915.1303,4441.3220,15,15,0.0006,49.9997,49.9997,3.76e-13
460,460,3.846368e+12,1.961216e+06,6480920.9654,4441.3220,15,15,0.0006,49.9997,49.9997,2.93e-13
461,461,3.846387e+12,1.961221e+06,6480936.8700,4441.3220,15,15,0.0008,49.9996,49.9996,3.20e-13
462,462,3.846391e+12,1.961222e+06,6480940.8068,4441.3220,15,15,0.0009,49.9995,49.9995,2.69e-13
463,463,3.846392e+12,1.961222e+06,6480940.9447,4441.3220,15,15,0.0011,49.9995,49.9995,2.06e-13
464,464,3.846392e+12,1.961222e+06,6480941.4195,4441.3220,15,15,0.0015,49.9992,49.9992,1.48e-13
465,465,3.846394e+12,1.961223e+06,6480943.0265,4441.3220,15,15,0.0017,49.9992,49.9992,1.38e-13
466,466,3.846427e+12,1.961231e+06,6480970.9537,4441.3220,15,15,0.0018,49.9991,49.9991,2.46e-13
467,467,3.846430e+12,1.961232e+06,6480973.3481,4441.3220,15,15,0.0018,49.9991,49.9991,2.67e-13
468,468,3.846431e+12,1.961232e+06,6480973.7912,4441.3220,15,15,0.0018,49.9991,49.9991,2.83e-13
469,469,3.846431e+12,1.961232e+06,6480973.8470,4441.3220,15,15,0.0018,49.9991,49.9991,3.32e-13
470,470,3.846433e+12,1.961232e+06,6480975.6369,4441.3220,15,15,0.0022,49.9989,49.9989,1.74e-13
471,471,3.846434e+12,1.961233e+06,6480976.4422,4441.3220,15,15,0.0022,49.9989,49.9989,1.42e-13
472,472,3.846436e+12,1.961233e+06,6480978.1022,4441.3220,15,15,0.0021,49.9989,49.9989,1.37e-13
473,473,3.846437e+12,1.961234e+06,6480979.4361,4441.3220,15,15,0.0025,49.9987,49.9987,1.44e-13
