mode_rank,eigen_index,omega_sq_real,omega_real,Omega_FEM,Omega_exact,matched_m,matched_n,W_energy_pct,Phi1_energy_pct,Phi2_energy_pct,relative_residual
474,474,3.846439e+12,1.961234e+06,6480980.5462,4441.3220,15,15,0.0025,49.9988,49.9988,1.08e-13
475,475,3.846440e+12,1.961234e+06,6480981.3969,4441.3220,15,15,0.0024,49.9988,49.9988,1.28e-13
476,476,3.846450e+12,1.961237e+06,6480990.0494,4441.3220,15,15,0.0017,49.9991,49.9991,1.77e-13
477,477,3.846453e+12,1.961238e+06,6480992.5179,4441.3220,15,15,0.0016,49.9992,49.9992,1.60e-13
478,478,3.846455e+12,1.961238e+06,6480994.5177,4441.3220,15,15,0.0015,49.9993,49.9993,2.44e-13
479,479,3.846457e+12,1.961239e+06,6480995.7674,4441.3220,15,15,0.0016,49.9992,49.9992,1.85e-13
480,480,3.846468e+12,1.961241e+06,6481005.4876,4441.3220,15,15,0.0017,49.9991,49.9991,1.75e-13
481,481,3.846470e+12,1.961242e+06,6481006.8238,4441.3220,15,15,0.0016,49.9992,49.9992,1.24e-13
482,482,3.846472e+12,1.961242e+06,6481008.7221,4441.3220,15,15,0.0017,49.9991,49.9991,1.96e-13
483,483,3.846472e+12,1.961242e+06,6481008.8029,4441.3220,15,15,0.0016,49.9992,49.9992,2.06e-13
484,484,3.846484e+12,1.961246e+06,6481018.9791,4441.3220,15,15,0.0004,49.9998,49.9998,2.62e-13
485,485,3.846489e+12,1.961247e+06,6481023.0821,4441.3220,15,15,0.0005,49.9997,49.9997,2.21e-13
486,486,3.846496e+12,1.961249e+06,6481028.8870,4441.3220,15,15,0.0014,49.9993,49.9993,1.71e-13
487,487,3.846498e+12,1.961249e+06,6481030.4355,4441.3220,15,15,0.0016,49.9992,49.9992,1.87e-13
488,488,3.846500e+12,1.961250e+06,6481032.2121,4441.3220,15,15,0.0009,49.9996,49.9996,1.98e-13
489,489,3.846511e+12,1.961252e+06,6481041.1856,4441.3220,15,15,0.0012,49.9994,49.9994,1.78e-13
490,490,3.846511e+12,1.961252e+06,6481041.3961,4441.3220,15,15,0.0014,49.9993,49.9993,1.48e-13
491,491,3.846515e+12,1.961253e+06,6481044.5962,4441.3220,15,15,0.0028,49.9986,49.9986,9.80e-14
492,492,3.846515e+12,1.961253e+06,6481044.9122,4441.3220,15,15,0.0014,49.9993,49.9993,2.11e-13
493,493,3.846544e+12,1.961261e+06,6481069.4115,4441.3220,15,15,0.0018,49.9991,49.9991,1.85e-13
494,494,3.846549e+12,1.961262e+06,6481073.2149,4441.3220,15,15,0.0019,49.9990,49.9990,1.99e-13
495,495,3.846551e+12,1.961263e+06,6481075.3344,4441.3220,15,15,0.0026,49.9987,49.9987,1.35e-13
496,496,3.846552e+12,1.961263e+06,6481076.1959,4441.3220,15,15,0.0016,49.9992,49.9992,2.03e-13
497,497,3.846561e+12,1.961265e+06,6481083.4182,4441.3220,15,15,0.0029,49.9986,49.9986,1.09e-13
498,498,3.846561e+12,1.961265e+06,6481083.8090,4441.3220,15,15,0.0029,49.9985,49.9985,1.44e-13
499,499,3.846564e+12,1.961266e+06,6481086.6354,4441.3220,15,15,0.0030,49.9985,49.9985,9.76e-14
500,500,3.846565e+12,1.961266e+06,6481086.9346,4441.3220,15,15,0.0017,49.9992,49.9992,2.43e-13
501,501,3.846565e+12,1.961266e+06,6481087.1117,4441.3220,15,15,0.0030,49.9985,49.9985,1.24e-13
502,502,3.846572e+12,1.961268e+06,6481093.1722,4441.3220,15,15,0.0022,49.9989,49.9989,1.19e-13
503,503,3.846573e+12,1.961268e+06,6481093.4622,4441.3220,15,15,0.0020,49.9990,49.9990,1.31e-13
504,504,3.846587e+12,1.961272e+06,6481105.7774,4441.3220,15,15,0.0033,49.9984,49.9984,9.59e-14
505,505,3.846592e+12,1.961273e+06,6481109.7499,4441.3220,15,15,0.0025,49.9987,49.9987,1.05e-13
506,506,3.846592e+12,1.961273e+06,6481109.9174,4441.3220,15,15,0.0032,49.9984,49.9984,1.08e-13
507,507,3.846592e+12,1.961273e+06,6481110.2009,4441.3220,15,15,0.0027,49.9987,49.9987,1.62e-13
508,508,3.846619e+12,1.961280e+06,6481132.3360,4441.3220,15,15,0.0026,49.9987,49.9987,1.13e-13
509,509,3.846622e+12,1.961281e+06,6481134.7523,4441.3220,15,15,0.0028,49.9986,49.9986,1.07e-13
510,510,3.846628e+12,1.961282e+06,6481140.4783,4441.3220,15,15,0.0028,49.9986,49.9986,1.25e-13
511,511,3.846639e+12,1.961285e+06,6481149.2529,4441.3220,15,15,0.0030,49.9985,49.9985,1.52e-13
512,512,3.846641e+12,1.961286e+06,6481151.3645,4441.3220,15,15,0.0026,49.9987,49.9987,1.18e-13
513,513,3.846646e+12,1.961287e+06,6481155.0939,4441.3220,15,15,0.0027,49.9986,49.9986,1.42e-13
514,514,3.846663e+12,1.961291e+06,6481169.9782,4441.3220,15,15,0.0024,49.9988,49.9988,1.51e-13
515,515,3.846665e+12,1.961292e+06,6481171.0819,4441.3220,15,15,0.0016,49.9992,49.9992,1.77e-13
516,516,3.846672e+12,1.961293e+06,6481177.2520,4441.3220,15,15,0.0004,49.9998,49.9998,2.98e-13
517,517,3.846677e+12,1.961295e+06,6481181.6108,4441.3220,15,15,0.0010,49.9995,49.9995,2.02e-13
518,518,3.846677e+12,1.961295e+06,6481181.6324,4441.3220,15,15,0.0026,49.9987,49.9987,1.64e-13
519,519,3.846689e+12,1.961298e+06,6481191.2970,4441.3220,15,15,0.0028,49.9986,49.9986,1.02e-13
520,520,3.846690e+12,1.961298e+06,6481192.2835,4441.3220,15,15,0.0011,49.9994,49.9994,1.58e-13
521,521,3.846691e+12,1.961298e+06,6481193.4783,4441.3220,15,15,0.0039,49.9981,49.9981,1.16e-13
522,522,3.846698e+12,1.961300e+06,6481198.8358,4441.3220,15,15,0.0041,49.9980,49.9980,9.69e-14
523,523,3.846698e+12,1.961300e+06,6481199.3648,4441.3220,15,15,0.0039,49.9981,49.9981,8.57e-14
524,524,3.846698e+12,1.961300e+06,6481199.4949,4441.3220,15,15,0.0031,49.9985,49.9985,1.05e-13
525,525,3.846701e+12,1.961301e+06,6481201.6238,4441.3220,15,15,0.0008,49.9996,49.9996,2.34e-13
526,526,3.846705e+12,1.961302e+06,6481205.4133,4441.3220,15,15,0.0022,49.9989,49.9989,1.86e-13
527,527,3.846705e+12,1.961302e+06,6481205.4330,4441.3220,15,15,0.0019,49.9990,49.9990,3.16e-13
528,528,3.846706e+12,1.961302e+06,6481205.5551,4441.3220,15,15,0.0019,49.9990,49.9990,2.62e-13
529,529,3.846709e+12,1.961303e+06,6481208.3248,4441.3220,15,15,0.0023,49.9988,49.9988,1.03e-13
530,530,3.846710e+12,1.961303e+06,6481208.8830,4441.3220,15,15,0.0021,49.9990,49.9990,2.36e-13
531,531,3.846719e+12,1.961306e+06,6481217.0878,4441.3220,15,15,0.0031,49.9984,49.9984,9.03e-14
532,532,3.846723e+12,1.961306e+06,6481219.8377,4441.3220,15,15,0.0018,49.9991,49.9991,1.71e-13
533,533,3.846723e+12,1.961306e+06,6481220.0859,4441.3220,15,15,0.0016,49.9992,49.9992,1.29e-13
534,534,3.846735e+12,1.961309e+06,6481230.2458,4441.3220,15,15,0.0036,49.9982,49.9982,7.57e-14
535,535,3.846735e+12,1.961310e+06,6481230.6536,4441.3220,15,15,0.0033,49.9984,49.9984,1.03e-13
536,536,3.846751e+12,1.961314e+06,6481243.6329,4441.3220,15,15,0.0035,49.9983,49.9983,1.07e-13
537,537,3.846763e+12,1.961317e+06,6481253.6085,4441.3220,15,15,0.0037,49.9982,49.9982,8.56e-14
538,538,3.846781e+12,1.961321e+06,6481269.4423,4441.3220,15,15,0.0023,49.9988,49.9988,1.32e-13
539,539,3.846783e+12,1.961322e+06,6481270.9524,4441.3220,15,15,0.0023,49.9989,49.9989,1.44e-13
540,540,3.846790e+12,1.961324e+06,6481276.7958,4441.3220,15,15,0.0030,49.9985,49.9985,1.75e-13
541,541,3.846797e+12,1.961325e+06,6481282.8590,4441.3220,15,15,0.0024,49.9988,49.9988,1.08e-13
542,542,3.846798e+12,1.961325e+06,6481282.9857,4441.3220,15,15,0.0020,49.9990,49.9990,1.63e-13
543,543,3.846800e+12,1.961326e+06,6481284.9184,4441.3220,15,15,0.0029,49.9985,49.9985,1.08e-13
544,544,3.846802e+12,1.961327e+06,6481287.0883,4441.3220,15,15,0.0024,49.9988,49.9988,1.66e-13
545,545,3.846805e+12,1.961327e+06,6481289.2601,4441.3220,15,15,0.0026,49.9987,49.9987,1.06e-13
546,546,3.846814e+12,1.961330e+06,6481296.4374,4441.3220,15,15,0.0027,49.9987,49.9987,1.30e-13
547,547,3.846828e+12,1.961333e+06,6481308.2873,4441.3220,15,15,0.0031,49.9984,49.9984,8.71e-14
548,548,3.846830e+12,1.961334e+06,6481310.7215,4441.3220,15,15,0.0049,49.9976,49.9976,1.07e-13
549,549,3.846831e+12,1.961334e+06,6481311.4652,4441.3220,15,15,0.0052,49.9974,49.9974,6.59e-14
550,550,3.846833e+12,1.961334e+06,6481312.4478,4441.3220,15,15,0.0028,49.9986,49.9986,1.60e-13
551,551,3.846836e+12,1.961335e+06,6481315.4944,4441.3220,15,15,0.0027,49.9987,49.9987,1.49e-13
552,552,3.846842e+12,1.961337e+06,6481320.5435,4441.3220,15,15,0.0032,49.9984,49.9984,1.13e-13
553,553,3.846845e+12,1.961338e+06,6481323.3512,4441.3220,15,15,0.0026,49.9987,49.9987,1.47e-13
554,554,3.846849e+12,1.961339e+06,6481326.2404,4441.3220,15,15,0.0011,49.9994,49.9994,2.25e-13
555,555,3.846852e+12,1.961339e+06,6481328.7508,4441.3220,15,15,0.0043,49.9979,49.9979,8.31e-14
556,556,3.846853e+12,1.961340e+06,6481329.6855,4441.3220,15,15,0.0020,49.9990,49.9990,1.47e-13
557,557,3.846854e+12,1.961340e+06,6481330.6158,4441.3220,15,15,0.0014,49.9993,49.9993,1.75e-13
558,558,3.846858e+12,1.961341e+06,6481333.5580,4441.3220,15,15,0.0034,49.9983,49.9983,1.39e-13
559,559,3.846861e+12,1.961342e+06,6481336.3702,4441.3220,15,15,0.0034,49.9983,49.9983,1.45e-13
560,560,3.846866e+12,1.961343e+06,6481340.2961,4441.3220,15,15,0.0042,49.9979,49.9979,7.89e-14
561,561,3.846871e+12,1.961344e+06,6481344.7562,4441.3220,15,15,0.0012,49.9994,49.9994,1.72e-13
562,562,3.846874e+12,1.961345e+06,6481347.3186,4441.3220,15,15,0.0012,49.9994,49.9994,2.23e-13
563,563,3.846878e+12,1.961346e+06,6481350.8770,4441.3220,15,15,0.0007,49.9997,49.9997,3.24e-13
564,564,3.846884e+12,1.961348e+06,6481355.8549,4441.3220,15,15,0.0008,49.9996,49.9996,2.86e-13
565,565,3.846899e+12,1.961351e+06,6481368.7466,4441.3220,15,15,0.0018,49.9991,49.9991,1.30e-13
566,566,3.846902e+12,1.961352e+06,6481370.9051,4441.3220,15,15,0.0032,49.9984,49.9984,1.61e-13
567,567,3.846903e+12,1.961352e+06,6481371.5085,4441.3220,15,15,0.0030,49.9985,49.9985,9.34e-14
568,568,3.846907e+12,1.961353e+06,6481375.0430,4441.3220,15,15,0.0013,49.9993,49.9993,2.76e-13
569,569,3.846907e+12,1.961353e+06,6481375.5630,4441.3220,15,15,0.0012,49.9994,49.9994,2.40e-13
570,570,3.846908e+12,1.961354e+06,6481375.7671,4441.3220,15,15,0.0012,49.9994,49.9994,2.37e-13
571,571,3.846908e+12,1.961354e+06,6481375.9406,4441.3220,15,15,0.0011,49.9994,49.9994,3.38e-13
572,572,3.846916e+12,1.961356e+06,6481382.5697,4441.3220,15,15,0.0015,49.9993,49.9993,2.02e-13
573,573,3.846917e+12,1.961356e+06,6481383.3945,4441.3220,15,15,0.0020,49.9990,49.9990,1.10e-13
574,574,3.846919e+12,1.961356e+06,6481385.1583,4441.3220,15,15,0.0006,49.9997,49.9997,2.86e-13
575,575,3.846920e+12,1.961357e+06,6481386.2482,4441.3220,15,15,0.0005,49.9998,49.9998,2.91e-13
576,576,3.846921e+12,1.961357e+06,6481386.6881,4441.3220,15,15,0.0025,49.9987,49.9987,1.33e-13
577,577,3.846929e+12,1.961359e+06,6481393.9410,4441.3220,15,15,0.0029,49.9986,49.9986,9.48e-14
578,578,3.846935e+12,1.961361e+06,6481399.1310,4441.3220,15,15,0.0019,49.9990,49.9990,1.51e-13
579,579,3.846942e+12,1.961362e+06,6481404.7896,4441.3220,15,15,0.0023,49.9988,49.9988,1.30e-13
580,580,3.846943e+12,1.961363e+06,6481405.4720,4441.3220,15,15,0.0016,49.9992,49.9992,1.43e-13
581,581,3.846944e+12,1.961363e+06,6481406.4150,4441.3220,15,15,0.0029,49.9986,49.9986,1.43e-13
582,582,3.846946e+12,1.961363e+06,6481408.2617,4441.3220,15,15,0.0018,49.9991,49.9991,1.86e-13
583,583,3.846948e+12,1.961364e+06,6481409.4770,4441.3220,15,15,0.0023,49.9988,49.9988,1.39e-13
584,584,3.846952e+12,1.961365e+06,6481413.1563,4441.3220,15,15,0.0029,49.9985,49.9985,9.55e-14
585,585,3.846953e+12,1.961365e+06,6481414.1854,4441.3220,15,15,0.0031,49.9984,49.9984,1.44e-13
586,586,3.846961e+12,1.961367e+06,6481420.4838,4441.3220,15,15,0.0034,49.9983,49.9983,1.31e-13
587,587,3.846963e+12,1.961368e+06,6481422.2287,4441.3220,15,15,0.0047,49.9976,49.9976,8.02e-14
588,588,3.846969e+12,1.961369e+06,6481427.5929,4441.3220,15,15,0.0055,49.9972,49.9972,9.29e-14
589,589,3.846969e+12,1.961369e+06,6481427.6600,4441.3220,15,15,0.0043,49.9979,49.9979,1.10e-13
590,590,3.846975e+12,1.961371e+06,6481432.5070,4441.3220,15,15,0.0054,49.9973,49.9973,7.05e-14
591,591,3.846981e+12,1.961372e+06,6481437.7426,4441.3220,15,15,0.0027,49.9987,49.9987,1.71e-13
592,592,3.846985e+12,1.961373e+06,6481440.5272,4441.3220,15,15,0.0029,49.9985,49.9985,1.02e-13
593,593,3.846986e+12,1.961374e+06,6481441.9323,4441.3220,15,15,0.0013,49.9994,49.9994,2.47e-13
594,594,3.846998e+12,1.961377e+06,6481451.8001,4441.3220,15,15,0.0015,49.9992,49.9992,1.62e-13
595,595,3.846999e+12,1.961377e+06,6481452.3331,4441.3220,15,15,0.0024,49.9988,49.9988,1.14e-13
596,596,3.846999e+12,1.961377e+06,6481452.8136,4441.3220,15,15,0.0019,49.9990,49.9990,1.70e-13
597,597,3.847004e+12,1.961378e+06,6481456.9067,4441.3220,15,15,0.0041,49.9980,49.9980,1.19e-13
598,598,3.847009e+12,1.961379e+06,6481461.4183,4441.3220,15,15,0.0021,49.9989,49.9989,1.99e-13
599,599,3.847010e+12,1.961380e+06,6481461.8877,4441.3220,15,15,0.0025,49.9987,49.9987,1.16e-13
600,600,3.847013e+12,1.961380e+06,6481464.6194,4441.3220,15,15,0.0024,49.9988,49.9988,1.22e-13
601,601,3.847018e+12,1.961382e+06,6481469.0971,4441.3220,15,15,0.0025,49.9988,49.9988,1.52e-13
602,602,3.847019e+12,1.961382e+06,6481469.2825,4441.3220,15,15,0.0037,49.9981,49.9981,8.54e-14
603,603,3.847019e+12,1.961382e+06,6481469.4522,4441.3220,15,15,0.0012,49.9994,49.9994,2.50e-13
604,604,3.847022e+12,1.961383e+06,6481472.2164,4441.3220,15,15,0.0011,49.9995,49.9995,1.95e-13
605,605,3.847024e+12,1.961383e+06,6481473.8677,4441.3220,15,15,0.0008,49.9996,49.9996,3.07e-13
606,606,3.847028e+12,1.961384e+06,6481476.9678,4441.3220,15,15,0.0015,49.9993,49.9993,2.11e-13
607,607,3.847033e+12,1.961385e+06,6481481.2327,4441.3220,15,15,0.0024,49.9988,49.9988,1.69e-13
608,608,3.847039e+12,1.961387e+06,6481486.0357,4441.3220,15,15,0.0037,49.9981,49.9981,8.36e-14
609,609,3.847040e+12,1.961387e+06,6481486.9111,4441.3220,15,15,0.0036,49.9982,49.9982,1.07e-13
610,610,3.847052e+12,1.961390e+06,6481497.1578,4441.3220,15,15,0.0019,49.9991,49.9991,1.80e-13
611,611,3.847056e+12,1.961391e+06,6481500.3719,4441.3220,15,15,0.0021,49.9989,49.9989,1.52e-13
612,612,3.847066e+12,1.961394e+06,6481509.4700,4441.3220,15,15,0.0030,49.9985,49.9985,1.00e-13
613,613,3.847071e+12,1.961395e+06,6481513.4468,4441.3220,15,15,0.0043,49.9979,49.9979,1.12e-13
614,614,3.847074e+12,1.961396e+06,6481515.6690,4441.3220,15,15,0.0026,49.9987,49.9987,1.83e-13
615,615,3.847076e+12,1.961396e+06,6481517.5648,4441.3220,15,15,0.0049,49.9975,49.9975,7.65e-14
616,616,3.847080e+12,1.961397e+06,6481520.8369,4441.3220,15,15,0.0061,49.9969,49.9969,8.81e-14
617,617,3.847081e+12,1.961398e+06,6481521.9318,4441.3220,15,15,0.0058,49.9971,49.9971,1.05e-13
618,618,3.847082e+12,1.961398e+06,6481522.5917,4441.3220,15,15,0.0044,49.9978,49.9978,8.02e-14
619,619,3.847088e+12,1.961399e+06,6481527.2590,4441.3220,15,15,0.0065,49.9967,49.9967,6.80e-14
620,620,3.847094e+12,1.961401e+06,6481532.5807,4441.3220,15,15,0.0046,49.9977,49.9977,8.54e-14
621,621,3.847094e+12,1.961401e+06,6481533.0244,4441.3220,15,15,0.0040,49.9980,49.9980,1.15e-13
622,622,3.847107e+12,1.961404e+06,6481543.9205,4441.3220,15,15,0.0029,49.9986,49.9986,1.12e-13
623,623,3.847108e+12,1.961405e+06,6481544.4587,4441.3220,15,15,0.0059,49.9970,49.9970,9.38e-14
624,624,3.847110e+12,1.961405e+06,6481546.1116,4441.3220,15,15,0.0039,49.9981,49.9981,8.42e-14
625,625,3.847115e+12,1.961406e+06,6481550.3574,4441.3220,15,15,0.0035,49.9982,49.9982,1.36e-13
626,626,3.847118e+12,1.961407e+06,6481552.7969,4441.3220,15,15,0.0053,49.9973,49.9973,7.79e-14
627,627,3.847120e+12,1.961408e+06,6481554.3811,4441.3220,15,15,0.0026,49.9987,49.9987,1.15e-13
628,628,3.847123e+12,1.961408e+06,6481557.2433,4441.3220,15,15,0.0030,49.9985,49.9985,1.49e-13
629,629,3.847128e+12,1.961410e+06,6481561.2186,4441.3220,15,15,0.0024,49.9988,49.9988,1.41e-13
630,630,3.847139e+12,1.961413e+06,6481570.9783,4441.3220,15,15,0.0033,49.9983,49.9983,1.29e-13
631,631,3.847141e+12,1.961413e+06,6481572.5477,4441.3220,15,15,0.0043,49.9978,49.9978,9.08e-14
632,632,3.847149e+12,1.961415e+06,6481579.0143,4441.3220,15,15,0.0023,49.9988,49.9988,1.15e-13
633,633,3.847150e+12,1.961415e+06,6481580.3074,4441.3220,15,15,0.0031,49.9985,49.9985,9.38e-14
634,634,3.847152e+12,1.961416e+06,6481581.9471,4441.3220,15,15,0.0038,49.9981,49.9981,1.08e-13
635,635,3.847160e+12,1.961418e+06,6481588.3079,4441.3220,15,15,0.0039,49.9980,49.9980,8.96e-14
636,636,3.847162e+12,1.961418e+06,6481590.1635,4441.3220,15,15,0.0035,49.9982,49.9982,1.61e-13
637,637,3.847166e+12,1.961419e+06,6481593.1764,4441.3220,15,15,0.0026,49.9987,49.9987,1.87e-13
638,638,3.847176e+12,1.961422e+06,6481602.1318,4441.3220,15,15,0.0054,49.9973,49.9973,7.38e-14
639,639,3.847181e+12,1.961423e+06,6481605.8151,4441.3220,15,15,0.0041,49.9979,49.9979,1.10e-13
640,640,3.847185e+12,1.961424e+06,6481609.4320,4441.3220,15,15,0.0032,49.9984,49.9984,1.40e-13
641,641,3.847190e+12,1.961425e+06,6481613.4497,4441.3220,15,15,0.0042,49.9979,49.9979,1.11e-13
642,642,3.847196e+12,1.961427e+06,6481618.4140,4441.3220,15,15,0.0048,49.9976,49.9976,9.43e-14
643,643,3.847197e+12,1.961427e+06,6481619.8419,4441.3220,15,15,0.0045,49.9977,49.9977,8.73e-14
644,644,3.847203e+12,1.961429e+06,6481624.6844,4441.3220,15,15,0.0062,49.9969,49.9969,9.43e-14
645,645,3.847210e+12,1.961431e+06,6481630.4935,4441.3220,15,15,0.0025,49.9987,49.9987,2.17e-13
646,646,3.847211e+12,1.961431e+06,6481631.6766,4441.3220,15,15,0.0029,49.9986,49.9986,1.74e-13
647,647,3.847212e+12,1.961431e+06,6481631.8167,4441.3220,15,15,0.0073,49.9963,49.9963,7.05e-14
648,648,3.847219e+12,1.961433e+06,6481638.0989,4441.3220,15,15,0.0047,49.9976,49.9976,1.11e-13
649,649,3.847228e+12,1.961435e+06,6481645.6954,4441.3220,15,15,0.0040,49.9980,49.9980,1.08e-13
650,650,3.847231e+12,1.961436e+06,6481647.7323,4441.3220,15,15,0.0063,49.9969,49.9969,9.70e-14
651,651,3.847234e+12,1.961437e+06,6481650.5244,4441.3220,15,15,0.0057,49.9971,49.9971,8.62e-14
652,652,3.847237e+12,1.961437e+06,6481653.0828,4441.3220,15,15,0.0060,49.9970,49.9970,1.04e-13
653,653,3.847240e+12,1.961438e+06,6481655.9355,4441.3220,15,15,0.0065,49.9968,49.9968,7.24e-14
654,654,3.847246e+12,1.961440e+06,6481660.4225,4441.3220,15,15,0.0034,49.9983,49.9983,2.09e-13
655,655,3.847254e+12,1.961442e+06,6481667.5985,4441.3220,15,15,0.0035,49.9982,49.9982,1.08e-13
656,656,3.847257e+12,1.961443e+06,6481670.2880,4441.3220,15,15,0.0044,49.9978,49.9978,9.92e-14
657,657,3.847259e+12,1.961443e+06,6481671.7680,4441.3220,15,15,0.0047,49.9977,49.9977,1.07e-13
658,658,3.847270e+12,1.961446e+06,6481680.9160,4441.3220,15,15,0.0051,49.9975,49.9975,8.84e-14
659,659,3.847285e+12,1.961450e+06,6481693.9698,4441.3220,15,15,0.0053,49.9974,49.9974,9.71e-14
660,660,3.847286e+12,1.961450e+06,6481694.3712,4441.3220,15,15,0.0051,49.9975,49.9975,9.09e-14
661,661,3.847289e+12,1.961451e+06,6481696.7923,4441.3220,15,15,0.0042,49.9979,49.9979,1.13e-13
662,662,3.847290e+12,1.961451e+06,6481697.5164,4441.3220,15,15,0.0061,49.9969,49.9969,9.86e-14
663,663,3.847302e+12,1.961454e+06,6481707.9284,4441.3220,15,15,0.0061,49.9969,49.9969,7.76e-14
664,664,3.847313e+12,1.961457e+06,6481717.0106,4441.3220,15,15,0.0042,49.9979,49.9979,1.12e-13
665,665,3.847319e+12,1.961458e+06,6481721.8557,4441.3220,15,15,0.0040,49.9980,49.9980,1.18e-13
666,666,3.847327e+12,1.961460e+06,6481728.6770,4441.3220,15,15,0.0047,49.9977,49.9977,9.13e-14
667,667,3.847335e+12,1.961463e+06,6481735.8652,4441.3220,15,15,0.0117,49.9942,49.9942,7.74e-14
668,668,3.847335e+12,1.961463e+06,6481735.9984,4441.3220,15,15,0.0114,49.9943,49.9943,8.09e-14
669,669,3.847340e+12,1.961464e+06,6481740.3476,4441.3220,15,15,0.0055,49.9972,49.9972,1.33e-13
670,670,3.847342e+12,1.961464e+06,6481741.8883,4441.3220,15,15,0.0052,49.9974,49.9974,1.08e-13
671,671,3.847355e+12,1.961468e+06,6481752.7925,4441.3220,15,15,0.0060,49.9970,49.9970,1.04e-13
672,672,3.847362e+12,1.961469e+06,6481758.1863,4441.3220,15,15,0.0067,49.9966,49.9966,7.69e-14
673,673,3.847368e+12,1.961471e+06,6481763.2772,4441.3220,15,15,0.0082,49.9959,49.9959,7.94e-14
674,674,3.847371e+12,1.961472e+06,6481765.7556,4441.3220,15,15,0.0061,49.9969,49.9969,9.94e-14
675,675,3.847374e+12,1.961472e+06,6481768.8282,4441.3220,15,15,0.0071,49.9964,49.9964,9.96e-14
676,676,3.847376e+12,1.961473e+06,6481770.6885,4441.3220,15,15,0.0071,49.9965,49.9965,7.90e-14
677,677,3.847381e+12,1.961474e+06,6481774.1639,4441.3220,15,15,0.0068,49.9966,49.9966,7.99e-14
678,678,3.847388e+12,1.961476e+06,6481780.0535,4441.3220,15,15,0.0064,49.9968,49.9968,7.29e-14
679,679,3.847396e+12,1.961478e+06,6481787.0917,4441.3220,15,15,0.0060,49.9970,49.9970,8.35e-14
680,680,3.847397e+12,1.961478e+06,6481787.7020,4441.3220,15,15,0.0069,49.9965,49.9965,8.36e-14
681,681,3.847416e+12,1.961483e+06,6481804.3361,4441.3220,15,15,0.0042,49.9979,49.9979,1.23e-13
682,682,3.847418e+12,1.961484e+06,6481805.2995,4441.3220,15,15,0.0073,49.9963,49.9963,8.99e-14
683,683,3.847422e+12,1.961485e+06,6481809.0443,4441.3220,15,15,0.0067,49.9966,49.9966,7.26e-14
684,684,3.847426e+12,1.961486e+06,6481812.5389,4441.3220,15,15,0.0071,49.9964,49.9964,7.99e-14
685,685,3.847437e+12,1.961488e+06,6481821.6170,4441.3220,15,15,0.0090,49.9955,49.9955,7.55e-14
686,686,3.847446e+12,1.961491e+06,6481829.1156,4441.3220,15,15,0.0075,49.9963,49.9963,9.49e-14
687,687,3.847450e+12,1.961492e+06,6481832.7836,4441.3220,15,15,0.0095,49.9953,49.9953,7.07e-14
688,688,3.847450e+12,1.961492e+06,6481832.8817,4441.3220,15,15,0.0111,49.9944,49.9944,7.60e-14
689,689,3.847455e+12,1.961493e+06,6481837.2143,4441.3220,15,15,0.0079,49.9960,49.9960,8.74e-14
690,690,3.847461e+12,1.961495e+06,6481842.1353,4441.3220,15,15,0.0048,49.9976,49.9976,1.20e-13
691,691,3.847471e+12,1.961497e+06,6481850.3637,4441.3220,15,15,0.0080,49.9960,49.9960,1.02e-13
692,692,3.847472e+12,1.961497e+06,6481850.7732,4441.3220,15,15,0.0081,49.9959,49.9959,8.29e-14
693,693,3.847482e+12,1.961500e+06,6481859.6245,4441.3220,15,15,0.0092,49.9954,49.9954,9.73e-14
694,694,3.847484e+12,1.961501e+06,6481861.5780,4441.3220,15,15,0.0076,49.9962,49.9962,9.81e-14
695,695,3.847485e+12,1.961501e+06,6481861.9437,4441.3220,15,15,0.0105,49.9948,49.9948,1.01e-13
696,696,3.847487e+12,1.961501e+06,6481864.0584,4441.3220,15,15,0.0049,49.9976,49.9976,1.05e-13
697,697,3.847496e+12,1.961503e+06,6481871.1970,4441.3220,15,15,0.0077,49.9962,49.9962,8.92e-14
698,698,3.847496e+12,1.961504e+06,6481871.6005,4441.3220,15,15,0.0064,49.9968,49.9968,1.17e-13
699,699,3.847504e+12,1.961505e+06,6481877.7753,4441.3220,15,15,0.0029,49.9985,49.9985,2.11e-13
700,700,3.847520e+12,1.961510e+06,6481891.4983,4441.3220,15,15,0.0074,49.9963,49.9963,8.68e-14
701,701,3.847532e+12,1.961513e+06,6481901.8890,4441.3220,15,15,0.0035,49.9982,49.9982,1.28e-13
702,702,3.847534e+12,1.961513e+06,6481903.2834,4441.3220,15,15,0.0079,49.9960,49.9960,7.47e-14
703,703,3.847535e+12,1.961513e+06,6481903.9822,4441.3220,15,15,0.0077,49.9961,49.9961,7.76e-14
704,704,3.847539e+12,1.961515e+06,6481907.9960,4441.3220,15,15,0.0074,49.9963,49.9963,9.20e-14
705,705,3.847541e+12,1.961515e+06,6481909.6173,4441.3220,15,15,0.0100,49.9950,49.9950,7.71e-14
706,706,3.847547e+12,1.961517e+06,6481914.5803,4441.3220,15,15,0.0070,49.9965,49.9965,9.25e-14
707,707,3.847554e+12,1.961518e+06,6481920.4006,4441.3220,15,15,0.0067,49.9967,49.9967,9.86e-14
708,708,3.847578e+12,1.961524e+06,6481940.6996,4441.3220,15,15,0.0063,49.9968,49.9968,7.47e-14
