mode_rank,eigen_index,omega_sq,omega,Omega_FEM,Omega_exact,matched_m,matched_n,MAC,relative_residual,residual_ok
58.0,58.0,1.0725245141657396e10,103562.75943435167,3422.2752219378667,888.2643960980422,9.0,3.0,0.09873794211569739,1.2573220220635015e-6,0.0
59.0,59.0,1.1582197592378593e10,107620.61880689311,3556.368902529295,809.3075608893273,9.0,1.0,0.4467029483881871,1.403080144258412e-6,0.0
60.0,60.0,1.1690702788117939e10,108123.55334578095,3572.988587250845,809.3075608893273,1.0,9.0,0.39373796946396333,1.2285239647775801e-6,0.0
61.0,61.0,1.1953142373901045e10,109330.42748430578,3612.8702540085687,838.9163740925954,9.0,2.0,0.2316056429289087,1.128533521953406e-6,0.0
62.0,62.0,1.206749171881333e10,109852.13570437914,3630.110322971487,1046.178066515472,5.0,9.0,0.1572005012025712,1.1093224815780263e-6,0.0
63.0,63.0,1.2334338942413689e10,111060.06907261354,3670.0269924233185,838.9163740925954,2.0,9.0,0.3346467102362947,1.332889354568527e-6,0.0
64.0,64.0,1.259112684042858e10,112210.19044823237,3708.0332401082933,1154.743714927455,6.0,9.0,0.1846593161217713,3.3307094784095087e-6,0.0
65.0,65.0,1.3078100625622261e10,114359.52354579946,3779.0588620950994,957.3516269056677,4.0,9.0,0.0927676797151798,1.1394647395758322e-6,0.0
66.0,66.0,1.3398286955058952e10,115750.9695642285,3825.0397847505287,888.2643960980422,3.0,9.0,0.11913724434577644,1.419974905135537e-6,0.0
67.0,67.0,1.3544421201416134e10,116380.50180943598,3845.842944264159,888.2643960980422,9.0,3.0,0.21202378898302887,1.9083312142154796e-6,0.0
68.0,68.0,1.4680139054049868e10,121161.62368526541,4003.8371404219797,1263.3093633394378,8.0,8.0,0.19045068175730037,1.465037923101127e-6,0.0
69.0,69.0,1.5084341293479061e10,122818.32637468669,4058.5835820491775,957.3516269056677,9.0,4.0,0.1307363634383787,2.2631841276830308e-6,0.0
70.0,70.0,1.5678063229692398e10,125212.0730189082,4137.685953141453,1154.743714927455,9.0,6.0,0.1432849536838743,1.4254805010528932e-6,0.0
71.0,71.0,1.6680170854660227e10,129151.7357787352,4267.873776635031,1283.0485721416164,9.0,7.0,0.17646733571384204,1.6167050866756724e-6,0.0
72.0,72.0,1.6799776355654728e10,129613.9512384941,4283.147882151043,1233.7005501361698,5.0,10.0,0.08331514566363599,1.4595024172653504e-6,0.0
73.0,73.0,1.6887809577084156e10,129953.10529988946,4294.355371668244,1144.8741105263655,10.0,4.0,0.11531555663419132,2.365222124425718e-6,0.0
74.0,74.0,1.858954599478572e10,136343.48534046547,4505.528185052892,1431.0926381579568,9.0,8.0,0.14755619980224877,2.2743457831788024e-6,0.0
75.0,75.0,1.8871864375122147e10,137374.90445901008,4539.611866408117,1026.4388577132931,2.0,10.0,0.14413357826639744,8.028832123678495e-7,1.0
76.0,76.0,1.905575857780289e10,138042.59696848248,4561.676048006999,996.8300445100251,1.0,10.0,0.4492307913361848,1.0226108901655647e-6,0.0
77.0,77.0,1.906561886632523e10,138078.30700846977,4562.856101393857,996.8300445100251,10.0,1.0,0.4016935255438222,7.004797515662448e-7,1.0
78.0,78.0,1.9874547676542355e10,140977.11756360446,4658.648523207589,1026.4388577132931,10.0,2.0,0.3545860387505235,4.315764151823823e-6,0.0
79.0,79.0,2.0406055288464466e10,142849.7647476693,4720.5309420660715,1026.4388577132931,2.0,10.0,0.20024671787923834,4.270730415795664e-6,0.0
80.0,80.0,2.069872283315705e10,143870.50716931894,4754.261807453129,1075.78687971874,10.0,3.0,0.17054652799043127,7.864866732590995e-7,1.0
81.0,81.0,2.1003745301724964e10,144926.6894044191,4789.163796476756,1342.2661985481527,6.0,10.0,0.1574121083416371,8.704635385669009e-7,1.0
82.0,82.0,2.1331611572026646e10,146053.4545022015,4826.398226074294,1075.78687971874,3.0,10.0,0.2297475075935262,7.632278178376058e-7,1.0
83.0,83.0,2.1778465006245007e10,147575.28589247254,4876.687788532247,1470.5710557623142,7.0,10.0,0.18524048120809322,1.3043359442270242e-6,0.0
84.0,84.0,2.277145488781342e10,150902.13679008465,4986.624984645652,1352.1358029492421,11.0,4.0,0.09243225541561034,1.838371966227734e-6,0.0
85.0,85.0,2.3102644048965683e10,151995.53956931,5022.756942304746,1598.875912976476,9.0,9.0,0.11402647883101458,9.86576956797042e-7,1.0
86.0,86.0,2.3309519808884296e10,152674.5552110249,5045.1953016014795,1144.8741105263655,4.0,10.0,0.13785973185428985,1.0297836326308543e-6,0.0
87.0,87.0,2.5134453875665585e10,158538.49335623696,5238.971619719544,1598.875912976476,9.0,9.0,0.18338267089801544,9.55574328795303e-7,1.0
88.0,88.0,2.5609691505248783e10,160030.283088073,5288.268442858368,1352.1358029492421,4.0,11.0,0.09605040415499441,6.783395233850803e-7,1.0
89.0,89.0,2.6518160741751842e10,162843.9766824424,5381.248138674986,1470.5710557623142,10.0,7.0,0.12674303785176114,1.092072028006201e-6,0.0
90.0,90.0,2.795204894673128e10,167188.66273384474,5524.820128278437,1618.6151217786546,8.0,10.0,0.15820973514046055,8.764110192677289e-7,1.0
91.0,91.0,2.8187852406324738e10,167892.38340771967,5548.074875820135,1440.9622425590462,11.0,5.0,0.11689317569882508,7.171357362496511e-7,1.0
92.0,92.0,2.8279431895965054e10,168164.89495719687,5557.080135322311,1549.5278909710291,11.0,6.0,0.06687774419790624,6.507253336336735e-7,1.0
93.0,93.0,2.973219980279776e10,172430.27519202585,5698.031430648233,1204.0917369329018,1.0,11.0,0.4384082469525891,5.434875506544419e-7,1.0
94.0,94.0,2.9799888724245335e10,172626.44271445012,5704.5138694612615,1204.0917369329018,11.0,1.0,0.45307281213769723,4.954919496521304e-7,1.0
95.0,95.0,3.0435586658304134e10,174457.97963493713,5765.03778225851,1233.7005501361698,2.0,11.0,0.16939043428144032,7.542233008326602e-7,1.0
96.0,96.0,3.0857040201054874e10,175661.72093274866,5804.815922968782,1233.7005501361698,11.0,2.0,0.33687320196972304,5.396595813922405e-7,1.0
97.0,97.0,3.0957738551273785e10,175948.11323590198,5814.279877851682,1283.0485721416164,11.0,3.0,0.14713649019818406,4.808352368149945e-7,1.0
98.0,98.0,3.099004152086342e10,176039.8861646514,5817.312553128193,1786.3983965971738,10.0,9.0,0.11393686287524682,7.595140580226505e-7,1.0
99.0,99.0,3.2268934884901062e10,179635.56130371586,5936.1331600893145,1283.0485721416164,3.0,11.0,0.2571752971931719,5.627540456445716e-7,1.0
100.0,100.0,3.3445223474118813e10,182880.35289259153,6043.358671611154,1283.0485721416164,11.0,3.0,0.09646987400916128,6.128056211367083e-7,1.0
101.0,101.0,3.359033412906978e10,183276.66007724436,6056.454810278386,1352.1358029492421,11.0,4.0,0.11805657934106338,5.379817885068186e-7,1.0
102.0,102.0,3.4184787600388935e10,184891.2858963043,6109.810803914039,1677.832748185191,7.0,11.0,0.1511855525177805,5.572151813004553e-7,1.0
103.0,103.0,3.4539855903943634e10,185849.01372873527,6141.459325527317,1352.1358029492421,4.0,11.0,0.15187218983784354,6.395078584556908e-7,1.0
104.0,104.0,3.5389438356925964e10,188120.80787867663,6216.5317248256,1825.8768142015313,11.0,8.0,0.17630687602292963,6.195995611743208e-7,1.0
105.0,105.0,3.681137992998109e10,191862.91963269268,6340.191391712031,1667.9631437841015,12.0,5.0,0.10036920070194844,1.1537912474725838e-6,0.0
106.0,106.0,3.713454066669096e10,192703.24508604145,6367.960302014023,1973.9208802178716,10.0,10.0,0.10373733035041892,5.5383317474842e-7,1.0
107.0,107.0,3.738611887931061e10,193354.9039443029,6389.494644821856,1440.9622425590462,11.0,5.0,0.08473252072400421,1.2217969581412714e-6,0.0
108.0,108.0,4.011340499068352e10,200283.31181275068,6618.446815516945,1973.9208802178716,10.0,10.0,0.17502366332447944,6.008764043825825e-7,1.0
109.0,109.0,4.0518794040115074e10,201292.80672720293,6651.806002267779,1667.9631437841015,12.0,5.0,0.09614241508634092,7.69515204824414e-7,1.0
110.0,110.0,4.1793653473213264e10,204434.9614748252,6755.6398359258965,1825.8768142015313,8.0,11.0,0.10253726971696264,7.920392076342961e-7,1.0
111.0,111.0,4.387808486788225e10,209470.96425968505,6922.056679609566,1776.5287921960844,6.0,12.0,0.10911190405468024,4.619441397661063e-7,1.0
112.0,112.0,4.4012079002939354e10,209790.55985181828,6932.617851231219,1431.0926381579568,12.0,1.0,0.18219745163611067,6.508698420124089e-7,1.0
113.0,113.0,4.4044571111920105e10,209867.9849617852,6935.176396762864,1993.6600890200502,9.0,11.0,0.14366698484365853,6.63448319282426e-7,1.0
114.0,114.0,4.419916972464003e10,210235.98579843563,6947.33714017874,1431.0926381579568,1.0,12.0,0.46626938035627813,3.720851024617076e-7,1.0
115.0,115.0,4.447987470012825e10,210902.52416727555,6969.3631827118925,1431.0926381579568,12.0,1.0,0.14760950800224115,4.3403259656806876e-7,1.0
116.0,116.0,4.5073050034857086e10,212304.14511934778,7015.680340356445,1460.701451361225,12.0,2.0,0.322108185103033,6.039149359841708e-7,1.0
117.0,117.0,4.5245367868689224e10,212709.58574706787,7029.078297515872,1460.701451361225,2.0,12.0,0.3066612736576165,3.6349230058360545e-7,1.0
118.0,118.0,4.649279916801109e10,215621.8893526608,7125.316602893384,1510.0494733666717,12.0,3.0,0.2285040119125259,5.146407782685573e-7,1.0
119.0,119.0,4.7099521546352196e10,217024.2418402889,7171.657934440027,1510.0494733666717,3.0,12.0,0.21288590286106,1.3509436141783645e-6,0.0
120.0,120.0,4.744120146638191e10,217810.01231895175,7197.62405251129,1579.1367041742974,4.0,12.0,0.12167569139019148,1.4635860425965037e-6,0.0
121.0,121.0,4.777179794010501e10,218567.60496492844,7222.659022174221,2181.1825726407483,10.0,11.0,0.13094005880625917,5.79030214124089e-7,1.0
122.0,122.0,4.902326727248768e10,221411.98538581346,7316.652777162282,1579.1367041742974,12.0,4.0,0.16930044173346212,3.9880532879593304e-7,1.0
123.0,123.0,5.0892688041389244e10,225594.07802819036,7454.851798741343,1667.9631437841015,5.0,12.0,0.07840031160335387,3.457411725633643e-7,1.0
124.0,124.0,5.095420032811037e10,225730.37085893066,7459.355653023693,1914.7032538113353,5.0,13.0,0.07819861672548845,4.1909809354545926e-7,1.0
125.0,125.0,5.210682962929279e10,228269.2042946065,7543.252478552453,2052.8777154265863,8.0,12.0,0.14082162709533824,6.378177505472361e-7,1.0
126.0,126.0,5.214341023343532e10,228349.31625348766,7545.899812143769,1667.9631437841015,12.0,5.0,0.08876353410716109,4.984628485520836e-7,1.0
127.0,127.0,5.419144518450442e10,232790.5607719188,7692.662617161812,2220.6609902451055,9.0,12.0,0.1604388385923982,5.528572513940343e-7,1.0
128.0,128.0,5.532035204652231e10,235202.7891980074,7772.375726558924,2023.2689022233185,13.0,6.0,0.09745926358323398,6.95394815384755e-7,1.0
129.0,129.0,5.5635311945162025e10,235871.38856835102,7794.469875759154,2388.4442650636247,11.0,11.0,0.07524038385396907,3.7454725057201327e-7,1.0
130.0,130.0,5.5846834281564384e10,236319.3480897499,7809.272887757752,2408.1834738658035,10.0,12.0,0.06693940949181959,6.107105958511838e-7,1.0
131.0,131.0,5.968583106343722e10,244306.83793835412,8073.222870779267,2388.4442650636247,11.0,11.0,0.16124411904767708,4.5746445134740465e-7,1.0
132.0,132.0,5.9691031668351746e10,244317.48129913205,8073.574585141336,2023.2689022233185,6.0,13.0,0.085319421367676,1.2268320191468042e-6,0.0
133.0,133.0,6.116597077060154e10,247317.5504702437,8172.713140781149,3602.405606397616,19.0,2.0,0.06239517442932037,1.0183278978302112e-6,0.0
134.0,134.0,6.156305463407261e10,248119.03319590903,8199.198476705347,1677.832748185191,13.0,1.0,0.4644891793941612,4.1375535565260183e-7,1.0
135.0,135.0,6.159013707551257e10,248173.60269680692,8201.001748960898,1677.832748185191,1.0,13.0,0.4612816835519255,2.956283002027013e-7,1.0
136.0,136.0,6.2468771440255714e10,249937.53507677815,8259.291641100901,1707.441561388459,2.0,13.0,0.3653971372570187,3.5099013238758946e-7,1.0
137.0,137.0,6.268350928918463e10,250366.74956787817,8273.475215638808,1707.441561388459,13.0,2.0,0.20373497693156176,2.6881585316039515e-7,1.0
138.0,138.0,6.326542071626376e10,251526.18296365044,8311.789182971379,1756.7895833939058,3.0,13.0,0.1431923148890457,3.4970266922966135e-7,1.0
139.0,139.0,6.373498814948283e10,252457.89381495447,8342.577962430752,1756.7895833939058,3.0,13.0,0.24175527616661482,3.598017789343589e-7,1.0
140.0,140.0,6.459371864417242e10,254152.94341040478,8398.5915937993,2299.6178254538204,13.0,8.0,0.0610417860874833,3.7031091875855647e-7,1.0
141.0,141.0,6.463092440455868e10,254226.128485171,8401.010025573001,2151.57375943748,13.0,7.0,0.05973953574161726,4.990826060099257e-7,1.0
142.0,142.0,6.552652929168678e10,255981.5018545027,8459.01708158353,2408.1834738658035,10.0,12.0,0.13087876625008119,4.735906181067201e-7,1.0
143.0,143.0,6.588148995490885e10,256673.89807868827,8481.89760789179,1825.8768142015313,4.0,13.0,0.1726032323065105,6.085091859792564e-7,1.0
144.0,144.0,6.6829321285666855e10,258513.677173311,8542.693886822131,1825.8768142015313,4.0,13.0,0.08835070643227504,2.722132059339672e-7,1.0
145.0,145.0,6.7610213678670906e10,260019.64094789245,8592.459097203118,2388.4442650636247,11.0,11.0,0.11624324220629184,3.65263611259165e-7,1.0
146.0,146.0,6.885869051809639e10,262409.3948739191,8671.429527232593,2615.44516628868,12.0,11.0,0.10097561647670511,4.083459140173214e-7,1.0
147.0,147.0,6.908195241949721e10,262834.4582042035,8685.475924904227,1914.7032538113353,13.0,5.0,0.08321693117662783,3.4037036328355054e-7,1.0
148.0,148.0,7.150949557369473e10,267412.5942690335,8836.762369016984,3444.491935980186,5.0,18.0,0.07796129039544485,4.0543816566167516e-7,1.0
149.0,149.0,7.190850863525214e10,268157.61901398987,8861.38202707091,2289.748221052731,6.0,14.0,0.06532507360685356,2.6718559937705123e-7,1.0
150.0,150.0,7.30335249595386e10,270247.155321825,8930.431638830016,2418.0530782668925,7.0,14.0,0.07329448526701324,3.932091936950051e-7,1.0
151.0,151.0,7.397022671734433e10,271974.6802872362,8987.518432545216,2467.4011002723396,13.0,9.0,0.12112674994419712,3.1522078710316854e-7,1.0
152.0,152.0,7.707254171133405e10,277619.41882968857,9174.051207006463,2418.0530782668925,14.0,7.0,0.08381520139537138,4.5739255796471595e-7,1.0
153.0,153.0,7.707307780512857e10,277620.3843472748,9174.083112943788,3553.057584392169,6.0,18.0,0.06032865091807832,3.6623463810552194e-7,1.0
154.0,154.0,7.751202236009727e10,278409.81010032183,9200.170021104295,2862.1852763159136,13.0,11.0,0.08058169574537102,2.9149911360503393e-7,1.0
155.0,155.0,7.811123063852473e10,279483.8647194588,9235.662610623507,2654.923583893037,10.0,13.0,0.1451274675348109,4.79284583958705e-7,1.0
156.0,156.0,7.939695894598279e10,281774.65987200267,9311.362906095605,1944.3120670146036,1.0,14.0,0.4556219116197525,1.9732648800169608e-7,1.0
157.0,157.0,7.94062988862777e10,281791.2328059155,9311.910565711809,1944.3120670146036,14.0,1.0,0.41979888275546917,3.1614780157974826e-7,1.0
158.0,158.0,8.01261402543177e10,283065.6112181727,9354.022939768478,1973.9208802178716,14.0,2.0,0.3549042062107362,2.003848865419829e-7,1.0
159.0,159.0,8.021057220772e10,283214.71043665794,9358.949986554595,1973.9208802178716,2.0,14.0,0.31868550884088426,5.365259605209946e-7,1.0
160.0,160.0,8.089065192121654e10,284412.8195444371,9398.542009161232,2023.2689022233185,3.0,14.0,0.10866951532016032,4.488369434136831e-7,1.0
161.0,161.0,8.100411754182259e10,284612.22310684866,9405.131384285403,2023.2689022233185,3.0,14.0,0.21443015408913776,2.459608291644654e-7,1.0
162.0,162.0,8.220870375187117e10,286720.6022452366,9474.80366535599,2852.3156719148246,15.0,8.0,0.07331616569622423,4.3588974019488283e-7,1.0
163.0,163.0,8.252974131944476e10,287279.90065343026,9493.285917996658,2842.446067513735,12.0,12.0,0.1318684537681044,5.844879927018052e-7,1.0
164.0,164.0,8.289896419816309e10,287921.80222790194,9514.49782723156,2092.356133030944,14.0,4.0,0.1438370455231173,4.37838765411911e-7,1.0
165.0,165.0,8.31980654053132e10,288440.74851746106,9531.646627031556,2092.356133030944,4.0,14.0,0.12593949559833323,2.6149773975629196e-7,1.0
166.0,166.0,8.344584820364792e10,288869.95032998483,9545.829782600542,3010.229342332254,4.0,17.0,0.05596984668570572,3.855185451167472e-7,1.0
167.0,167.0,8.579890618248407e10,292914.50319587125,9679.483744047127,2575.9667486843223,6.0,15.0,0.06406141992748998,2.2772665430953472e-7,1.0
168.0,168.0,8.612865020665521e10,293476.8307833775,9698.066097200383,3020.0989467333434,15.0,9.0,0.060282636642523195,4.5860880545680895e-7,1.0
169.0,169.0,8.676761142290569e10,294563.4251276042,9733.973067243047,3128.6645951453265,11.0,14.0,0.05399919610104242,8.366028952676448e-7,1.0
170.0,170.0,8.77028425478081e10,296146.6571612925,9786.291639952615,3099.0557819420583,17.0,5.0,0.07222752594487857,3.104391225903288e-7,1.0
171.0,171.0,8.857638540272995e10,297617.8512837057,9834.907872460275,2852.3156719148246,8.0,15.0,0.07257635306169362,3.6008167555206687e-7,1.0
172.0,172.0,8.990188583380293e10,299836.43179874413,9908.221804668727,2704.2716058984843,7.0,15.0,0.0665007834619619,2.8798910499858467e-7,1.0
173.0,173.0,9.081006429244789e10,301347.08276744257,9958.141905363324,3207.6214303540414,6.0,17.0,0.06361454228168857,3.0158171803964206e-7,1.0
174.0,174.0,9.195780935258054e10,303245.4605638484,10020.874603197963,2862.1852763159136,13.0,11.0,0.10707500214079335,2.6692115849788017e-7,1.0
175.0,175.0,9.21881101160379e10,303624.94975880673,10033.414984276958,3010.229342332254,16.0,7.0,0.08709510280221008,3.1380534880894414e-7,1.0
176.0,176.0,9.327919399632819e10,305416.42718807416,10092.615114230324,2230.530594646195,15.0,1.0,0.3881420097022295,3.310025477497164e-7,1.0
177.0,177.0,9.32906979166471e10,305435.25977962516,10093.237445189658,2230.530594646195,1.0,15.0,0.4043692977508309,3.317991998808731e-7,1.0
178.0,178.0,9.384794270155193e10,306346.11585843866,10123.337069864596,2260.139407849463,2.0,15.0,0.21823684347524477,5.083413954829641e-7,1.0
179.0,179.0,9.394029484942154e10,306496.81050448393,10128.316838229752,2260.139407849463,15.0,2.0,0.17806607700894783,5.105659258002726e-7,1.0
180.0,180.0,9.434629956582146e10,307158.42746996455,10150.180250905745,2842.446067513735,12.0,12.0,0.143666161690237,4.252010379844119e-7,1.0
181.0,181.0,9.440370313754105e10,307251.85619869095,10153.26764279337,2309.48742985491,15.0,3.0,0.07105942147977956,2.213632872703638e-7,1.0
182.0,182.0,9.460463891660097e10,307578.67110155895,10164.06737959407,2309.48742985491,3.0,15.0,0.11212005219370644,1.8491423520848339e-7,1.0
183.0,183.0,9.513999809920628e10,308447.7234463018,10192.785582181805,3089.186177540969,13.0,12.0,0.08001502634281461,3.2608511312600815e-7,1.0
184.0,184.0,9.595727554443459e10,309769.71373011044,10236.47131068722,2921.40290272245,14.0,10.0,0.061010485702881916,2.382830599934007e-7,1.0
