mode_rank,matched_m,matched_n,Omega_FEM,Omega_exact,log10_Error_Omega,relative_residual
264,1,1,77770.6615,19.7392,-1.710786,3.06e-12
265,1,1,77771.1545,19.7392,-1.710786,2.70e-12
266,1,1,77773.0213,19.7392,-1.710786,1.98e-12
267,1,1,77773.9336,19.7392,-1.710786,2.79e-12
268,1,1,77776.5094,19.7392,-1.710786,2.64e-12
269,1,1,77776.8998,19.7392,-1.710786,3.42e-12
270,1,1,77780.1411,19.7392,-1.710786,1.90e-12
271,1,1,77781.1610,19.7392,-1.710786,2.28e-12
272,1,1,77785.2937,19.7392,-1.710786,2.54e-12
273,1,1,77785.4835,19.7392,-1.710786,3.37e-12
274,1,1,77790.4295,19.7392,-1.710786,2.09e-12
275,1,1,77791.5735,19.7392,-1.710786,3.86e-12
276,1,1,77797.5404,19.7392,-1.710786,3.75e-12
277,1,1,77797.6402,19.7392,-1.710786,2.31e-12
278,1,1,77804.6144,19.7392,-1.710786,2.84e-12
279,1,1,77805.9134,19.7392,-1.710786,2.86e-12
280,1,1,77813.9178,19.7392,-1.710786,3.17e-12
281,1,1,77814.3949,19.7392,-1.710786,2.00e-12
282,1,1,77823.6545,19.7392,-1.710786,2.63e-12
283,1,1,77825.1528,19.7392,-1.710786,3.93e-12
284,1,1,77835.7125,19.7392,-1.710786,5.25e-12
285,1,1,77836.6349,19.7392,-1.710786,3.06e-12
286,1,1,77848.7515,19.7392,-1.710786,2.95e-12
287,1,1,77850.5093,19.7392,-1.710786,6.07e-12
288,1,1,77864.2724,19.7392,-1.710786,2.85e-12
289,1,1,77865.6637,19.7392,-1.710786,2.85e-12
290,1,1,77881.3212,19.7392,-1.710786,3.04e-12
291,1,1,77883.4231,19.7392,-1.710786,3.66e-12
292,1,1,77901.1447,19.7392,-1.710786,3.54e-12
293,1,1,77902.9298,19.7392,-1.710786,3.28e-12
294,1,1,77922.8616,19.7392,-1.710786,2.51e-12
295,1,1,77925.4277,19.7392,-1.710786,4.22e-12
296,1,1,77947.8565,19.7392,-1.710786,1.48e-12
297,1,1,77949.7986,19.7392,-1.710786,2.41e-12
298,1,1,77974.5883,19.7392,-1.710786,2.47e-12
299,1,1,77977.7935,19.7392,-1.710786,2.08e-12
300,1,1,78005.3724,19.7392,-1.710786,2.65e-12
301,1,1,78006.9888,19.7392,-1.710786,2.68e-12
302,1,1,78036.6181,19.7392,-1.710786,2.38e-12
303,1,1,78040.7234,19.7392,-1.710786,1.15e-12
304,1,1,78072.9458,19.7392,-1.710786,3.45e-12
305,1,1,78073.4648,19.7392,-1.710786,2.63e-12
306,1,1,78106.4857,19.7392,-1.710786,2.65e-12
307,1,1,78111.8794,19.7392,-1.710786,3.13e-12
308,1,1,78144.7153,19.7392,-1.710786,2.95e-12
309,1,1,78146.2719,19.7392,-1.710786,2.20e-12
310,1,1,78177.3032,19.7392,-1.710786,2.37e-12
311,1,1,78184.4390,19.7392,-1.710786,2.79e-12
312,1,1,78211.3703,19.7392,-1.710786,2.75e-12
313,1,1,78215.6888,19.7392,-1.710786,2.07e-12
314,1,1,78237.4012,19.7392,-1.710786,3.26e-12
315,1,1,78246.1953,19.7392,-1.710786,3.90e-12
316,1,1,78260.7652,19.7392,-1.710786,2.55e-12
317,1,1,78266.8237,19.7392,-1.710786,1.81e-12
318,1,1,78274.6369,19.7392,-1.710786,3.19e-12
319,1,1,78282.4217,19.7392,-1.710786,4.49e-12
320,1,1,78284.2673,19.7392,-1.710786,3.53e-12
321,1,1,109807.3421,19.7392,-1.710786,1.14e-12
322,1,1,109807.3421,19.7392,-1.710786,3.07e-12
323,1,1,109865.4115,19.7392,-1.710786,2.26e-12
324,1,1,109865.4115,19.7392,-1.710786,2.40e-12
325,1,1,6477286.5528,19.7392,-1.710786,1.33e-12
326,1,1,6477286.8072,19.7392,-1.710786,1.55e-12
327,1,1,6477298.3540,19.7392,-1.710786,6.44e-13
328,1,1,6477298.8393,19.7392,-1.710786,5.81e-13
329,1,1,6477803.3657,19.7392,-1.710786,6.77e-13
330,1,1,6477804.2288,19.7392,-1.710786,9.76e-13
331,1,1,6477819.5754,19.7392,-1.710786,5.15e-13
332,1,1,6477820.8930,19.7392,-1.710786,1.11e-12
333,1,1,6477827.1374,19.7392,-1.710786,5.41e-13
334,1,1,6477829.4264,19.7392,-1.710786,5.48e-13
335,1,1,6477842.6253,19.7392,-1.710786,4.62e-13
336,1,1,6477843.1948,19.7392,-1.710786,4.97e-13
337,1,1,6478311.6929,19.7392,-1.710786,2.20e-13
338,1,1,6478312.4190,19.7392,-1.710786,2.82e-13
339,1,1,6478326.1512,19.7392,-1.710786,6.49e-13
340,1,1,6478326.2132,19.7392,-1.710786,5.28e-13
341,1,1,6478355.9396,19.7392,-1.710786,3.91e-13
342,1,1,6478361.0004,19.7392,-1.710786,4.25e-13
343,1,1,6478414.3250,19.7392,-1.710786,3.89e-13
344,1,1,6478426.9742,19.7392,-1.710786,8.50e-13
345,1,1,6478429.0508,19.7392,-1.710786,3.76e-13
346,1,1,6478431.7127,19.7392,-1.710786,8.96e-13
347,1,1,6478443.5614,19.7392,-1.710786,3.53e-13
348,1,1,6478447.5900,19.7392,-1.710786,3.62e-13
349,1,1,6478452.4551,19.7392,-1.710786,4.29e-13
350,1,1,6478455.1970,19.7392,-1.710786,3.83e-13
351,1,1,6478740.8833,19.7392,-1.710786,7.11e-14
352,1,1,6478741.5303,19.7392,-1.710786,7.35e-14
353,1,1,6478789.3123,19.7392,-1.710786,4.07e-13
354,1,1,6478789.9742,19.7392,-1.710786,2.42e-13
355,1,1,6478790.6531,19.7392,-1.710786,3.61e-13
356,1,1,6478791.6661,19.7392,-1.710786,2.90e-13
357,1,1,6478873.5580,19.7392,-1.710786,3.58e-13
358,1,1,6478874.9524,19.7392,-1.710786,2.66e-13
359,1,1,6478876.7937,19.7392,-1.710786,3.10e-13
360,1,1,6478877.5439,19.7392,-1.710786,3.69e-13
361,1,1,6478887.9778,19.7392,-1.710786,4.41e-13
362,1,1,6478893.4973,19.7392,-1.710786,5.78e-13
363,1,1,6478921.3477,19.7392,-1.710786,3.09e-13
364,1,1,6478923.9338,19.7392,-1.710786,4.34e-13
365,1,1,6478936.2989,19.7392,-1.710786,4.17e-13
366,1,1,6478941.1644,19.7392,-1.710786,3.49e-13
367,1,1,6478943.2774,19.7392,-1.710786,4.35e-13
368,1,1,6478945.4635,19.7392,-1.710786,3.86e-13
369,1,1,6478957.9351,19.7392,-1.710786,5.63e-13
370,1,1,6478965.0718,19.7392,-1.710786,7.21e-13
371,1,1,6478986.4506,19.7392,-1.710786,4.94e-13
372,1,1,6478987.1075,19.7392,-1.710786,5.30e-13
373,1,1,6479009.8303,19.7392,-1.710786,9.06e-13
374,1,1,6479010.3770,19.7392,-1.710786,8.13e-13
375,1,1,6479015.6313,19.7392,-1.710786,4.98e-13
376,1,1,6479015.9271,19.7392,-1.710786,7.53e-13
377,1,1,6479025.9786,19.7392,-1.710786,9.92e-13
378,1,1,6479026.0487,19.7392,-1.710786,9.36e-13
379,1,1,6479029.2228,19.7392,-1.710786,7.91e-13
380,1,1,6479029.3049,19.7392,-1.710786,4.39e-13
381,1,1,6479033.3356,19.7392,-1.710786,6.15e-13
382,1,1,6479035.0213,19.7392,-1.710786,5.24e-13
383,1,1,6479042.9841,19.7392,-1.710786,4.63e-13
384,1,1,6479044.7488,19.7392,-1.710786,5.59e-13
385,1,1,6479049.2023,19.7392,-1.710786,6.52e-13
386,1,1,6479049.8168,19.7392,-1.710786,5.21e-13
387,1,1,6479054.6298,19.7392,-1.710786,3.32e-13
388,1,1,6479056.9684,19.7392,-1.710786,6.52e-13
389,1,1,6479067.8549,19.7392,-1.710786,7.00e-13
390,1,1,6479068.3351,19.7392,-1.710786,9.41e-13
391,1,1,6479069.9557,19.7392,-1.710786,8.65e-13
392,1,1,6479070.4996,19.7392,-1.710786,6.60e-13
393,1,1,6479081.9462,19.7392,-1.710786,7.04e-13
394,1,1,6479082.3703,19.7392,-1.710786,8.10e-13
395,1,1,6479082.3867,19.7392,-1.710786,5.20e-13
396,1,1,6479083.2463,19.7392,-1.710786,1.07e-12
397,1,1,6479093.7420,19.7392,-1.710786,2.55e-13
398,1,1,6479095.8420,19.7392,-1.710786,2.86e-13
399,1,1,6479099.0812,19.7392,-1.710786,2.29e-13
400,1,1,6479104.1237,19.7392,-1.710786,2.53e-13
401,1,1,6479270.7942,19.7392,-1.710786,1.25e-13
402,1,1,6479275.4851,19.7392,-1.710786,7.95e-14
403,1,1,6479275.6050,19.7392,-1.710786,1.99e-13
404,1,1,6479282.0306,19.7392,-1.710786,8.39e-14
405,1,1,6479283.8209,19.7392,-1.710786,1.29e-13
406,1,1,6479284.4768,19.7392,-1.710786,9.50e-14
407,1,1,6479349.1175,19.7392,-1.710786,2.58e-13
408,1,1,6479354.4581,19.7392,-1.710786,3.37e-13
409,1,1,6479354.6322,19.7392,-1.710786,2.44e-13
410,1,1,6479369.3911,19.7392,-1.710786,2.93e-13
411,1,1,6479373.3741,19.7392,-1.710786,2.35e-13
412,1,1,6479386.4481,19.7392,-1.710786,4.18e-13
413,1,1,6479390.1369,19.7392,-1.710786,1.95e-13
414,1,1,6479404.7168,19.7392,-1.710786,2.41e-13
415,1,1,6479405.3459,19.7392,-1.710786,3.79e-13
416,1,1,6479412.9931,19.7392,-1.710786,4.02e-13
417,1,1,6479444.5307,19.7392,-1.710786,5.28e-13
418,1,1,6479447.5673,19.7392,-1.710786,3.02e-13
419,1,1,6479480.8815,19.7392,-1.710786,7.52e-13
420,1,1,6479481.2764,19.7392,-1.710786,6.96e-13
421,1,1,6479487.0247,19.7392,-1.710786,6.45e-13
422,1,1,6479490.9710,19.7392,-1.710786,5.99e-13
423,1,1,6479499.7215,19.7392,-1.710786,3.39e-13
424,1,1,6479501.2019,19.7392,-1.710786,4.19e-13
425,1,1,6479505.0908,19.7392,-1.710786,4.65e-13
426,1,1,6479509.4507,19.7392,-1.710786,5.00e-13
