mode_rank,matched_m,matched_n,Omega_FEM,Omega_exact,log10_Error_Omega,relative_residual
364,1,1,1008.4509,19.7392,-1.104537,7.55e-12
365,1,1,1014.7403,19.7392,-1.104537,2.95e-12
366,1,1,1016.9383,19.7392,-1.104537,5.96e-12
367,1,1,1017.0551,19.7392,-1.104537,2.91e-12
368,1,1,1019.8623,19.7392,-1.104537,2.36e-12
369,1,1,1020.5754,19.7392,-1.104537,4.66e-12
370,1,1,1020.7723,19.7392,-1.104537,2.95e-12
371,1,1,1022.9506,19.7392,-1.104537,3.08e-12
372,1,1,1023.9723,19.7392,-1.104537,4.70e-12
373,1,1,1026.1085,19.7392,-1.104537,3.26e-12
374,1,1,1026.5077,19.7392,-1.104537,9.05e-12
375,1,1,1027.3628,19.7392,-1.104537,1.76e-12
376,1,1,1030.7573,19.7392,-1.104537,6.69e-12
377,1,1,1032.7355,19.7392,-1.104537,2.73e-12
378,1,1,1033.9043,19.7392,-1.104537,2.74e-12
379,1,1,1035.4673,19.7392,-1.104537,1.82e-12
380,1,1,1036.5253,19.7392,-1.104537,1.32e-11
381,1,1,1036.7083,19.7392,-1.104537,2.35e-12
382,1,1,1039.6980,19.7392,-1.104537,3.87e-12
383,1,1,1042.3164,19.7392,-1.104537,5.43e-12
384,1,1,1047.7101,19.7392,-1.104537,3.13e-12
385,1,1,1051.3667,19.7392,-1.104537,1.39e-12
386,1,1,1052.0158,19.7392,-1.104537,3.38e-12
387,1,1,1052.0918,19.7392,-1.104537,1.69e-12
388,1,1,1052.8473,19.7392,-1.104537,4.15e-12
389,1,1,1054.7205,19.7392,-1.104537,1.74e-12
390,1,1,1054.9478,19.7392,-1.104537,3.92e-12
391,1,1,1056.6520,19.7392,-1.104537,1.81e-11
392,1,1,1059.3290,19.7392,-1.104537,3.47e-12
393,1,1,1063.9974,19.7392,-1.104537,3.64e-12
394,1,1,1064.9354,19.7392,-1.104537,2.42e-12
395,1,1,1065.1289,19.7392,-1.104537,4.07e-12
396,1,1,1065.3553,19.7392,-1.104537,4.54e-12
397,1,1,1066.5855,19.7392,-1.104537,5.59e-12
398,1,1,1068.7960,19.7392,-1.104537,4.72e-12
399,1,1,1070.7446,19.7392,-1.104537,4.60e-12
400,1,1,1077.3772,19.7392,-1.104537,1.62e-12
401,1,1,1078.2262,19.7392,-1.104537,5.42e-12
402,1,1,1078.4244,19.7392,-1.104537,2.99e-12
403,1,1,1080.0697,19.7392,-1.104537,1.52e-12
404,1,1,1080.4274,19.7392,-1.104537,3.80e-12
405,1,1,1082.6530,19.7392,-1.104537,1.96e-12
406,1,1,1085.6612,19.7392,-1.104537,1.69e-12
407,1,1,1086.9564,19.7392,-1.104537,6.08e-12
408,1,1,1087.4636,19.7392,-1.104537,1.54e-12
409,1,1,1087.6191,19.7392,-1.104537,8.89e-12
410,1,1,1091.3202,19.7392,-1.104537,4.99e-12
411,1,1,1093.0626,19.7392,-1.104537,1.06e-11
412,1,1,1095.4632,19.7392,-1.104537,1.94e-12
413,1,1,1096.3116,19.7392,-1.104537,4.41e-12
414,1,1,1100.2086,19.7392,-1.104537,1.11e-11
415,1,1,1100.4677,19.7392,-1.104537,7.72e-12
416,1,1,1106.6551,19.7392,-1.104537,5.46e-12
417,1,1,1106.7225,19.7392,-1.104537,1.10e-11
418,1,1,1108.3259,19.7392,-1.104537,1.74e-12
419,1,1,1109.4561,19.7392,-1.104537,4.21e-12
420,1,1,1109.5733,19.7392,-1.104537,2.67e-12
421,1,1,1109.9973,19.7392,-1.104537,9.23e-12
422,1,1,1110.1849,19.7392,-1.104537,1.53e-11
423,1,1,1116.7436,19.7392,-1.104537,9.29e-12
424,1,1,1119.4024,19.7392,-1.104537,5.45e-12
425,1,1,1119.8512,19.7392,-1.104537,6.32e-12
426,1,1,1121.2785,19.7392,-1.104537,2.77e-12
427,1,1,1121.4615,19.7392,-1.104537,1.61e-12
428,1,1,1121.6273,19.7392,-1.104537,6.18e-12
429,1,1,1122.5494,19.7392,-1.104537,2.87e-12
430,1,1,1126.9148,19.7392,-1.104537,3.54e-12
431,1,1,1128.2645,19.7392,-1.104537,4.32e-12
432,1,1,1129.2763,19.7392,-1.104537,4.80e-12
433,1,1,1131.0143,19.7392,-1.104537,2.12e-12
434,1,1,1131.0699,19.7392,-1.104537,1.58e-12
435,1,1,1132.1119,19.7392,-1.104537,2.83e-12
436,1,1,1133.4670,19.7392,-1.104537,4.44e-12
437,1,1,1134.4278,19.7392,-1.104537,5.02e-12
438,1,1,1135.1259,19.7392,-1.104537,2.98e-12
439,1,1,1135.1653,19.7392,-1.104537,4.17e-12
440,1,1,1138.0773,19.7392,-1.104537,1.65e-12
441,1,1,1142.4364,19.7392,-1.104537,2.63e-12
442,1,1,1142.4985,19.7392,-1.104537,3.33e-12
443,1,1,1143.1693,19.7392,-1.104537,1.16e-11
444,1,1,1150.1247,19.7392,-1.104537,2.72e-12
445,1,1,1150.5442,19.7392,-1.104537,3.53e-12
446,1,1,1151.0510,19.7392,-1.104537,2.52e-12
447,1,1,1152.7878,19.7392,-1.104537,1.86e-12
448,1,1,1154.0680,19.7392,-1.104537,1.77e-11
449,1,1,1154.9114,19.7392,-1.104537,3.23e-12
450,1,1,1156.6100,19.7392,-1.104537,1.54e-11
451,1,1,1156.8164,19.7392,-1.104537,4.81e-12
452,1,1,1157.2035,19.7392,-1.104537,4.37e-12
453,1,1,1163.6933,19.7392,-1.104537,8.02e-12
454,1,1,1164.0275,19.7392,-1.104537,2.75e-12
455,1,1,1166.1118,19.7392,-1.104537,5.51e-12
456,1,1,1169.2144,19.7392,-1.104537,5.27e-12
457,1,1,1173.7852,19.7392,-1.104537,2.84e-12
458,1,1,1179.4878,19.7392,-1.104537,1.65e-12
459,1,1,1180.8984,19.7392,-1.104537,5.94e-12
460,1,1,1181.7613,19.7392,-1.104537,1.67e-12
461,1,1,1181.8674,19.7392,-1.104537,7.21e-12
462,1,1,1185.6912,19.7392,-1.104537,1.38e-12
463,1,1,1186.1916,19.7392,-1.104537,3.21e-12
464,1,1,1187.7380,19.7392,-1.104537,5.67e-12
465,1,1,1190.5223,19.7392,-1.104537,1.79e-12
466,1,1,1190.8455,19.7392,-1.104537,3.10e-12
467,1,1,1192.2764,19.7392,-1.104537,1.90e-12
468,1,1,1192.7064,19.7392,-1.104537,3.51e-12
469,1,1,1193.6980,19.7392,-1.104537,1.42e-12
470,1,1,1194.3304,19.7392,-1.104537,4.44e-12
471,1,1,1194.7811,19.7392,-1.104537,6.29e-12
472,1,1,1194.9574,19.7392,-1.104537,8.78e-12
