mode_rank,matched_m,matched_n,Omega_FEM,Omega_exact,log10_Error_Omega,relative_residual
1,1,1,19.3958,19.7392,-1.759571,8.42e-09
2,1,1,48.5460,19.7392,-1.759571,1.23e-09
3,1,1,48.7880,19.7392,-1.759571,1.79e-09
4,1,1,76.8987,19.7392,-1.759571,5.28e-10
5,1,1,97.6292,19.7392,-1.759571,2.10e-10
6,1,1,97.6524,19.7392,-1.759571,1.81e-10
7,1,1,123.6903,19.7392,-1.759571,3.68e-10
8,1,1,125.5098,19.7392,-1.759571,3.45e-10
9,1,1,166.1262,19.7392,-1.759571,6.76e-11
10,1,1,166.3000,19.7392,-1.759571,6.52e-11
11,1,1,169.9391,19.7392,-1.759571,5.63e-11
12,1,1,191.6910,19.7392,-1.759571,8.55e-11
13,1,1,192.0833,19.7392,-1.759571,7.91e-11
14,1,1,231.1481,19.7392,-1.759571,4.02e-11
15,1,1,238.0335,19.7392,-1.759571,3.31e-11
16,1,1,254.0590,19.7392,-1.759571,3.23e-11
17,1,1,254.0950,19.7392,-1.759571,2.63e-11
18,1,1,277.4585,19.7392,-1.759571,3.27e-11
19,1,1,278.4661,19.7392,-1.759571,2.43e-11
20,1,1,293.1731,19.7392,-1.759571,2.17e-11
21,1,1,316.7447,19.7392,-1.759571,2.54e-11
22,1,1,320.3837,19.7392,-1.759571,1.78e-11
23,1,1,360.3415,19.7392,-1.759571,1.54e-11
24,1,1,360.9067,19.7392,-1.759571,1.49e-11
25,1,1,363.9670,19.7392,-1.759571,1.65e-11
26,1,1,380.9468,19.7392,-1.759571,1.40e-11
27,1,1,382.3416,19.7392,-1.759571,1.46e-11
28,1,1,382.9531,19.7392,-1.759571,1.50e-11
29,1,1,417.9192,19.7392,-1.759571,1.84e-11
30,1,1,421.3220,19.7392,-1.759571,1.06e-11
31,1,1,434.8911,19.7392,-1.759571,1.10e-11
32,1,1,466.0202,19.7392,-1.759571,1.41e-11
33,1,1,477.7259,19.7392,-1.759571,9.80e-12
34,1,1,485.7827,19.7392,-1.759571,9.86e-12
35,1,1,486.6392,19.7392,-1.759571,9.35e-12
36,1,1,502.8534,19.7392,-1.759571,9.42e-12
37,1,1,505.0913,19.7392,-1.759571,8.44e-12
38,1,1,510.3079,19.7392,-1.759571,8.76e-12
39,1,1,536.4732,19.7392,-1.759571,9.35e-12
40,1,1,538.2677,19.7392,-1.759571,7.51e-12
41,1,1,542.8366,19.7392,-1.759571,9.05e-12
42,1,1,578.2490,19.7392,-1.759571,7.05e-12
43,1,1,581.5111,19.7392,-1.759571,6.75e-12
44,1,1,590.9084,19.7392,-1.759571,7.58e-12
45,1,1,623.5523,19.7392,-1.759571,6.64e-12
46,1,1,626.1268,19.7392,-1.759571,6.29e-12
47,1,1,626.5900,19.7392,-1.759571,5.57e-12
48,1,1,639.4815,19.7392,-1.759571,5.62e-12
49,1,1,643.4763,19.7392,-1.759571,6.30e-12
50,1,1,648.6977,19.7392,-1.759571,6.31e-12
51,1,1,657.6061,19.7392,-1.759571,5.54e-12
52,1,1,669.8523,19.7392,-1.759571,5.08e-12
53,1,1,670.0817,19.7392,-1.759571,5.57e-12
54,1,1,702.4145,19.7392,-1.759571,5.61e-12
55,1,1,704.8146,19.7392,-1.759571,6.13e-12
56,1,1,705.8328,19.7392,-1.759571,4.95e-12
57,1,1,722.0596,19.7392,-1.759571,4.71e-12
58,1,1,736.8488,19.7392,-1.759571,5.85e-12
59,1,1,766.0421,19.7392,-1.759571,5.95e-12
60,1,1,769.9270,19.7392,-1.759571,5.13e-12
61,1,1,772.4146,19.7392,-1.759571,4.43e-12
62,1,1,780.5513,19.7392,-1.759571,4.15e-12
63,1,1,781.9889,19.7392,-1.759571,5.07e-12
64,1,1,785.0380,19.7392,-1.759571,3.85e-12
65,1,1,794.8278,19.7392,-1.759571,4.52e-12
66,1,1,800.0085,19.7392,-1.759571,4.85e-12
67,1,1,813.6095,19.7392,-1.759571,4.53e-12
68,1,1,815.3177,19.7392,-1.759571,4.89e-12
69,1,1,816.4086,19.7392,-1.759571,3.62e-12
70,1,1,828.0736,19.7392,-1.759571,4.25e-12
71,1,1,835.8690,19.7392,-1.759571,3.86e-12
72,1,1,851.5798,19.7392,-1.759571,3.88e-12
73,1,1,858.7543,19.7392,-1.759571,4.38e-12
74,1,1,861.7166,19.7392,-1.759571,4.13e-12
75,1,1,862.2089,19.7392,-1.759571,3.53e-12
76,1,1,895.4920,19.7392,-1.759571,3.92e-12
77,1,1,906.1241,19.7392,-1.759571,3.18e-12
78,1,1,913.1975,19.7392,-1.759571,4.39e-12
79,1,1,916.3172,19.7392,-1.759571,4.16e-12
80,1,1,923.2443,19.7392,-1.759571,3.59e-12
81,1,1,933.9643,19.7392,-1.759571,2.89e-12
82,1,1,934.6144,19.7392,-1.759571,3.06e-12
83,1,1,943.9259,19.7392,-1.759571,3.74e-12
84,1,1,948.7271,19.7392,-1.759571,2.79e-12
85,1,1,966.7854,19.7392,-1.759571,3.72e-12
86,1,1,967.1485,19.7392,-1.759571,2.90e-12
87,1,1,968.7953,19.7392,-1.759571,3.02e-12
88,1,1,969.1057,19.7392,-1.759571,3.81e-12
89,1,1,989.5670,19.7392,-1.759571,3.16e-12
90,1,1,992.2405,19.7392,-1.759571,3.84e-12
91,1,1,1010.9232,19.7392,-1.759571,2.79e-12
92,1,1,1013.3088,19.7392,-1.759571,2.79e-12
93,1,1,1022.1547,19.7392,-1.759571,3.10e-12
94,1,1,1044.0918,19.7392,-1.759571,3.11e-12
95,1,1,1068.1097,19.7392,-1.759571,3.03e-12
96,1,1,1080.2038,19.7392,-1.759571,3.17e-12
97,1,1,1080.9198,19.7392,-1.759571,3.22e-12
98,1,1,1084.5013,19.7392,-1.759571,2.90e-12
99,1,1,1108.0383,19.7392,-1.759571,2.79e-12
100,1,1,1136.0489,19.7392,-1.759571,2.59e-12
101,1,1,1137.0215,19.7392,-1.759571,2.16e-12
102,1,1,1145.4616,19.7392,-1.759571,2.53e-12
103,1,1,1146.0468,19.7392,-1.759571,2.39e-12
104,1,1,1147.8968,19.7392,-1.759571,3.00e-12
105,1,1,1166.6124,19.7392,-1.759571,2.47e-12
106,1,1,1167.9444,19.7392,-1.759571,2.25e-12
107,1,1,1171.7218,19.7392,-1.759571,2.45e-12
108,1,1,1172.4864,19.7392,-1.759571,2.44e-12
109,1,1,1180.4520,19.7392,-1.759571,2.11e-12
110,1,1,1184.0821,19.7392,-1.759571,2.85e-12
111,1,1,1199.6974,19.7392,-1.759571,2.36e-12
112,1,1,1225.5974,19.7392,-1.759571,2.67e-12
113,1,1,1225.6018,19.7392,-1.759571,2.32e-12
114,1,1,1225.8587,19.7392,-1.759571,2.61e-12
115,1,1,1230.4609,19.7392,-1.759571,2.26e-12
116,1,1,1231.5528,19.7392,-1.759571,3.72e-12
117,1,1,1236.1794,19.7392,-1.759571,2.40e-12
118,1,1,1244.0394,19.7392,-1.759571,2.17e-12
119,1,1,1248.8720,19.7392,-1.759571,2.31e-12
120,1,1,1265.8047,19.7392,-1.759571,2.28e-12
121,1,1,1279.0658,19.7392,-1.759571,2.12e-12
122,1,1,1286.0738,19.7392,-1.759571,2.00e-12
123,1,1,1287.3157,19.7392,-1.759571,2.45e-12
124,1,1,1296.1836,19.7392,-1.759571,2.38e-12
125,1,1,1304.4668,19.7392,-1.759571,5.61e-12
126,1,1,1312.2965,19.7392,-1.759571,1.21e-11
127,1,1,1317.7145,19.7392,-1.759571,3.07e-12
128,1,1,1336.6019,19.7392,-1.759571,4.19e-12
129,1,1,1354.2882,19.7392,-1.759571,6.16e-12
130,1,1,1356.3758,19.7392,-1.759571,4.06e-12
131,1,1,1363.4355,19.7392,-1.759571,1.89e-12
132,1,1,1408.0504,19.7392,-1.759571,2.65e-12
133,1,1,1409.7591,19.7392,-1.759571,2.56e-12
134,1,1,1429.3022,19.7392,-1.759571,2.12e-12
135,1,1,1439.3912,19.7392,-1.759571,3.32e-12
136,1,1,1439.5769,19.7392,-1.759571,2.21e-12
137,1,1,1461.0791,19.7392,-1.759571,2.04e-12
138,1,1,1494.0548,19.7392,-1.759571,2.07e-12
139,1,1,1525.9271,19.7392,-1.759571,3.31e-12
140,1,1,1527.4016,19.7392,-1.759571,1.75e-12
141,1,1,1558.4257,19.7392,-1.759571,2.09e-12
142,1,1,1562.2996,19.7392,-1.759571,1.76e-12
143,1,1,1648.8597,19.7392,-1.759571,1.69e-12
144,1,1,1651.8048,19.7392,-1.759571,1.92e-12
145,1,1,1674.2866,19.7392,-1.759571,1.85e-12
146,1,1,1675.5577,19.7392,-1.759571,3.05e-12
147,1,1,1675.7172,19.7392,-1.759571,3.04e-12
148,1,1,1676.1808,19.7392,-1.759571,1.14e-12
149,1,1,1676.2875,19.7392,-1.759571,1.40e-12
150,1,1,1677.7717,19.7392,-1.759571,1.53e-12
151,1,1,1677.8311,19.7392,-1.759571,9.05e-13
152,1,1,1678.9476,19.7392,-1.759571,1.49e-12
153,1,1,1680.2376,19.7392,-1.759571,1.29e-12
154,1,1,1685.5938,19.7392,-1.759571,2.21e-12
155,1,1,1686.9413,19.7392,-1.759571,1.31e-12
156,1,1,1695.6607,19.7392,-1.759571,1.32e-12
157,1,1,1698.0454,19.7392,-1.759571,1.49e-12
158,1,1,1699.2813,19.7392,-1.759571,1.37e-12
159,1,1,1701.8577,19.7392,-1.759571,1.23e-12
160,1,1,1701.9526,19.7392,-1.759571,1.16e-12
161,1,1,1702.7731,19.7392,-1.759571,1.27e-12
162,1,1,1704.8030,19.7392,-1.759571,1.26e-12
163,1,1,1707.5967,19.7392,-1.759571,1.35e-12
164,1,1,1709.0726,19.7392,-1.759571,1.30e-12
165,1,1,1709.8433,19.7392,-1.759571,1.31e-12
166,1,1,1719.5922,19.7392,-1.759571,1.61e-12
167,1,1,1724.7269,19.7392,-1.759571,1.39e-12
168,1,1,1726.6830,19.7392,-1.759571,3.12e-12
169,1,1,1727.0319,19.7392,-1.759571,3.06e-12
170,1,1,1742.9673,19.7392,-1.759571,1.46e-12
171,1,1,1745.1318,19.7392,-1.759571,1.41e-12
172,1,1,1748.6372,19.7392,-1.759571,1.56e-12
173,1,1,1766.3966,19.7392,-1.759571,1.36e-12
174,1,1,1775.5666,19.7392,-1.759571,1.73e-12
175,1,1,1784.7505,19.7392,-1.759571,1.43e-12
176,1,1,1795.0477,19.7392,-1.759571,1.60e-12
177,1,1,1805.3774,19.7392,-1.759571,1.55e-12
178,1,1,1817.3074,19.7392,-1.759571,1.20e-12
179,1,1,1829.4335,19.7392,-1.759571,1.32e-12
180,1,1,1836.3082,19.7392,-1.759571,2.09e-12
181,1,1,1843.8036,19.7392,-1.759571,1.40e-12
182,1,1,1851.3142,19.7392,-1.759571,1.82e-12
183,1,1,1859.0514,19.7392,-1.759571,1.47e-12
184,1,1,1893.4251,19.7392,-1.759571,1.71e-12
185,1,1,1907.1142,19.7392,-1.759571,1.24e-12
186,1,1,1923.7194,19.7392,-1.759571,1.62e-12
187,1,1,1942.4652,19.7392,-1.759571,1.88e-12
188,1,1,1967.8873,19.7392,-1.759571,1.73e-12
189,1,1,1987.4132,19.7392,-1.759571,1.85e-12
190,1,1,2001.4174,19.7392,-1.759571,1.86e-12
191,1,1,2002.9838,19.7392,-1.759571,1.53e-12
192,1,1,2025.4207,19.7392,-1.759571,1.88e-12
193,1,1,2033.1778,19.7392,-1.759571,1.59e-12
194,1,1,2048.3099,19.7392,-1.759571,1.42e-12
195,1,1,2073.0060,19.7392,-1.759571,1.52e-12
196,1,1,2111.7459,19.7392,-1.759571,1.58e-12
197,1,1,63375.6228,19.7392,-1.759571,3.39e-15
198,1,1,63375.6228,19.7392,-1.759571,3.06e-15
199,1,1,63593.4329,19.7392,-1.759571,3.77e-15
200,1,1,63593.4329,19.7392,-1.759571,3.18e-15
201,1,1,63704.6725,19.7392,-1.759571,4.36e-15
202,1,1,63704.7125,19.7392,-1.759571,4.38e-15
203,1,1,63705.0395,19.7392,-1.759571,4.11e-15
204,1,1,63705.0875,19.7392,-1.759571,4.14e-15
205,1,1,63931.1323,19.7392,-1.759571,4.26e-15
206,1,1,63931.9231,19.7392,-1.759571,3.58e-15
207,1,1,63932.4202,19.7392,-1.759571,4.11e-15
208,1,1,63933.2910,19.7392,-1.759571,3.95e-15
209,1,1,63957.9567,19.7392,-1.759571,4.00e-15
