mode_rank,matched_m,matched_n,Omega_FEM,Omega_exact,log10_Error_Omega,relative_residual
1,1,1,19.7233,19.7392,-3.093880,4.09e-09
2,1,1,49.8453,19.7392,-3.093880,5.69e-10
3,1,1,49.8453,19.7392,-3.093880,6.55e-10
4,1,1,79.6638,19.7392,-3.093880,2.35e-10
5,1,1,101.8162,19.7392,-3.093880,2.95e-10
6,1,1,101.8186,19.7392,-3.093880,1.48e-10
7,1,1,131.3017,19.7392,-3.093880,8.58e-11
8,1,1,131.3017,19.7392,-3.093880,9.56e-11
9,1,1,178.2784,19.7392,-3.093880,4.78e-11
10,1,1,178.2784,19.7392,-3.093880,6.54e-11
11,1,1,182.3911,19.7392,-3.093880,5.88e-11
12,1,1,207.3396,19.7392,-3.093880,4.59e-11
13,1,1,207.3504,19.7392,-3.093880,3.53e-11
14,1,1,257.6914,19.7392,-3.093880,2.56e-11
15,1,1,257.6914,19.7392,-3.093880,3.15e-11
16,1,1,283.3889,19.7392,-3.093880,2.51e-11
17,1,1,283.3917,19.7392,-3.093880,2.70e-11
18,1,1,311.9912,19.7392,-3.093880,1.83e-11
19,1,1,311.9912,19.7392,-3.093880,2.22e-11
20,1,1,331.9286,19.7392,-3.093880,1.82e-11
21,1,1,361.4524,19.7392,-3.093880,2.44e-11
22,1,1,361.4730,19.7392,-3.093880,1.66e-11
23,1,1,423.1149,19.7392,-3.093880,8.96e-12
24,1,1,423.1149,19.7392,-3.093880,1.73e-11
25,1,1,434.3645,19.7392,-3.093880,1.42e-11
26,1,1,434.3645,19.7392,-3.093880,1.22e-11
27,1,1,451.0653,19.7392,-3.093880,8.12e-12
28,1,1,451.0789,19.7392,-3.093880,2.01e-11
29,1,1,499.3883,19.7392,-3.093880,7.22e-12
30,1,1,499.3883,19.7392,-3.093880,2.03e-11
31,1,1,534.9830,19.7392,-3.093880,6.66e-12
32,1,1,570.5388,19.7392,-3.093880,5.40e-12
33,1,1,570.5835,19.7392,-3.093880,5.66e-12
34,1,1,606.0172,19.7392,-3.093880,5.40e-12
35,1,1,606.0204,19.7392,-3.093880,4.75e-12
36,1,1,633.2184,19.7392,-3.093880,4.24e-12
37,1,1,633.2184,19.7392,-3.093880,7.33e-12
38,1,1,668.7837,19.7392,-3.093880,4.34e-12
39,1,1,668.7837,19.7392,-3.093880,3.42e-12
40,1,1,680.1471,19.7392,-3.093880,3.50e-12
41,1,1,680.1730,19.7392,-3.093880,3.67e-12
42,1,1,749.2319,19.7392,-3.093880,2.73e-12
43,1,1,749.2319,19.7392,-3.093880,3.55e-12
44,1,1,799.4196,19.7392,-3.093880,3.11e-12
45,1,1,844.0999,19.7392,-3.093880,2.53e-12
46,1,1,844.0999,19.7392,-3.093880,2.13e-12
47,1,1,844.4098,19.7392,-3.093880,2.37e-12
48,1,1,844.4712,19.7392,-3.093880,2.80e-12
49,1,1,870.2464,19.7392,-3.093880,2.14e-12
50,1,1,870.2610,19.7392,-3.093880,2.54e-12
51,1,1,915.3505,19.7392,-3.093880,2.66e-12
52,1,1,915.3505,19.7392,-3.093880,2.32e-12
53,1,1,970.9958,19.7392,-3.093880,1.84e-12
54,1,1,970.9958,19.7392,-3.093880,2.44e-12
55,1,1,981.6394,19.7392,-3.093880,1.86e-12
56,1,1,981.6905,19.7392,-3.093880,2.65e-12
57,1,1,1072.9640,19.7392,-3.093880,1.94e-12
58,1,1,1072.9640,19.7392,-3.093880,2.61e-12
