mode_rank,matched_m,matched_n,Omega_FEM,Omega_exact,log10_Error_Omega,relative_residual
1,1,1,18.2106,19.7392,-1.111031,2.99e-09
2,1,1,44.0908,19.7392,-1.111031,5.14e-10
3,1,1,44.2570,19.7392,-1.111031,5.15e-10
4,1,1,66.5166,19.7392,-1.111031,2.59e-10
5,1,1,83.5513,19.7392,-1.111031,1.66e-10
6,1,1,83.7037,19.7392,-1.111031,2.01e-10
7,1,1,98.0750,19.7392,-1.111031,2.59e-10
8,1,1,98.0840,19.7392,-1.111031,2.63e-10
9,1,1,101.5390,19.7392,-1.111031,1.58e-10
10,1,1,102.8064,19.7392,-1.111031,1.75e-10
11,1,1,119.1650,19.7392,-1.111031,1.57e-10
12,1,1,119.2294,19.7392,-1.111031,1.87e-10
13,1,1,129.4072,19.7392,-1.111031,1.34e-10
14,1,1,129.5460,19.7392,-1.111031,1.43e-10
15,1,1,132.0162,19.7392,-1.111031,7.09e-11
16,1,1,132.1315,19.7392,-1.111031,6.94e-11
17,1,1,132.3970,19.7392,-1.111031,8.82e-11
18,1,1,142.4954,19.7392,-1.111031,1.16e-10
19,1,1,142.6374,19.7392,-1.111031,1.45e-10
20,1,1,146.7809,19.7392,-1.111031,5.75e-11
21,1,1,147.4248,19.7392,-1.111031,7.76e-11
22,1,1,150.5507,19.7392,-1.111031,1.05e-10
23,1,1,151.2412,19.7392,-1.111031,9.38e-11
24,1,1,159.0794,19.7392,-1.111031,7.45e-11
25,1,1,160.1240,19.7392,-1.111031,1.02e-10
26,1,1,164.2794,19.7392,-1.111031,1.32e-10
27,1,1,164.7206,19.7392,-1.111031,1.77e-10
28,1,1,169.1054,19.7392,-1.111031,2.66e-10
29,1,1,169.4633,19.7392,-1.111031,2.88e-10
30,1,1,170.2825,19.7392,-1.111031,6.40e-11
31,1,1,170.8873,19.7392,-1.111031,5.51e-11
32,1,1,174.1537,19.7392,-1.111031,5.75e-11
33,1,1,181.7590,19.7392,-1.111031,1.26e-10
34,1,1,182.9314,19.7392,-1.111031,2.13e-10
35,1,1,186.0096,19.7392,-1.111031,7.17e-11
36,1,1,186.1261,19.7392,-1.111031,3.92e-11
37,1,1,190.8164,19.7392,-1.111031,6.85e-11
