mode_rank,matched_m,matched_n,Omega_FEM,Omega_exact,log10_Error_Omega,relative_residual
1,1,1,18.3761,19.7392,-1.160789,4.28e-09
2,1,1,44.9551,19.7392,-1.160789,6.24e-10
3,1,1,44.9551,19.7392,-1.160789,5.82e-10
4,1,1,68.1438,19.7392,-1.160789,1.16e-09
5,1,1,86.3515,19.7392,-1.160789,7.16e-10
6,1,1,86.5102,19.7392,-1.160789,1.98e-10
7,1,1,106.0230,19.7392,-1.160789,1.12e-10
8,1,1,106.0230,19.7392,-1.160789,1.44e-10
9,1,1,138.8482,19.7392,-1.160789,7.21e-11
10,1,1,139.3705,19.7392,-1.160789,5.32e-11
11,1,1,139.3705,19.7392,-1.160789,5.78e-11
12,1,1,155.4810,19.7392,-1.160789,6.06e-11
13,1,1,155.9068,19.7392,-1.160789,6.49e-11
14,1,1,183.3396,19.7392,-1.160789,4.68e-11
15,1,1,183.3396,19.7392,-1.160789,3.92e-11
16,1,1,201.1902,19.7392,-1.160789,3.39e-11
17,1,1,201.3185,19.7392,-1.160789,3.38e-11
18,1,1,214.6683,19.7392,-1.160789,3.28e-11
19,1,1,214.6683,19.7392,-1.160789,3.27e-11
20,1,1,221.7787,19.7392,-1.160789,2.95e-11
21,1,1,237.2002,19.7392,-1.160789,2.72e-11
22,1,1,237.8377,19.7392,-1.160789,3.11e-11
23,1,1,243.7264,19.7392,-1.160789,5.68e-11
24,1,1,269.8147,19.7392,-1.160789,1.99e-11
25,1,1,269.8147,19.7392,-1.160789,2.59e-11
26,1,1,270.4901,19.7392,-1.160789,2.39e-11
27,1,1,270.4901,19.7392,-1.160789,1.77e-11
28,1,1,281.0905,19.7392,-1.160789,2.43e-11
29,1,1,281.4675,19.7392,-1.160789,1.85e-11
30,1,1,299.7953,19.7392,-1.160789,1.36e-11
31,1,1,299.7953,19.7392,-1.160789,2.15e-11
32,1,1,311.1767,19.7392,-1.160789,1.75e-11
33,1,1,325.9206,19.7392,-1.160789,1.63e-11
34,1,1,326.6882,19.7392,-1.160789,1.45e-11
35,1,1,345.9768,19.7392,-1.160789,1.13e-11
36,1,1,346.0935,19.7392,-1.160789,1.28e-11
37,1,1,354.4958,19.7392,-1.160789,1.11e-11
38,1,1,354.4958,19.7392,-1.160789,1.17e-11
39,1,1,360.8144,19.7392,-1.160789,1.11e-11
40,1,1,360.8144,19.7392,-1.160789,1.24e-11
41,1,1,368.7683,19.7392,-1.160789,1.23e-11
42,1,1,369.3903,19.7392,-1.160789,9.80e-12
43,1,1,373.8257,19.7392,-1.160789,2.10e-11
44,1,1,373.8257,19.7392,-1.160789,3.59e-11
45,1,1,390.1664,19.7392,-1.160789,1.14e-11
46,1,1,390.1664,19.7392,-1.160789,1.15e-11
47,1,1,403.0562,19.7392,-1.160789,1.00e-11
48,1,1,417.5854,19.7392,-1.160789,1.08e-11
49,1,1,418.4191,19.7392,-1.160789,9.63e-12
50,1,1,427.3562,19.7392,-1.160789,8.28e-12
51,1,1,427.3562,19.7392,-1.160789,8.02e-12
52,1,1,433.4578,19.7392,-1.160789,8.59e-12
53,1,1,433.8683,19.7392,-1.160789,1.05e-11
54,1,1,444.6125,19.7392,-1.160789,7.90e-12
55,1,1,444.6125,19.7392,-1.160789,8.39e-12
56,1,1,452.6538,19.7392,-1.160789,7.48e-12
57,1,1,452.6538,19.7392,-1.160789,8.28e-12
58,1,1,456.0624,19.7392,-1.160789,1.66e-11
59,1,1,460.2247,19.7392,-1.160789,7.91e-12
60,1,1,461.0622,19.7392,-1.160789,9.22e-12
61,1,1,482.0615,19.7392,-1.160789,3.50e-11
62,1,1,482.0615,19.7392,-1.160789,7.76e-12
63,1,1,494.0091,19.7392,-1.160789,3.52e-11
64,1,1,505.4271,19.7392,-1.160789,1.21e-11
65,1,1,505.4415,19.7392,-1.160789,1.13e-11
66,1,1,508.6739,19.7392,-1.160789,5.97e-12
