mode_rank,matched_m,matched_n,Omega_exact,W_energy_pct,Phi1_energy_pct,Phi2_energy_pct
164,15,1,2230.5306,99.999814,0.000185,0.000001
165,2,15,2260.1394,99.999812,0.000003,0.000185
166,15,2,2260.1394,99.999812,0.000185,0.000003
167,6,14,2289.7482,99.999809,0.000030,0.000161
168,14,6,2289.7482,99.999809,0.000161,0.000030
169,8,13,2299.6178,99.999808,0.000053,0.000139
170,13,8,2299.6178,99.999808,0.000139,0.000053
171,3,15,2309.4874,99.999808,0.000007,0.000185
172,15,3,2309.4874,99.999808,0.000185,0.000007
173,4,15,2378.5747,99.999802,0.000013,0.000185
174,15,4,2378.5747,99.999802,0.000185,0.000013
175,11,11,2388.4443,99.999801,0.000100,0.000100
176,10,12,2408.1835,99.999799,0.000082,0.000118
177,12,10,2408.1835,99.999799,0.000118,0.000082
178,7,14,2418.0531,99.999798,0.000040,0.000161
179,14,7,2418.0531,99.999798,0.000161,0.000040
180,5,15,2467.4011,99.999794,0.000021,0.000185
181,15,5,2467.4011,99.999794,0.000185,0.000021
182,9,13,2467.4011,99.999794,0.000067,0.000139
183,13,9,2467.4011,99.999794,0.000139,0.000067
184,1,16,2536.4883,99.999789,0.000001,0.000211
185,16,1,2536.4883,99.999789,0.000211,0.000001
186,2,16,2566.0971,99.999786,0.000003,0.000211
187,16,2,2566.0971,99.999786,0.000211,0.000003
188,8,14,2566.0971,99.999786,0.000053,0.000161
189,14,8,2566.0971,99.999786,0.000161,0.000053
190,6,15,2575.9667,99.999785,0.000030,0.000185
191,15,6,2575.9667,99.999785,0.000185,0.000030
192,3,16,2615.4452,99.999782,0.000007,0.000211
193,16,3,2615.4452,99.999782,0.000211,0.000007
194,11,12,2615.4452,99.999782,0.000100,0.000118
195,12,11,2615.4452,99.999782,0.000118,0.000100
196,10,13,2654.9236,99.999779,0.000082,0.000139
197,13,10,2654.9236,99.999779,0.000139,0.000082
198,4,16,2684.5324,99.999776,0.000013,0.000211
199,16,4,2684.5324,99.999776,0.000211,0.000013
200,7,15,2704.2716,99.999775,0.000040,0.000185
201,15,7,2704.2716,99.999775,0.000185,0.000040
202,9,14,2733.8804,99.999772,0.000067,0.000161
203,14,9,2733.8804,99.999772,0.000161,0.000067
204,5,16,2773.3588,99.999769,0.000021,0.000211
205,16,5,2773.3588,99.999769,0.000211,0.000021
206,12,12,2842.4461,99.999763,0.000118,0.000118
207,8,15,2852.3157,99.999762,0.000053,0.000185
208,15,8,2852.3157,99.999762,0.000185,0.000053
209,1,17,2862.1853,99.999761,0.000001,0.000238
210,17,1,2862.1853,99.999761,0.000238,0.000001
211,11,13,2862.1853,99.999761,0.000100,0.000139
212,13,11,2862.1853,99.999761,0.000139,0.000100
213,6,16,2881.9245,99.999760,0.000030,0.000211
214,16,6,2881.9245,99.999760,0.000211,0.000030
215,2,17,2891.7941,99.999759,0.000003,0.000238
216,17,2,2891.7941,99.999759,0.000238,0.000003
217,10,14,2921.4029,99.999757,0.000082,0.000161
218,14,10,2921.4029,99.999757,0.000161,0.000082
219,3,17,2941.1421,99.999755,0.000007,0.000238
220,17,3,2941.1421,99.999755,0.000238,0.000007
221,4,17,3010.2293,99.999749,0.000013,0.000238
222,17,4,3010.2293,99.999749,0.000238,0.000013
223,7,16,3010.2293,99.999749,0.000040,0.000211
224,16,7,3010.2293,99.999749,0.000211,0.000040
225,9,15,3020.0989,99.999748,0.000067,0.000185
226,15,9,3020.0989,99.999748,0.000185,0.000067
227,12,13,3089.1862,99.999743,0.000118,0.000139
228,13,12,3089.1862,99.999743,0.000139,0.000118
229,5,17,3099.0558,99.999742,0.000021,0.000238
230,17,5,3099.0558,99.999742,0.000238,0.000021
231,11,14,3128.6646,99.999739,0.000100,0.000161
232,14,11,3128.6646,99.999739,0.000161,0.000100
233,8,16,3158.2734,99.999737,0.000053,0.000211
234,16,8,3158.2734,99.999737,0.000211,0.000053
235,1,18,3207.6214,99.999733,0.000001,0.000266
236,18,1,3207.6214,99.999733,0.000266,0.000001
237,6,17,3207.6214,99.999733,0.000030,0.000238
238,17,6,3207.6214,99.999733,0.000238,0.000030
239,10,15,3207.6214,99.999733,0.000082,0.000185
240,15,10,3207.6214,99.999733,0.000185,0.000082
241,2,18,3237.2302,99.999730,0.000003,0.000266
242,18,2,3237.2302,99.999730,0.000266,0.000003
243,3,18,3286.5783,99.999726,0.000007,0.000266
244,18,3,3286.5783,99.999726,0.000266,0.000007
245,9,16,3326.0567,99.999723,0.000067,0.000211
246,16,9,3326.0567,99.999723,0.000211,0.000067
247,7,17,3335.9263,99.999722,0.000040,0.000238
248,17,7,3335.9263,99.999722,0.000238,0.000040
249,13,13,3335.9263,99.999722,0.000139,0.000139
250,4,18,3355.6655,99.999720,0.000013,0.000266
251,18,4,3355.6655,99.999720,0.000266,0.000013
252,12,14,3355.6655,99.999720,0.000118,0.000161
253,14,12,3355.6655,99.999720,0.000161,0.000118
254,11,15,3414.8831,99.999715,0.000100,0.000185
255,15,11,3414.8831,99.999715,0.000185,0.000100
256,5,18,3444.4919,99.999713,0.000021,0.000266
257,18,5,3444.4919,99.999713,0.000266,0.000021
258,8,17,3483.9704,99.999710,0.000053,0.000238
259,17,8,3483.9704,99.999710,0.000238,0.000053
260,10,16,3513.5792,99.999707,0.000082,0.000211
261,16,10,3513.5792,99.999707,0.000211,0.000082
262,6,18,3553.0576,99.999704,0.000030,0.000266
263,18,6,3553.0576,99.999704,0.000266,0.000030
264,1,19,3572.7968,99.999702,0.000001,0.000297
265,19,1,3572.7968,99.999702,0.000297,0.000001
266,2,19,3602.4056,99.999700,0.000003,0.000297
267,19,2,3602.4056,99.999700,0.000297,0.000003
268,13,14,3602.4056,99.999700,0.000139,0.000161
269,14,13,3602.4056,99.999700,0.000161,0.000139
270,12,15,3641.8840,99.999697,0.000118,0.000185
271,15,12,3641.8840,99.999697,0.000185,0.000118
272,3,19,3651.7536,99.999696,0.000007,0.000297
273,19,3,3651.7536,99.999696,0.000297,0.000007
274,9,17,3651.7536,99.999696,0.000067,0.000238
275,17,9,3651.7536,99.999696,0.000238,0.000067
276,7,18,3681.3624,99.999693,0.000040,0.000266
277,18,7,3681.3624,99.999693,0.000266,0.000040
278,4,19,3720.8409,99.999690,0.000013,0.000297
279,19,4,3720.8409,99.999690,0.000297,0.000013
280,11,16,3720.8409,99.999690,0.000100,0.000211
281,16,11,3720.8409,99.999690,0.000211,0.000100
282,5,19,3809.6673,99.999683,0.000021,0.000297
283,19,5,3809.6673,99.999683,0.000297,0.000021
284,8,18,3829.4065,99.999681,0.000053,0.000266
285,18,8,3829.4065,99.999681,0.000266,0.000053
286,10,17,3839.2761,99.999680,0.000082,0.000238
287,17,10,3839.2761,99.999680,0.000238,0.000082
288,14,14,3868.8849,99.999678,0.000161,0.000161
289,13,15,3888.6241,99.999676,0.000139,0.000185
290,15,13,3888.6241,99.999676,0.000185,0.000139
291,6,19,3918.2329,99.999673,0.000030,0.000297
292,19,6,3918.2329,99.999673,0.000297,0.000030
293,12,16,3947.8418,99.999671,0.000118,0.000211
294,16,12,3947.8418,99.999671,0.000211,0.000118
295,1,20,3957.7114,99.999670,0.000001,0.000329
296,20,1,3957.7114,99.999670,0.000329,0.000001
297,2,20,3987.3202,99.999668,0.000003,0.000329
298,20,2,3987.3202,99.999668,0.000329,0.000003
299,9,18,3997.1898,99.999667,0.000067,0.000266
300,18,9,3997.1898,99.999667,0.000266,0.000067
301,3,20,4036.6682,99.999664,0.000007,0.000329
302,20,3,4036.6682,99.999664,0.000329,0.000007
303,7,19,4046.5378,99.999663,0.000040,0.000297
304,19,7,4046.5378,99.999663,0.000297,0.000040
305,11,17,4046.5378,99.999663,0.000100,0.000238
306,17,11,4046.5378,99.999663,0.000238,0.000100
307,4,20,4105.7554,99.999658,0.000013,0.000329
308,20,4,4105.7554,99.999658,0.000329,0.000013
309,14,15,4155.1035,99.999654,0.000161,0.000185
310,15,14,4155.1035,99.999654,0.000185,0.000161
311,10,18,4184.7123,99.999651,0.000082,0.000266
312,18,10,4184.7123,99.999651,0.000266,0.000082
313,5,20,4194.5819,99.999650,0.000021,0.000329
314,20,5,4194.5819,99.999650,0.000329,0.000021
315,8,19,4194.5819,99.999650,0.000053,0.000297
316,19,8,4194.5819,99.999650,0.000297,0.000053
317,13,16,4194.5819,99.999650,0.000139,0.000211
318,16,13,4194.5819,99.999650,0.000211,0.000139
319,12,17,4273.5387,99.999644,0.000118,0.000238
320,17,12,4273.5387,99.999644,0.000238,0.000118
321,6,20,4303.1475,99.999641,0.000030,0.000329
322,20,6,4303.1475,99.999641,0.000329,0.000030
323,9,19,4362.3651,99.999636,0.000067,0.000297
324,19,9,4362.3651,99.999636,0.000297,0.000067
