mode_rank,matched_m,matched_n,Omega_FEM,Omega_exact,log10_Error_Omega,relative_residual
1,1,1,21.3022,19.7392,-1.101383,6.47e-01
2,1,1,48.4622,19.7392,-1.101383,1.17e-01
3,1,1,48.7606,19.7392,-1.101383,1.47e-01
4,1,1,76.7303,19.7392,-1.101383,3.83e-02
5,1,1,97.3626,19.7392,-1.101383,2.17e-02
6,1,1,97.8281,19.7392,-1.101383,1.99e-02
7,1,1,123.5422,19.7392,-1.101383,1.18e-02
8,1,1,125.4480,19.7392,-1.101383,1.44e-02
9,1,1,165.9105,19.7392,-1.101383,1.12e-02
10,1,1,166.4992,19.7392,-1.101383,5.80e-03
11,1,1,169.6486,19.7392,-1.101383,5.99e-03
12,1,1,191.3295,19.7392,-1.101383,5.01e-03
13,1,1,192.0459,19.7392,-1.101383,4.85e-03
14,1,1,230.1383,19.7392,-1.101383,3.79e-03
15,1,1,237.5090,19.7392,-1.101383,2.81e-03
16,1,1,254.3142,19.7392,-1.101383,4.03e-03
17,1,1,254.4184,19.7392,-1.101383,3.85e-03
18,1,1,260.9470,19.7392,-1.101383,1.53e-02
19,1,1,261.0402,19.7392,-1.101383,6.00e-03
20,1,1,277.3251,19.7392,-1.101383,3.80e-03
21,1,1,278.3817,19.7392,-1.101383,2.83e-03
22,1,1,291.5512,19.7392,-1.101383,3.11e-03
23,1,1,314.0129,19.7392,-1.101383,4.26e-03
24,1,1,314.3114,19.7392,-1.101383,6.50e-03
25,1,1,315.0098,19.7392,-1.101383,2.79e-03
26,1,1,318.9964,19.7392,-1.101383,1.81e-03
27,1,1,340.2880,19.7392,-1.101383,3.85e-03
28,1,1,341.3686,19.7392,-1.101383,2.99e-03
29,1,1,359.5385,19.7392,-1.101383,1.42e-03
30,1,1,360.1213,19.7392,-1.101383,1.67e-03
31,1,1,361.3124,19.7392,-1.101383,1.98e-03
32,1,1,372.6975,19.7392,-1.101383,2.83e-03
33,1,1,374.6822,19.7392,-1.101383,2.49e-03
34,1,1,377.7019,19.7392,-1.101383,2.34e-03
35,1,1,381.0799,19.7392,-1.101383,1.24e-03
36,1,1,381.2835,19.7392,-1.101383,1.81e-03
37,1,1,393.5607,19.7392,-1.101383,2.43e-03
38,1,1,398.9486,19.7392,-1.101383,1.66e-03
39,1,1,415.0765,19.7392,-1.101383,1.12e-03
40,1,1,416.6235,19.7392,-1.101383,1.25e-03
41,1,1,423.3752,19.7392,-1.101383,3.10e-03
42,1,1,426.5286,19.7392,-1.101383,1.44e-03
43,1,1,433.3797,19.7392,-1.101383,1.28e-03
44,1,1,440.0576,19.7392,-1.101383,1.60e-03
45,1,1,442.1563,19.7392,-1.101383,1.71e-03
46,1,1,450.3213,19.7392,-1.101383,1.47e-03
47,1,1,453.4866,19.7392,-1.101383,1.80e-03
48,1,1,456.1205,19.7392,-1.101383,1.76e-03
49,1,1,461.0043,19.7392,-1.101383,9.75e-04
50,1,1,470.6267,19.7392,-1.101383,9.61e-04
51,1,1,480.0499,19.7392,-1.101383,1.87e-03
52,1,1,482.2601,19.7392,-1.101383,1.42e-03
53,1,1,483.9980,19.7392,-1.101383,9.11e-04
54,1,1,485.1399,19.7392,-1.101383,8.29e-04
55,1,1,492.8756,19.7392,-1.101383,1.20e-03
56,1,1,493.8836,19.7392,-1.101383,1.37e-03
57,1,1,497.5492,19.7392,-1.101383,8.39e-04
58,1,1,502.8798,19.7392,-1.101383,8.38e-04
