mode_rank,matched_m,matched_n,Omega_FEM,Omega_exact,log10_Error_Omega,relative_residual
1,1,1,19.4207,19.7392,-1.792185,2.83e-05
2,1,1,48.6163,19.7392,-1.792185,4.98e-06
3,1,1,48.8622,19.7392,-1.792185,4.33e-06
4,1,1,77.0798,19.7392,-1.792185,1.81e-06
5,1,1,97.8367,19.7392,-1.792185,1.44e-06
6,1,1,97.8613,19.7392,-1.792185,1.19e-06
7,1,1,124.0665,19.7392,-1.792185,9.91e-07
8,1,1,125.9073,19.7392,-1.792185,1.31e-06
9,1,1,166.6675,19.7392,-1.792185,7.43e-07
10,1,1,166.8459,19.7392,-1.792185,6.35e-07
11,1,1,170.6346,19.7392,-1.792185,7.29e-07
12,1,1,192.4838,19.7392,-1.792185,6.87e-07
13,1,1,192.8867,19.7392,-1.792185,7.10e-07
14,1,1,232.3388,19.7392,-1.792185,5.91e-07
15,1,1,239.3050,19.7392,-1.792185,1.71e-07
16,1,1,255.2868,19.7392,-1.792185,2.71e-07
17,1,1,255.3246,19.7392,-1.792185,1.88e-07
18,1,1,279.0102,19.7392,-1.792185,2.28e-07
19,1,1,280.0390,19.7392,-1.792185,1.67e-07
20,1,1,295.0587,19.7392,-1.792185,1.57e-07
21,1,1,318.8654,19.7392,-1.792185,2.61e-07
22,1,1,322.5578,19.7392,-1.792185,1.09e-07
23,1,1,362.8214,19.7392,-1.792185,1.67e-07
24,1,1,363.3576,19.7392,-1.792185,1.02e-07
25,1,1,366.7777,19.7392,-1.792185,1.23e-07
26,1,1,384.0476,19.7392,-1.792185,1.00e-07
27,1,1,385.2002,19.7392,-1.792185,9.66e-08
28,1,1,385.8213,19.7392,-1.792185,9.80e-08
29,1,1,421.4682,19.7392,-1.792185,8.71e-08
30,1,1,424.9460,19.7392,-1.792185,5.86e-08
31,1,1,438.9695,19.7392,-1.792185,8.19e-08
32,1,1,470.5779,19.7392,-1.792185,9.10e-08
33,1,1,482.4498,19.7392,-1.792185,5.40e-08
34,1,1,490.2053,19.7392,-1.792185,6.72e-08
35,1,1,491.1208,19.7392,-1.792185,6.76e-08
36,1,1,507.8653,19.7392,-1.792185,7.40e-08
37,1,1,510.0211,19.7392,-1.792185,5.05e-08
38,1,1,515.8232,19.7392,-1.792185,5.94e-08
39,1,1,542.2232,19.7392,-1.792185,6.46e-08
40,1,1,544.0682,19.7392,-1.792185,4.94e-08
41,1,1,549.0918,19.7392,-1.792185,6.06e-08
42,1,1,585.1959,19.7392,-1.792185,5.41e-08
43,1,1,588.9819,19.7392,-1.792185,5.24e-08
44,1,1,598.0885,19.7392,-1.792185,3.15e-08
45,1,1,631.9165,19.7392,-1.792185,5.16e-08
46,1,1,633.4708,19.7392,-1.792185,3.68e-08
47,1,1,633.9429,19.7392,-1.792185,5.90e-08
48,1,1,647.5249,19.7392,-1.792185,5.25e-08
49,1,1,651.4620,19.7392,-1.792185,4.49e-08
50,1,1,658.1850,19.7392,-1.792185,6.77e-08
51,1,1,666.5865,19.7392,-1.792185,3.51e-08
52,1,1,678.8377,19.7392,-1.792185,3.03e-08
53,1,1,679.1104,19.7392,-1.792185,6.35e-08
54,1,1,713.3066,19.7392,-1.792185,5.18e-08
55,1,1,715.1386,19.7392,-1.792185,3.27e-08
56,1,1,717.0490,19.7392,-1.792185,3.67e-08
57,1,1,733.4650,19.7392,-1.792185,2.46e-08
58,1,1,749.2161,19.7392,-1.792185,4.31e-08
59,1,1,780.8573,19.7392,-1.792185,3.68e-08
60,1,1,783.5988,19.7392,-1.792185,3.54e-08
61,1,1,785.1016,19.7392,-1.792185,2.44e-08
62,1,1,792.8227,19.7392,-1.792185,2.82e-08
63,1,1,793.5831,19.7392,-1.792185,4.22e-08
64,1,1,800.6717,19.7392,-1.792185,5.82e-08
