mode_rank,matched_m,matched_n,Omega_FEM,Omega_exact,log10_Error_Omega,relative_residual
1,1,1,21.4998,19.7392,-1.049666,5.18e-01
2,1,1,48.2251,19.7392,-1.049666,7.43e-02
3,1,1,49.1588,19.7392,-1.049666,1.04e-01
4,1,1,77.5132,19.7392,-1.049666,3.04e-02
5,1,1,97.6650,19.7392,-1.049666,1.48e-02
6,1,1,98.0875,19.7392,-1.049666,1.43e-02
7,1,1,124.1037,19.7392,-1.049666,2.22e-02
8,1,1,125.9607,19.7392,-1.049666,8.26e-03
9,1,1,166.7886,19.7392,-1.049666,8.42e-03
10,1,1,167.1252,19.7392,-1.049666,1.36e-02
11,1,1,170.6680,19.7392,-1.049666,6.04e-03
12,1,1,192.5709,19.7392,-1.049666,8.30e-03
13,1,1,192.9465,19.7392,-1.049666,3.13e-03
14,1,1,232.4552,19.7392,-1.049666,3.56e-03
15,1,1,239.3091,19.7392,-1.049666,3.21e-03
16,1,1,255.3252,19.7392,-1.049666,4.28e-03
17,1,1,255.3384,19.7392,-1.049666,2.24e-03
18,1,1,279.1180,19.7392,-1.049666,2.86e-03
19,1,1,280.0561,19.7392,-1.049666,2.02e-03
20,1,1,295.0594,19.7392,-1.049666,1.56e-03
21,1,1,318.8839,19.7392,-1.049666,1.82e-03
22,1,1,322.5942,19.7392,-1.049666,1.76e-03
23,1,1,362.7998,19.7392,-1.049666,1.63e-03
24,1,1,363.4104,19.7392,-1.049666,1.38e-03
25,1,1,366.8248,19.7392,-1.049666,1.94e-03
26,1,1,384.0609,19.7392,-1.049666,1.08e-03
27,1,1,385.2713,19.7392,-1.049666,1.64e-03
28,1,1,385.8314,19.7392,-1.049666,1.10e-03
29,1,1,421.5472,19.7392,-1.049666,1.81e-03
30,1,1,424.9879,19.7392,-1.049666,8.20e-04
31,1,1,439.0279,19.7392,-1.049666,1.06e-03
32,1,1,470.6134,19.7392,-1.049666,9.80e-04
33,1,1,482.5406,19.7392,-1.049666,8.11e-04
34,1,1,490.3413,19.7392,-1.049666,8.63e-04
35,1,1,491.1891,19.7392,-1.049666,6.13e-04
36,1,1,507.9951,19.7392,-1.049666,9.77e-04
37,1,1,510.1070,19.7392,-1.049666,9.88e-04
38,1,1,515.8850,19.7392,-1.049666,8.54e-04
39,1,1,542.3438,19.7392,-1.049666,8.65e-04
40,1,1,544.1474,19.7392,-1.049666,1.19e-03
41,1,1,549.1642,19.7392,-1.049666,1.14e-03
42,1,1,585.2790,19.7392,-1.049666,7.66e-04
43,1,1,589.0921,19.7392,-1.049666,6.08e-04
44,1,1,598.1755,19.7392,-1.049666,4.13e-04
45,1,1,632.0230,19.7392,-1.049666,1.09e-03
46,1,1,633.5577,19.7392,-1.049666,5.60e-04
47,1,1,634.0205,19.7392,-1.049666,4.96e-04
48,1,1,647.6050,19.7392,-1.049666,8.47e-04
49,1,1,651.5113,19.7392,-1.049666,6.40e-04
50,1,1,658.3111,19.7392,-1.049666,8.38e-04
51,1,1,666.6822,19.7392,-1.049666,3.55e-04
52,1,1,678.9292,19.7392,-1.049666,3.70e-04
53,1,1,679.2280,19.7392,-1.049666,5.10e-04
54,1,1,713.4344,19.7392,-1.049666,4.19e-04
55,1,1,715.2835,19.7392,-1.049666,5.34e-04
56,1,1,717.1807,19.7392,-1.049666,3.71e-04
57,1,1,733.5899,19.7392,-1.049666,2.88e-04
58,1,1,749.3738,19.7392,-1.049666,5.33e-04
59,1,1,781.0197,19.7392,-1.049666,4.18e-04
60,1,1,783.7889,19.7392,-1.049666,4.61e-04
61,1,1,785.2445,19.7392,-1.049666,3.41e-04
62,1,1,792.9310,19.7392,-1.049666,3.30e-04
63,1,1,793.6588,19.7392,-1.049666,4.95e-04
64,1,1,800.7943,19.7392,-1.049666,4.46e-04
65,1,1,807.3783,19.7392,-1.049666,4.34e-04
66,1,1,812.5755,19.7392,-1.049666,2.96e-04
67,1,1,829.1546,19.7392,-1.049666,2.89e-04
68,1,1,830.0215,19.7392,-1.049666,4.49e-04
69,1,1,834.0200,19.7392,-1.049666,5.32e-04
70,1,1,844.6161,19.7392,-1.049666,3.41e-04
71,1,1,851.7599,19.7392,-1.049666,3.20e-04
72,1,1,868.1783,19.7392,-1.049666,4.29e-04
73,1,1,878.2074,19.7392,-1.049666,2.18e-04
74,1,1,879.7877,19.7392,-1.049666,3.15e-04
75,1,1,879.8191,19.7392,-1.049666,3.44e-04
76,1,1,917.0169,19.7392,-1.049666,4.50e-04
77,1,1,926.0493,19.7392,-1.049666,5.15e-04
78,1,1,934.5820,19.7392,-1.049666,4.99e-04
79,1,1,934.9463,19.7392,-1.049666,4.00e-04
80,1,1,946.2189,19.7392,-1.049666,5.66e-04
81,1,1,950.9791,19.7392,-1.049666,4.62e-04
82,1,1,951.7980,19.7392,-1.049666,3.67e-04
83,1,1,961.9295,19.7392,-1.049666,4.16e-04
84,1,1,966.5769,19.7392,-1.049666,2.25e-04
85,1,1,986.4556,19.7392,-1.049666,4.29e-04
86,1,1,989.2079,19.7392,-1.049666,2.44e-04
87,1,1,991.0375,19.7392,-1.049666,2.63e-04
88,1,1,992.1314,19.7392,-1.049666,4.43e-04
89,1,1,1011.9669,19.7392,-1.049666,1.96e-04
90,1,1,1019.3294,19.7392,-1.049666,2.38e-04
91,1,1,1034.7356,19.7392,-1.049666,3.02e-04
92,1,1,1035.6926,19.7392,-1.049666,1.99e-04
93,1,1,1046.3286,19.7392,-1.049666,2.78e-04
94,1,1,1070.4026,19.7392,-1.049666,1.90e-04
95,1,1,1098.8817,19.7392,-1.049666,2.80e-04
96,1,1,1107.8855,19.7392,-1.049666,2.93e-04
97,1,1,1108.4458,19.7392,-1.049666,1.70e-04
98,1,1,1115.2842,19.7392,-1.049666,2.75e-04
99,1,1,1136.8804,19.7392,-1.049666,1.77e-04
100,1,1,1160.9842,19.7392,-1.049666,2.51e-04
101,1,1,1162.0460,19.7392,-1.049666,1.79e-04
102,1,1,1171.1714,19.7392,-1.049666,2.04e-04
103,1,1,1171.8824,19.7392,-1.049666,1.62e-04
104,1,1,1177.9216,19.7392,-1.049666,2.49e-04
105,1,1,1194.0762,19.7392,-1.049666,1.38e-04
106,1,1,1198.0051,19.7392,-1.049666,2.55e-04
107,1,1,1203.5610,19.7392,-1.049666,1.73e-04
108,1,1,1204.3340,19.7392,-1.049666,1.88e-04
109,1,1,1209.7433,19.7392,-1.049666,2.49e-04
110,1,1,1221.1854,19.7392,-1.049666,2.37e-04
111,1,1,1230.6581,19.7392,-1.049666,1.63e-04
112,1,1,1257.0647,19.7392,-1.049666,1.57e-04
113,1,1,1258.2377,19.7392,-1.049666,2.19e-04
114,1,1,1258.7280,19.7392,-1.049666,2.16e-04
115,1,1,1262.8369,19.7392,-1.049666,1.99e-04
116,1,1,1263.9916,19.7392,-1.049666,2.36e-04
117,1,1,1268.9716,19.7392,-1.049666,2.64e-04
118,1,1,1275.2340,19.7392,-1.049666,1.79e-04
119,1,1,1280.2707,19.7392,-1.049666,1.64e-04
120,1,1,1299.1554,19.7392,-1.049666,2.11e-04
121,1,1,1313.7059,19.7392,-1.049666,1.37e-04
122,1,1,1321.5510,19.7392,-1.049666,1.84e-04
123,1,1,1323.1425,19.7392,-1.049666,1.39e-04
124,1,1,1334.4829,19.7392,-1.049666,1.88e-04
125,1,1,1342.3964,19.7392,-1.049666,2.37e-04
126,1,1,1352.6576,19.7392,-1.049666,2.22e-04
127,1,1,1355.6756,19.7392,-1.049666,1.50e-04
128,1,1,1375.2975,19.7392,-1.049666,1.69e-04
129,1,1,1397.1187,19.7392,-1.049666,2.56e-04
130,1,1,1397.2980,19.7392,-1.049666,1.80e-04
131,1,1,1401.9615,19.7392,-1.049666,1.03e-04
132,1,1,1452.4668,19.7392,-1.049666,1.56e-04
133,1,1,1453.6767,19.7392,-1.049666,1.64e-04
134,1,1,1475.4587,19.7392,-1.049666,1.57e-04
135,1,1,1484.8778,19.7392,-1.049666,1.69e-04
136,1,1,1487.2015,19.7392,-1.049666,9.74e-05
137,1,1,1509.8591,19.7392,-1.049666,1.23e-04
138,1,1,1545.9469,19.7392,-1.049666,1.16e-04
139,1,1,1576.7850,19.7392,-1.049666,1.28e-04
140,1,1,1578.8560,19.7392,-1.049666,1.40e-04
141,1,1,1613.7722,19.7392,-1.049666,1.06e-04
142,1,1,1614.0249,19.7392,-1.049666,2.04e-04
143,1,1,1706.5418,19.7392,-1.049666,9.41e-05
144,1,1,1710.5799,19.7392,-1.049666,1.23e-04
145,1,1,1729.0226,19.7392,-1.049666,1.62e-04
146,1,1,1729.1435,19.7392,-1.049666,1.19e-04
147,1,1,1729.3094,19.7392,-1.049666,1.47e-04
148,1,1,1729.3619,19.7392,-1.049666,1.73e-04
149,1,1,1730.4759,19.7392,-1.049666,1.14e-04
150,1,1,1730.4913,19.7392,-1.049666,1.23e-04
151,1,1,1731.5721,19.7392,-1.049666,1.28e-04
152,1,1,1733.0092,19.7392,-1.049666,9.73e-05
153,1,1,1740.1825,19.7392,-1.049666,9.82e-05
154,1,1,1741.3353,19.7392,-1.049666,1.38e-04
155,1,1,1741.7032,19.7392,-1.049666,1.00e-04
156,1,1,1752.6979,19.7392,-1.049666,1.49e-04
157,1,1,1753.4109,19.7392,-1.049666,1.01e-04
158,1,1,1755.7442,19.7392,-1.049666,1.21e-04
159,1,1,1756.6325,19.7392,-1.049666,1.22e-04
160,1,1,1756.7454,19.7392,-1.049666,9.61e-05
161,1,1,1757.8666,19.7392,-1.049666,1.09e-04
162,1,1,1760.4180,19.7392,-1.049666,1.22e-04
163,1,1,1763.6749,19.7392,-1.049666,1.17e-04
164,1,1,1764.7366,19.7392,-1.049666,1.26e-04
165,1,1,1765.6667,19.7392,-1.049666,1.00e-04
166,1,1,1776.8849,19.7392,-1.049666,1.11e-04
167,1,1,1782.0673,19.7392,-1.049666,1.25e-04
168,1,1,1784.5419,19.7392,-1.049666,8.22e-05
169,1,1,1785.3003,19.7392,-1.049666,1.20e-04
170,1,1,1805.6459,19.7392,-1.049666,1.10e-04
171,1,1,1806.7982,19.7392,-1.049666,1.26e-04
