node_id,x,y,w1,φx1,φy1,w2,φx2,φy2,w3,φx3,φy3,w4,φx4,φy4,w5,φx5,φy5,w6,φx6,φy6,w7,φx7,φy7,w8,φx8,φy8,w9,φx9,φy9,w10,φx10,φy10,w11,φx11,φy11,w12,φx12,φy12,w13,φx13,φy13,w14,φx14,φy14,w15,φx15,φy15,w16,φx16,φy16,w17,φx17,φy17,w18,φx18,φy18,w19,φx19,φy19,w20,φx20,φy20,w21,φx21,φy21,w22,φx22,φy22,w23,φx23,φy23,w24,φx24,φy24,w25,φx25,φy25
1,0.0,0.0,-2.910739551173907e-11,0.6142890353281322,0.6142897960529655,3.3830195153350585e-11,-1.6229453980911572,-1.622942435157807,5.169805449771569e-17,0.3443579710765911,-0.34437012692375646,-1.9367624301514382e-11,2.1456869751155305,2.145687001987177,9.328903704562307e-10,6.67885652222485,6.6788580419400425,7.836457959225831e-16,0.08699574312730718,-0.08698686878700043,-4.512911978272997e-10,-4.9663787688181875,-4.9663788142081176,2.8009544036035096e-16,0.5899883420458112,-0.5899933341230729,7.196970937107915e-11,-0.2159405874223625,-0.2159386227845526,-3.834665815079538e-16,-559.3871489116312,559.3871904593708,2.4111933536595726e-8,411.1335428047629,411.1332462993901,-1.0993109619305784e-15,1039.937792906336,-1039.9378666624325,4.5762565635342454e-9,116.53675048632881,116.53675038699119,-1.2701868582419971e-8,-158.11298151994987,-158.11298601918958,-2.8091574142452844e-17,618.3126801172591,-618.3126694225873,2.594474601967319e-10,-9.18348679796564e9,9.183486802098433e9,8.137875395951723e-7,-11042.201834595491,-11042.240133088464,-7.117498426533456e-8,1105.250043996112,1105.2501045134134,-1.0674803394895253e-14,1077.0061068762961,-1077.0058285087,-2.044767951193238e-7,1.3971220910948489e9,-1.397116489968553e9,2.313921113583754e-14,1846.7375719277343,-1846.737914823533,-5.00300335760569e-8,198.49062065209083,198.49071450982217,4.185060649991297e-17,1506.1577177763604,-1506.157723932632,1.8132647677620075e-8,-4.542311952749719e9,4.54231221388481e9,1.5124547330112159e-7,-665.0422444151883,-665.0420348826675
2,1.0,0.0,-2.910807219793186e-11,-0.6142918840651114,0.6142922970297896,-1.6369480097885059e-16,-0.3443722963171002,-0.34435529103858753,3.3829894333413503e-11,1.6229432986400667,-1.622945134100569,1.9367968339528874e-11,2.1456876944486245,-2.145688199352512,9.328892170683337e-10,-6.6788425154907,6.67884229168183,4.512936172991766e-10,-4.9664022175305655,4.966401078702859,1.5823193378166051e-15,0.08697798279753413,0.08700491261883188,1.0712273427828214e-15,-0.5899913089203181,-0.589989870493327,7.196997119454836e-11,0.21593974137392893,-0.21593684816907702,-4.616565218624845e-16,559.3871001585752,559.3871505318173,-7.457617311978285e-15,1039.9365871781122,1039.936522355478,-2.4111959665562274e-8,411.13402020829864,-411.1338609230412,4.576256794523246e-9,-116.53675147211709,116.53675249176051,-1.952433562505402e-15,-618.3126889091712,-618.3126983882855,-1.2701869048406025e-8,158.11297667513546,-158.11297758637278,2.5835693160850095e-9,-9.183486829845661e9,-9.18348686747639e9,-8.137879405186129e-7,-11042.174430412244,11042.28152666179,1.3876633529637134e-14,-1077.0057798812234,-1077.0056601757894,-7.11749860602816e-8,-1105.2499804614934,1105.2501801578546,2.6063485478583657e-7,1.3971241453056471e9,1.3971165232689729e9,-5.914679079765495e-14,-1846.7383290285225,-1846.737539426419,-1.9032930549673355e-14,-1506.1576366884835,-1506.157680514159,-5.0030030620658636e-8,-198.49062854874407,198.49065761586192,-4.039028077306327e-8,-4.542312351789397e9,-4.542312215722668e9,-1.5124548423844047e-7,-665.041897166219,665.0425408772452
3,1.0,1.0,-2.9106979575365345e-11,-0.6142895968017005,-0.6142889683156578,-3.382998672266502e-11,-1.6229407205338313,-1.6229380112080214,-1.2667383024464465e-15,0.3443574530805281,-0.34437099896356066,-1.9368295778864923e-11,-2.1456893492433706,-2.145688615239787,9.328875787643541e-10,-6.678832725417122,-6.678833767876063,3.023777812734334e-16,0.08698969418442103,-0.08699162444756656,4.5129380897375585e-10,-4.966402339986798,-4.966402975950724,1.4651698487150625e-15,-0.59000026409074,0.5899816732705359,7.197005139241509e-11,0.2159363773581028,0.21593460763530556,5.589690152156526e-16,559.3870558567315,-559.3870380515483,-2.41119319518644e-8,411.1334226096946,411.13336418728096,-7.665095885051712e-17,1039.9381341547507,-1039.938218788773,4.576256436874164e-9,-116.53675435572383,-116.53675066901228,1.2701869692994078e-8,-158.11297872393158,-158.1129747148634,3.490468011678482e-16,618.3126714721365,-618.312672585445,-7.798441459037697e-10,9.183486807087797e9,-9.183486831213894e9,8.137869204814718e-7,11042.216255622963,11042.207768659415,7.117499308977082e-8,1105.2501550345253,1105.2502681998567,-7.19213878059217e-15,1077.0055383926779,-1077.005756215644,-1.79025350594958e-7,-1.397124042511575e9,1.3971193662302558e9,6.022595072513496e-14,-1846.737184001997,1846.738136923048,5.0030027498622386e-8,198.49066104205068,198.49059690796173,-1.4731021603389118e-15,1506.1577269862887,-1506.157741568624,4.429817869309482e-8,4.542312405691958e9,-4.542311837522057e9,1.512454819706464e-7,665.0423318818307,665.042074817748
4,0.0,1.0,-2.9105919242790266e-11,0.6142901648108727,-0.614290418889041,-2.28804087167045e-16,-0.34436977138804964,-0.34435765219685155,-3.3830308483894336e-11,1.6229392961899725,-1.6229414297404061,1.9367341009685186e-11,-2.145687946457919,2.1456877942644677,9.328887771511865e-10,6.678847331729514,-6.67884950631164,-4.5129280851594736e-10,-4.96639697610564,4.966397005837647,1.4112592854305545e-15,0.08700078081962345,0.08698093625916309,2.0972377893197528e-15,0.5899998508900348,0.58998268440464,7.196981936217407e-11,-0.2159376351763701,0.21593614200940048,-1.417793506712571e-15,-559.3871129057906,-559.3870641776027,9.929249399313323e-15,1039.9367201987457,1039.9366607175346,2.4111963900064945e-8,411.13367213423413,-411.1341827776609,4.576256018127311e-9,116.53675169211677,-116.53675078983608,2.5062332975135557e-15,-618.3126877241658,-618.3126860750385,1.2701868908115161e-8,158.11297749150248,-158.1129833793853,2.718192281230216e-9,9.18348684968401e9,9.183486880838928e9,-8.137865231658761e-7,11042.16280919848,-11042.24836392016,-2.5884888803784437e-14,-1077.005553565335,-1077.0057049728407,7.117500630991718e-8,-1105.250502677388,1105.2501702246873,1.293923526991617e-7,-1.3971220399529757e9,-1.3971192497715087e9,-5.403875346665969e-14,1846.737874949095,1846.737096916554,3.0359403452122895e-14,-1506.157732154377,-1506.157694373141,5.003003249178183e-8,-198.49066096249905,198.490644633173,-3.8216626471381495e-8,4.542311993587262e9,4.542311789864178e9,-1.5124547719119838e-7,665.0417089391099,-665.0426034055847
5,0.24999999999941094,0.0,3.09292191461514e-11,0.5867751648840408,1.8253724832937899,-2.2502171715826898e-10,-0.42985446865375265,-4.472123247376466,-2.0870628961411714e-11,-0.5297228458930953,-0.8813884759073185,3.8223487086682026e-10,-0.031213051928888493,4.773721589302002,-5.657952616980682e-10,-5.076177620455774,3.423299342327629,-6.590653222037507e-10,-2.268540008121607,-4.784906591247908,-2.344917511421114e-10,2.164774109935559,-4.990506110693594,5.285271825617355e-10,2.5013775589808716,4.927142245465014,-2.9749937239114536e-10,-1.0783151348411808,-1.7286317892319756,-9.096620545906833e-9,-201.71491467188505,-462.95062511781634,-1.7102070497089572e-8,645.422727977477,-540.8744499256574,1.8026040456068626e-8,534.41401780744,811.8676947675116,-2.6659665788726456e-9,147.77143528012323,-145.8077771563371,1.7834425253674164e-8,30.0328866739274,183.12028271915418,-2.3543100064433564e-9,-61.8441811343443,520.417920171399,0.02499376289794264,-1.3468382782194326e9,-4.774884394774283e9,-5.69754920679148e-7,-24553.864609901753,5349.190878767666,7.64822361135044e-8,1202.1025994385013,-1154.7513454840685,1.6778077463627065e-8,1296.7702903731074,168.85578617440945,0.056429753023679204,-4.104434404079388e9,-2.7024822003071e8,-6.821131743697728e-8,-1636.170048326668,2495.4702888089546,4.726857497223923e-8,268.52074311759895,-901.041626946137,5.421912948175186e-8,-1493.3333391450194,-223.40747306033097,-0.12095981987587419,5.303746204293513e9,2.6266453307197576e9,-1.3542569894429065e-7,-1249.6176675360705,2111.239158190344
6,0.4999999999986921,0.0,9.203075148800053e-11,1.4547135367310917e-6,3.6572380434578777,-2.765302712775061e-10,1.0985778132509507,-4.864095206671408,-2.765324367565865e-10,-1.0985684301361271,-4.864136138322434,-4.515998388172894e-16,-2.5056477465979383,1.6010461182023558e-6,9.945982117859803e-10,-1.0224810122433256e-5,-2.0096468689706795,1.9482939564357165e-10,3.327542914081291,-1.2195768730823817,-1.9482663321144355e-10,3.327540285066457,1.2195710150568997,6.258977108662707e-10,2.655375750205361e-6,7.036398295343395,-2.8432237602071993e-10,7.998134117812931e-7,-4.312645617367414,1.8179471151183617e-8,-2.594141650556922e-5,399.5466677847331,1.5686712564849494e-8,553.8830070722487,667.131534749665,-1.5686740113963413e-8,553.8836582206397,-667.1324548597559,-2.2994133056836157e-9,1.8920604642026651e-6,177.77850359626734,-6.605309643286277e-9,386.6334790414195,-344.86507562316405,-6.605306714400122e-9,-386.6334724530649,-344.8650617698278,8.609693709945739e-9,2.1310168516576996e9,-41.571479736122185,-1.36300640443162e-12,-52378.97896859296,0.03362484392353645,-4.082649536687356e-8,6.289833981080309,422.8853837127369,-4.08265189123681e-8,-6.289885778739496,422.88552080507617,3.787282220179135e-8,-4.017271716379546e9,-421.6326289598233,1.1142136614408169e-7,-0.001357773003725051,-2876.417454445947,-5.893343946152121e-8,-952.6597787030224,211.51036779729472,-5.893343726253004e-8,952.6597600539138,211.51032402311128,-7.92552299367453e-9,-7.7711310573680315e9,404.46017388533886,-6.996989929616829e-15,1607.5202600911562,0.0002442330938186596
7,0.7499999999993406,0.0,3.092999368115049e-11,-0.5867747882580329,1.8253782576942303,-2.086960149921182e-11,0.529720195260942,-0.8813499669555982,-2.250204843490928e-10,0.42985876839699505,-4.472129992682074,-3.8223430086093316e-10,-0.03121591887085673,-4.7737205718863995,-5.657983913587863e-10,5.076177700219962,3.423269335304943,2.344912011055063e-10,2.1647899716678807,4.990518856056767,6.590636299940046e-10,-2.268523788330461,4.78491096101904,5.285285598449464e-10,-2.5013763344746396,4.92714700299824,-2.9749920332332835e-10,1.078315233960413,-1.7286291976162718,-9.096623253911716e-9,201.7148603478125,-462.9505979680948,-1.8026024337550772e-8,534.4134748520765,-811.8666182921891,1.7102102396862113e-8,645.4235454000236,540.8752115218205,-2.6659623908297753e-9,-147.77143608405257,-145.8077761348195,-2.3543128729285536e-9,61.84418396984404,520.4179378456798,1.7834423893844744e-8,-30.03288699843551,183.12027920502507,-0.024993754742723178,-1.346838247436521e9,4.7748845040813465e9,5.69756691311329e-7,-24553.912333243345,-5349.251713262552,1.677805950835922e-8,-1296.770431309966,168.8559310675805,7.64822470687041e-8,-1202.1029423129728,-1154.7514172627216,-0.056429821339777655,-4.1044320122541213e9,2.7024908985318875e8,-6.821128651656858e-8,1636.1685070811845,2495.469561286073,5.421911970081011e-8,1493.333318444882,-223.4074119766955,4.7268565604006597e-8,-268.520697620819,-901.0415897198072,0.12095986344710632,5.303746265871396e9,-2.626645255546397e9,1.354257136757218e-7,-1249.6179589278931,-2111.2399274875193
8,1.0,0.24999999999941094,3.0929567675028984e-11,-1.8253781091679777,0.586774535426369,2.087090939264304e-11,-0.8813966176086374,0.5297240772101219,-2.2502028045689406e-10,4.472121206774294,-0.42985356475874753,-3.822349716011248e-10,4.773721364419941,0.03121504303739804,-5.657935039649533e-10,-3.423301959588757,-5.076161521030833,2.3449064831174503e-10,-4.990516481119845,-2.16479121558373,-6.590645812874206e-10,4.784891638870106,-2.268541301967084,-5.285336926802847e-10,4.927175306928749,-2.501401816895491,-2.974970019315372e-10,1.7286097432918142,-1.0783056127524853,9.096619647980229e-9,-462.95053780157076,201.71494537428146,1.802601731163787e-8,-811.8667181218724,534.4133607677891,1.7102106314640232e-8,-540.8753612193957,-645.4235137703644,-2.6659649408091794e-9,145.8077773888332,147.77143412997253,2.354312996309921e-9,520.4179397420789,61.84418687770265,1.7834422035188887e-8,-183.1202766684687,30.032883633921344,0.024993739255716782,4.774884477174432e9,-1.3468381985816228e9,5.697573077766526e-7,5349.205422100782,24553.720415865944,-1.677805789207727e-8,168.8559745444835,-1296.7701951132883,7.648225910439764e-8,1154.7514785781934,1202.1020874748308,0.056429395665191506,2.702439214278978e8,-4.104446237666885e9,6.8211351502873e-8,2495.4704311160904,1636.1703006846133,-5.4219147130386536e-8,-223.40752880755562,1493.3332073391846,4.726856364429301e-8,901.0415519575547,268.5206567996309,-0.1209598068711959,-2.6266443111987367e9,5.303746989689665e9,1.3542569208209873e-7,2111.239386498939,1249.6173395368235
9,1.0,0.4999999999986921,9.203156964523573e-11,-3.657234396431643,-2.16844222171641e-6,2.765324293245789e-10,-4.864136747007057,1.098563831862868,-2.76530187890456e-10,4.864096350431682,1.0985771333602394,5.028496626918831e-16,-4.761199803778389e-6,2.5056490130226625,9.945974810796306e-10,2.009625608314379,-5.9097996343896765e-6,1.9482825914889644e-10,1.2195845596878483,-3.327545660709161,1.948304590383632e-10,1.2195703825184185,3.3275379229145905,-6.259007226924739e-10,7.03647285322067,4.807253510712404e-6,-2.8431909443483914e-10,4.312612280795788,1.811665899622692e-6,-1.817947112705425e-8,399.5466005253482,5.6125281453556264e-5,-1.5686715688032745e-8,667.131635722327,553.8829062736834,-1.5686736552724734e-8,667.1325816605049,-553.8837408083219,-2.29941481226688e-9,-177.77850231977615,5.004189197828086e-7,6.605304619928442e-9,-344.8650777141498,386.63347373489387,-6.6053025180203405e-9,344.8650613973106,386.63347343498225,1.5799449061784392e-8,-46.938269999634194,2.1310168275664182e9,3.3117255787938223e-13,0.02436179013907734,52378.81932293564,4.082651455605165e-8,422.88543981319515,6.290390170559744,-4.082651220290312e-8,-422.8855135934723,6.288904532569166,6.68922378410867e-8,561.2313476601897,-4.01729615898395e9,-1.1142137291770954e-7,-2876.417397504866,0.0010321964111639523,5.8933436063949924e-8,211.51032446956137,-952.6596726770634,-5.893343793316448e-8,-211.51030976413335,-952.6597464960971,1.0087323508491244e-8,438.54942954526496,-7.771131619571549e9,1.3297162777729182e-14,0.00025820954796416175,-1607.5198222211923
10,1.0,0.7499999999993406,3.092905428095553e-11,-1.8253693985689166,-0.586774628024474,2.2502115402126485e-10,-4.472120976061015,-0.429859126674795,-2.086914656413587e-11,0.881351205594482,0.5297192592757647,3.822351969278397e-10,-4.77372538366268,0.031213349477051507,-5.657944697698088e-10,-3.4232848586013196,5.076161403106546,-6.590662426063324e-10,4.784916637860798,2.2685411234381765,2.3449021278334074e-10,-4.990519291290108,2.164791632737248,-5.285329795629224e-10,4.927158772887994,2.5014010036799106,-2.974969997178051e-10,1.7286041642635153,1.0783056568609728,9.096622062788892e-9,-462.9505131070453,-201.7148414252686,1.7102088084545755e-8,-540.8745848634464,645.4226465445329,1.8026049128187896e-8,-811.8678854899441,-534.4142639294334,-2.665964053440722e-9,145.80777872788732,-147.7714356850082,-1.783442296929451e-8,183.1202864587996,30.03288980090422,-2.3543118507415096e-9,-520.4179205645768,61.84418115158271,-0.02499375952799086,-4.774884394880134e9,-1.3468383015625362e9,-5.697578710856595e-7,-5349.246714351255,24553.72000315236,-7.648226788104419e-8,-1154.7514014471633,1202.1028105909256,1.677806327858642e-8,-168.85587524886014,-1296.7711688996253,-0.0564295015794176,-2.702451974605139e8,-4.104442994108844e9,6.821128693938849e-8,2495.4694195804595,-1636.1681966656656,-4.726856216372998e-8,-901.0415132592825,268.52070931747176,5.421913235856321e-8,223.4074400243653,1493.3333660977398,0.12095978713566426,2.6266443077114973e9,5.303747031666673e9,-1.3542570232728497e-7,-2111.2401136543945,1249.617632852937
