mode_rank,m,n,Omega_exact,Omega_num_5x5,rel_error_percent_5x5,relative_residual_5x5,residual_ok_5x5,Omega_num_17x17,rel_error_percent_17x17,relative_residual_17x17,residual_ok_17x17
1,1,1,19.064967169121854,19.162269147979007,0.5103705555535725,1.396442946672319e-05,0,18.383562355335744,-3.574120048261774,3.626359071863745e-05,0
10,4,1,133.62128126397894,278.13622110796007,108.1526374219395,4.6995181445072985e-07,1,140.2549653890752,4.96454162267081,1.7253960069617063e-06,0
50,8,3,397.67476368832115,616.345764651395,54.98739697107307,4.29733383024651e-08,1,435.485552118608,9.507967787445812,8.392973303642028e-08,1
