mode_rank,eigen_index,omega_sq,omega,omega_sq_isfinite,omega_sq_is_positive,vector_isfinite,norm_v,norm_Kv,norm_Mv,residual_norm,relative_residual,residual_within_tolerance,Mv_over_v,selected_positive_mode
61.0,61.0,2.7068441578018654e10,164524.89652942697,1.0,1.0,1.0,66.82785938176664,4.5480376243975885e7,0.0016801992810755093,2.9983619177751715,6.592649765452018e-8,1.0,2.514219812843408e-5,1.0
62.0,62.0,2.7127794500901123e10,164705.17448125643,1.0,1.0,1.0,66.39234317805813,4.61995808384688e7,0.0017030349163873705,2.6089340173837385,5.6470945133731873e-8,1.0,2.5651074127930508e-5,1.0
63.0,63.0,2.80099620738115e10,167361.77004863298,1.0,1.0,1.0,50.1187920411873,2.8548587843508054e7,0.0010192297912859562,1.6554453272621985,5.7986942693512126e-8,1.0,2.033628006134625e-5,1.0
64.0,64.0,2.8596377989111362e10,169104.63621412442,1.0,1.0,1.0,73.91542320118089,4.897369530543557e7,0.0017125838561986052,2.497110054227493,5.098880202226316e-8,1.0,2.3169506200855312e-5,1.0
65.0,65.0,2.868714102742948e10,169372.7871513883,1.0,1.0,1.0,46.67449790692448,3.2719009218547404e7,0.0011405461898447455,1.8195732194257035,5.5612112132813434e-8,1.0,2.4436174806189778e-5,1.0
66.0,66.0,3.0043799790585835e10,173331.47374491984,1.0,1.0,1.0,56.60831095266144,3.545277314664387e7,0.0011800362641859949,3.6624790280781565,1.0330585425609869e-7,1.0,2.0845636344331088e-5,1.0
67.0,67.0,3.098857526811658e10,176035.7215684265,1.0,1.0,1.0,59.69407016050763,4.132783136038196e7,0.0013336473506112144,2.26957911809727,5.491648226848296e-8,1.0,2.2341370709439882e-5,1.0
68.0,68.0,3.0996954750632355e10,176059.52047711692,1.0,1.0,1.0,53.68275800579292,3.741606369985706e7,0.001207088373763872,2.2296582771294333,5.9590936526967916e-8,1.0,2.2485587898326963e-5,1.0
69.0,69.0,3.1073531383655178e10,176276.8600345921,1.0,1.0,1.0,57.79043952925677,4.076046809328038e7,0.0013117423864501092,2.038809495223652,5.001928546522432e-8,1.0,2.2698259385724717e-5,1.0
70.0,70.0,3.4185913637932896e10,184894.33100539588,1.0,1.0,1.0,49.79618463939757,3.2396799453501556e7,0.00094766517364546,3.914590598918251,1.2083263239047438e-7,1.0,1.9030879182974384e-5,1.0
71.0,71.0,3.423110668433348e10,185016.50381610144,1.0,1.0,1.0,66.62461506630281,4.723239907257608e7,0.0013798092931797004,5.3524960110056865,1.1332255212222307e-7,1.0,2.0710202855304393e-5,1.0
72.0,72.0,3.443198849561087e10,185558.585076549,1.0,1.0,1.0,52.494129398744626,4.012019161365534e7,0.0011652011259431461,1.9018143883066374,4.740292368279767e-8,1.0,2.2196789227463814e-5,1.0
73.0,73.0,3.604599989245906e10,189857.84127198713,1.0,1.0,1.0,55.573159351063545,4.8592621117315575e7,0.0013480724972704688,2.172281899954927,4.470394578449386e-8,1.0,2.4257618480074224e-5,1.0
74.0,74.0,3.605883111601474e10,189891.6299261627,1.0,1.0,1.0,52.233888579865386,4.682241972603034e7,0.0012985007694736404,2.2916749668267333,4.8943966784526807e-8,1.0,2.485935481307769e-5,1.0
75.0,75.0,3.621398439745697e10,190299.7225364687,1.0,1.0,1.0,67.09288426727792,4.8670226972650565e7,0.0013439622245903565,2.779042212315024,5.709942981122504e-8,1.0,2.003136754765847e-5,1.0
76.0,76.0,3.6889720275498856e10,192066.9682050999,1.0,1.0,1.0,77.71701676478939,5.6391362548759244e7,0.001528647064129979,2.4033592636884227,4.261927985175056e-8,1.0,1.966939967287255e-5,1.0
77.0,77.0,3.700598238714627e10,192369.39046310427,1.0,1.0,1.0,49.378234226578,4.375378472096434e7,0.001182343558172963,1.9560159880677046,4.4705069356087795e-8,1.0,2.3944630193692962e-5,1.0
78.0,78.0,3.825983672327694e10,195601.21861398753,1.0,1.0,1.0,63.26032671741192,4.863394582180885e7,0.001271148809089322,2.139027678176666,4.398219472378105e-8,1.0,2.0093933671377136e-5,1.0
79.0,79.0,3.838162085151994e10,195912.27846033525,1.0,1.0,1.0,70.58229240780528,5.262635011143034e7,0.0013711341334730917,2.308048459102381,4.385727757054075e-8,1.0,1.9426035719427355e-5,1.0
80.0,80.0,3.846153843708985e10,196116.13507585207,1.0,1.0,1.0,1.8712752797120774e9,2.1078282491928336e13,548.0353451273529,1.3236747059886646e6,6.279803425613777e-8,1.0,2.9286730342083933e-7,1.0
81.0,81.0,3.846153843842089e10,196116.13507924555,1.0,1.0,1.0,1.1236797128560612e9,1.281478018578439e13,333.18428503655116,1.0535945932640955e6,8.22171412986251e-8,1.0,2.9651179177178104e-7,1.0
82.0,82.0,3.8461538440375435e10,196116.13508422868,1.0,1.0,1.0,2.473330362817162e9,2.61032124070532e13,678.6835227994161,3.9658595231339987e6,1.5192994108504463e-7,1.0,2.744006757052806e-7,1.0
83.0,83.0,3.870545993188222e10,196737.03243640283,1.0,1.0,1.0,52.956464080220066,3.924442212845503e7,0.0010139247064013548,1.452674406349497,3.7016073305770595e-8,1.0,1.9146382297455336e-5,1.0
84.0,84.0,3.906541854765163e10,197649.73702904748,1.0,1.0,1.0,4356.388536550163,6.880959680108914e7,0.0017613940839093136,16.252690921224332,2.3619802473187955e-7,1.0,4.043243776653969e-7,1.0
85.0,85.0,3.918614662865275e10,197954.9105949452,1.0,1.0,1.0,46.05911629128669,3.37879032156658e7,0.0008622410230424454,1.2954549469539451,3.834079133840143e-8,1.0,1.872031190501936e-5,1.0
86.0,86.0,3.921835005174369e10,198036.2341889577,1.0,1.0,1.0,811.7367612562139,4.351179021394629e7,0.0011094752895699262,1.8840977337139297,4.3300855275887176e-8,1.0,1.366791973118161e-6,1.0
87.0,87.0,3.922042030366671e10,198041.46107233886,1.0,1.0,1.0,1512.575755024106,4.733550750195681e7,0.001206909750735527,6.352144309426983,1.3419406739438767e-7,1.0,7.979168955516496e-7,1.0
88.0,88.0,3.922539099441469e10,198054.01029621865,1.0,1.0,1.0,179357.63854668217,2.0647710000556424e9,0.052638634001767194,103.34592427087144,5.0052002989340773e-8,1.0,2.9348420523537787e-7,1.0
89.0,89.0,3.954596627522737e10,198861.67623558687,1.0,1.0,1.0,3215.6396891236345,7.64875748009374e7,0.001934143528313945,6.797180845289093,8.886647096576253e-8,1.0,6.014801766677602e-7,1.0
90.0,90.0,4.0045603658841064e10,200113.97667039916,1.0,1.0,1.0,5046.079654100667,8.37480952823288e7,0.0020913180748394497,6.625742248418796,7.911513958714302e-8,1.0,4.1444412656862294e-7,1.0
91.0,91.0,4.004791549136507e10,200119.75287653407,1.0,1.0,1.0,3628.122662022366,7.214275478969081e7,0.0018014109750425433,18.695578089684275,2.591469946522734e-7,1.0,4.965132501993225e-7,1.0
92.0,92.0,4.0210811634153465e10,200526.33651007907,1.0,1.0,1.0,2152.1534791864824,9.342976601780877e7,0.0023234986301717132,7.965975296553442,8.52616423660425e-8,1.0,1.0796156745521697e-6,1.0
93.0,93.0,4.071727097206971e10,201785.20999337317,1.0,1.0,1.0,344.9823801051687,5.222746705968755e7,0.0012826858503823713,5.428834972529287,1.0394597419349602e-7,1.0,3.71811989351845e-6,1.0
94.0,94.0,4.080517048211489e10,202002.89721218083,1.0,1.0,1.0,158.53620579749156,5.708036473286259e7,0.0013988512807071901,2.9362183776713877,5.144007713105963e-8,1.0,8.823544588256592e-6,1.0
95.0,95.0,4.084346157759561e10,202097.65356776316,1.0,1.0,1.0,54.236995772468646,3.751972904370756e7,0.0009186226563711905,1.6105499663325997,4.292541556053421e-8,1.0,1.6937196525872003e-5,1.0
96.0,96.0,4.116009188901639e10,202879.50090883108,1.0,1.0,1.0,59.892206745912205,4.0920049215335965e7,0.0009941680798702546,1.7375976952123235,4.246323539608981e-8,1.0,1.659928952172244e-5,1.0
97.0,97.0,4.141802748434798e10,203514.1947981712,1.0,1.0,1.0,1627.9116942357457,5.891044349650915e7,0.0014223382126662336,14.8680974303702,2.523847478970556e-7,1.0,8.737195129825377e-7,1.0
98.0,98.0,4.1431152902529305e10,203546.43917919396,1.0,1.0,1.0,1429.437299408548,6.087623063577819e7,0.00146933470172576,8.371863982438724,1.3752270610789418e-7,1.0,1.0279112643371768e-6,1.0
99.0,99.0,4.155450097513258e10,203849.21136745313,1.0,1.0,1.0,1263.405374877107,5.679630910272804e7,0.0013667907868921267,2.6806051443243404,4.719681941789393e-8,1.0,1.0818307520854706e-6,1.0
100.0,100.0,4.157476865310277e10,203898.91773401538,1.0,1.0,1.0,27090.257042064994,3.2306886032143897e8,0.007770791531349577,27.211845391032444,8.422924253348925e-8,1.0,2.8684820226265517e-7,1.0
101.0,101.0,4.182213309687252e10,204504.60409700443,1.0,1.0,1.0,741.4462253909746,5.386549485007315e7,0.0012879662266164723,4.006034260649429,7.437106563456037e-8,1.0,1.737099984476029e-6,1.0
102.0,102.0,4.289850138047924e10,207119.53403887147,1.0,1.0,1.0,1385.3606369629515,5.882868811901057e7,0.0013713459995456144,2.7233669304903643,4.629317789142421e-8,1.0,9.89883762362369e-7,1.0
103.0,103.0,4.295192775578569e10,207248.46864521265,1.0,1.0,1.0,1427.3187438810799,5.3121940743269585e7,0.0012367766350346015,1.8832165429068928,3.5450823455569846e-8,1.0,8.665034634601885e-7,1.0
104.0,104.0,4.296226175072223e10,207273.39856026444,1.0,1.0,1.0,2272.848403928352,8.11825149650344e7,0.0018896238467144323,23.194427563222344,2.857071818138705e-7,1.0,8.31390181346208e-7,1.0
105.0,105.0,4.3589313317902245e10,208780.538647409,1.0,1.0,1.0,55.3304924873415,4.315137305146145e7,0.0009899530388313555,2.095720628915892,4.856671930675024e-8,1.0,1.78916361364005e-5,1.0
106.0,106.0,4.3767993197398926e10,209208.01418062102,1.0,1.0,1.0,304.3298686157034,5.104477704447903e7,0.001166258111554112,2.438409990939408,4.777001937927978e-8,1.0,3.8322170507253754e-6,1.0
107.0,107.0,4.388822564583293e10,209495.16855009552,1.0,1.0,1.0,821.6566569327695,4.632040190268883e7,0.0010554175125029352,1.964041235158153,4.240121313567667e-8,1.0,1.284499436106063e-6,1.0
108.0,108.0,4.406209091841207e10,209909.72087640932,1.0,1.0,1.0,1647.39903274583,6.826539416556476e7,0.001549299921368584,9.21098833460557,1.3492910203178592e-7,1.0,9.404521251819981e-7,1.0
109.0,109.0,4.419015260857514e10,210214.53947949258,1.0,1.0,1.0,77.21520947525559,4.718932896723995e7,0.0010678697885412032,1.7692989357240316,3.7493623546804925e-8,1.0,1.3829785553886415e-5,1.0
110.0,110.0,4.4255702850361984e10,210370.3944246005,1.0,1.0,1.0,131.96047076166454,4.997142604740212e7,0.0011291522410015072,2.0460707669979503,4.0944814441093546e-8,1.0,8.55674608073264e-6,1.0
111.0,111.0,4.444453489929977e10,210818.72521030897,1.0,1.0,1.0,1313.2589970149722,7.235433779209444e7,0.001627969293782486,15.776417589771594,2.1804383822296389e-7,1.0,1.2396406934830433e-6,1.0
112.0,112.0,4.465881467351325e10,211326.32271800228,1.0,1.0,1.0,1017.724049800019,6.793019596681847e7,0.001521092678201522,1.4990422869310436,2.206739233543536e-8,1.0,1.4946022730821918e-6,1.0
113.0,113.0,4.4675921330315186e10,211366.7933482343,1.0,1.0,1.0,961.4464988483555,7.894531411748086e7,0.0017670662784883056,3.082440233414779,3.904525896024314e-8,1.0,1.8379247109484942e-6,1.0
114.0,114.0,4.488762309425026e10,211866.99387646548,1.0,1.0,1.0,62.487885644538856,4.822542994676492e7,0.0010743591840343583,2.4759659801360145,5.134150123565432e-8,1.0,1.7193079473769203e-5,1.0
115.0,115.0,4.5240343602069824e10,212697.77526356457,1.0,1.0,1.0,692.8239274880254,4.653217678283852e7,0.0010285548877574174,4.77868702186404,1.0269639961538317e-7,1.0,1.4845833796281445e-6,1.0
116.0,116.0,4.568466598993628e10,213739.7155185163,1.0,1.0,1.0,16506.7739149903,2.051631730067618e8,0.004490854177527178,9.936422799235729,4.8431805029238956e-8,1.0,2.720612883325977e-7,1.0
117.0,117.0,4.601903452341887e10,214520.47576727698,1.0,1.0,1.0,920.4853339109824,5.7842506291838504e7,0.0012569256795429415,5.38352454546001,9.307211755828806e-8,1.0,1.3655032114444263e-6,1.0
118.0,118.0,4.605762599489768e10,214610.4051412645,1.0,1.0,1.0,573.4922573310115,4.265922731003491e7,0.0009262142015588538,1.6138597390123266,3.7831433918932974e-8,1.0,1.6150422080140764e-6,1.0
119.0,119.0,4.627380165272182e10,215113.46227682222,1.0,1.0,1.0,1017.968196632948,5.780874949468915e7,0.0012492759925760617,4.7167715603477465,8.159269317495049e-8,1.0,1.2272249729492453e-6,1.0
120.0,120.0,4.7555473763547134e10,218072.1755831017,1.0,1.0,1.0,584.9939206193842,5.1974079938182466e7,0.0010929147748287562,1.6232316853270383,3.1231561718027454e-8,1.0,1.8682497993681572e-6,1.0
121.0,121.0,4.786347856060278e10,218777.23501452975,1.0,1.0,1.0,73.75419961896638,7.022138344367929e7,0.0014671182673297342,2.914230250396838,4.150060986305075e-8,1.0,1.989199631897917e-5,1.0
122.0,122.0,4.789161382468548e10,218841.5267372385,1.0,1.0,1.0,45.55976321131511,5.435926798416652e7,0.0011350477390234248,2.177359719120014,4.005498601498607e-8,1.0,2.4913380997149855e-5,1.0
123.0,123.0,4.798898248792832e10,219063.87764286544,1.0,1.0,1.0,931.6337448046861,6.043098240727736e7,0.0012592678402730392,2.2224977811507998,3.67774557456666e-8,1.0,1.3516769302265242e-6,1.0
124.0,124.0,4.8053713717911804e10,219211.57295615532,1.0,1.0,1.0,996.5318613192368,4.855271526736277e7,0.0010103842475148754,5.13778811578395,1.0581875959118216e-7,1.0,1.01390059538819e-6,1.0
125.0,125.0,4.825171764546583e10,219662.73613306793,1.0,1.0,1.0,92.21157879325412,4.755497534629147e7,0.0009855602593407202,1.8562265272257006,3.903327702975607e-8,1.0,1.0688031505787649e-5,1.0
126.0,126.0,4.82670438871732e10,219697.61921143616,1.0,1.0,1.0,224.7858932466258,4.715839366110465e7,0.000977030908169947,1.8410684874820857,3.9040101710554135e-8,1.0,4.346495654413639e-6,1.0
127.0,127.0,4.836294559164256e10,219915.76931098543,1.0,1.0,1.0,525.8386348363682,5.546161496744158e7,0.0011467790911153487,1.8512795657063348,3.337947455718911e-8,1.0,2.1808574249630903e-6,1.0
128.0,128.0,4.8369458986976295e10,219930.5776534411,1.0,1.0,1.0,1289.0563209288293,6.754528827263375e7,0.001396444983835651,3.055673815196859,4.523888917778211e-8,1.0,1.0833079681339622e-6,1.0
129.0,129.0,4.875381654190333e10,220802.6642545405,1.0,1.0,1.0,51.061074857480335,3.655988682333393e7,0.0007498876905354322,1.351332064622132,3.6962151131275875e-8,1.0,1.4686092931425538e-5,1.0
