mode_rank,omega_num,freq_num_hz,m,n,omega_exact,freq_exact_hz,Omega_num,Omega_exact,rel_error_percent,abs_rel_error_percent,relative_residual,residual_within_tolerance,vector_norm,w_norm
1,5563.119042991466,885.3978947007461,1,1,5769.321520089672,918.2160382087188,18.383562355335744,19.064967169121854,-3.574120048261774,3.574120048261774,3.626359071863745e-05,0,37.274767710650856,8.063170878156553
2,13624.929560698669,2168.4748888640793,1,2,13763.685069037629,2190.5585138974534,45.02415645441105,45.48267990501187,-1.0081276027675228,1.0081276027675228,6.149486047315367e-06,0,49.99303145165627,7.392191723661616
3,13624.935023676908,2168.47575832407,2,1,13763.685069037629,2190.5585138974534,45.02417450705388,45.48267990501187,-1.0080879115205092,1.0080879115205092,5.972954749052999e-06,0,49.99305412357098,7.392194847307771
4,20649.84792208629,3286.5253708959367,2,2,21120.735623820692,3361.469476268149,68.23829653297173,69.79436487526272,-2.2295042659561526,2.2295042659561526,2.719728351601722e-06,0,65.21404902276005,8.061657880779013
5,26226.63888272397,4174.099218871624,3,1,25733.673489295496,4095.6413397342403,86.6670383188794,85.03801330987261,1.9156433053894872,1.9156433053894872,3.7481483795419423e-06,0,63.44339402911076,7.361371146312453
6,26275.0587941795,4181.805487123842,1,3,25733.67348929564,4095.6413397342635,86.8270439658202,85.0380133098731,2.1038010959028264,2.1038010959028264,1.5625132638516148e-06,0,49.2761218620466,5.722550779923148
7,32168.724627828477,5119.811537480893,2,3,32283.93410886528,5138.147695878953,106.3029121823911,106.68362678910695,-0.3568632021373394,0.3568632021373394,2.5436442038304277e-06,0,58.83214184315901,6.252481162332868
8,32168.72625759425,5119.811796866173,3,2,32283.93410886528,5138.147695878953,106.30291756802109,106.68362678910695,-0.35685815391189746,0.35685815391189746,1.1949947835812404e-06,0,58.83216668499398,6.252483658145641
9,42123.44220664236,6704.154047232907,1,4,40435.63918572103,6435.531853487844,139.19869778856702,133.62128126397894,4.1740480796389505,4.1740480796389505,1.2240647299886045e-06,0,81.99437216332788,7.99076395374362
10,42443.08332348914,6755.026510994487,4,1,40435.63918572103,6435.531853487844,140.2549653890752,133.62128126397894,4.96454162267081,4.96454162267081,1.7253960069617063e-06,0,61.1286107481663,6.1708143687609525
11,42443.085267621456,6755.026820412754,3,3,42383.20988535649,6745.497357355768,140.25497181354274,140.05711107842072,0.14127146675989513,0.14127146675989513,6.819723570461383e-07,1,61.12860793328103,6.170814101730186
12,47281.46776986057,7525.079312213442,2,4,46181.48317046337,7350.01132589442,156.24361159304468,152.60866592377968,2.3818736945649377,2.3818736945649377,5.345449034728242e-07,1,82.23624808285916,7.901205513911283
13,47411.93411147094,7545.843675387849,4,2,46181.48317046337,7350.01132589442,156.67474314132394,152.60866592377968,2.6643816017466935,2.6643816017466935,5.9061914909428e-07,1,80.02911100251058,7.72300751371444
14,55686.20316633057,8862.734495941064,4,3,55173.682376701785,8781.164278834282,184.01741546944336,182.32376882594457,0.9289225724132738,0.9289225724132738,4.865876264967735e-07,1,66.66831221313515,6.111423481980324
15,55686.20443012783,8862.734697080645,3,4,55173.68237670185,8781.164278834292,184.0174196457149,182.3237688259448,0.9289248629930172,0.9289248629930172,7.22954832156624e-07,1,66.66833260462548,6.111425555654604
16,61454.45465041179,9780.780232629751,1,5,56894.84205927859,9055.095350166857,203.07884665928242,188.01141385090637,8.014105367201044,8.014105367201044,1.0304626652698415e-06,0,67.21544513404312,6.310382345215055
17,61493.78993008117,9787.040636827036,5,1,56894.84205927866,9055.095350166868,203.2088317559482,188.0114138509066,8.083242178633473,8.083242178633473,4.021451526937253e-07,1,60.761193534681546,5.715015805778498
18,65466.66946881384,10419.344053724988,2,5,61920.728574696885,9854.99003251458,216.337380357212,204.61966857869848,5.726581349635402,5.726581349635402,7.071526684551554e-07,1,69.91237986990116,6.3914411389812695
19,65466.671431667135,10419.344366122794,5,2,61920.728574696885,9854.99003251458,216.3373868435438,204.61966857869848,5.726584519580822,5.726584519580822,4.3253824052580746e-07,1,69.91236045052565,6.391439385610703
20,67346.6004983108,10718.544369741267,4,4,66756.69035149952,10624.657253896185,222.54969201860402,220.60030896853021,0.8836719491412386,0.8836719491412386,6.704044496591637e-07,1,90.24043806942204,7.991015374807858
21,72199.53893651423,11490.913510702005,3,5,69884.34945913962,11122.439661183493,238.58643250462913,230.93579087844404,3.3128869271771317,3.3128869271771317,3.058865846040626e-07,1,69.37424441632898,6.1377254847721385
22,72395.56796226373,11522.112499139525,5,3,69884.34945913962,11122.439661183493,239.23421871780778,230.93579087844404,3.5933918288706153,3.5933918288706153,2.633659710928687e-07,1,63.505138577105626,5.669294592365597
23,73537.7351714704,11703.894056322242,6,1,74443.24920110803,11848.011090178132,243.00855860670936,246.0008680465813,-1.216381658988837,1.216381658988837,6.247258960584898e-07,1,8.059138186491381,8.005320138057577
24,82015.34456623989,13053.147497102098,1,6,74443.24920110813,11848.011090178148,271.0231776951264,246.00086804658164,10.171634696755062,10.171634696755062,2.173491254745434e-07,1,75.13059781277612,6.559730982583673
25,82015.3453536235,13053.147622418091,2,6,78855.43433539786,12550.232164136936,271.0231802970689,260.58112058345426,4.007220358188015,4.007220358188015,3.181958383615868e-07,1,75.13057290296184,6.559728578256101
26,82882.49586283552,13191.158912363839,6,2,78855.43433539795,12550.23216413695,273.88871585982906,260.58112058345455,5.10689156857493,5.10689156857493,3.00144054345723e-07,1,70.42533294787681,6.461594101460321
27,82882.49718394774,13191.159122625379,5,4,80295.71783734502,12779.460402925532,273.88872022550026,265.340598380494,3.2215657525383334,3.2215657525383334,2.056728267592249e-07,1,70.42536148909755,6.46159670548723
28,85992.64625906109,13686.154721682355,4,5,80295.71783734512,12779.460402925548,284.1663394917583,265.3405983804943,7.094934294324674,7.094934294324674,1.8762036005378637e-07,1,88.19575774310462,7.914663198721356
29,86109.03211177191,13704.678105447247,3,6,85915.4831162536,13673.873826080036,284.5509414684649,283.91135062016076,0.22527836485122413,0.22527836485122413,1.90486352460088e-07,1,63.12022184447037,5.709534707783877
30,91504.60842419013,14563.410746398147,6,3,85915.4831162536,13673.873826080036,302.3808517788103,283.91135062016076,6.50537610359916,6.50537610359916,1.818758760190723e-07,1,82.35520877663835,7.294476329051972
31,91504.61029785252,14563.411044600778,1,7,92648.6154110613,14745.485113290359,302.380857970407,306.16127129087903,-1.2347784239765245,1.2347784239765245,1.7018442863588174e-07,1,82.35519324020996,7.294474934967861
32,94533.5758417908,15045.485883373585,5,5,92648.6154110613,14745.485113290359,312.39020282153035,306.16127129087903,2.0345262823047636,2.0345262823047636,1.922378039504685e-07,1,91.53996440210943,7.981984080412067
