mode_rank,matched_m,matched_n,w_h_FEM,w_h_exact,log10_Error_w_h,log10_Error_L2_w,log10_Error_L2_phi
1,1,1,19.7706,19.7390,-2.795990,-2.586043,-2.874179
2,1,2,49.6420,49.3476,-2.224277,-0.150506,-0.150511
3,1,2,49.6420,49.3476,-2.224276,-0.150506,-0.150511
4,2,2,79.4193,78.9557,-2.231231,-1.985282,-2.012963
5,3,1,100.2690,98.6942,-1.797085,-0.150478,-0.150511
6,3,1,100.2691,98.6942,-1.797054,-0.139575,-0.138282
7,3,2,129.9840,128.3018,-1.882367,-0.150451,-0.150491
8,3,2,129.9840,128.3018,-1.882367,-0.150451,-0.150491
9,3,3,172.8150,177.6471,-1.565428,0.014644,0.014408
10,3,3,172.8150,177.6471,-1.565429,0.014644,0.014408
11,3,3,180.4613,177.6471,-1.800199,-1.630540,-1.927044
12,2,4,202.3761,197.3849,-1.597111,-0.149771,-0.149165
13,2,4,202.3764,197.3849,-1.597083,-0.150364,-0.150466
14,5,1,252.6401,256.5976,-1.811833,0.005710,0.005691
15,5,1,252.6401,256.5976,-1.811833,0.024506,0.024427
16,1,5,269.1641,256.5976,-1.310039,-0.150268,-0.150503
17,1,5,269.1642,256.5976,-1.310034,-0.147699,-0.148939
18,5,2,298.6423,286.2034,-1.361894,-0.150217,-0.150466
19,5,2,298.6423,286.2034,-1.361893,-0.150217,-0.150466
20,4,4,324.4850,315.8089,-1.561100,-1.384962,-1.578733
21,3,5,348.7504,335.5458,-1.405027,-0.150097,-0.150431
22,3,5,348.7512,335.5458,-1.404999,-0.150507,-0.150369
23,2,6,391.7096,394.7554,-2.112628,0.034703,0.035263
24,2,6,391.7096,394.7554,-2.112628,0.034703,0.035263
25,4,5,420.2953,404.6236,-1.411933,-0.149918,-0.150337
26,4,5,420.2953,404.6236,-1.411933,-0.149917,-0.150336
27,4,5,420.9677,404.6236,-1.393691,-0.000000,0.000000
28,4,5,420.9680,404.6236,-1.393680,0.000551,0.000588
29,7,1,470.7252,493.4353,-1.337011,0.009646,0.009440
30,7,1,470.7252,493.4353,-1.337011,0.009646,0.009440
31,4,6,515.7731,513.1708,-2.294910,0.122813,0.125431
32,7,2,541.7613,523.0386,-1.446164,0.009659,0.010261
33,7,2,541.7625,523.0386,-1.446137,0.013402,0.014230
34,7,2,543.8076,523.0386,-1.401118,0.059952,0.063939
35,7,2,543.8077,523.0386,-1.401115,0.001802,0.001940
36,3,7,572.9315,572.3766,-3.013468,0.078391,0.080768
37,3,7,572.9315,572.3766,-3.013467,0.078391,0.080768
38,8,1,622.4459,641.4484,-1.528352,0.032983,0.033113
39,8,1,622.4469,641.4484,-1.528375,0.009091,0.009129
40,8,1,636.6612,641.4484,-2.127084,0.005135,0.005245
41,8,1,636.6612,641.4484,-2.127084,0.005135,0.005245
42,6,6,693.0802,710.5184,-1.610074,0.005070,0.005121
43,6,6,693.0802,710.5184,-1.610074,0.005070,0.005121
44,5,7,729.6128,730.2523,-3.057643,0.002026,0.002122
45,5,7,729.6128,730.2523,-3.057644,0.002026,0.002122
46,7,5,756.7383,730.2523,-1.440457,0.118818,0.125352
47,7,5,758.4354,730.2523,-1.413484,0.076967,0.082633
48,7,5,758.4359,730.2523,-1.413477,0.000000,0.000000
49,8,4,787.4577,789.4533,-2.597253,0.052789,0.054409
50,8,4,787.4600,789.4533,-2.597748,0.017627,0.018213
51,1,9,807.4517,809.1867,-2.668730,0.012714,0.013274
52,1,9,807.4517,809.1867,-2.668730,0.012714,0.013274
53,5,8,877.3741,878.2525,-2.999925,0.089980,0.093421
54,5,8,877.3755,878.2525,-3.000646,0.089853,0.093290
55,9,3,906.7423,888.1188,-1.678410,0.023792,0.025220
56,9,3,906.7423,888.1188,-1.678410,0.023792,0.025220
57,9,4,954.6869,957.1826,-2.583802,0.073582,0.077377
58,9,4,954.6870,957.1826,-2.583823,0.006292,0.006672
59,7,7,970.8672,967.0487,-2.403549,0.020634,0.021678
60,7,7,970.8672,967.0487,-2.403549,0.020634,0.021678
61,6,8,983.3054,986.7808,-2.453217,0.028322,0.029905
62,6,8,983.3054,986.7808,-2.453217,0.028322,0.029905
63,2,10,1031.9624,1026.2445,-2.254015,0.051032,0.054134
64,2,10,1031.9635,1026.2445,-2.253935,0.041711,0.044303
65,9,5,1055.8914,1045.9762,-2.023218,0.025797,0.027186
66,10,3,1088.9859,1075.5734,-1.904131,0.039318,0.041665
67,10,3,1088.9885,1075.5734,-1.904046,0.057717,0.061017
68,7,8,1101.3321,1115.0359,-1.910449,0.011970,0.012547
69,7,8,1101.3321,1115.0359,-1.910449,0.011970,0.012547
70,1,11,1194.0785,1203.8243,-2.091745,0.003324,0.003503
71,1,11,1194.0811,1203.8243,-2.091863,0.006499,0.006847
72,2,11,1225.9576,1233.4198,-2.218242,0.002984,0.003211
73,2,11,1225.9576,1233.4198,-2.218242,0.002984,0.003211
