mode_rank,matched_m,matched_n,w_h_FEM,w_h_exact,log10_Error_w_h,log10_Error_L2_w,log10_Error_L2_phi
1,1,1,19.4389,19.7390,-1.818135,-2.511101,-1.951006
2,2,1,48.7343,49.3476,-1.905657,-0.150514,-0.150462
3,2,1,48.8719,49.3476,-2.016015,-0.150484,-0.150442
4,2,2,77.3646,78.9557,-1.695690,-1.489207,-1.379498
5,1,3,97.9573,98.6942,-2.126898,-0.132643,-0.133045
6,1,3,98.0047,98.6942,-2.155714,-0.150384,-0.150305
7,2,3,125.1643,128.3018,-1.611642,-0.150141,-0.149821
8,2,3,126.2282,128.3018,-1.791504,-0.150149,-0.149983
9,1,4,166.8248,167.7781,-2.245511,-0.150309,-0.150226
10,1,4,166.9390,167.7781,-2.300921,-0.150106,-0.150013
11,4,1,172.6188,167.7781,-1.539831,0.030234,0.031007
12,4,2,193.5658,197.3849,-1.713349,-0.149552,-0.149792
13,4,2,193.8694,197.3849,-1.749322,-0.134505,-0.133600
14,4,3,236.9615,246.7289,-1.402444,-0.149569,-0.149868
15,4,3,240.9109,246.7289,-1.627445,-0.149538,-0.149437
16,5,1,255.4320,256.5976,-2.342723,-0.144643,-0.144376
17,5,1,255.4778,256.5976,-2.360135,-0.149872,-0.149750
18,2,5,281.0458,286.2034,-1.744228,-0.149565,-0.149273
19,2,5,281.5893,286.2034,-1.792584,-0.149354,-0.149019
20,4,4,302.1889,315.8089,-1.365248,-0.577810,-0.558599
21,4,4,324.3003,315.8089,-1.570447,0.009183,0.009304
22,4,4,325.6431,315.8089,-1.506685,0.004734,0.004907
23,3,5,341.8994,335.5458,-1.722732,0.012083,0.001104
24,3,5,341.9649,335.5458,-1.718278,0.003212,0.001321
25,6,1,363.3714,365.1508,-2.312219,-0.148600,-0.148479
26,6,1,363.4826,365.1508,-2.340247,-0.147902,-0.147721
27,2,6,380.5170,394.7554,-1.442865,0.023653,0.022077
28,2,6,387.8943,394.7554,-1.759934,-0.115595,-0.114366
