mode_rank,matched_m,matched_n,w_h_FEM,w_h_exact,log10_Error_w_h,log10_Error_L2_w,log10_Error_L2_phi
1,1,1,19.4507,19.7390,-1.835568,-2.443962,-1.960604
2,2,1,48.7482,49.3476,-1.915559,-0.150494,-0.150452
3,2,1,48.8958,49.3476,-2.038345,-0.150506,-0.150467
4,2,2,77.4647,78.9557,-1.723909,-1.594964,-1.457003
5,1,3,97.9815,98.6942,-2.141379,-0.140476,-0.140267
6,1,3,98.0284,98.6942,-2.170902,-0.150430,-0.150360
7,2,3,125.3638,128.3018,-1.640178,-0.150425,-0.150244
8,2,3,126.3148,128.3018,-1.810035,-0.149352,-0.149409
9,1,4,166.8891,167.7781,-2.275839,-0.150372,-0.150307
10,1,4,166.9893,167.7781,-2.327757,-0.150341,-0.150271
11,3,3,172.8283,177.6471,-1.566620,-0.931323,-0.894797
12,4,2,193.8708,197.3849,-1.749494,-0.150002,-0.149757
13,4,2,194.1003,197.3849,-1.778828,-0.147261,-0.146736
14,4,3,237.7358,246.7289,-1.438311,-0.149871,-0.149958
15,4,3,241.2185,246.7289,-1.651037,-0.149619,-0.149519
16,5,1,255.5115,256.5976,-2.373400,-0.145194,-0.144965
17,5,1,255.5647,256.5976,-2.395204,-0.149781,-0.149663
18,2,5,281.3133,286.2034,-1.767357,-0.149388,-0.149124
19,2,5,281.8373,286.2034,-1.816578,-0.149363,-0.149083
20,4,4,303.2486,315.8089,-1.400422,-0.619940,-0.600365
21,4,4,325.0623,315.8089,-1.533127,0.000000,0.000000
22,5,3,326.3032,335.5458,-1.559961,-0.141732,-0.141040
23,6,1,355.2986,365.1508,-1.568940,0.000000,0.000000
24,6,1,355.3066,365.1508,-1.569293,0.005046,-0.001379
25,6,1,363.6482,365.1508,-2.385635,-0.145983,-0.145925
26,6,1,363.7432,365.1508,-2.414008,-0.149341,-0.149181
27,2,6,381.9641,394.7554,-1.489414,0.024712,0.023208
28,2,6,388.4845,394.7554,-1.798996,-0.143700,-0.144703
29,2,6,388.7313,394.7554,-1.816432,-0.147430,-0.146962
30,2,6,391.6674,394.7554,-2.106643,0.061468,0.060550
31,4,5,414.7878,404.6236,-1.599976,0.000631,0.000089
32,4,5,414.8118,404.6236,-1.598950,0.011921,0.001234
33,6,3,429.9497,444.0958,-1.496841,-0.138966,-0.137461
34,6,3,431.5304,444.0958,-1.548299,-0.137000,-0.135426
35,3,6,446.6047,444.0958,-2.247992,0.005798,-0.000494
36,3,6,446.7261,444.0958,-2.227468,0.000885,0.000102
37,3,6,463.7293,444.0958,-1.354478,0.042881,0.042742
38,7,1,484.5011,493.4353,-1.742177,0.009939,0.000813
39,7,1,484.8131,493.4353,-1.757613,0.007481,0.000879
40,7,1,487.1943,493.4353,-1.897977,0.038665,0.034478
41,7,1,490.0784,493.4353,-2.167298,-0.098236,-0.098838
42,7,1,491.1257,493.4353,-2.329701,-0.137823,-0.138287
43,7,1,493.4268,493.4353,-4.764035,-0.020438,-0.020452
44,6,4,512.1089,513.1708,-2.684155,-0.000000,0.000000
45,6,4,512.8981,513.1708,-3.274582,-0.000000,-0.000000
46,4,6,514.4171,513.1708,-2.614641,0.011248,0.011072
47,4,6,515.0685,513.1708,-2.432031,0.005098,0.003613
48,7,2,541.8102,523.0386,-1.445032,0.000766,0.000544
49,7,2,542.5326,523.0386,-1.428633,0.000215,0.000041
50,7,3,550.7150,572.3766,-1.421990,0.011030,0.009120
51,7,3,552.6817,572.3766,-1.463329,-0.101828,-0.108163
52,7,3,554.1366,572.3766,-1.496656,-0.129374,-0.134971
53,7,3,567.1939,572.3766,-2.043124,-0.001548,-0.001537
54,7,3,567.3913,572.3766,-2.059994,0.012456,0.002690
55,7,3,570.7200,572.3766,-2.538472,0.000154,0.000138
56,5,6,589.8412,601.9790,-1.695443,0.015898,0.002507
57,5,6,590.4493,601.9790,-1.717762,0.029003,0.021526
58,5,6,607.4203,601.9790,-2.043878,0.034398,0.023667
59,5,6,607.9921,601.9790,-2.000482,0.000000,0.000000
60,5,6,610.0981,601.9790,-1.870073,-0.000000,-0.000000
61,5,6,614.0847,601.9790,-1.696591,-0.000000,-0.000000
62,8,1,623.0076,641.4484,-1.541383,0.008578,0.001368
63,8,1,627.6600,641.4484,-1.667649,-0.000000,-0.000000
64,8,1,635.5172,641.4484,-2.034019,0.014022,0.000407
65,8,1,637.0914,641.4484,-2.167976,-0.147232,-0.147149
66,8,1,637.2194,641.4484,-2.180932,-0.133612,-0.134040
67,8,1,638.4737,641.4484,-2.333725,-0.000000,0.000000
68,4,7,643.3852,641.4484,-2.520058,0.005441,0.000916
69,4,7,647.3476,641.4484,-2.036367,0.026762,0.009954
70,4,7,647.6251,641.4484,-2.016404,0.000000,0.000000
71,4,7,650.4673,641.4484,-1.852005,0.000000,0.000000
72,8,2,658.6904,671.0500,-1.734750,-0.127983,-0.128043
73,8,2,659.7816,671.0500,-1.774894,-0.113574,-0.115149
74,2,8,678.4938,671.0500,-1.954962,0.027604,0.025467
75,2,8,690.2316,671.0500,-1.543869,-0.000000,-0.000000
76,6,6,691.5490,710.5184,-1.573522,-0.063393,-0.071341
77,6,6,691.9706,710.5184,-1.583284,0.003549,0.000602
78,6,6,694.3386,710.5184,-1.642602,0.009110,0.006295
79,6,6,695.2388,710.5184,-1.667465,0.018933,0.004260
80,6,6,696.2099,710.5184,-1.695982,0.015030,0.012680
81,6,6,697.5987,710.5184,-1.740323,0.022673,0.021519
82,7,5,742.6837,730.2523,-1.768953,0.042563,0.039383
83,7,5,747.3290,730.2523,-1.631069,0.025569,0.023343
84,7,5,749.5833,730.2523,-1.577220,-0.001828,-0.001907
85,7,5,755.2695,730.2523,-1.465235,0.000086,0.000022
86,7,5,758.0311,730.2523,-1.419760,0.000964,0.000907
87,8,4,779.4487,789.4533,-1.897123,0.009813,0.008613
88,1,9,800.8072,809.1867,-1.984827,-0.044121,-0.050410
89,1,9,801.0428,809.1867,-1.997215,0.001891,0.000377
90,1,9,801.0499,809.1867,-1.997594,-0.042406,-0.047239
