mode_rank,matched_m,matched_n,w_h_FEM,w_h_exact,log10_Error_w_h,log10_Error_L2_w,log10_Error_L2_phi,log10_Error_L2_Q
56,8,2,667.0537,671.0500,-2.225099,0.003979,0.002836,0.006153
57,2,8,671.2902,671.0500,-3.446166,0.026652,0.022400,0.032593
58,6,6,697.3680,710.5184,-1.732637,-0.027236,-0.027919,0.052028
59,8,3,720.8273,720.3854,-3.212232,0.013132,0.010330,0.018437
60,8,3,723.4048,720.3854,-2.377635,0.000161,-0.000134,0.003892
61,7,5,748.0927,730.2523,-1.612068,-0.007177,-0.009731,0.034123
62,7,5,759.5610,730.2523,-1.396477,0.006361,0.005718,0.009079
63,1,9,806.0597,809.1867,-2.412912,0.018910,0.014981,0.025387
64,9,1,816.5691,809.1867,-2.039852,0.003216,0.002675,0.000956
65,6,7,856.7095,838.7865,-1.670243,0.000863,0.000872,0.000959
66,6,7,856.7900,838.7865,-1.668297,0.002233,0.002255,0.002482
67,5,8,861.1643,878.2525,-1.710925,0.004651,0.004346,0.007161
68,5,8,861.4419,878.2525,-1.718037,0.006132,0.005960,0.002815
69,5,8,869.2271,878.2525,-1.988153,0.000647,0.000611,0.000681
70,5,8,870.5640,878.2525,-2.057781,0.004883,0.004619,0.005168
71,5,8,873.3615,878.2525,-2.254225,0.004602,0.004045,0.011947
72,3,9,887.7119,888.1188,-3.338926,0.001085,0.001018,0.001201
73,3,9,887.7409,888.1188,-3.371095,0.005159,0.004578,0.006154
74,9,3,899.5409,888.1188,-1.890729,-0.001899,-0.001290,0.015338
75,9,3,918.9731,888.1188,-1.459156,-0.000384,0.000198,0.024962
76,9,4,924.7975,957.1826,-1.470650,0.003850,0.003496,0.006081
77,9,4,924.8438,957.1826,-1.471271,0.000139,0.000136,0.001061
78,9,4,930.6882,957.1826,-1.557841,0.001012,0.000931,0.000997
79,9,4,931.9144,957.1826,-1.578421,0.000658,0.000540,0.000762
80,9,4,931.9151,957.1826,-1.578434,0.007939,0.007361,0.007835
81,9,4,932.6825,957.1826,-1.591828,0.005988,0.005389,0.005482
82,9,4,935.5743,957.1826,-1.646375,-0.000402,-0.000925,0.014038
83,9,4,943.1465,957.1826,-1.833751,-0.008232,-0.007517,0.009323
84,4,9,957.7768,957.1826,-3.207042,0.001010,0.000941,0.001119
85,4,9,957.8544,957.1826,-3.153741,-0.007519,-0.006992,0.007731
86,4,9,960.6104,957.1826,-2.445970,0.017881,0.016761,0.019712
87,6,8,983.7509,986.7808,-2.512799,0.002004,0.001387,-0.000637
88,6,8,990.3360,986.7808,-2.443347,0.007301,0.006670,0.008327
89,10,2,1018.3771,1026.2445,-2.115416,0.007472,0.007169,0.007802
90,10,2,1019.5029,1026.2445,-2.182486,0.001885,0.001292,0.002968
91,10,2,1022.8500,1026.2445,-2.480479,0.002228,0.002130,0.005943
92,10,2,1026.1582,1026.2445,-4.075321,0.002623,0.002274,0.003151
93,3,10,1061.3517,1075.5734,-1.878689,0.017131,0.013561,0.015439
94,10,3,1089.8311,1075.5734,-1.877591,0.002128,0.002038,0.002433
95,7,8,1116.4574,1115.0359,-2.894518,0.011418,0.010102,0.013359
96,7,8,1116.8901,1115.0359,-2.779122,-0.004815,-0.005031,0.011743
97,10,4,1138.1283,1144.6323,-2.245483,0.001254,0.001103,0.001454
98,9,6,1154.2197,1154.4978,-3.618312,0.007653,0.006319,0.009554
99,1,11,1181.1670,1203.8243,-1.725354,0.000000,0.000000,0.000000
100,1,11,1187.0868,1203.8243,-1.856871,0.000000,0.000000,0.000000
101,15,15,63829.9072,4437.6877,1.126573,0.000000,0.000000,0.000000
102,15,15,63829.9104,4437.6877,1.126573,-0.000000,0.000000,0.000000
103,15,15,63830.1643,4437.6877,1.126575,0.000000,0.000000,0.000000
104,15,15,63830.6756,4437.6877,1.126578,0.000000,0.000000,0.000000
105,15,15,63832.2947,4437.6877,1.126590,0.000000,0.000000,0.000000
106,15,15,63832.2978,4437.6877,1.126590,0.000000,0.000000,0.000000
107,15,15,63832.5900,4437.6877,1.126592,0.000000,0.000000,0.000000
108,15,15,63833.1026,4437.6877,1.126596,0.000000,0.000000,0.000000
109,15,15,63833.1109,4437.6877,1.126596,0.000000,0.000000,0.000000
110,15,15,63833.2188,4437.6877,1.126597,0.000000,0.000000,0.000000
111,15,15,63835.4810,4437.6877,1.126614,0.000000,0.000000,0.000000
112,15,15,63835.4922,4437.6877,1.126614,0.000000,0.000000,0.000000
113,15,15,63846.1602,4437.6877,1.126692,0.000000,0.000000,0.000000
114,15,15,63847.7955,4437.6877,1.126704,0.000000,0.000000,0.000000
115,15,15,63847.8078,4437.6877,1.126704,0.000000,0.000000,0.000000
116,15,15,63849.2654,4437.6877,1.126714,0.000000,0.000000,0.000000
117,15,15,63850.6332,4437.6877,1.126724,-0.000000,0.000000,0.000000
118,15,15,63853.7348,4437.6877,1.126747,0.000000,0.000000,0.000000
119,15,15,63853.9387,4437.6877,1.126749,-0.000000,0.000000,0.000000
120,15,15,63853.9947,4437.6877,1.126749,0.000000,0.000000,0.000000
121,15,15,63860.1553,4437.6877,1.126794,0.000000,0.000000,0.000000
122,15,15,63861.7984,4437.6877,1.126806,0.000000,0.000000,0.000000
123,15,15,63862.8028,4437.6877,1.126813,0.000000,0.000000,0.000000
124,15,15,63863.9836,4437.6877,1.126822,0.000000,0.000000,0.000000
125,15,15,63879.5239,4437.6877,1.126935,0.000000,0.000000,0.000000
126,15,15,63882.3907,4437.6877,1.126956,0.000000,0.000000,0.000000
127,15,15,63882.9375,4437.6877,1.126960,0.000000,0.000000,0.000000
128,15,15,63891.6668,4437.6877,1.127024,0.000000,0.000000,0.000000
129,15,15,63898.8408,4437.6877,1.127077,-0.000000,0.000000,0.000000
130,15,15,63910.3280,4437.6877,1.127160,0.000000,0.000000,0.000000
131,15,15,63910.5345,4437.6877,1.127162,0.000000,0.000000,0.000000
132,15,15,63920.1792,4437.6877,1.127232,0.000000,0.000000,0.000000
133,15,15,63932.6397,4437.6877,1.127323,0.000000,0.000000,0.000000
134,15,15,63941.4106,4437.6877,1.127387,-0.000000,0.000000,0.000000
135,15,15,63942.6745,4437.6877,1.127397,0.000000,0.000000,0.000000
136,15,15,63951.5378,4437.6877,1.127461,0.000000,0.000000,0.000000
137,15,15,63980.1902,4437.6877,1.127670,0.000000,0.000000,0.000000
138,15,15,63982.8616,4437.6877,1.127690,0.000000,0.000000,0.000000
139,15,15,63988.3184,4437.6877,1.127730,0.000000,-0.000000,0.000000
140,15,15,63990.5934,4437.6877,1.127746,0.000000,0.000000,0.000000
141,15,15,89799.9962,4437.6877,1.284109,0.000000,0.000000,0.000000
142,15,15,89800.1997,4437.6877,1.284110,0.000000,0.000000,0.000000
143,15,15,89813.3696,4437.6877,1.284177,0.000000,0.000000,0.000000
144,15,15,89813.5731,4437.6877,1.284178,0.000000,0.000000,0.000000
145,15,15,6474875.6109,4437.6877,3.163777,-0.000000,-0.000000,0.000000
146,15,15,6474875.6162,4437.6877,3.163777,0.004786,3.938993,6.835105
147,15,15,6474885.8845,4437.6877,3.163778,-0.000000,0.000000,0.000000
148,15,15,6474890.5456,4437.6877,3.163778,0.000000,-0.000000,0.000000
149,15,15,6475436.1985,4437.6877,3.163815,0.000000,0.000000,0.000000
150,15,15,6475439.1405,4437.6877,3.163815,-0.000000,0.000000,0.000000
151,15,15,6475629.9895,4437.6877,3.163828,0.009876,3.170775,6.066914
152,15,15,6475635.0287,4437.6877,3.163828,0.000533,2.568104,5.464305
153,15,15,6476048.0184,4437.6877,3.163856,0.006686,4.013482,6.909672
154,15,15,6476055.6712,4437.6877,3.163856,0.000000,0.000000,0.000000
155,15,15,6476056.2343,4437.6877,3.163856,0.000000,0.000000,0.000000
156,15,15,6476066.6787,4437.6877,3.163857,0.009860,3.924252,6.820445
157,15,15,6476079.5362,4437.6877,3.163858,0.000000,-0.000000,0.000000
158,15,15,6476081.7341,4437.6877,3.163858,0.000000,0.000000,0.000000
159,15,15,6476093.3319,4437.6877,3.163859,0.011201,3.531519,6.427713
160,15,15,6476097.4987,4437.6877,3.163859,0.000998,2.842565,5.738763
161,15,15,6476581.3904,4437.6877,3.163891,0.012225,3.859534,6.755729
162,15,15,6476585.9643,4437.6877,3.163892,0.011379,3.862286,6.758481
163,15,15,6476595.0368,4437.6877,3.163892,0.000000,0.000000,0.000000
164,15,15,6476605.5799,4437.6877,3.163893,0.000090,3.106186,6.002346
165,15,15,6476747.7192,4437.6877,3.163903,0.003130,2.955394,5.851608
166,15,15,6476757.3798,4437.6877,3.163903,0.001997,2.848082,5.744300
167,15,15,6476772.2368,4437.6877,3.163904,0.000038,1.955654,4.851848
168,15,15,6476814.2685,4437.6877,3.163907,0.000121,1.988448,4.884090
169,15,15,6477176.5717,4437.6877,3.163931,0.000000,-0.000000,0.000000
170,15,15,6477177.4776,4437.6877,3.163931,0.000468,3.106548,6.002819
171,15,15,6477194.6793,4437.6877,3.163933,0.000000,-0.000000,0.000000
172,15,15,6477200.6085,4437.6877,3.163933,0.001347,3.223130,6.119405
173,15,15,6477203.5133,4437.6877,3.163933,-0.000000,0.000000,0.000000
174,15,15,6477218.3558,4437.6877,3.163934,0.000000,0.000000,0.000000
175,15,15,6477225.7809,4437.6877,3.163935,0.000000,0.000000,0.000000
176,15,15,6477239.0197,4437.6877,3.163936,0.000639,2.946288,5.842569
177,15,15,6477241.9845,4437.6877,3.163936,0.001955,3.384481,6.280752
178,15,15,6477242.3481,4437.6877,3.163936,0.003217,3.303835,6.200106
179,15,15,6477261.6959,4437.6877,3.163937,0.006738,3.364129,6.260401
180,15,15,6477271.8863,4437.6877,3.163938,0.000000,0.000000,0.000000
181,15,15,6477619.8978,4437.6877,3.163961,-0.000000,0.000000,0.000000
182,15,15,6477621.3635,4437.6877,3.163961,0.001496,3.116900,6.013212
183,15,15,6477628.5656,4437.6877,3.163962,0.007622,3.495146,6.391436
184,15,15,6477629.8266,4437.6877,3.163962,0.000000,0.000000,0.000000
185,15,15,6477729.3063,4437.6877,3.163968,0.000105,2.928834,5.825172
186,15,15,6477742.9754,4437.6877,3.163969,0.000088,2.829685,5.726008
187,15,15,6477743.3192,4437.6877,3.163969,0.000000,0.000000,0.000000
188,15,15,6477763.0256,4437.6877,3.163971,0.000276,2.769011,5.665322
189,15,15,6477766.7231,4437.6877,3.163971,0.000000,0.000000,0.000000
190,15,15,6477766.9768,4437.6877,3.163971,-0.000031,2.627694,5.524019
191,15,15,6477790.2212,4437.6877,3.163973,0.000000,0.000000,0.000000
192,15,15,6477793.6022,4437.6877,3.163973,-0.000000,-0.000000,-0.000000
193,15,15,6477797.4565,4437.6877,3.163973,0.010048,3.869731,6.766064
194,15,15,6477798.8366,4437.6877,3.163973,0.002607,3.712159,6.608495
195,15,15,6477801.5548,4437.6877,3.163973,0.000500,2.999553,5.895876
196,15,15,6477805.2159,4437.6877,3.163974,0.002170,3.291282,6.187605
197,15,15,6477808.5632,4437.6877,3.163974,0.000971,3.163291,6.059616
198,15,15,6477811.3271,4437.6877,3.163974,0.002375,3.413381,6.309709
199,15,15,6477820.2649,4437.6877,3.163975,0.000329,2.848166,5.744492
200,15,15,6477825.3885,4437.6877,3.163975,0.001483,3.002106,5.898429
201,15,15,6477825.7095,4437.6877,3.163975,0.000864,3.148786,6.045110
202,15,15,6477827.2065,4437.6877,3.163975,0.000102,2.732222,5.628548
203,15,15,6477836.5883,4437.6877,3.163976,-0.000000,-0.000000,0.000000
204,15,15,6477839.6983,4437.6877,3.163976,0.000000,0.000000,0.000000
205,15,15,6477845.2411,4437.6877,3.163976,-0.000000,0.000000,0.000000
206,15,15,6477846.1088,4437.6877,3.163976,0.000000,0.000000,0.000000
207,15,15,6477859.3427,4437.6877,3.163977,0.000946,3.169043,6.065379
208,15,15,6477862.1569,4437.6877,3.163977,0.000000,-0.000000,-0.000000
209,15,15,6477862.8952,4437.6877,3.163977,0.002440,3.302500,6.198833
210,15,15,6477863.9344,4437.6877,3.163977,0.000000,0.000000,0.000000
211,15,15,6477900.9507,4437.6877,3.163980,0.000056,2.096104,4.992388
212,15,15,6477904.5414,4437.6877,3.163980,0.001948,2.940253,5.836618
213,15,15,6477972.0965,4437.6877,3.163985,-0.000000,0.000000,0.000000
214,15,15,6478004.5580,4437.6877,3.163987,0.000000,0.000000,0.000000
215,15,15,6478041.2169,4437.6877,3.163989,0.002376,2.963045,5.859331
216,15,15,6478068.5023,4437.6877,3.163991,0.001965,2.864934,5.761257
217,15,15,6478136.5456,4437.6877,3.163996,-0.000000,0.000000,0.000000
218,15,15,6478163.3764,4437.6877,3.163998,0.000000,0.000000,0.000000
219,15,15,6478165.6479,4437.6877,3.163998,0.000000,0.000000,0.000000
220,15,15,6478166.1862,4437.6877,3.163998,0.000000,-0.000000,0.000000
221,15,15,6478307.3478,4437.6877,3.164007,0.012622,3.737176,6.633521
222,15,15,6478330.1265,4437.6877,3.164009,-0.000145,3.009829,5.906175
223,15,15,6478331.5515,4437.6877,3.164009,0.000000,-0.000000,-0.000000
224,15,15,6478359.5453,4437.6877,3.164011,0.000083,2.588642,5.484990
225,15,15,6478368.8984,4437.6877,3.164011,0.000000,0.000000,0.000000
226,15,15,6478382.4892,4437.6877,3.164012,0.001626,2.990784,5.887126
227,15,15,6478383.9268,4437.6877,3.164012,0.000157,2.314488,5.210794
228,15,15,6478389.8972,4437.6877,3.164013,0.002473,3.051753,5.948091
229,15,15,6478395.4270,4437.6877,3.164013,0.001757,2.979460,5.875804
230,15,15,6478398.7990,4437.6877,3.164013,0.000000,0.000000,0.000000
231,15,15,6478404.1344,4437.6877,3.164014,0.000000,0.000000,0.000000
232,15,15,6478410.8685,4437.6877,3.164014,0.011474,3.540367,6.436720
233,15,15,6478466.9520,4437.6877,3.164018,0.009157,3.255391,6.151744
234,15,15,6478467.8684,4437.6877,3.164018,0.012585,3.318406,6.214760
235,15,15,6478468.3683,4437.6877,3.164018,0.023477,3.467806,6.364160
236,15,15,6478470.9053,4437.6877,3.164018,0.012054,3.325739,6.222094
237,15,15,6478477.3841,4437.6877,3.164019,0.003967,3.042318,5.938676
238,15,15,6478479.0164,4437.6877,3.164019,0.001203,2.787958,5.684316
239,15,15,6478479.9660,4437.6877,3.164019,0.001290,2.799148,5.695506
240,15,15,6478480.5998,4437.6877,3.164019,0.004477,3.053329,5.949690
241,15,15,6478502.7189,4437.6877,3.164020,0.001207,2.759267,5.655627
242,15,15,6478503.1494,4437.6877,3.164020,0.002545,2.891250,5.787610
243,15,15,6478505.4618,4437.6877,3.164021,0.000196,2.254242,5.150663
244,15,15,6478506.5053,4437.6877,3.164021,0.017496,3.318543,6.214904
245,15,15,6478546.7267,4437.6877,3.164023,0.004404,3.000360,5.896724
246,15,15,6478546.8473,4437.6877,3.164023,0.001025,2.682686,5.579048
247,15,15,6478547.6675,4437.6877,3.164023,0.015257,3.263142,6.159512
248,15,15,6478548.4153,4437.6877,3.164023,0.001473,2.758161,5.654524
249,15,15,6478667.0643,4437.6877,3.164031,0.000000,0.000000,0.000000
250,15,15,6478685.9565,4437.6877,3.164033,0.005111,3.201044,6.097394
251,15,15,6478696.0473,4437.6877,3.164033,0.000000,0.000000,0.000000
252,15,15,6478701.2352,4437.6877,3.164034,0.013047,3.425205,6.321562
253,15,15,6478725.8400,4437.6877,3.164035,-0.000000,-0.000000,0.000000
254,15,15,6478728.8205,4437.6877,3.164035,0.000000,0.000000,0.000000
255,15,15,6478732.0335,4437.6877,3.164036,0.000000,0.000000,0.000000
256,15,15,6478737.0817,4437.6877,3.164036,0.000000,-0.000000,0.000000
257,15,15,6478744.0370,4437.6877,3.164037,0.000000,0.000000,0.000000
258,15,15,6478759.5341,4437.6877,3.164038,-0.000000,-0.000000,0.000000
259,15,15,6478765.3803,4437.6877,3.164038,0.000000,0.000000,0.000000
260,15,15,6478790.9352,4437.6877,3.164040,0.000000,0.000000,0.000000
261,15,15,6478792.6492,4437.6877,3.164040,0.000000,0.000000,0.000000
262,15,15,6478799.7977,4437.6877,3.164040,0.000000,0.000000,0.000000
263,15,15,6478826.3220,4437.6877,3.164042,0.000000,-0.000000,0.000000
264,15,15,6478829.9574,4437.6877,3.164042,0.000000,-0.000000,-0.000000
265,15,15,6478845.3156,4437.6877,3.164043,0.000000,0.000000,0.000000
266,15,15,6478850.2838,4437.6877,3.164044,0.000000,0.000000,0.000000
267,15,15,6478862.0001,4437.6877,3.164044,0.000000,0.000000,0.000000
268,15,15,6478867.5125,4437.6877,3.164045,0.000000,-0.000000,0.000000
269,15,15,6478867.9440,4437.6877,3.164045,0.000000,0.000000,0.000000
270,15,15,6478869.0439,4437.6877,3.164045,0.000000,-0.000000,-0.000000
271,15,15,6478869.8472,4437.6877,3.164045,0.000000,0.000000,0.000000
272,15,15,6478879.3843,4437.6877,3.164046,0.000000,0.000000,0.000000
273,15,15,6478884.6360,4437.6877,3.164046,0.000000,-0.000000,0.000000
274,15,15,6478889.4479,4437.6877,3.164046,0.000000,0.000000,0.000000
275,15,15,6478890.8066,4437.6877,3.164046,-0.000000,-0.000000,-0.000000
276,15,15,6478893.7361,4437.6877,3.164047,0.007682,3.291826,6.188204
277,15,15,6478902.9153,4437.6877,3.164047,-0.000000,-0.000000,0.000000
278,15,15,6478910.2687,4437.6877,3.164048,0.000000,0.000000,0.000000
279,15,15,6478917.8211,4437.6877,3.164048,-0.000000,-0.000000,-0.000000
280,15,15,6478930.8756,4437.6877,3.164049,-0.000000,-0.000000,0.000000
281,15,15,6478972.8935,4437.6877,3.164052,0.001034,2.884120,5.780501
282,15,15,6478974.2721,4437.6877,3.164052,-0.000000,0.000000,0.000000
283,15,15,6478980.3904,4437.6877,3.164052,-0.000000,0.000000,0.000000
284,15,15,6478995.3324,4437.6877,3.164053,-0.000013,2.375003,5.271362
285,15,15,6479020.3448,4437.6877,3.164055,0.000000,0.000000,0.000000
286,15,15,6479026.9419,4437.6877,3.164055,-0.000000,-0.000000,-0.000000
287,15,15,6479033.6400,4437.6877,3.164056,0.000000,0.000000,0.000000
288,15,15,6479034.1311,4437.6877,3.164056,0.000000,0.000000,0.000000
289,15,15,6479044.3881,4437.6877,3.164057,0.000912,3.299765,6.196186
290,15,15,6479045.6291,4437.6877,3.164057,0.000369,2.743497,5.639933
291,15,15,6479048.0086,4437.6877,3.164057,0.000000,0.000000,0.000000
292,15,15,6479048.3141,4437.6877,3.164057,0.000000,0.000000,0.000000
293,15,15,6479129.3072,4437.6877,3.164062,0.002593,2.928743,5.825137
294,15,15,6479142.8337,4437.6877,3.164063,0.002487,2.892096,5.788492
295,15,15,6479183.1156,4437.6877,3.164066,0.000000,0.000000,0.000000
296,15,15,6479186.7124,4437.6877,3.164066,-0.000000,0.000000,0.000000
297,15,15,6479229.8859,4437.6877,3.164069,0.000000,0.000000,0.000000
298,15,15,6479251.3117,4437.6877,3.164071,0.000000,0.000000,0.000000
299,15,15,6479338.2358,4437.6877,3.164076,0.000000,0.000000,0.000000
300,15,15,6479365.2147,4437.6877,3.164078,-0.000000,0.000000,0.000000
301,15,15,6479435.8392,4437.6877,3.164083,0.017897,3.737814,6.634235
302,15,15,6479453.7524,4437.6877,3.164084,0.000000,0.000000,0.000000
303,15,15,6479463.0838,4437.6877,3.164085,0.016655,3.496880,6.393293
304,15,15,6479470.7770,4437.6877,3.164085,0.000000,0.000000,0.000000
305,15,15,6479472.7176,4437.6877,3.164085,0.022953,3.510449,6.406872
306,15,15,6479475.2475,4437.6877,3.164086,0.000000,0.000000,0.000000
307,15,15,6479475.3956,4437.6877,3.164086,0.000204,2.403929,5.300277
308,15,15,6479485.9506,4437.6877,3.164086,0.038050,3.594528,6.490956
309,15,15,6479486.3513,4437.6877,3.164086,0.001793,2.977840,5.874266
310,15,15,6479502.1169,4437.6877,3.164087,0.001703,2.933400,5.829824
311,15,15,6479502.3233,4437.6877,3.164087,0.016917,3.439252,6.335676
312,15,15,6479503.2898,4437.6877,3.164087,0.009952,3.317720,6.214146
313,15,15,6479508.9521,4437.6877,3.164088,0.038410,3.637573,6.533997
314,15,15,6479525.4432,4437.6877,3.164089,0.001569,3.203150,6.099582
315,15,15,6479581.5486,4437.6877,3.164093,0.000200,2.401933,5.298354
316,15,15,6479586.2540,4437.6877,3.164093,0.000155,2.335533,5.231954
317,15,15,6479643.6719,4437.6877,3.164097,0.000000,0.000000,0.000000
318,15,15,6479657.2610,4437.6877,3.164098,-0.000000,0.000000,0.000000
319,15,15,6479665.6403,4437.6877,3.164098,0.000000,0.000000,0.000000
320,15,15,6479690.5596,4437.6877,3.164100,0.000000,-0.000000,0.000000
321,15,15,6479701.7804,4437.6877,3.164101,0.000882,2.684307,5.580748
322,15,15,6479707.1359,4437.6877,3.164101,-0.000000,-0.000000,-0.000000
323,15,15,6479719.0549,4437.6877,3.164102,0.009482,3.141068,6.037522
324,15,15,6479719.2909,4437.6877,3.164102,0.009273,3.141072,6.037525
325,15,15,6479723.4916,4437.6877,3.164102,0.001304,2.701551,5.598005
326,15,15,6479723.5760,4437.6877,3.164102,0.000105,2.251292,5.147720
327,15,15,6479745.4819,4437.6877,3.164104,-0.000000,-0.000000,0.000000
328,15,15,6479754.2091,4437.6877,3.164104,0.006147,3.105491,6.001935
329,15,15,6479761.3209,4437.6877,3.164105,0.000939,2.674697,5.571138
330,15,15,6479794.1193,4437.6877,3.164107,-0.000000,0.000000,0.000000
331,15,15,6479799.7574,4437.6877,3.164107,0.000000,0.000000,0.000000
332,15,15,6479806.9356,4437.6877,3.164108,0.000888,2.778502,5.674930
333,15,15,6479825.9795,4437.6877,3.164109,0.004491,3.179910,6.076329
334,15,15,6479864.7207,4437.6877,3.164112,0.005771,3.208470,6.104893
335,15,15,6479865.8385,4437.6877,3.164112,0.000000,0.000000,-0.000000
336,15,15,6479886.3535,4437.6877,3.164113,0.000000,0.000000,-0.000000
337,15,15,6479892.3522,4437.6877,3.164114,0.000000,0.000000,0.000000
338,15,15,6479905.0897,4437.6877,3.164114,0.000000,0.000000,0.000000
339,15,15,6479931.0194,4437.6877,3.164116,-0.000000,-0.000000,0.000000
340,15,15,6479936.2579,4437.6877,3.164116,0.000000,0.000000,0.000000
341,15,15,6479945.6107,4437.6877,3.164117,0.000000,0.000000,0.000000
342,15,15,6479947.9944,4437.6877,3.164117,-0.000000,0.000000,0.000000
343,15,15,6479949.5035,4437.6877,3.164117,0.000000,0.000000,0.000000
344,15,15,6479953.3477,4437.6877,3.164118,0.000000,0.000000,0.000000
345,15,15,6479960.9384,4437.6877,3.164118,0.000000,0.000000,0.000000
346,15,15,6479964.1362,4437.6877,3.164118,-0.000000,-0.000000,-0.000000
347,15,15,6479966.8028,4437.6877,3.164119,0.000000,0.000000,0.000000
348,15,15,6479973.5077,4437.6877,3.164119,0.000000,0.000000,0.000000
349,15,15,6479984.2158,4437.6877,3.164120,-0.000000,-0.000000,-0.000000
350,15,15,6479985.4000,4437.6877,3.164120,0.000000,0.000000,0.000000
351,15,15,6480003.1139,4437.6877,3.164121,-0.000000,-0.000000,0.000000
352,15,15,6480004.9338,4437.6877,3.164121,0.000000,0.000000,0.000000
353,15,15,6480012.2954,4437.6877,3.164122,0.000000,0.000000,0.000000
354,15,15,6480072.4528,4437.6877,3.164126,-0.000000,0.000000,0.000000
355,15,15,6480082.4952,4437.6877,3.164126,-0.000000,-0.000000,-0.000000
356,15,15,6480105.8123,4437.6877,3.164128,-0.000000,-0.000000,0.000000
