mode_rank,matched_m,matched_n,w_h_FEM,w_h_exact,log10_Error_w_h,log10_Error_L2_w,log10_Error_L2_phi
1,1,1,19.3550,19.7390,-1.711034,-2.197176,-1.746746
2,2,1,48.4941,49.3476,-1.762059,-0.150432,-0.150298
3,2,1,48.7351,49.3476,-1.906164,-0.150476,-0.150377
4,2,2,76.6934,78.9557,-1.542836,-1.189239,-1.106496
5,1,3,97.6341,98.6942,-1.968942,-0.135082,-0.135766
6,1,3,97.7065,98.6942,-1.999642,-0.150075,-0.149867
7,2,3,123.4465,128.3018,-1.422015,-0.140391,-0.138589
8,2,3,125.3635,128.3018,-1.640134,-0.149888,-0.149565
9,1,4,166.2054,167.7781,-2.028101,-0.149663,-0.149441
10,1,4,166.4151,167.7781,-2.090245,-0.148961,-0.148676
11,4,1,169.6791,167.7781,-1.945758,0.028888,0.028837
12,4,2,191.2172,197.3849,-1.505190,-0.149776,-0.149720
13,4,2,191.9004,197.3849,-1.556177,-0.146200,-0.146038
14,4,3,230.1376,246.7289,-1.172340,-0.139773,-0.136469
15,4,3,237.4300,246.7289,-1.423791,-0.146253,-0.145667
16,5,1,254.2496,256.5976,-2.038565,-0.139079,-0.138379
17,5,1,254.2964,256.5976,-2.047305,-0.144324,-0.144299
18,1,5,260.9075,256.5976,-1.774778,0.005320,-0.002742
19,1,5,260.9351,256.5976,-1.772013,0.012035,0.001588
20,2,5,277.2371,286.2034,-1.504060,-0.144759,-0.143677
21,2,5,278.3015,286.2034,-1.558945,-0.146491,-0.145529
22,5,2,291.4503,286.2034,-1.736772,0.032310,0.031271
23,4,4,313.8041,315.8089,-2.197337,0.013463,0.002148
24,4,4,314.0440,315.8089,-2.252702,0.008214,0.001283
25,4,4,315.2236,315.8089,-2.732013,0.012509,0.011953
26,4,4,318.9808,315.8089,-1.998109,-0.008480,-0.011906
27,3,5,340.1697,335.5458,-1.860743,0.005412,0.001029
28,3,5,341.2392,335.5458,-1.770378,-0.000945,-0.001077
29,6,1,359.5525,365.1508,-1.814422,-0.033252,-0.033118
30,6,1,360.0679,365.1508,-1.856362,-0.100621,-0.100588
31,6,1,361.2929,365.1508,-1.976126,-0.052123,-0.053016
32,1,6,372.6400,365.1508,-1.688033,-0.001593,-0.010079
33,1,6,374.6162,365.1508,-1.586333,0.001564,0.000360
34,1,6,377.6785,365.1508,-1.464598,0.009327,0.008150
35,2,6,380.9847,394.7554,-1.457372,-0.064223,-0.062994
36,2,6,381.2581,394.7554,-1.466080,-0.084858,-0.083627
37,2,6,393.4302,394.7554,-2.474052,0.017913,0.012731
38,6,2,398.8384,394.7554,-1.985351,0.007201,0.002017
39,4,5,415.0138,404.6236,-1.590426,0.011305,0.010941
40,4,5,416.5094,404.6236,-1.532023,-0.011353,-0.012664
41,4,5,423.2624,404.6236,-1.336632,0.001873,0.000432
42,6,3,426.3870,444.0958,-1.399287,0.020261,0.018136
43,6,3,433.3520,444.0958,-1.616317,0.006031,0.003774
44,6,3,439.9735,444.0958,-2.032334,0.017413,0.012438
45,6,3,442.0571,444.0958,-2.338123,0.008697,0.003442
46,3,6,450.1816,444.0958,-1.863162,0.006580,0.001646
47,3,6,453.2554,444.0958,-1.685601,0.014102,0.000192
48,3,6,456.1496,444.0958,-1.566354,0.009934,0.001266
49,3,6,460.9741,444.0958,-1.420148,0.065989,0.062237
50,7,1,470.5527,493.4353,-1.333725,-0.001575,-0.001542
51,7,1,479.8888,493.4353,-1.561404,0.003583,0.000910
52,7,1,482.1683,493.4353,-1.641424,-0.006526,-0.008566
53,7,1,483.9519,493.4353,-1.716268,-0.146282,-0.146531
54,7,1,485.0524,493.4353,-1.769835,-0.122838,-0.124155
55,7,1,492.6925,493.4353,-2.822386,0.000476,0.000128
56,5,5,493.7494,493.4353,-3.196168,0.022497,0.011095
