mode_rank,matched_m,matched_n,w_h_FEM,w_h_exact,log10_Error_w_h,log10_Error_L2_w,log10_Error_L2_phi
1,1,1,19.8129,19.7390,-2.426773,-2.247136,-2.547357
2,1,2,49.9944,49.3476,-1.882456,-0.150472,-0.150494
3,1,2,49.9944,49.3476,-1.882454,-0.150473,-0.150495
4,2,2,79.9696,78.9557,-1.891367,-1.651019,-1.680032
5,3,1,102.1669,98.6942,-1.453633,-0.150343,-0.150498
6,3,1,102.1670,98.6942,-1.453622,-0.126378,-0.128439
7,3,2,132.0121,128.3018,-1.538825,-0.150212,-0.150400
8,3,2,132.0121,128.3018,-1.538824,-0.150211,-0.150400
9,3,3,179.0068,177.6471,-2.116090,0.002018,0.002082
10,3,3,179.0068,177.6471,-2.116088,0.002017,0.002082
11,3,3,183.8753,177.6471,-1.455191,-1.300829,-1.599581
12,2,4,208.4923,197.3849,-1.249701,-0.148874,-0.146627
13,2,4,208.4951,197.3849,-1.249594,-0.149878,-0.150305
14,1,5,259.8572,256.5976,-1.896079,0.013858,0.014402
15,1,5,259.8572,256.5976,-1.896079,0.013858,0.014402
16,2,5,285.1091,286.2034,-2.417522,0.003167,0.003279
17,2,5,285.1092,286.2034,-2.417557,0.004268,0.004420
18,4,4,314.4135,315.8089,-2.354716,0.007602,0.007864
19,4,4,314.4135,315.8089,-2.354717,0.007602,0.007864
20,5,3,335.0298,335.5458,-2.813166,0.105913,0.108715
21,1,6,365.4309,365.1508,-3.115078,0.009806,0.010198
22,1,6,365.4316,365.1508,-3.114075,0.065040,0.067323
23,6,3,426.7568,444.0958,-1.408452,0.039395,0.040111
24,6,3,426.7568,444.0958,-1.408452,0.039395,0.040111
25,6,3,439.8754,444.0958,-2.022120,0.043238,0.044626
26,6,3,439.8754,444.0958,-2.022120,0.043238,0.044626
27,3,6,455.5103,444.0958,-1.590021,0.056822,0.061197
28,3,6,455.5136,444.0958,-1.589894,0.049505,0.053383
29,6,4,505.6396,513.1708,-1.833396,0.004409,0.004607
30,6,4,505.6396,513.1708,-1.833396,0.004409,0.004607
