mode_rank,matched_m,matched_n,w_h_FEM,w_h_exact,log10_Error_w_h,log10_Error_L2_w,log10_Error_L2_phi
1,1,1,19.7861,19.7390,-2.622572,-2.431975,-2.729853
2,1,2,49.7683,49.3476,-2.069239,-0.150496,-0.150506
3,1,2,49.7683,49.3476,-2.069219,-0.150497,-0.150506
4,2,2,79.6169,78.9557,-2.077052,-1.833955,-1.862344
5,3,1,100.9435,98.6942,-1.642249,-0.150441,-0.150508
6,3,1,100.9436,98.6942,-1.642231,-0.132820,-0.134084
7,3,2,130.7067,128.3018,-1.727146,-0.150386,-0.150466
8,3,2,130.7067,128.3018,-1.727146,-0.150386,-0.150466
9,3,3,174.9957,177.6471,-1.826084,0.004151,0.004153
10,3,3,174.9957,177.6471,-1.826084,0.004151,0.004153
11,3,3,181.6781,177.6471,-1.644141,-1.479958,-1.777208
12,2,4,204.5337,197.3849,-1.441083,-0.146147,-0.147351
13,2,4,204.5347,197.3849,-1.441022,-0.150202,-0.150413
14,5,1,255.1950,256.5976,-2.262329,0.012265,0.012408
15,5,1,255.1950,256.5976,-2.262329,0.012265,0.012408
16,2,5,274.7150,286.2034,-1.396414,0.002191,0.002155
17,2,5,274.7151,286.2034,-1.396418,0.002861,0.002815
18,4,4,304.1373,315.8089,-1.432293,0.003797,0.003748
19,4,4,304.1373,315.8089,-1.432293,0.003797,0.003748
20,5,3,328.2186,335.5458,-1.660817,0.003167,0.003167
21,6,1,354.5789,365.1508,-1.538322,0.020720,0.020630
22,6,1,354.5797,365.1508,-1.538354,0.098795,0.098432
23,5,4,403.7344,404.6236,-2.658088,0.011729,0.012130
24,5,4,403.7344,404.6236,-2.658088,0.011729,0.012130
25,6,3,427.1625,444.0958,-1.418736,0.055039,0.054519
26,6,3,427.1625,444.0958,-1.418736,0.055039,0.054519
27,6,3,432.8265,444.0958,-1.595581,0.077887,0.078607
28,6,3,432.8277,444.0958,-1.595628,0.051031,0.051532
29,7,1,482.7411,493.4353,-1.664084,0.048881,0.049529
30,7,1,482.7411,493.4353,-1.664084,0.048881,0.049529
31,7,2,525.6214,523.0386,-2.306443,0.039545,0.040929
32,7,3,554.5507,572.3766,-1.506630,0.050399,0.050731
33,7,3,554.5544,572.3766,-1.506721,0.044776,0.045074
34,7,3,567.3208,572.3766,-2.053893,0.072594,0.075297
35,7,3,567.3209,572.3766,-2.053902,0.017546,0.018288
36,5,6,596.2185,601.9790,-2.019119,0.033389,0.034709
37,5,6,596.2185,601.9790,-2.019119,0.033389,0.034709
38,4,7,645.7787,641.4484,-2.170637,0.007855,0.008311
39,4,7,645.7796,641.4484,-2.170549,0.038891,0.040991
40,4,7,652.1272,641.4484,-1.778638,0.052711,0.055530
41,4,7,652.1272,641.4484,-1.778638,0.052711,0.055530
42,3,8,716.9864,720.3854,-2.326225,0.000478,0.000501
43,3,8,716.9864,720.3854,-2.326225,0.000478,0.000501
44,8,4,772.2660,789.4533,-1.662117,0.048911,0.051110
45,8,4,772.2660,789.4533,-1.662117,0.048911,0.051110
46,8,4,777.3632,789.4533,-1.814895,0.000353,0.000365
47,1,9,800.6977,809.1867,-1.979191,0.032653,0.034526
48,1,9,800.6991,809.1867,-1.979260,0.018185,0.019265
49,9,1,813.7758,809.1867,-2.246327,0.001801,0.001912
50,9,1,813.7778,809.1867,-2.246133,0.021088,0.022320
51,6,7,849.4844,838.7865,-1.894354,0.012034,0.013041
52,6,7,849.4844,838.7865,-1.894354,0.012034,0.013041
53,9,3,919.5709,888.1188,-1.450823,0.000000,-0.000000
54,9,3,919.5755,888.1188,-1.450759,0.015459,0.017111
55,9,4,937.7677,957.1826,-1.692859,0.000463,0.000482
56,9,4,937.7677,957.1826,-1.692859,0.000463,0.000482
57,10,2,1014.9553,1026.2445,-1.958586,0.022685,0.024029
58,10,2,1014.9553,1026.2445,-1.958586,0.022685,0.024029
59,2,10,1028.0918,1026.2445,-2.744715,0.013837,0.015197
60,2,10,1028.0919,1026.2445,-2.744689,0.022535,0.024702
61,9,5,1056.2169,1045.9762,-2.009191,0.067726,0.074017
62,9,5,1056.2169,1045.9762,-2.009191,0.067726,0.074017
63,7,8,1096.8324,1115.0359,-1.787136,0.127669,0.132757
64,7,8,1104.4630,1115.0359,-2.023096,-0.000000,-0.000000
65,7,8,1104.4639,1115.0359,-2.023134,0.024891,0.026935
66,10,4,1137.0464,1144.6323,-2.178654,0.056626,0.060196
67,10,4,1137.0549,1144.6323,-2.179143,0.028979,0.030929
68,6,9,1173.6953,1154.4978,-1.779148,0.042702,0.047116
69,6,9,1173.6953,1154.4978,-1.779148,0.042702,0.047116
70,8,8,1267.9192,1263.0150,-2.410842,0.028371,0.031063
71,8,8,1267.9215,1263.0150,-2.410633,0.019493,0.021383
72,9,7,1294.0033,1282.7449,-2.056666,0.039952,0.043422
73,9,7,1294.0033,1282.7449,-2.056666,0.039952,0.043422
74,4,11,1347.3734,1351.7986,-2.484979,0.043465,0.048501
75,4,11,1347.3734,1351.7986,-2.484979,0.043465,0.048501
76,11,4,1374.8539,1351.7986,-1.768141,0.071149,0.080155
77,11,4,1374.8554,1351.7986,-1.768112,0.001648,0.001897
78,11,4,1388.3044,1351.7986,-1.568550,0.034555,0.038687
79,11,4,1388.3044,1351.7986,-1.568550,0.034555,0.038687
80,12,1,1422.0162,1430.7149,-2.216099,0.009049,0.010146
81,12,1,1422.0162,1430.7149,-2.216099,0.009049,0.010146
82,7,10,1488.2604,1470.1722,-1.909973,0.008733,0.009699
83,7,10,1489.6724,1470.1722,-1.877329,-0.000000,0.000000
84,7,10,1489.6778,1470.1722,-1.877209,0.000000,0.000000
85,6,11,1543.2255,1549.0851,-2.422211,0.050614,0.055159
86,6,11,1543.2296,1549.0851,-2.422515,0.017496,0.019199
87,4,12,1581.8485,1578.6768,-2.697005,0.059515,0.066285
88,4,12,1581.8485,1578.6768,-2.697005,0.059515,0.066285
89,2,13,1699.5075,1706.9039,-2.363189,0.066120,0.073237
90,2,13,1699.5176,1706.9039,-2.363784,0.006747,0.007588
91,13,3,1734.4988,1756.2204,-1.907686,0.012064,0.013269
92,13,3,1734.4988,1756.2204,-1.907686,0.012064,0.013269
93,13,3,1747.8715,1756.2204,-2.322951,0.060260,0.069043
94,13,3,1747.8716,1756.2204,-2.322956,0.049041,0.056392
95,6,12,1774.9008,1775.9468,-3.229910,0.013830,0.016152
96,6,12,1774.9008,1775.9468,-3.229910,0.013830,0.016152
97,13,4,1821.2815,1825.2620,-2.661385,0.012951,0.015087
98,13,4,1821.2824,1825.2620,-2.661484,0.000404,0.000473
99,8,11,1851.2068,1825.2620,-1.847276,0.062151,0.070183
100,8,11,1851.2068,1825.2620,-1.847276,0.062151,0.070183
101,7,12,1887.7342,1904.1646,-2.064058,0.000000,-0.000000
102,7,12,1887.7342,1904.1646,-2.064058,-0.000000,-0.000000
103,2,14,1977.5265,1973.2024,-2.659273,0.008355,0.009452
104,2,14,1978.2732,1973.2024,-2.590095,0.000000,0.000000
105,2,14,1978.2757,1973.2024,-2.589885,0.045346,0.052332
106,8,12,2038.1756,2052.1006,-2.168403,0.013134,0.014804
107,8,12,2038.1895,2052.1006,-2.168836,0.049037,0.055022
108,4,14,2093.5963,2091.5489,-3.009257,0.001227,0.001438
109,4,14,2093.5963,2091.5489,-3.009257,0.001227,0.001438
110,1,15,2242.4002,2229.6132,-2.241464,0.001050,0.001238
111,1,15,2242.4048,2229.6132,-2.241307,0.022358,0.026136
112,15,2,2254.1232,2259.1975,-2.648572,0.020970,0.025507
113,15,2,2254.1232,2259.1975,-2.648572,0.020970,0.025507
114,14,6,2276.4311,2288.7815,-2.267921,0.025296,0.028842
115,14,6,2276.4311,2288.7815,-2.267921,0.025296,0.028842
116,14,6,2280.2766,2288.7815,-2.429933,0.038149,0.045933
117,14,6,2280.2781,2288.7815,-2.430012,-0.000000,0.000000
118,3,15,2325.1787,2308.5040,-2.141273,0.018346,0.022499
119,3,15,2325.1787,2308.5040,-2.141273,0.018346,0.022499
120,11,11,2389.4659,2387.3925,-3.061227,0.030402,0.036798
121,11,11,2389.4714,2387.3925,-3.060094,0.006383,0.007817
122,7,14,2425.2522,2416.9751,-2.465393,0.032611,0.038075
123,7,14,2425.2522,2416.9751,-2.465393,0.032611,0.038075
124,9,13,2477.1525,2466.2787,-2.355658,0.034719,0.042017
125,9,13,2477.1525,2466.2787,-2.355658,0.034719,0.042017
126,8,14,2568.7817,2564.8831,-2.818169,0.058785,0.067798
127,6,15,2588.6705,2574.7434,-2.266872,0.066736,0.079671
128,6,15,2588.6799,2574.7434,-2.266579,0.032451,0.039332
129,10,13,2658.7511,2653.6241,-2.713980,0.042510,0.049739
130,10,13,2658.7582,2653.6241,-2.713377,0.023209,0.027360
131,9,14,2732.8388,2732.5026,-3.909905,0.047758,0.057226
132,9,14,2732.8388,2732.5026,-3.909905,0.047758,0.057226
133,14,10,2902.2263,2919.8296,-2.219763,0.000000,0.000000
134,14,10,2902.2264,2919.8296,-2.219766,0.000000,0.000000
135,14,10,2909.5365,2919.8296,-2.452808,0.046439,0.055650
136,14,10,2909.5459,2919.8296,-2.453207,0.040854,0.049075
137,10,14,2927.7659,2919.8296,-2.565741,0.004358,0.005689
138,10,14,2927.7659,2919.8296,-2.565741,0.004358,0.005689
139,10,14,2944.2310,2919.8296,-2.077943,0.033344,0.039912
140,10,14,2944.2310,2919.8296,-2.077943,0.033344,0.039912
141,9,15,2971.6160,3018.4176,-1.809519,0.006866,0.008774
142,9,15,2971.6170,3018.4176,-1.809527,0.011099,0.014145
143,15,9,3034.2881,3018.4176,-2.279190,-0.000000,-0.000000
144,15,9,3034.2881,3018.4176,-2.279190,-0.000000,-0.000000
145,14,11,3119.7939,3126.8603,-2.645908,0.000000,0.000000
146,14,11,3119.7965,3126.8603,-2.646068,0.012783,0.016424
147,11,14,3135.8646,3126.8603,-2.540657,0.000000,0.000000
148,11,14,3135.8646,3126.8603,-2.540657,0.000000,-0.000000
149,15,10,3228.2091,3205.7250,-2.154050,0.031091,0.039775
150,15,10,3228.2091,3205.7250,-2.154050,0.031091,0.039775
151,13,13,3312.2735,3333.8752,-2.188462,0.059068,0.070286
152,12,14,3368.4950,3353.5900,-2.352178,0.028257,0.036092
153,12,14,3368.5003,3353.5900,-2.352024,0.045085,0.057009
154,11,15,3411.5923,3412.7338,-3.475612,0.026656,0.032818
155,11,15,3411.5961,3412.7338,-3.477061,0.042460,0.051867
156,14,13,3539.6710,3600.0139,-1.775678,0.033147,0.041293
157,14,13,3539.6710,3600.0139,-1.775678,0.033147,0.041293
158,12,15,3746.0589,3639.4397,-1.533199,0.008197,0.011793
159,12,15,3746.0589,3639.4397,-1.533199,0.008197,0.011793
160,14,14,3759.4065,3866.1266,-1.559030,0.027936,0.034758
161,14,14,3759.4158,3866.1266,-1.559068,0.031730,0.039397
162,14,14,3768.7229,3866.1266,-1.598701,0.023331,0.028539
163,14,14,3768.7229,3866.1266,-1.598701,0.023331,0.028539
164,14,14,3770.4570,3866.1266,-1.606502,0.039395,0.052444
165,14,14,3770.4575,3866.1266,-1.606505,0.037228,0.049560
166,14,14,3812.3786,3866.1266,-1.856914,0.037948,0.051004
167,14,14,3812.3786,3866.1266,-1.856914,0.037948,0.051004
168,14,14,3872.2007,3866.1266,-2.803795,0.037698,0.051301
169,14,14,3872.2012,3866.1266,-2.803759,0.035254,0.048234
170,13,15,3953.9343,3885.8376,-1.756358,0.027283,0.037909
171,13,15,3953.9343,3885.8376,-1.756358,0.027283,0.037909
172,15,14,4025.5688,4151.9222,-1.516662,0.020459,0.025671
173,15,14,4025.5688,4151.9222,-1.516662,0.020459,0.025671
174,15,14,4057.2582,4151.9222,-1.642065,0.042665,0.056376
175,15,14,4057.2637,4151.9222,-1.642090,0.043066,0.056890
176,14,15,4191.2652,4151.9222,-2.023382,0.033725,0.046153
177,14,15,4191.2652,4151.9222,-2.023382,0.033725,0.046153
178,14,15,4209.8802,4151.9222,-1.855136,-0.000000,0.000000
179,15,15,4353.9826,4437.6877,-1.724405,0.002058,0.002809
180,15,15,4354.0118,4437.6877,-1.724557,0.006900,0.009379
181,15,15,4371.7586,4437.6877,-1.828079,0.015887,0.020531
182,15,15,4371.7750,4437.6877,-1.828187,0.028619,0.036682
183,15,15,4563.6235,4437.6877,-1.547008,0.020048,0.028199
184,15,15,4563.6235,4437.6877,-1.547008,0.020048,0.028199
185,15,15,4796.6798,4437.6877,-1.092072,0.015415,0.022215
186,15,15,4796.6798,4437.6877,-1.092072,0.015415,0.022215
