mode_rank,matched_m,matched_n,w_h_FEM,w_h_exact,log10_Error_w_h,log10_Error_L2_w,log10_Error_L2_phi,log10_Error_L2_Q
36,5,5,496.4809,493.4353,-2.209557,-0.003905,-0.003682,0.003766
37,15,15,51634.9222,4437.6877,1.026760,0.000000,0.000000,0.000000
38,15,15,51635.9511,4437.6877,1.026769,0.000000,0.000000,0.000000
39,15,15,51636.1254,4437.6877,1.026771,0.000000,0.000000,0.000000
40,15,15,51637.3936,4437.6877,1.026783,0.000000,0.000000,0.000000
41,15,15,51637.3989,4437.6877,1.026783,0.000000,0.000000,0.000000
42,15,15,51647.5674,4437.6877,1.026876,0.000000,0.000000,0.000000
43,15,15,51648.8276,4437.6877,1.026888,0.000000,0.000000,0.000000
44,15,15,51653.7083,4437.6877,1.026933,0.000000,0.000000,0.000000
45,15,15,51653.7465,4437.6877,1.026933,0.000000,0.000000,0.000000
46,15,15,51677.9319,4437.6877,1.027155,0.000000,0.000000,0.000000
47,15,15,51678.4810,4437.6877,1.027160,0.000000,0.000000,0.000000
48,15,15,51742.2844,4437.6877,1.027747,0.000000,0.000000,0.000000
49,15,15,51798.4798,4437.6877,1.028262,0.000000,0.000000,0.000000
50,15,15,51799.4718,4437.6877,1.028271,0.000000,0.000000,0.000000
51,15,15,51799.4729,4437.6877,1.028271,0.000000,0.000000,0.000000
52,15,15,51800.9260,4437.6877,1.028285,0.000000,0.000000,0.000000
53,15,15,51801.0102,4437.6877,1.028285,0.000000,-0.000000,-0.000000
54,15,15,51811.0857,4437.6877,1.028378,0.000000,0.000000,0.000000
55,15,15,51811.1024,4437.6877,1.028378,0.000000,0.000000,0.000000
56,15,15,51819.0004,4437.6877,1.028450,0.000000,0.000000,0.000000
57,15,15,51822.1530,4437.6877,1.028479,0.000000,0.000000,0.000000
58,15,15,51869.4518,4437.6877,1.028913,0.000000,0.000000,0.000000
59,15,15,51870.2016,4437.6877,1.028919,0.000000,0.000000,0.000000
60,15,15,51912.3489,4437.6877,1.029305,0.000000,0.000000,0.000000
61,15,15,72344.0482,4437.6877,1.184754,0.000000,0.000000,0.000000
62,15,15,72453.2592,4437.6877,1.185452,0.000000,0.000000,0.000000
63,15,15,72455.0453,4437.6877,1.185463,0.000000,0.000000,0.000000
64,15,15,72564.0237,4437.6877,1.186158,0.000000,0.000000,0.000000
65,15,15,6469307.5613,4437.6877,3.163403,0.003958,3.890580,6.786341
66,15,15,6469331.9208,4437.6877,3.163405,0.000000,0.000000,0.000000
67,15,15,6469365.8185,4437.6877,3.163407,0.000000,0.000000,0.000000
68,15,15,6469369.1851,4437.6877,3.163407,0.000000,0.000000,0.000000
69,15,15,6469631.2376,4437.6877,3.163425,0.000000,0.000000,0.000000
70,15,15,6469683.9277,4437.6877,3.163428,0.005404,3.994554,6.890328
71,15,15,6469704.0538,4437.6877,3.163430,0.003414,3.400736,6.296512
72,15,15,6469717.1642,4437.6877,3.163431,0.005893,3.232783,6.128562
73,15,15,6472635.4691,4437.6877,3.163627,0.002232,3.674119,6.570099
74,15,15,6472656.5276,4437.6877,3.163628,0.007026,3.673005,6.568987
75,15,15,6472656.9527,4437.6877,3.163628,0.000000,0.000000,0.000000
76,15,15,6472689.7758,4437.6877,3.163630,0.000000,0.000000,0.000000
77,15,15,6472785.6630,4437.6877,3.163637,0.004648,3.633451,6.529444
78,15,15,6472789.3792,4437.6877,3.163637,0.003539,3.494653,6.390646
79,15,15,6472797.6884,4437.6877,3.163637,0.000286,3.059957,5.955949
80,15,15,6472804.0754,4437.6877,3.163638,0.003286,3.466710,6.362705
81,15,15,6473186.6389,4437.6877,3.163664,0.003092,3.740645,6.636658
82,15,15,6473197.1929,4437.6877,3.163664,0.005094,3.644588,6.540603
83,15,15,6473245.3875,4437.6877,3.163668,0.002658,3.172494,6.068512
84,15,15,6473254.3291,4437.6877,3.163668,0.003340,3.195616,6.091636
85,15,15,6473319.3784,4437.6877,3.163672,0.000000,-0.000000,0.000000
86,15,15,6473337.3095,4437.6877,3.163674,0.003402,3.525226,6.421252
87,15,15,6473368.4622,4437.6877,3.163676,0.002508,3.312037,6.208064
88,15,15,6473376.1221,4437.6877,3.163676,0.007150,3.512907,6.408935
89,15,15,6474626.5361,4437.6877,3.163760,0.000531,3.514392,6.410512
90,15,15,6474630.0266,4437.6877,3.163760,0.000000,0.000000,0.000000
91,15,15,6474681.6955,4437.6877,3.163764,0.000000,0.000000,0.000000
92,15,15,6474687.4279,4437.6877,3.163764,0.000000,0.000000,0.000000
93,15,15,6474779.5586,4437.6877,3.163770,0.000000,0.000000,0.000000
94,15,15,6474780.6999,4437.6877,3.163771,0.000000,0.000000,0.000000
95,15,15,6474808.6558,4437.6877,3.163772,0.000000,0.000000,0.000000
96,15,15,6474814.3739,4437.6877,3.163773,0.000000,0.000000,0.000000
97,15,15,6474914.5392,4437.6877,3.163780,0.016039,3.783902,6.680047
98,15,15,6474915.4386,4437.6877,3.163780,0.010916,3.634845,6.530988
99,15,15,6474944.6138,4437.6877,3.163782,0.003026,3.924394,6.820551
100,15,15,6474945.0780,4437.6877,3.163782,0.000650,3.646147,6.542304
101,15,15,6474947.0168,4437.6877,3.163782,0.000000,0.000000,0.000000
102,15,15,6474947.2600,4437.6877,3.163782,0.000000,0.000000,0.000000
103,15,15,6475039.6203,4437.6877,3.163788,0.000000,0.000000,0.000000
104,15,15,6475042.5260,4437.6877,3.163788,0.000000,0.000000,0.000000
105,15,15,6475085.1922,4437.6877,3.163791,0.004003,3.492173,6.388321
106,15,15,6475087.7103,4437.6877,3.163791,0.019830,3.813284,6.709432
107,15,15,6475109.3449,4437.6877,3.163793,0.004974,3.854071,6.750236
108,15,15,6475110.6892,4437.6877,3.163793,0.000000,0.000000,0.000000
109,15,15,6475115.0759,4437.6877,3.163793,0.000240,3.762158,6.658327
110,15,15,6475115.1332,4437.6877,3.163793,0.000303,3.796131,6.692300
111,15,15,6475210.9794,4437.6877,3.163799,0.000000,0.000000,0.000000
112,15,15,6475212.1230,4437.6877,3.163800,0.006061,3.637466,6.533625
113,15,15,6475220.5962,4437.6877,3.163800,0.000000,-0.000000,0.000000
114,15,15,6475223.2393,4437.6877,3.163800,0.015426,3.881612,6.777771
115,15,15,6475228.7073,4437.6877,3.163801,0.000000,-0.000000,-0.000000
116,15,15,6475253.7909,4437.6877,3.163802,0.013234,3.533532,6.429693
117,15,15,6475263.9674,4437.6877,3.163803,0.014535,3.517040,6.413202
118,15,15,6475302.1827,4437.6877,3.163806,0.000000,0.000000,0.000000
119,15,15,6475322.9357,4437.6877,3.163807,0.000000,0.000000,0.000000
120,15,15,6475355.0910,4437.6877,3.163809,0.000000,0.000000,0.000000
121,15,15,6475359.6743,4437.6877,3.163809,0.000252,2.949404,5.845572
122,15,15,6475372.6225,4437.6877,3.163810,0.000495,3.029153,5.925323
123,15,15,6475389.6218,4437.6877,3.163811,0.000649,2.883872,5.780039
124,15,15,6475416.2242,4437.6877,3.163813,0.000000,-0.000000,-0.000000
125,15,15,6475446.4624,4437.6877,3.163815,0.000000,-0.000000,-0.000000
126,15,15,6475453.8908,4437.6877,3.163816,0.000000,0.000000,0.000000
127,15,15,6475467.4110,4437.6877,3.163817,0.004655,3.168920,6.065100
128,15,15,6475470.6109,4437.6877,3.163817,0.001023,2.901405,5.797585
129,15,15,6475472.3494,4437.6877,3.163817,0.020913,3.485034,6.381217
130,15,15,6475473.0348,4437.6877,3.163817,0.022907,3.509227,6.405409
131,15,15,6475510.9486,4437.6877,3.163820,0.002521,3.356395,6.252570
132,15,15,6475530.7686,4437.6877,3.163821,-0.000318,2.729925,5.626097
133,15,15,6475581.8997,4437.6877,3.163824,0.000000,0.000000,-0.000000
134,15,15,6475585.5663,4437.6877,3.163825,0.000000,0.000000,0.000000
135,15,15,6475642.9947,4437.6877,3.163828,0.000000,0.000000,0.000000
136,15,15,6475647.4388,4437.6877,3.163829,0.000000,0.000000,0.000000
137,15,15,6475925.6543,4437.6877,3.163847,0.003706,3.487158,6.383356
138,15,15,6475952.4692,4437.6877,3.163849,0.000000,0.000000,0.000000
139,15,15,6476330.6630,4437.6877,3.163875,0.000000,0.000000,0.000000
140,15,15,6476383.1768,4437.6877,3.163878,0.000000,0.000000,0.000000
141,15,15,6476545.5142,4437.6877,3.163889,0.004611,3.549479,6.445715
142,15,15,6476606.2674,4437.6877,3.163893,0.000365,2.854666,5.750905
143,15,15,6477015.1953,4437.6877,3.163921,0.011064,3.792007,6.688283
144,15,15,6477030.6844,4437.6877,3.163922,0.000483,2.931087,5.827364
145,15,15,6477899.3437,4437.6877,3.163980,0.004759,3.895706,6.792042
146,15,15,6477908.1356,4437.6877,3.163980,0.000000,0.000000,0.000000
147,15,15,6477946.8356,4437.6877,3.163983,0.000000,0.000000,0.000000
148,15,15,6477980.1387,4437.6877,3.163985,0.000000,0.000000,0.000000
149,15,15,6478109.8843,4437.6877,3.163994,0.005556,3.875468,6.771830
150,15,15,6478114.6025,4437.6877,3.163994,0.000000,0.000000,0.000000
151,15,15,6478181.7012,4437.6877,3.163999,0.000000,0.000000,0.000000
152,15,15,6478181.7358,4437.6877,3.163999,0.000000,0.000000,0.000000
153,15,15,6478184.8864,4437.6877,3.163999,0.000000,0.000000,0.000000
154,15,15,6478197.6873,4437.6877,3.164000,0.000000,-0.000000,-0.000000
155,15,15,6478265.1414,4437.6877,3.164004,0.001512,3.397341,6.293705
156,15,15,6478287.7508,4437.6877,3.164006,0.000000,0.000000,0.000000
157,15,15,6478343.6918,4437.6877,3.164010,0.000000,0.000000,-0.000000
158,15,15,6478364.8415,4437.6877,3.164011,0.000000,0.000000,0.000000
159,15,15,6478425.8394,4437.6877,3.164015,0.000000,0.000000,0.000000
160,15,15,6478473.0260,4437.6877,3.164018,0.014375,3.738505,6.634882
161,15,15,6478477.6164,4437.6877,3.164019,0.000000,0.000000,0.000000
162,15,15,6478482.4934,4437.6877,3.164019,0.054689,4.043766,6.940143
163,15,15,6478482.6402,4437.6877,3.164019,0.050139,4.019074,6.915451
164,15,15,6478492.2783,4437.6877,3.164020,0.026372,3.943789,6.840166
165,15,15,6478492.5678,4437.6877,3.164020,0.022742,3.908294,6.804671
166,15,15,6478526.5050,4437.6877,3.164022,0.000000,0.000000,0.000000
167,15,15,6478557.6206,4437.6877,3.164024,0.002160,3.238862,6.135240
168,15,15,6478558.0816,4437.6877,3.164024,0.000000,0.000000,0.000000
169,15,15,6478571.7970,4437.6877,3.164025,0.002729,3.272457,6.168837
170,15,15,6478586.9672,4437.6877,3.164026,0.000000,0.000000,0.000000
171,15,15,6478591.9696,4437.6877,3.164026,0.000329,2.667369,5.563751
172,15,15,6478642.0258,4437.6877,3.164030,0.000000,0.000000,0.000000
173,15,15,6478749.4027,4437.6877,3.164037,0.000000,0.000000,0.000000
174,15,15,6478760.0129,4437.6877,3.164038,0.000953,3.183826,6.080228
175,15,15,6478788.4724,4437.6877,3.164039,0.000000,-0.000000,0.000000
176,15,15,6478792.9658,4437.6877,3.164040,0.000000,0.000000,0.000000
177,15,15,6478809.4718,4437.6877,3.164041,0.000000,0.000000,0.000000
178,15,15,6478811.4308,4437.6877,3.164041,0.000000,0.000000,0.000000
179,15,15,6478893.4823,4437.6877,3.164047,0.006205,3.342483,6.238891
180,15,15,6478903.4749,4437.6877,3.164047,0.000000,0.000000,0.000000
181,15,15,6478937.0716,4437.6877,3.164049,0.002851,3.381824,6.278239
182,15,15,6478987.8613,4437.6877,3.164053,0.000000,0.000000,0.000000
183,15,15,6479067.8139,4437.6877,3.164058,0.013204,3.472926,6.369351
184,15,15,6479068.7374,4437.6877,3.164058,0.001085,2.919638,5.816062
185,15,15,6479068.8457,4437.6877,3.164058,0.008180,3.352972,6.249398
186,15,15,6479069.4779,4437.6877,3.164058,0.017848,3.528137,6.424562
187,15,15,6479075.2461,4437.6877,3.164059,0.000000,0.000000,0.000000
188,15,15,6479091.2561,4437.6877,3.164060,0.000251,2.724925,5.621343
189,15,15,6479110.3162,4437.6877,3.164061,0.000000,0.000000,0.000000
190,15,15,6479121.8324,4437.6877,3.164062,0.000000,0.000000,0.000000
191,15,15,6479157.7120,4437.6877,3.164064,0.000000,0.000000,0.000000
192,15,15,6479159.4198,4437.6877,3.164064,0.000000,0.000000,0.000000
193,15,15,6479966.6685,4437.6877,3.164119,0.000000,0.000000,0.000000
194,15,15,6479967.2179,4437.6877,3.164119,0.000000,0.000000,0.000000
195,15,15,6480139.5256,4437.6877,3.164130,0.000000,-0.000000,0.000000
196,15,15,6480198.9841,4437.6877,3.164134,0.000000,0.000000,0.000000
197,15,15,6480231.6285,4437.6877,3.164136,0.000000,0.000000,0.000000
198,15,15,6480239.9167,4437.6877,3.164137,0.000000,-0.000000,0.000000
199,15,15,6480242.8269,4437.6877,3.164137,0.000000,0.000000,0.000000
200,15,15,6480250.0459,4437.6877,3.164138,0.000000,0.000000,0.000000
201,15,15,6480251.1061,4437.6877,3.164138,0.000000,-0.000000,0.000000
202,15,15,6480307.6279,4437.6877,3.164141,0.000000,0.000000,0.000000
203,15,15,6480380.5912,4437.6877,3.164146,0.000000,0.000000,0.000000
204,15,15,6480449.1182,4437.6877,3.164151,0.004311,3.653763,6.550278
205,15,15,6480462.1464,4437.6877,3.164152,0.000000,0.000000,-0.000000
206,15,15,6480483.0285,4437.6877,3.164153,0.000000,0.000000,0.000000
207,15,15,6480485.2937,4437.6877,3.164153,0.000870,3.102267,5.998784
208,15,15,6480495.2860,4437.6877,3.164154,0.000000,-0.000000,0.000000
209,15,15,6480496.6213,4437.6877,3.164154,0.000606,2.962608,5.859131
210,15,15,6480498.4402,4437.6877,3.164154,0.000000,0.000000,0.000000
211,15,15,6480502.5694,4437.6877,3.164154,0.000000,0.000000,0.000000
212,15,15,6480504.3896,4437.6877,3.164155,0.000000,0.000000,0.000000
213,15,15,6480508.0754,4437.6877,3.164155,0.000000,0.000000,0.000000
214,15,15,6480515.1755,4437.6877,3.164155,0.000000,0.000000,0.000000
215,15,15,6480561.6076,4437.6877,3.164158,0.000000,0.000000,0.000000
216,15,15,6480567.6505,4437.6877,3.164159,0.000000,0.000000,0.000000
217,15,15,6480578.1806,4437.6877,3.164160,0.000000,0.000000,0.000000
218,15,15,6480605.0570,4437.6877,3.164161,0.000000,0.000000,0.000000
219,15,15,6480613.4215,4437.6877,3.164162,0.000000,0.000000,0.000000
220,15,15,6480623.5496,4437.6877,3.164163,0.000000,0.000000,0.000000
221,15,15,6480692.9746,4437.6877,3.164167,0.000000,0.000000,0.000000
222,15,15,6480693.5348,4437.6877,3.164167,0.000000,0.000000,0.000000
223,15,15,6480697.2908,4437.6877,3.164168,0.000000,-0.000000,-0.000000
224,15,15,6480697.4923,4437.6877,3.164168,0.000000,0.000000,0.000000
225,15,15,6480700.9310,4437.6877,3.164168,0.001336,3.257642,6.154187
226,15,15,6480709.1865,4437.6877,3.164168,0.000000,0.000000,0.000000
227,15,15,6480709.5564,4437.6877,3.164168,0.000000,0.000000,0.000000
228,15,15,6480727.8321,4437.6877,3.164170,0.000609,2.743794,5.640336
229,15,15,6480739.6607,4437.6877,3.164170,0.000000,0.000000,0.000000
230,15,15,6480745.1555,4437.6877,3.164171,0.000000,0.000000,0.000000
231,15,15,6480748.6142,4437.6877,3.164171,0.000000,0.000000,0.000000
232,15,15,6480749.6696,4437.6877,3.164171,0.000000,0.000000,0.000000
233,15,15,6480750.0222,4437.6877,3.164171,0.000000,0.000000,0.000000
234,15,15,6480756.4036,4437.6877,3.164171,0.000000,0.000000,0.000000
235,15,15,6480756.5146,4437.6877,3.164171,0.000000,0.000000,0.000000
236,15,15,6480757.8507,4437.6877,3.164172,0.000000,0.000000,0.000000
237,15,15,6480762.8510,4437.6877,3.164172,0.000000,0.000000,-0.000000
238,15,15,6480778.5943,4437.6877,3.164173,0.000000,0.000000,0.000000
239,15,15,6480779.6792,4437.6877,3.164173,0.000000,0.000000,0.000000
240,15,15,6480780.6563,4437.6877,3.164173,0.000000,0.000000,0.000000
241,15,15,6480787.2904,4437.6877,3.164174,0.000000,0.000000,0.000000
242,15,15,6480787.3257,4437.6877,3.164174,0.000000,0.000000,0.000000
243,15,15,6480789.4955,4437.6877,3.164174,0.000000,0.000000,0.000000
244,15,15,6480811.7767,4437.6877,3.164175,0.000000,-0.000000,-0.000000
245,15,15,6480825.7360,4437.6877,3.164176,0.000000,0.000000,0.000000
246,15,15,6480833.4448,4437.6877,3.164177,0.000000,0.000000,0.000000
247,15,15,6480835.9642,4437.6877,3.164177,0.000000,0.000000,0.000000
248,15,15,6480859.3316,4437.6877,3.164178,0.000000,0.000000,0.000000
249,15,15,6480883.9419,4437.6877,3.164180,0.000000,-0.000000,-0.000000
250,15,15,6480893.4851,4437.6877,3.164181,0.005755,3.219730,6.116290
251,15,15,6480894.7211,4437.6877,3.164181,0.000000,0.000000,0.000000
252,15,15,6480905.6625,4437.6877,3.164181,0.000000,0.000000,0.000000
253,15,15,6480909.8821,4437.6877,3.164182,0.000000,0.000000,0.000000
254,15,15,6480920.2801,4437.6877,3.164182,0.000000,0.000000,0.000000
255,15,15,6480925.4180,4437.6877,3.164183,0.000653,2.832419,5.728982
256,15,15,6480943.2054,4437.6877,3.164184,0.000000,-0.000000,-0.000000
257,15,15,6480992.2316,4437.6877,3.164187,0.001492,3.092765,5.989324
258,15,15,6480994.7030,4437.6877,3.164187,0.000000,-0.000000,0.000000
259,15,15,6481003.7781,4437.6877,3.164188,0.000707,2.855494,5.752051
260,15,15,6481004.9303,4437.6877,3.164188,0.000630,2.822389,5.718946
261,15,15,6481057.3613,4437.6877,3.164192,0.000000,0.000000,0.000000
262,15,15,6481072.0048,4437.6877,3.164193,0.000000,0.000000,0.000000
263,15,15,6481130.0565,4437.6877,3.164197,0.000000,0.000000,0.000000
264,15,15,6481143.7872,4437.6877,3.164197,0.000000,0.000000,0.000000
