mode_rank,matched_m,matched_n,w_h_FEM,w_h_exact,log10_Error_w_h,log10_Error_L2_w,log10_Error_L2_phi
1,1,1,19.4284,19.7390,-1.803110,-2.500988,-1.931467
2,2,1,48.6870,49.3476,-1.873346,-0.150528,-0.150476
3,2,1,48.8612,49.3476,-2.006347,-0.150471,-0.150423
4,2,2,77.3109,78.9557,-1.681277,-1.510838,-1.383200
5,1,3,97.9028,98.6942,-2.095858,-0.130603,-0.130310
6,1,3,97.9568,98.6942,-2.126582,-0.150426,-0.150343
7,2,3,124.9825,128.3018,-1.587187,-0.150091,-0.149722
8,2,3,126.1098,128.3018,-1.767385,-0.150095,-0.149912
9,1,4,166.7660,167.7781,-2.219528,-0.150242,-0.150143
10,1,4,166.8847,167.7781,-2.273704,-0.149971,-0.149856
11,4,1,172.1698,167.7781,-1.582105,0.028495,0.029137
12,4,2,193.3879,197.3849,-1.693579,-0.149838,-0.149521
13,4,2,193.6745,197.3849,-1.725894,-0.146866,-0.146229
14,4,3,236.3494,246.7289,-1.376046,-0.149654,-0.149020
15,4,3,240.4727,246.7289,-1.595908,-0.149297,-0.149269
16,5,1,255.2984,256.5976,-2.295588,-0.147996,-0.147784
17,5,1,255.3605,256.5976,-2.316874,-0.150020,-0.149908
18,2,5,280.5129,286.2034,-1.701526,-0.148935,-0.148601
19,2,5,281.1483,286.2034,-1.752946,-0.148949,-0.148598
20,4,4,301.0798,315.8089,-1.331247,-0.430675,-0.412918
21,4,4,323.3138,315.8089,-1.624080,0.000000,-0.000000
22,4,4,324.8633,315.8089,-1.542566,0.000000,0.000000
23,5,3,328.4816,335.5458,-1.676690,0.006851,0.000627
24,5,3,328.6411,335.5458,-1.686609,-0.001139,-0.009994
25,6,1,363.1925,365.1508,-2.270599,-0.149415,-0.149335
26,6,1,363.3294,365.1508,-2.302077,-0.148565,-0.148337
27,1,6,377.7854,365.1508,-1.460907,0.008818,0.008843
28,2,6,386.2823,394.7554,-1.668283,0.003513,0.000383
29,2,6,386.3620,394.7554,-1.672389,-0.000000,-0.000000
30,2,6,387.2642,394.7554,-1.721777,-0.088714,-0.088115
31,2,6,387.5671,394.7554,-1.739703,-0.145873,-0.145279
32,2,6,389.4130,394.7554,-1.868594,0.002911,0.002829
33,4,5,416.9019,404.6236,-1.517911,0.003766,0.000474
34,4,5,417.1343,404.6236,-1.509767,-0.000131,-0.000799
35,6,3,427.4572,444.0958,-1.426360,-0.129289,-0.128294
36,6,3,429.3269,444.0958,-1.478127,-0.132171,-0.130192
37,3,6,453.8305,444.0958,-1.659153,0.000095,0.000013
38,3,6,453.9790,444.0958,-1.652582,0.004468,0.000740
39,3,6,457.5030,444.0958,-1.520138,0.034342,0.033295
40,7,1,479.6973,493.4353,-1.555307,0.012849,0.009790
41,7,1,480.3317,493.4353,-1.575841,0.015358,0.002269
42,7,1,480.9141,493.4353,-1.595585,0.020424,0.019117
43,7,1,489.4952,493.4353,-2.097727,-0.050737,-0.053635
44,7,1,489.9793,493.4353,-2.154658,-0.136454,-0.136361
45,7,1,491.4321,493.4353,-2.391500,-0.036446,-0.036745
46,6,4,507.5865,513.1708,-1.963289,-0.000000,-0.000000
47,6,4,509.6665,513.1708,-2.165651,-0.001135,-0.001166
48,6,4,511.8916,513.1708,-2.603304,0.005437,0.005282
49,4,6,514.0598,513.1708,-2.761379,0.001724,0.001292
50,7,2,526.2302,523.0386,-2.214521,-0.000000,-0.000000
51,7,2,530.0070,523.0386,-1.875400,0.001262,0.000248
52,7,3,547.7594,572.3766,-1.366443,0.000487,0.000142
53,7,3,548.9347,572.3766,-1.387689,-0.097953,-0.100722
54,7,3,549.6679,572.3766,-1.401490,0.004790,0.003117
55,7,3,550.3526,572.3766,-1.414785,-0.084045,-0.084813
56,7,3,557.3456,572.3766,-1.580694,-0.005086,-0.028082
57,7,3,569.6348,572.3766,-2.319653,-0.003307,-0.003443
58,7,3,570.2118,572.3766,-2.422266,0.000528,0.000422
59,3,7,572.9679,572.3766,-2.985875,0.000359,0.000078
60,3,7,581.8057,572.3766,-1.783210,0.002309,0.000453
61,3,7,585.8085,572.3766,-1.629543,0.026859,0.013346
62,5,6,589.8670,601.9790,-1.696365,0.006748,0.001158
63,5,6,594.0461,601.9790,-1.880147,0.009191,0.002544
64,5,6,595.2449,601.9790,-1.951303,0.010322,0.001814
65,5,6,602.3323,601.9790,-3.231385,0.002292,0.000569
66,5,6,607.7378,601.9790,-2.019250,0.010942,0.007630
67,8,1,632.1714,641.4484,-1.839758,0.002634,0.001888
68,8,1,634.9364,641.4484,-1.993452,-0.136083,-0.136638
69,8,1,635.1807,641.4484,-2.010054,-0.063351,-0.062897
70,8,1,637.8798,641.4484,-2.254666,0.003139,0.000673
71,8,1,638.2282,641.4484,-2.299284,-0.001607,-0.002945
72,8,1,639.8873,641.4484,-2.613745,0.001469,0.000543
73,8,1,639.9477,641.4484,-2.630894,0.004333,0.003621
74,4,7,654.5742,641.4484,-1.689034,0.003977,0.003932
75,4,7,656.0749,641.4484,-1.642019,0.004003,0.003874
76,8,2,667.0659,671.0500,-2.226423,0.000000,0.000000
77,2,8,685.0945,671.0500,-1.679248,0.001200,0.000606
78,2,8,687.7852,671.0500,-1.603124,0.067355,0.062843
79,6,6,691.7567,710.5184,-1.578304,0.000567,0.000530
80,6,6,707.0386,710.5184,-2.310022,0.000471,0.000111
81,6,6,708.6807,710.5184,-2.587301,0.000504,0.000138
82,8,3,722.5823,720.3854,-2.515738,0.031964,0.029718
83,7,5,737.8627,730.2523,-1.982068,-0.002287,-0.002412
84,7,5,739.1765,730.2523,-1.912905,0.001335,0.000306
85,7,5,739.4363,730.2523,-1.900442,0.002751,0.002079
86,7,5,741.0217,730.2523,-1.831283,-0.008011,-0.009602
87,8,4,760.8503,789.4533,-1.440914,0.052713,0.045882
88,8,4,781.4795,789.4533,-1.995657,-0.001218,-0.001363
89,8,4,782.0405,789.4533,-2.027339,0.001900,0.000588
90,8,4,789.0204,789.4533,-3.260846,0.003840,0.001417
91,4,8,790.9841,789.4533,-2.712410,0.004743,0.002351
92,4,8,796.4667,789.4533,-2.051401,0.025173,0.021626
93,4,8,796.6006,789.4533,-2.043185,0.000000,0.000000
94,4,8,797.2935,789.4533,-2.003004,0.000000,0.000000
95,9,1,810.9899,809.1867,-2.652002,0.003909,0.003370
96,9,1,814.5856,809.1867,-2.175746,0.068824,0.059386
97,9,1,814.6146,809.1867,-2.173419,0.038921,0.037661
