mode_rank,matched_m,matched_n,w_h_FEM,w_h_exact,log10_Error_w_h,log10_Error_L2_w,log10_Error_L2_phi
1,1,1,19.3874,19.7390,-1.749334,-2.284639,-1.818050
2,2,1,48.5921,49.3476,-1.815061,-0.150174,-0.150070
3,2,1,48.7885,49.3476,-1.945847,-0.150718,-0.150641
4,2,2,76.9716,78.9557,-1.599837,-1.489077,-1.352066
5,1,3,97.7690,98.6942,-2.028061,-0.144239,-0.144543
6,1,3,97.8320,98.6942,-2.058653,-0.150243,-0.150099
7,2,3,124.1809,128.3018,-1.493238,-0.149989,-0.149474
8,2,3,125.7249,128.3018,-1.697129,-0.149809,-0.149516
9,1,4,166.4852,167.7781,-2.113169,-0.149934,-0.149775
10,1,4,166.6524,167.7781,-2.173305,-0.149745,-0.149568
11,4,1,170.9595,167.7781,-1.722114,0.031773,0.032108
12,4,2,192.2495,197.3849,-1.584742,-0.149706,-0.149949
13,4,2,192.7510,197.3849,-1.629363,-0.145490,-0.144588
14,4,3,233.1711,246.7289,-1.260030,-0.143100,-0.140655
15,4,3,238.9742,246.7289,-1.502655,-0.143877,-0.142919
16,5,1,254.8227,256.5976,-2.160082,-0.150024,-0.150062
17,5,1,254.8811,256.5976,-2.174623,-0.148716,-0.148476
18,2,5,278.9488,286.2034,-1.596062,-0.148878,-0.148784
19,2,5,279.7861,286.2034,-1.649323,-0.147536,-0.146790
20,5,2,287.9605,286.2034,-2.211882,0.000290,0.000036
21,5,2,288.0359,286.2034,-2.193644,0.000571,0.000256
22,5,2,296.4342,286.2034,-1.446767,0.011582,0.011440
23,4,4,319.4554,315.8089,-1.937550,0.010573,0.010417
24,4,4,322.1042,315.8089,-1.700409,0.006941,0.005140
25,3,5,343.1114,335.5458,-1.646904,0.000755,0.000103
26,3,5,343.2152,335.5458,-1.640989,0.002411,0.000587
27,6,1,361.7048,365.1508,-2.025161,-0.138819,-0.139955
28,6,1,361.9871,365.1508,-2.062290,-0.142004,-0.141683
29,1,6,368.5742,365.1508,-2.028009,0.012470,0.011324
30,1,6,371.4910,365.1508,-1.760366,0.004369,0.000663
31,1,6,373.2797,365.1508,-1.652438,0.001626,0.000359
32,2,6,383.4782,394.7554,-1.544125,0.033777,0.031844
33,2,6,384.2116,394.7554,-1.573331,-0.123165,-0.121578
34,2,6,384.6439,394.7554,-1.591514,-0.142724,-0.142428
35,4,5,406.2046,404.6236,-2.408106,0.010627,0.003966
36,4,5,406.6725,404.6236,-2.295534,0.016229,0.002794
37,4,5,418.4840,404.6236,-1.465274,0.002013,0.002023
38,4,5,423.8728,404.6236,-1.322638,0.002352,0.002434
39,6,3,427.4757,444.0958,-1.426843,0.014750,0.005679
40,6,3,433.3334,444.0958,-1.615567,0.007688,0.006961
41,3,6,447.1957,444.0958,-2.156133,0.000064,0.000042
42,3,6,456.5259,444.0958,-1.553002,0.000420,0.000081
43,3,6,459.4562,444.0958,-1.461074,-0.002413,-0.007758
