mode_rank,matched_m,matched_n,w_h_FEM,w_h_exact,log10_Error_w_h,log10_Error_L2_w,log10_Error_L2_phi,log10_Error_L2_Q
43,7,3,567.2147,572.3766,-2.044874,0.007310,0.006274,0.009057
44,5,6,588.1636,601.9790,-1.639217,-0.038727,-0.040418,0.086974
45,5,6,601.6154,601.9790,-3.218984,0.004374,0.003545,0.005941
46,5,6,605.5458,601.9790,-2.227304,0.022681,0.019934,-0.001587
47,8,1,624.2978,641.4484,-1.572884,-0.110044,-0.109505,0.118029
48,8,1,624.7696,641.4484,-1.584998,-0.101640,-0.100890,0.108239
49,8,1,625.0121,641.4484,-1.591358,0.004209,0.003232,0.005476
50,8,1,639.4491,641.4484,-2.506304,0.001835,0.001728,0.001993
51,4,7,644.3345,641.4484,-2.346848,0.002789,0.002426,0.003567
52,8,2,656.3045,671.0500,-1.658096,0.005571,0.004557,0.006846
53,8,2,657.7246,671.0500,-1.702075,0.001042,0.000853,0.001309
54,8,2,659.5637,671.0500,-1.766573,-0.002248,-0.002422,0.004157
55,2,8,678.0799,671.0500,-1.979806,0.001479,0.001273,0.001976
56,2,8,682.3972,671.0500,-1.771865,0.021897,0.015528,0.036918
57,2,8,690.1364,671.0500,-1.546031,0.030598,0.026512,0.045607
58,6,6,707.8240,710.5184,-2.421117,-0.014980,-0.020388,0.078741
59,7,5,731.6812,730.2523,-2.708470,-0.016482,-0.018090,0.031637
60,7,5,735.2531,730.2523,-2.164440,-0.013121,-0.013521,0.018249
61,7,5,735.8633,730.2523,-2.114433,0.006709,0.005356,0.009745
62,8,4,759.9587,789.4533,-1.427584,0.000404,0.000309,0.000511
63,8,4,786.5091,789.4533,-2.428348,0.012871,0.008429,0.021873
64,4,8,790.7440,789.4533,-2.786517,0.051717,0.050200,0.046464
65,4,8,790.8458,789.4533,-2.753531,0.003798,0.003725,0.001830
66,1,9,804.6097,809.1867,-2.247462,0.009479,0.007445,0.013459
67,1,9,804.9228,809.1867,-2.278242,0.011861,0.010787,0.013536
68,1,9,806.0980,809.1867,-2.418273,0.015137,0.014168,0.016558
69,9,1,810.0228,809.1867,-2.985835,0.003216,0.001967,0.013266
70,9,1,818.7319,809.1867,-1.928267,0.005181,0.004629,0.007535
71,2,9,834.6631,838.7865,-2.308389,0.014734,0.013030,0.017684
72,6,7,852.4278,838.7865,-1.788797,0.018273,0.014273,0.027550
73,6,7,853.9214,838.7865,-1.743674,0.010497,0.008812,0.014918
74,5,8,863.3985,878.2525,-1.771776,-0.002680,-0.002610,0.002602
75,5,8,866.3560,878.2525,-1.868200,0.012002,0.007800,0.019465
76,9,3,907.6863,888.1188,-1.656938,0.000972,0.000922,-0.000252
77,9,3,908.7802,888.1188,-1.633312,0.003334,0.002891,0.004513
78,9,3,909.2818,888.1188,-1.622896,0.024712,0.022606,0.030271
79,9,3,912.8816,888.1188,-1.554673,0.001131,0.000992,0.001532
80,9,3,919.0448,888.1188,-1.458148,0.000976,0.000705,0.003805
81,9,3,920.4299,888.1188,-1.439120,0.004450,0.003738,0.006577
82,9,4,924.6648,957.1826,-1.468874,0.030669,0.027055,0.031140
83,9,4,933.0908,957.1826,-1.599126,0.021474,0.019199,0.023022
84,9,4,945.6200,957.1826,-1.917940,0.007212,0.006964,-0.004316
85,4,9,959.2982,957.1826,-2.655562,0.005527,0.005391,-0.004541
86,7,7,973.9592,967.0487,-2.145936,0.014109,0.012240,0.017579
87,6,8,978.7872,986.7808,-2.091479,0.012819,0.009126,0.019184
88,6,8,980.9028,986.7808,-2.224996,-0.009270,-0.010924,0.034952
89,10,1,1003.4391,996.6468,-2.166519,0.004666,0.003789,0.006682
90,10,2,1013.4058,1026.2445,-1.902728,0.002146,0.002060,0.000095
91,2,10,1032.0443,1026.2445,-2.247843,0.016238,0.013294,0.021944
92,2,10,1034.0883,1026.2445,-2.116723,0.022620,0.017677,0.032393
93,9,5,1059.7650,1045.9762,-1.879995,0.008511,0.007993,0.010213
94,10,3,1089.2148,1075.5734,-1.896782,0.002386,0.001639,0.003945
95,7,8,1107.5835,1115.0359,-2.174997,0.005746,0.005767,-0.004042
96,7,8,1109.2420,1115.0359,-2.284321,0.000070,0.000056,0.000091
97,10,4,1143.9468,1144.6323,-3.222644,0.008518,0.008569,0.001620
98,10,4,1144.4346,1144.6323,-3.762559,0.015285,0.011647,0.021299
99,11,1,1215.0242,1203.8243,-2.031349,0.000153,0.000108,0.001718
100,2,11,1225.4197,1233.4198,-2.188013,0.001576,0.001318,0.000161
101,8,8,1259.6216,1263.0150,-2.570777,0.007691,0.007649,0.007799
102,8,8,1259.6258,1263.0150,-2.571308,0.028442,0.028307,0.028905
103,8,8,1261.1139,1263.0150,-2.822410,0.004828,0.004735,0.005002
104,8,8,1261.2725,1263.0150,-2.860226,0.000828,0.000814,0.000855
105,8,8,1264.5545,1263.0150,-2.914022,0.004613,0.004479,0.004882
106,8,8,1264.8927,1263.0150,-2.827792,0.001036,0.001001,0.001006
107,8,8,1270.8231,1263.0150,-2.208863,0.010157,0.007764,0.014388
108,8,8,1272.5468,1263.0150,-2.122235,0.000664,0.000630,0.000745
109,7,9,1273.7145,1282.7449,-2.152433,0.000369,0.000349,0.000388
110,9,7,1284.9445,1282.7449,-2.765811,0.018566,0.017780,0.010043
111,9,7,1291.2720,1282.7449,-2.177343,0.003325,0.003503,-0.001675
112,9,7,1304.0936,1282.7449,-1.778771,0.001515,0.001482,0.001673
113,9,7,1304.1894,1282.7449,-1.776825,0.019560,0.019037,0.021703
114,9,7,1307.8601,1282.7449,-1.708204,0.000627,0.000585,0.000748
115,9,7,1307.8825,1282.7449,-1.707818,0.000897,-0.000030,0.011200
116,9,7,1308.3425,1282.7449,-1.699941,0.000069,-0.000251,0.004985
117,9,7,1308.3596,1282.7449,-1.699652,0.016033,0.015433,0.018243
118,6,10,1312.3666,1341.9339,-1.656919,-0.009649,-0.008675,0.011530
119,6,10,1319.9069,1341.9339,-1.784775,0.000107,0.000099,0.000110
120,6,10,1322.8161,1341.9339,-1.846293,-0.001862,-0.001780,0.001975
121,6,10,1323.6133,1341.9339,-1.864792,0.016649,0.015583,0.017162
122,6,10,1332.3098,1341.9339,-2.144370,0.009361,0.010666,0.014425
123,4,11,1350.7653,1351.7986,-3.116678,0.003529,0.003268,0.003877
124,11,4,1356.0798,1351.7986,-2.499349,-0.000462,-0.000503,0.000844
125,11,4,1359.4877,1351.7986,-2.245038,-0.000058,-0.000026,0.000928
126,11,4,1366.0576,1351.7986,-1.976824,0.004930,0.004290,0.006127
127,11,4,1366.9441,1351.7986,-1.950629,0.006776,0.005667,0.005983
128,11,4,1386.1157,1351.7986,-1.595401,0.022145,0.020307,0.008904
129,12,1,1395.8013,1430.7149,-1.612558,0.000440,0.000391,0.000462
130,12,1,1415.0122,1430.7149,-1.959580,0.000182,0.000145,0.000228
131,12,1,1425.1275,1430.7149,-2.408339,0.000168,0.000161,0.000829
132,9,8,1431.8537,1430.7149,-3.099116,0.002412,0.002311,0.002589
133,12,2,1459.5718,1460.3079,-3.297493,0.004823,0.004393,0.004593
134,2,12,1461.2776,1460.3079,-3.177809,0.010029,0.008487,0.009137
135,7,10,1475.0052,1470.1722,-2.483154,-0.002840,-0.003361,0.006583
136,3,12,1517.3917,1509.6289,-2.288852,0.014354,0.011557,0.015003
137,3,12,1518.6813,1509.6289,-2.222107,-0.000017,-0.000103,0.001061
138,11,6,1558.3139,1549.0851,-2.224927,0.006914,0.004610,0.006842
139,12,4,1577.6605,1578.6768,-3.191268,0.003740,0.003292,0.000387
140,4,12,1587.6438,1578.6768,-2.245648,0.009901,0.007711,0.010210
141,9,9,1594.2570,1598.4045,-2.585905,0.000394,0.000329,0.000483
142,9,9,1600.9877,1598.4045,-2.791515,-0.000863,-0.001629,0.004615
143,10,8,1623.4004,1618.1320,-2.487330,0.002626,0.002585,-0.000838
144,12,5,1656.7329,1667.4501,-2.191974,0.000782,0.000365,0.001032
145,15,15,69057.3441,4437.6877,1.163208,0.000000,0.000000,0.000000
146,15,15,69057.3496,4437.6877,1.163208,-0.000000,0.000000,0.000000
147,15,15,69057.5234,4437.6877,1.163209,0.000000,0.000000,0.000000
148,15,15,69057.5301,4437.6877,1.163209,0.000000,0.000000,0.000000
149,15,15,69057.6240,4437.6877,1.163210,0.000000,0.000000,0.000000
150,15,15,69057.6331,4437.6877,1.163210,0.000000,0.000000,0.000000
151,15,15,69059.7537,4437.6877,1.163224,0.000000,0.000000,0.000000
152,15,15,69059.7635,4437.6877,1.163224,0.000000,0.000000,0.000000
153,15,15,69060.7779,4437.6877,1.163231,0.000000,0.000000,0.000000
154,15,15,69060.7789,4437.6877,1.163231,-0.000000,0.000000,0.000000
155,15,15,69061.0523,4437.6877,1.163233,0.000000,0.000000,0.000000
156,15,15,69061.0536,4437.6877,1.163233,0.000000,0.000000,0.000000
157,15,15,69070.4015,4437.6877,1.163296,0.000000,0.000000,0.000000
158,15,15,69070.5457,4437.6877,1.163297,0.000000,0.000000,0.000000
159,15,15,69070.6355,4437.6877,1.163297,0.000000,0.000000,0.000000
160,15,15,69070.7763,4437.6877,1.163298,0.000000,0.000000,0.000000
161,15,15,69080.1189,4437.6877,1.163361,-0.000000,0.000000,0.000000
162,15,15,69080.8178,4437.6877,1.163366,0.000000,0.000000,0.000000
163,15,15,69081.1883,4437.6877,1.163368,0.000000,0.000000,0.000000
164,15,15,69081.6870,4437.6877,1.163371,0.000000,0.000000,0.000000
165,15,15,69085.6677,4437.6877,1.163398,0.000000,0.000000,0.000000
166,15,15,69086.6532,4437.6877,1.163405,0.000000,0.000000,0.000000
167,15,15,69089.0590,4437.6877,1.163421,-0.000000,0.000000,0.000000
168,15,15,69090.4400,4437.6877,1.163430,0.000000,0.000000,0.000000
169,15,15,69097.1339,4437.6877,1.163475,-0.000000,0.000000,0.000000
170,15,15,69100.1146,4437.6877,1.163495,0.000000,0.000000,0.000000
171,15,15,69101.1074,4437.6877,1.163502,-0.000000,0.000000,0.000000
172,15,15,69105.5322,4437.6877,1.163532,0.000000,0.000000,0.000000
173,15,15,69111.5219,4437.6877,1.163572,0.000000,0.000000,0.000000
174,15,15,69116.7766,4437.6877,1.163607,0.000000,0.000000,0.000000
175,15,15,69118.0676,4437.6877,1.163616,0.000000,0.000000,0.000000
176,15,15,69121.8980,4437.6877,1.163642,0.000000,0.000000,0.000000
177,15,15,69146.9807,4437.6877,1.163810,0.000000,0.000000,0.000000
178,15,15,69153.3564,4437.6877,1.163853,-0.000000,0.000000,0.000000
179,15,15,69154.4725,4437.6877,1.163860,0.000000,0.000000,0.000000
180,15,15,69167.3072,4437.6877,1.163946,0.000000,0.000000,0.000000
181,15,15,69170.7055,4437.6877,1.163969,0.000000,-0.000000,0.000000
182,15,15,69186.6793,4437.6877,1.164076,0.000000,0.000000,0.000000
183,15,15,69187.6546,4437.6877,1.164083,0.000000,0.000000,0.000000
184,15,15,69206.4056,4437.6877,1.164209,0.000000,0.000000,0.000000
185,15,15,69206.4662,4437.6877,1.164209,0.000000,0.000000,0.000000
186,15,15,69222.9626,4437.6877,1.164320,0.000000,0.000000,0.000000
187,15,15,69226.9893,4437.6877,1.164347,-0.000000,0.000000,0.000000
188,15,15,69236.1594,4437.6877,1.164408,0.000000,0.000000,0.000000
189,15,15,69250.6495,4437.6877,1.164505,-0.000000,0.000000,0.000000
190,15,15,69253.9589,4437.6877,1.164527,0.000000,0.000000,0.000000
191,15,15,69262.3788,4437.6877,1.164584,0.000000,0.000000,0.000000
192,15,15,69263.5686,4437.6877,1.164592,0.000000,0.000000,0.000000
193,15,15,97264.4535,4437.6877,1.320516,0.000000,0.000000,0.000000
194,15,15,97264.4550,4437.6877,1.320516,0.000000,0.000000,0.000000
195,15,15,97290.2733,4437.6877,1.320637,0.000000,0.000000,0.000000
196,15,15,97290.2747,4437.6877,1.320637,0.000000,0.000000,0.000000
197,15,15,6476255.6313,4437.6877,3.163870,0.000000,0.000000,0.000000
198,15,15,6476256.9079,4437.6877,3.163870,0.007997,3.871195,6.767384
199,15,15,6476265.3870,4437.6877,3.163870,0.000000,0.000000,0.000000
200,15,15,6476269.0340,4437.6877,3.163870,0.000000,0.000000,0.000000
201,15,15,6476948.7274,4437.6877,3.163916,0.000000,-0.000000,-0.000000
202,15,15,6476959.4559,4437.6877,3.163917,0.000000,0.000000,0.000000
203,15,15,6477020.9987,4437.6877,3.163921,-0.000000,0.000000,0.000000
204,15,15,6477027.6875,4437.6877,3.163921,0.000000,0.000000,0.000000
205,15,15,6477028.9551,4437.6877,3.163921,0.000000,0.000000,0.000000
206,15,15,6477031.1568,4437.6877,3.163922,0.000000,0.000000,0.000000
207,15,15,6477047.5173,4437.6877,3.163923,0.000000,0.000000,0.000000
208,15,15,6477051.7864,4437.6877,3.163923,0.000000,0.000000,0.000000
209,15,15,6477088.6974,4437.6877,3.163925,0.015715,3.960755,6.856969
210,15,15,6477100.5005,4437.6877,3.163926,0.013308,3.887799,6.784020
211,15,15,6477361.5293,4437.6877,3.163944,-0.000619,1.782757,4.678906
212,15,15,6477362.5276,4437.6877,3.163944,0.003059,2.710377,5.606609
213,15,15,6477667.4426,4437.6877,3.163964,0.000000,0.000000,0.000000
214,15,15,6477676.1912,4437.6877,3.163965,0.000000,0.000000,0.000000
215,15,15,6477684.7151,4437.6877,3.163965,0.000000,0.000000,0.000000
216,15,15,6477710.3100,4437.6877,3.163967,0.000753,2.404084,5.300336
217,15,15,6477772.4368,4437.6877,3.163971,0.000000,0.000000,0.000000
218,15,15,6477801.6625,4437.6877,3.163973,0.005183,3.374412,6.270701
219,15,15,6477810.8133,4437.6877,3.163974,0.000000,0.000000,0.000000
220,15,15,6477816.8939,4437.6877,3.163974,0.000000,0.000000,0.000000
221,15,15,6477870.4498,4437.6877,3.163978,-0.000000,0.000000,0.000000
222,15,15,6477878.2810,4437.6877,3.163978,0.000000,-0.000000,0.000000
223,15,15,6477879.3168,4437.6877,3.163979,0.000000,0.000000,0.000000
224,15,15,6477883.2272,4437.6877,3.163979,0.000000,0.000000,0.000000
225,15,15,6477914.3762,4437.6877,3.163981,0.002281,3.116685,6.012973
226,15,15,6477914.6057,4437.6877,3.163981,0.005772,3.324149,6.220433
227,15,15,6477921.7059,4437.6877,3.163981,0.007159,3.262338,6.158625
228,15,15,6477934.9932,4437.6877,3.163982,0.006876,3.430782,6.327069
229,15,15,6478094.3093,4437.6877,3.163993,0.010170,3.024255,5.920544
230,15,15,6478104.0262,4437.6877,3.163994,0.006752,2.870973,5.767268
231,15,15,6478119.6738,4437.6877,3.163995,0.007181,2.941773,5.838067
232,15,15,6478120.0617,4437.6877,3.163995,0.001011,2.525604,5.421896
233,15,15,6478372.6375,4437.6877,3.164012,0.000000,0.000000,0.000000
234,15,15,6478384.2569,4437.6877,3.164012,0.000000,0.000000,0.000000
235,15,15,6478386.3704,4437.6877,3.164013,0.011476,3.532539,6.428871
236,15,15,6478387.2801,4437.6877,3.164013,0.007757,3.452788,6.349133
237,15,15,6478394.7661,4437.6877,3.164013,0.000000,0.000000,0.000000
238,15,15,6478398.7624,4437.6877,3.164013,0.013308,3.565358,6.461703
239,15,15,6478400.5068,4437.6877,3.164013,0.000000,0.000000,0.000000
240,15,15,6478417.9428,4437.6877,3.164015,0.007577,3.373154,6.269505
241,15,15,6478422.3202,4437.6877,3.164015,-0.000009,2.970113,5.866457
242,15,15,6478427.3962,4437.6877,3.164015,0.000000,0.000000,0.000000
243,15,15,6478487.6813,4437.6877,3.164019,0.000000,0.000000,0.000000
244,15,15,6478489.7777,4437.6877,3.164019,0.000000,0.000000,0.000000
245,15,15,6478492.9485,4437.6877,3.164020,-0.000000,0.000000,0.000000
246,15,15,6478497.9941,4437.6877,3.164020,0.000000,0.000000,0.000000
247,15,15,6478500.6842,4437.6877,3.164020,0.000000,0.000000,0.000000
248,15,15,6478506.0201,4437.6877,3.164021,0.000000,-0.000000,-0.000000
249,15,15,6478507.1717,4437.6877,3.164021,0.000000,0.000000,0.000000
250,15,15,6478510.5839,4437.6877,3.164021,0.000000,0.000000,0.000000
251,15,15,6478513.3769,4437.6877,3.164021,0.000000,0.000000,0.000000
252,15,15,6478520.6239,4437.6877,3.164022,0.000000,0.000000,0.000000
253,15,15,6478521.7109,4437.6877,3.164022,0.012698,3.478724,6.375081
254,15,15,6478522.6958,4437.6877,3.164022,0.000000,0.000000,0.000000
255,15,15,6478531.0162,4437.6877,3.164022,0.000000,0.000000,0.000000
256,15,15,6478531.6263,4437.6877,3.164022,0.000000,0.000000,0.000000
257,15,15,6478531.9935,4437.6877,3.164022,0.000000,0.000000,0.000000
258,15,15,6478535.3310,4437.6877,3.164023,0.011287,3.844836,6.741211
259,15,15,6478537.6078,4437.6877,3.164023,0.002844,3.561517,6.457887
260,15,15,6478538.1893,4437.6877,3.164023,0.000000,0.000000,0.000000
261,15,15,6478538.8899,4437.6877,3.164023,0.000000,-0.000000,-0.000000
262,15,15,6478539.4425,4437.6877,3.164023,0.000000,0.000000,0.000000
263,15,15,6478555.3597,4437.6877,3.164024,0.000000,0.000000,0.000000
264,15,15,6478561.9371,4437.6877,3.164024,0.000000,-0.000000,0.000000
265,15,15,6478562.1841,4437.6877,3.164024,0.000000,0.000000,0.000000
266,15,15,6478564.5548,4437.6877,3.164024,-0.000150,2.743648,5.640027
267,15,15,6478565.2794,4437.6877,3.164025,0.000973,3.307205,6.203584
268,15,15,6478616.0153,4437.6877,3.164028,0.000657,3.190118,6.086461
269,15,15,6478628.2956,4437.6877,3.164029,0.000000,0.000000,0.000000
270,15,15,6478632.5962,4437.6877,3.164029,0.000000,0.000000,0.000000
271,15,15,6478635.1921,4437.6877,3.164029,0.000000,-0.000000,0.000000
272,15,15,6478658.5171,4437.6877,3.164031,0.000000,0.000000,0.000000
273,15,15,6478686.6486,4437.6877,3.164033,0.015152,3.390065,6.286407
274,15,15,6478687.0598,4437.6877,3.164033,0.021776,3.450081,6.346421
275,15,15,6478718.9066,4437.6877,3.164035,0.008361,3.121463,6.017795
276,15,15,6478725.3493,4437.6877,3.164035,0.000997,2.701694,5.598030
277,15,15,6478731.5436,4437.6877,3.164036,0.022619,3.274742,6.171075
278,15,15,6478774.8420,4437.6877,3.164039,0.014208,3.399278,6.295622
279,15,15,6478850.6682,4437.6877,3.164044,0.015363,3.208450,6.104799
280,15,15,6478868.9101,4437.6877,3.164045,0.012941,3.126538,6.022894
281,15,15,6478961.6092,4437.6877,3.164051,0.007363,2.993163,5.889515
282,15,15,6478963.3372,4437.6877,3.164051,0.000624,2.459601,5.355950
283,15,15,6478991.8614,4437.6877,3.164053,0.001017,2.519266,5.415623
284,15,15,6479000.7475,4437.6877,3.164054,0.000682,1.848435,4.744770
285,15,15,6479043.1847,4437.6877,3.164057,0.000000,0.000000,0.000000
286,15,15,6479049.8993,4437.6877,3.164057,0.000000,0.000000,0.000000
287,15,15,6479074.3141,4437.6877,3.164059,0.000595,2.698787,5.595158
288,15,15,6479076.3995,4437.6877,3.164059,-0.000097,2.165592,5.061946
289,15,15,6479092.6573,4437.6877,3.164060,0.000000,0.000000,0.000000
290,15,15,6479108.8857,4437.6877,3.164061,0.000000,0.000000,0.000000
291,15,15,6479114.4490,4437.6877,3.164061,-0.000000,0.000000,-0.000000
292,15,15,6479120.5610,4437.6877,3.164062,0.012484,3.552634,6.449026
293,15,15,6479138.6670,4437.6877,3.164063,0.000000,0.000000,0.000000
294,15,15,6479156.0345,4437.6877,3.164064,-0.000000,0.000000,0.000000
295,15,15,6479165.3622,4437.6877,3.164065,0.007437,3.270122,6.166519
296,15,15,6479174.1170,4437.6877,3.164065,0.000000,0.000000,0.000000
297,15,15,6479192.8842,4437.6877,3.164067,0.000000,0.000000,0.000000
298,15,15,6479202.4125,4437.6877,3.164067,0.000000,0.000000,0.000000
299,15,15,6479205.8756,4437.6877,3.164067,-0.000000,0.000000,0.000000
300,15,15,6479206.0484,4437.6877,3.164068,0.000000,-0.000000,-0.000000
301,15,15,6479210.3584,4437.6877,3.164068,-0.000000,0.000000,0.000000
302,15,15,6479215.4346,4437.6877,3.164068,0.000000,0.000000,0.000000
303,15,15,6479222.4599,4437.6877,3.164069,0.000000,0.000000,0.000000
304,15,15,6479225.5992,4437.6877,3.164069,0.000000,-0.000000,-0.000000
305,15,15,6479228.3913,4437.6877,3.164069,0.000000,0.000000,0.000000
306,15,15,6479236.1190,4437.6877,3.164070,0.000000,-0.000000,-0.000000
307,15,15,6479243.0709,4437.6877,3.164070,0.000000,0.000000,0.000000
308,15,15,6479243.3411,4437.6877,3.164070,0.000000,0.000000,0.000000
309,15,15,6479248.8506,4437.6877,3.164070,0.000000,0.000000,0.000000
310,15,15,6479250.5331,4437.6877,3.164070,0.000000,0.000000,0.000000
311,15,15,6479250.7780,4437.6877,3.164071,0.000000,0.000000,0.000000
312,15,15,6479253.7306,4437.6877,3.164071,-0.000385,2.256001,5.152373
313,15,15,6479259.4530,4437.6877,3.164071,0.000000,0.000000,0.000000
314,15,15,6479259.8841,4437.6877,3.164071,-0.000000,-0.000000,0.000000
315,15,15,6479262.7992,4437.6877,3.164071,-0.000000,0.000000,0.000000
316,15,15,6479263.7969,4437.6877,3.164071,0.000000,0.000000,0.000000
317,15,15,6479265.3225,4437.6877,3.164071,0.000000,0.000000,0.000000
318,15,15,6479269.9347,4437.6877,3.164072,0.015418,3.626210,6.522633
319,15,15,6479275.7354,4437.6877,3.164072,0.007185,3.509805,6.406207
320,15,15,6479277.5026,4437.6877,3.164072,0.001117,2.881888,5.778295
321,15,15,6479281.5760,4437.6877,3.164073,0.002801,3.401409,6.297838
322,15,15,6479287.6065,4437.6877,3.164073,0.000000,0.000000,0.000000
323,15,15,6479287.8233,4437.6877,3.164073,0.000000,0.000000,0.000000
324,15,15,6479289.3151,4437.6877,3.164073,0.000000,-0.000000,0.000000
325,15,15,6479311.3166,4437.6877,3.164075,0.000000,0.000000,0.000000
326,15,15,6479373.4036,4437.6877,3.164079,0.005229,2.934738,5.831123
327,15,15,6479378.6097,4437.6877,3.164079,0.000459,2.487463,5.383851
328,15,15,6479380.7428,4437.6877,3.164079,0.035911,3.431828,6.328221
329,15,15,6479386.6681,4437.6877,3.164080,0.071821,3.566593,6.462996
330,15,15,6479388.8938,4437.6877,3.164080,0.025185,3.340092,6.236491
331,15,15,6479392.5584,4437.6877,3.164080,0.029605,3.351560,6.247964
332,15,15,6479393.7900,4437.6877,3.164080,0.000101,2.098802,4.995193
333,15,15,6479394.2836,4437.6877,3.164080,0.000992,2.599803,5.496206
334,15,15,6479394.4322,4437.6877,3.164080,0.003114,2.926148,5.822551
335,15,15,6479394.8927,4437.6877,3.164080,0.000720,2.490557,5.386961
336,15,15,6479401.7125,4437.6877,3.164081,0.008085,3.009544,5.905950
337,15,15,6479404.5714,4437.6877,3.164081,-0.000020,2.873302,5.769687
338,15,15,6479412.5684,4437.6877,3.164081,0.000085,1.972215,4.868593
339,15,15,6479423.0541,4437.6877,3.164082,0.006026,3.067923,5.964320
340,15,15,6479425.0785,4437.6877,3.164082,0.047092,3.387666,6.284077
341,15,15,6479426.8795,4437.6877,3.164082,0.019461,3.264817,6.161226
342,15,15,6479433.3205,4437.6877,3.164083,0.004543,2.873125,5.769519
343,15,15,6479434.0064,4437.6877,3.164083,-0.000000,0.000000,0.000000
344,15,15,6479443.2410,4437.6877,3.164083,0.001647,2.869339,5.765725
345,15,15,6479458.6601,4437.6877,3.164084,0.008052,3.616639,6.513055
346,15,15,6479468.6368,4437.6877,3.164085,0.032440,3.282608,6.179021
347,15,15,6479469.5475,4437.6877,3.164085,0.020205,3.173778,6.070188
348,15,15,6479470.0070,4437.6877,3.164085,0.012635,3.062268,5.958681
349,15,15,6479470.8161,4437.6877,3.164085,0.024682,3.177283,6.073697
350,15,15,6479477.6842,4437.6877,3.164086,0.022399,3.453684,6.350082
351,15,15,6479489.5391,4437.6877,3.164087,-0.000000,0.000000,-0.000000
352,15,15,6479535.0642,4437.6877,3.164090,0.000597,2.375883,5.272294
353,15,15,6479536.6499,4437.6877,3.164090,0.000077,1.923439,4.819824
354,15,15,6479537.1556,4437.6877,3.164090,0.002114,2.646203,5.542617
355,15,15,6479538.1228,4437.6877,3.164090,0.021150,3.170516,6.066931
356,15,15,6479573.5010,4437.6877,3.164092,0.022086,3.511191,6.407592
357,15,15,6479679.1538,4437.6877,3.164099,0.007326,3.069735,5.966146
