mode_rank,matched_m,matched_n,w_h_FEM,w_h_exact,log10_Error_w_h,log10_Error_L2_w,log10_Error_L2_phi
1,1,1,19.3731,19.7390,-1.731978,-2.384524,-1.813893
2,2,1,48.5209,49.3476,-1.775943,-0.146455,-0.146095
3,2,1,48.7756,49.3476,-1.935940,-0.147963,-0.147993
4,2,2,76.8898,78.9557,-1.582288,-1.283659,-1.183980
5,1,3,97.6805,98.6942,-1.988352,-0.147978,-0.148170
6,1,3,97.7540,98.6942,-2.021046,-0.150219,-0.150059
7,2,3,123.8670,128.3018,-1.461355,-0.143139,-0.141675
8,2,3,125.5379,128.3018,-1.666710,-0.149576,-0.149234
9,1,4,166.3797,167.7781,-2.079120,-0.150031,-0.149856
10,1,4,166.5564,167.7781,-2.137770,-0.149931,-0.149744
11,4,1,170.1865,167.7781,-1.842999,-0.000000,-0.000000
12,4,2,191.9297,197.3849,-1.558500,-0.149510,-0.149022
13,4,2,192.4244,197.3849,-1.599788,-0.144624,-0.143558
14,4,3,232.0775,246.7289,-1.226342,-0.142211,-0.139262
15,4,3,238.1590,246.7289,-1.459246,-0.146979,-0.146602
16,5,1,254.5191,256.5976,-2.091510,-0.149915,-0.150006
17,5,1,254.6097,256.5976,-2.110875,-0.149875,-0.149771
18,2,5,274.3346,286.2034,-1.382269,-0.003703,-0.004285
19,2,5,274.4797,286.2034,-1.387611,0.000000,0.000000
20,2,5,278.1248,286.2034,-1.549336,-0.116405,-0.118673
21,2,5,278.9188,286.2034,-1.594268,-0.146614,-0.145972
22,5,2,294.0633,286.2034,-1.561259,0.032988,0.032463
23,4,4,317.6420,315.8089,-2.236247,-0.000000,-0.000000
24,4,4,320.8714,315.8089,-1.795058,-0.000532,-0.002691
25,5,3,328.5437,335.5458,-1.680525,0.000103,0.000014
26,5,3,328.6598,335.5458,-1.687786,0.000334,0.000005
27,6,1,355.9858,365.1508,-1.600341,-0.000000,-0.000000
28,6,1,356.3163,365.1508,-1.616290,-0.000000,0.000000
29,6,1,361.2411,365.1508,-1.970329,-0.086433,-0.086860
30,6,1,361.5895,365.1508,-2.010871,-0.145948,-0.145628
31,6,1,364.3524,365.1508,-2.660256,0.025466,0.024824
32,2,6,380.7603,394.7554,-1.450350,0.006877,0.005991
33,2,6,381.7275,394.7554,-1.481454,-0.041847,-0.041472
34,2,6,383.5270,394.7554,-1.546008,-0.137038,-0.137275
35,2,6,391.1166,394.7554,-2.035371,-0.013145,-0.017796
36,2,6,391.9238,394.7554,-2.144298,0.000000,-0.000000
37,4,5,414.5801,404.6236,-1.608944,-0.002146,-0.009112
38,4,5,415.0353,404.6236,-1.589528,0.001848,0.000383
39,4,5,419.2942,404.6236,-1.440603,0.000801,0.000150
40,4,5,421.7000,404.6236,-1.374655,0.029898,0.027558
41,6,3,435.7840,444.0958,-1.727781,-0.000000,-0.000000
42,6,3,438.0331,444.0958,-1.864811,0.030382,0.027085
43,6,3,439.5320,444.0958,-1.988153,0.007384,0.005036
44,3,6,454.4631,444.0958,-1.631813,0.003079,0.000939
45,3,6,461.2444,444.0958,-1.413248,0.013241,0.008809
46,7,1,470.8759,493.4353,-1.339903,0.000528,0.000127
47,7,1,473.3198,493.4353,-1.389700,-0.000303,-0.004423
48,7,1,474.9102,493.4353,-1.425470,0.014881,0.013608
49,7,1,476.2639,493.4353,-1.458425,-0.036447,-0.045664
50,7,1,481.6574,493.4353,-1.622164,0.009014,0.006877
51,7,1,484.0273,493.4353,-1.719734,-0.006819,-0.006844
52,7,1,484.6843,493.4353,-1.751175,0.009556,0.002891
53,7,1,492.0070,493.4353,-2.538413,-0.052200,-0.055376
54,5,5,493.6676,493.4353,-3.327096,0.003215,0.001690
55,6,4,505.9352,513.1708,-1.850784,0.005922,0.004988
56,6,4,507.0714,513.1708,-1.924974,0.008310,0.007577
57,4,6,516.4295,513.1708,-2.197228,0.017639,0.014425
