mode_rank,matched_m,matched_n,w_h_FEM,w_h_exact,log10_Error_w_h,log10_Error_L2_w,log10_Error_L2_phi
1,1,1,19.7773,19.7390,-2.711418,-2.512097,-2.806526
2,1,2,49.6969,49.3476,-2.149960,-0.150503,-0.150509
3,1,2,49.6970,49.3476,-2.149946,-0.150502,-0.150509
4,2,2,79.5053,78.9557,-2.157327,-1.921048,-1.945434
5,3,1,100.5615,98.6942,-1.723081,-0.150463,-0.150510
6,3,1,100.5616,98.6942,-1.723058,-0.131428,-0.129345
7,3,2,130.2977,128.3018,-1.808092,-0.150423,-0.150480
8,3,2,130.2977,128.3018,-1.808092,-0.150423,-0.150480
9,3,3,173.7580,177.6471,-1.659709,0.008645,0.008566
10,3,3,173.7580,177.6471,-1.659709,0.008645,0.008566
11,3,3,180.9897,177.6471,-1.725473,-1.559697,-1.858070
12,2,4,203.3096,197.3849,-1.522650,-0.149956,-0.149294
13,2,4,203.3102,197.3849,-1.522607,-0.150320,-0.150452
14,5,1,253.7468,256.5976,-1.954296,0.013785,0.013828
15,5,1,253.7468,256.5976,-1.954296,0.013785,0.013828
16,2,5,271.5557,286.2034,-1.290906,0.001858,0.001799
17,2,5,271.5558,286.2034,-1.290909,0.002360,0.002285
18,4,4,301.0106,315.8089,-1.329212,0.017149,0.016697
19,4,4,301.0106,315.8089,-1.329212,0.017149,0.016697
20,5,3,326.1022,335.5458,-1.550618,0.107534,0.106668
21,6,1,351.2649,365.1508,-1.419901,0.017416,0.017112
22,6,1,351.2658,365.1508,-1.419926,0.045136,0.044394
23,6,2,396.8677,394.7554,-2.271575,0.015464,0.016002
24,6,2,396.8677,394.7554,-2.271575,0.015464,0.016002
25,4,5,423.2613,404.6236,-1.336658,-0.149701,-0.150274
26,4,5,423.2613,404.6236,-1.336658,-0.149701,-0.150274
27,6,3,426.0556,444.0958,-1.391235,0.072916,0.072208
28,6,3,426.0563,444.0958,-1.391253,0.035381,0.035008
29,7,1,475.8847,493.4353,-1.448940,0.002814,0.002796
30,7,1,475.8847,493.4353,-1.448940,0.002814,0.002796
31,2,7,520.0238,523.0386,-2.239279,0.024955,0.025460
32,7,2,547.2608,523.0386,-1.334320,0.016442,0.017710
33,7,2,547.2630,523.0386,-1.334281,0.026451,0.028441
34,7,3,553.8391,572.3766,-1.489630,0.074999,0.075593
35,7,3,553.8392,572.3766,-1.489633,0.088809,0.089491
36,3,7,582.8675,572.3766,-1.736869,0.064989,0.068435
37,3,7,582.8675,572.3766,-1.736869,0.064989,0.068435
38,8,1,632.4068,641.4484,-1.850916,0.023304,0.023911
39,8,1,632.4077,641.4484,-1.850962,0.012174,0.012500
40,4,7,643.3184,641.4484,-2.535305,0.057601,0.059533
41,4,7,643.3184,641.4484,-2.535305,0.057601,0.059533
42,6,6,703.2976,710.5184,-1.992990,0.000551,0.000569
43,6,6,703.2976,710.5184,-1.992990,0.000551,0.000569
44,7,5,747.6916,730.2523,-1.621944,0.000465,0.000504
45,7,5,747.6916,730.2523,-1.621944,0.000465,0.000504
46,8,4,765.6123,789.4533,-1.520002,0.077063,0.077746
47,8,4,776.3499,789.4533,-1.779940,0.037151,0.038551
48,8,4,776.3507,789.4533,-1.779967,0.036515,0.037893
49,4,8,798.7229,789.4533,-1.930267,0.047708,0.050148
50,4,8,798.7251,789.4533,-1.930166,0.005364,0.005668
51,2,9,825.2761,838.7865,-1.792981,0.063659,0.065910
52,2,9,825.2761,838.7865,-1.792981,0.063659,0.065910
53,9,3,895.2857,888.1188,-2.093142,0.052564,0.055677
54,9,3,895.2884,888.1188,-2.092977,0.106381,0.111956
55,9,3,920.0390,888.1188,-1.444406,0.019241,0.020858
56,9,3,920.0390,888.1188,-1.444406,0.019241,0.020858
57,6,8,985.5573,986.7808,-2.906624,0.011614,0.012489
58,6,8,985.5574,986.7808,-2.906666,0.021882,0.023490
59,6,8,989.6127,986.7808,-2.542135,0.021254,0.022520
60,6,8,989.6127,986.7808,-2.542135,0.021254,0.022520
61,10,2,1013.9687,1026.2445,-1.922199,0.078209,0.082455
62,10,2,1013.9687,1026.2445,-1.922199,0.078209,0.082455
63,3,10,1062.4600,1075.5734,-1.913923,0.041565,0.043976
64,3,10,1062.4609,1075.5734,-1.913956,0.020002,0.021224
65,3,10,1073.4125,1075.5734,-2.697008,0.031953,0.033585
66,7,8,1109.4646,1115.0359,-2.301338,0.001268,0.001342
67,7,8,1109.4696,1115.0359,-2.301726,0.001659,0.001755
68,10,4,1131.7927,1144.6323,-1.950112,0.005813,0.006185
69,10,4,1131.7927,1144.6323,-1.950112,0.005813,0.006185
70,2,11,1225.2025,1233.4198,-2.176382,0.001303,0.001394
71,2,11,1225.2050,1233.4198,-2.176514,0.063272,0.067086
72,8,8,1261.2235,1263.0150,-2.848182,0.051538,0.054627
73,8,8,1261.2235,1263.0150,-2.848182,0.051538,0.054627
74,7,9,1276.5432,1282.7449,-2.315624,0.014895,0.016305
75,7,9,1276.5432,1282.7449,-2.315624,0.014895,0.016305
76,9,7,1304.4525,1282.7449,-1.771529,0.065627,0.072408
77,9,7,1304.4534,1282.7449,-1.771512,0.018223,0.020339
78,6,10,1343.7373,1341.9339,-2.871627,0.005449,0.005887
79,6,10,1343.7373,1341.9339,-2.871627,0.005449,0.005887
80,11,4,1352.1012,1351.7986,-3.650005,0.098445,0.106388
81,11,4,1352.1012,1351.7986,-3.650003,0.098445,0.106388
82,12,1,1420.2217,1430.7149,-2.134644,0.004132,0.004514
83,12,1,1420.2249,1430.7149,-2.134776,0.017534,0.019102
84,5,11,1446.8495,1440.5793,-2.361253,0.015306,0.016550
85,12,3,1493.9289,1509.6289,-1.982969,0.018474,0.019761
86,12,3,1493.9331,1509.6289,-1.983087,0.096979,0.102606
87,3,12,1512.0638,1509.6289,-2.792391,0.007735,0.008516
