mode_rank,matched_m,matched_n,w_h_FEM,w_h_exact,log10_Error_w_h,log10_Error_L2_w,log10_Error_L2_phi
1,1,1,19.4602,19.7390,-1.849997,-2.555119,-1.999142
2,2,1,48.7880,49.3476,-1.945422,-0.150493,-0.150447
3,2,1,48.9056,49.3476,-2.047891,-0.150491,-0.150456
4,2,2,77.5096,78.9557,-1.737182,-1.531309,-1.423486
5,1,3,98.0261,98.6942,-2.169462,-0.140056,-0.140301
6,1,3,98.0674,98.6942,-2.197138,-0.150393,-0.150332
7,2,3,125.5088,128.3018,-1.662159,-0.150418,-0.150247
8,2,3,126.4129,128.3018,-1.832021,-0.150395,-0.150297
9,1,4,166.9357,167.7781,-2.299237,-0.150399,-0.150344
10,1,4,167.0325,167.7781,-2.352234,-0.150332,-0.150269
11,3,3,173.1860,177.6471,-1.600120,-0.972922,-0.933438
12,4,2,194.0105,197.3849,-1.767113,-0.147019,-0.146559
13,4,2,194.2567,197.3849,-1.800013,-0.147793,-0.147342
14,4,3,238.2185,246.7289,-1.462270,-0.144709,-0.143354
15,4,3,241.5608,246.7289,-1.678890,-0.149566,-0.149363
16,5,1,255.6074,256.5976,-2.413555,-0.147239,-0.147060
17,5,1,255.6473,256.5976,-2.431412,-0.149977,-0.149881
18,2,5,281.7203,286.2034,-1.805093,-0.149742,-0.149489
19,2,5,282.1739,286.2034,-1.851420,-0.149628,-0.149360
20,4,4,304.0693,315.8089,-1.429770,-0.632941,-0.613346
21,5,3,325.8261,335.5458,-1.538102,-0.147999,-0.147328
22,5,3,326.8532,335.5458,-1.586603,-0.142504,-0.141837
23,6,1,363.7474,365.1508,-2.415314,-0.148772,-0.148796
24,6,1,363.8450,365.1508,-2.446616,-0.148568,-0.148427
25,1,6,368.6927,365.1508,-2.013225,0.002817,0.001037
26,1,6,368.7092,365.1508,-2.011214,0.008487,0.000698
27,2,6,383.9595,394.7554,-1.563067,0.024503,0.023232
28,2,6,388.9558,394.7554,-1.832926,-0.129020,-0.128040
29,2,6,389.1953,394.7554,-1.851246,-0.148097,-0.147791
30,2,6,392.4065,394.7554,-2.225457,0.035518,0.035066
31,6,3,428.9161,444.0958,-1.466214,0.002944,0.000376
32,6,3,429.0038,444.0958,-1.468730,0.004363,0.000398
