mode_rank,matched_m,matched_n,w_h_FEM,w_h_exact,log10_Error_w_h,log10_Error_L2_w,log10_Error_L2_phi
1,1,1,19.7517,19.7390,-3.191018,-2.585078,-2.335103
2,1,2,49.6680,49.3476,-2.187569,-0.150504,-0.150509
3,1,2,49.6680,49.3476,-2.187543,-0.150504,-0.150510
4,2,2,79.5493,78.9557,-2.123899,-1.945739,-2.242502
5,3,1,100.3657,98.6942,-1.771195,-0.140540,-0.141351
6,3,1,100.3658,98.6942,-1.771162,-0.150473,-0.150503
7,3,2,130.1297,128.3018,-1.846287,-0.150445,-0.150488
8,3,2,130.1297,128.3018,-1.846285,-0.150445,-0.150488
9,3,3,173.2573,177.6471,-1.607116,0.002585,0.002551
10,3,3,173.2573,177.6471,-1.607117,0.002585,0.002551
11,3,3,180.5018,177.6471,-1.793994,-1.594956,-1.733212
12,2,4,202.9596,197.3849,-1.549095,-0.150342,-0.150486
13,2,4,202.9600,197.3849,-1.549065,-0.150342,-0.150486
14,5,1,253.1619,256.5976,-1.873246,0.014301,0.014297
15,5,1,253.1619,256.5976,-1.873246,0.014301,0.014297
16,1,5,270.2368,256.5976,-1.274462,-0.146107,-0.147768
17,1,5,270.2369,256.5976,-1.274458,-0.150231,-0.150492
18,5,2,299.7414,286.2034,-1.325120,-0.150154,-0.150453
19,5,2,299.7414,286.2034,-1.325120,-0.150154,-0.150453
20,4,4,325.6237,315.8089,-1.507546,-1.349097,-1.645816
21,3,5,349.6103,335.5458,-1.377626,-0.150025,-0.150361
22,3,5,349.6113,335.5458,-1.377597,-0.150026,-0.150361
23,2,6,394.1173,394.7554,-2.791437,0.024740,0.025350
24,2,6,394.1173,394.7554,-2.791437,0.024740,0.025350
25,4,5,421.6729,404.6236,-1.375345,-0.149842,-0.150316
26,4,5,421.6729,404.6236,-1.375345,-0.149842,-0.150316
27,4,5,423.5104,404.6236,-1.330892,0.000000,0.000000
28,4,5,423.5108,404.6236,-1.330882,-0.000000,0.000000
29,7,1,473.1509,493.4353,-1.386069,0.024244,0.023909
30,7,1,473.1509,493.4353,-1.386069,0.001834,0.001807
31,4,6,517.1339,513.1708,-2.112228,0.000000,0.000000
32,7,2,544.8804,523.0386,-1.379244,0.027301,0.029127
33,7,2,544.8819,523.0386,-1.379215,0.002080,0.002227
34,7,3,548.4266,572.3766,-1.378377,0.078409,0.078134
35,7,3,548.4268,572.3766,-1.378379,0.078420,0.078145
36,3,7,577.5364,572.3766,-2.045053,0.071999,0.074930
37,3,7,577.5364,572.3766,-2.045053,0.071999,0.074930
38,8,1,626.7018,641.4484,-1.638472,-0.000000,0.000000
39,8,1,626.7030,641.4484,-1.638507,-0.000000,-0.000000
40,8,1,639.7862,641.4484,-2.586482,0.004849,0.004990
41,8,1,639.7862,641.4484,-2.586482,0.004849,0.004990
42,6,6,697.7936,710.5184,-1.746927,0.024950,0.025438
43,6,6,697.7936,710.5184,-1.746927,0.024950,0.025438
44,7,5,738.0062,730.2523,-1.973955,0.026852,0.028476
45,7,5,738.0062,730.2523,-1.973955,0.026852,0.028476
46,8,4,761.8360,789.4533,-1.456145,0.000000,-0.000000
47,8,4,766.9346,789.4533,-1.544783,0.022709,0.023197
48,8,4,766.9351,789.4533,-1.544792,0.022767,0.023257
49,4,8,791.8269,789.4533,-2.521922,-0.000000,-0.000000
50,4,8,791.8295,789.4533,-2.521458,0.000000,0.000000
51,9,1,815.7684,809.1867,-2.089712,0.027588,0.029161
52,9,1,815.7684,809.1867,-2.089712,0.027588,0.029161
53,3,9,886.3652,888.1188,-2.704534,0.035359,0.036986
54,3,9,886.3669,888.1188,-2.704950,-0.000000,0.000000
55,9,3,912.9077,888.1188,-1.554215,0.021780,0.023328
56,9,3,912.9077,888.1188,-1.554215,0.021780,0.023328
57,7,7,968.9136,967.0487,-2.714785,0.072510,0.076964
58,7,7,968.9138,967.0487,-2.714746,0.072527,0.076983
59,6,8,979.6539,986.7808,-2.141324,0.039091,0.040739
60,6,8,979.6539,986.7808,-2.141324,0.039091,0.040739
61,10,1,997.4555,996.6468,-3.090728,0.004471,0.004785
62,10,1,997.4555,996.6468,-3.090727,0.004471,0.004785
63,5,9,1045.6389,1045.9762,-3.491492,0.071225,0.075400
64,5,9,1045.6402,1045.9762,-3.493228,0.071417,0.075603
65,3,10,1062.6521,1075.5734,-1.920334,-0.000000,0.000000
66,7,8,1099.8206,1115.0359,-1.865009,0.005401,0.005625
67,7,8,1099.8238,1115.0359,-1.865101,0.065330,0.067689
68,7,8,1115.3276,1115.0359,-3.582306,-0.000000,0.000000
69,7,8,1115.3276,1115.0359,-3.582306,-0.000000,0.000000
70,11,1,1207.3988,1203.8243,-2.527345,0.049159,0.052375
71,11,1,1207.4020,1203.8243,-2.526961,0.068374,0.072652
72,8,8,1248.2369,1263.0150,-1.931790,0.053002,0.055350
73,8,8,1248.2369,1263.0150,-1.931790,0.053002,0.055350
74,8,8,1249.2779,1263.0150,-1.963515,0.045065,0.048324
75,8,8,1249.2779,1263.0150,-1.963515,0.045065,0.048324
76,7,9,1277.5497,1282.7449,-2.392537,0.019326,0.020936
77,7,9,1277.5502,1282.7449,-2.392576,0.048134,0.051874
78,6,10,1325.2572,1341.9339,-1.905622,0.042330,0.045289
79,6,10,1325.2572,1341.9339,-1.905622,0.042330,0.045289
80,6,10,1326.1094,1341.9339,-1.928401,0.109566,0.114633
81,6,10,1326.1094,1341.9339,-1.928401,0.065439,0.068780
82,12,1,1394.2416,1430.7149,-1.593577,0.000000,0.000000
83,12,1,1394.2433,1430.7149,-1.593599,0.000000,0.000000
84,9,8,1432.3918,1430.7149,-2.931050,0.126142,0.132907
85,7,10,1472.6303,1470.1722,-2.776767,-0.000000,0.000000
86,7,10,1472.6354,1470.1722,-2.775870,-0.000000,-0.000000
87,7,10,1485.3050,1470.1722,-1.987449,0.041136,0.044890
88,7,10,1485.3050,1470.1722,-1.987449,0.041136,0.044890
89,9,9,1589.4529,1598.4045,-2.251790,0.037779,0.041667
90,9,9,1589.4531,1598.4045,-2.251799,0.065908,0.072246
91,9,9,1602.7265,1598.4045,-2.567998,0.017705,0.019299
92,9,9,1602.7302,1598.4045,-2.567630,0.040815,0.044289
93,8,10,1617.2086,1618.1320,-3.243639,0.006421,0.007166
94,8,10,1617.2086,1618.1320,-3.243639,0.006421,0.007166
95,12,5,1654.7042,1667.4501,-2.116684,-0.000000,0.000000
96,12,5,1654.7042,1667.4501,-2.116684,-0.000000,-0.000000
97,12,5,1664.0436,1667.4501,-2.689744,0.073834,0.080948
98,12,5,1664.0451,1667.4501,-2.689941,0.000000,-0.000000
99,13,3,1731.7914,1756.2204,-1.856673,0.055148,0.060023
100,13,3,1731.7914,1756.2204,-1.856673,0.055148,0.060023
101,13,3,1747.4731,1756.2204,-2.302705,0.016486,0.017898
102,13,3,1747.4731,1756.2204,-2.302705,0.016486,0.017898
103,13,4,1821.2013,1825.2620,-2.652727,-0.000000,0.000000
104,13,4,1821.2051,1825.2620,-2.653126,-0.000000,0.000000
105,7,12,1874.2639,1904.1646,-1.804024,0.000000,-0.000000
106,13,5,1927.4775,1914.0272,-2.153217,0.032729,0.035969
107,13,5,1927.4833,1914.0272,-2.153031,0.000613,0.000679
108,1,14,1936.5773,1943.6150,-2.441184,0.016748,0.018556
109,1,14,1936.5773,1943.6150,-2.441184,0.016748,0.018556
110,9,11,2003.3923,1992.9272,-2.279747,0.000183,0.000213
111,9,11,2003.3923,1992.9272,-2.279747,0.000183,0.000213
112,6,13,2030.7679,2022.5141,-2.389238,0.022889,0.026266
113,6,13,2030.7683,2022.5141,-2.389214,0.013772,0.015852
114,14,4,2076.9419,2091.5489,-2.155909,0.037730,0.042619
115,14,4,2076.9419,2091.5489,-2.155909,0.037730,0.042619
116,14,4,2078.7102,2091.5489,-2.211948,-0.000000,-0.000000
117,14,4,2078.7163,2091.5489,-2.212153,0.000000,0.000000
118,13,7,2143.7203,2150.7202,-2.487494,0.045326,0.051205
119,13,7,2143.7221,2150.7202,-2.487605,0.057533,0.064773
120,13,7,2144.1917,2150.7202,-2.517773,0.044872,0.049127
121,13,7,2144.1917,2150.7202,-2.517773,0.044872,0.049127
122,1,15,2231.7732,2229.6132,-3.013779,0.034036,0.038700
