mode_rank,matched_m,matched_n,w_h_FEM,w_h_exact,log10_Error_w_h,log10_Error_L2_w,log10_Error_L2_phi
1,1,1,19.4028,19.7390,-1.768734,-2.272159,-1.840640
2,2,1,48.6129,49.3476,-1.827169,-0.150439,-0.150348
3,2,1,48.8217,49.3476,-1.972377,-0.150457,-0.150389
4,2,2,77.1237,78.9557,-1.634465,-1.453721,-1.326161
5,1,3,97.8051,98.6942,-2.045341,-0.135940,-0.135604
6,1,3,97.8680,98.6942,-2.077201,-0.150585,-0.150461
7,2,3,124.4991,128.3018,-1.528135,-0.149980,-0.149497
8,2,3,125.8577,128.3018,-1.720112,-0.149925,-0.149683
9,1,4,166.6037,167.7781,-2.154914,-0.150152,-0.150023
10,1,4,166.7469,167.7781,-2.211400,-0.149716,-0.149553
11,4,1,171.3208,167.7781,-1.675398,0.012736,0.012935
12,4,2,192.7646,197.3849,-1.630645,-0.149823,-0.149462
13,4,2,193.1340,197.3849,-1.666828,-0.145953,-0.145138
14,4,3,234.5370,246.7289,-1.306150,-0.149411,-0.148684
15,4,3,239.4967,246.7289,-1.532948,-0.148671,-0.148813
16,5,1,254.9906,256.5976,-2.203258,-0.144424,-0.144055
17,5,1,255.0646,256.5976,-2.223725,-0.149041,-0.148829
18,2,5,279.4243,286.2034,-1.625501,-0.146955,-0.146366
19,2,5,280.2233,286.2034,-1.679966,-0.148150,-0.147688
20,5,2,298.0187,286.2034,-1.384232,0.000000,-0.000000
21,4,4,301.5699,315.8089,-1.345943,0.001796,0.000178
22,4,4,301.7381,315.8089,-1.351103,0.000000,0.000000
23,4,4,320.9609,315.8089,-1.787450,0.000000,-0.000000
24,4,4,323.2496,315.8089,-1.627810,0.013637,0.012313
25,6,1,357.5404,365.1508,-1.681065,0.014805,0.001859
26,6,1,357.7122,365.1508,-1.690984,0.011076,0.002063
27,6,1,362.4889,365.1508,-2.137295,-0.147688,-0.147655
28,6,1,362.6832,365.1508,-2.170209,-0.146360,-0.145984
29,1,6,372.0922,365.1508,-1.721023,0.010412,0.010222
30,2,6,385.4416,394.7554,-1.627202,-0.147451,-0.148394
31,2,6,385.4912,394.7554,-1.629520,-0.063758,-0.066010
32,2,6,386.2390,394.7554,-1.666070,0.033409,0.032038
33,2,6,387.0771,394.7554,-1.711065,0.000625,0.000090
34,2,6,387.4358,394.7554,-1.731837,0.011295,0.010300
35,4,5,422.1679,404.6236,-1.362914,0.009163,0.003627
36,4,5,422.8822,404.6236,-1.345582,0.015067,0.002504
37,4,5,423.4051,404.6236,-1.333320,0.019448,0.018790
38,6,3,426.3771,444.0958,-1.399046,-0.109287,-0.107727
39,3,6,445.1513,444.0958,-2.624005,0.000591,0.000220
40,3,6,449.3112,444.0958,-1.930186,0.001262,0.001079
41,3,6,451.2146,444.0958,-1.795069,0.001659,0.001271
42,3,6,465.4224,444.0958,-1.318556,0.000814,0.000479
43,7,1,474.6488,493.4353,-1.419384,0.000868,0.000157
44,7,1,484.2008,493.4353,-1.727819,-0.005020,-0.009575
45,7,1,485.0180,493.4353,-1.768060,0.002069,0.001631
46,7,1,488.0440,493.4353,-1.961540,-0.113909,-0.114087
47,7,1,488.7966,493.4353,-2.026838,-0.076881,-0.076728
48,7,1,492.3751,493.4353,-2.667854,0.000789,0.000190
49,5,5,497.1932,493.4353,-2.118282,0.009770,-0.004337
50,6,4,507.3879,513.1708,-1.948111,0.080470,0.074031
51,6,4,507.6449,513.1708,-1.967859,0.041266,0.033929
52,4,6,514.8759,513.1708,-2.478531,0.000000,0.000000
53,4,6,517.6568,513.1708,-2.058409,-0.000000,-0.000000
54,7,2,527.4172,523.0386,-2.077191,-0.005543,-0.014524
