mode_rank,matched_m,matched_n,w_h_FEM,w_h_exact,log10_Error_w_h,log10_Error_L2_w,log10_Error_L2_phi,log10_Error_L2_Q
44,8,1,640.7265,641.4484,-2.948739,-0.146321,-0.146177,0.177901
45,8,1,640.8790,641.4484,-3.051744,-0.146230,-0.146095,0.179333
46,8,2,657.0231,671.0500,-1.679793,0.000344,-0.000332,0.021354
47,8,2,663.7264,671.0500,-1.962029,-0.143711,-0.143209,0.174478
48,8,2,664.0358,671.0500,-1.980777,-0.136887,-0.136406,0.165937
49,2,8,688.0130,671.0500,-1.597252,0.014897,0.014831,0.006192
50,6,6,699.7114,710.5184,-1.817870,-0.061652,-0.064031,0.142294
51,6,6,702.2346,710.5184,-1.933351,0.001505,0.001455,0.001578
52,6,6,703.4462,710.5184,-2.002022,0.000031,0.000030,0.000032
53,7,5,757.2251,730.2523,-1.432547,0.052824,0.051997,0.115481
54,7,5,758.8301,730.2523,-1.407444,0.048220,0.046223,0.063017
55,7,5,759.0540,730.2523,-1.404056,0.032197,0.031337,0.109064
56,4,8,790.5323,789.4533,-2.864342,0.019516,0.018556,0.022953
57,1,9,807.9476,809.1867,-2.814942,-0.148780,-0.148819,0.190182
58,1,9,808.0756,809.1867,-2.862275,-0.143668,-0.143494,0.170525
59,9,1,823.8605,809.1867,-1.741508,0.044543,0.043529,0.051929
60,2,9,827.6499,838.7865,-1.876897,-0.090641,-0.090086,0.112955
61,2,9,831.6366,838.7865,-2.069348,-0.081121,-0.080950,0.102970
62,2,9,838.2108,838.7865,-3.163385,-0.019031,-0.019087,0.029500
63,5,8,861.5611,878.2525,-1.721128,0.033676,0.030554,0.037118
64,5,8,865.2724,878.2525,-1.830343,0.001538,0.001476,0.001580
65,5,8,867.5534,878.2525,-1.914273,0.015565,0.014746,0.016638
66,9,3,904.8568,888.1188,-1.724769,0.007182,0.007079,-0.000197
67,9,3,915.4975,888.1188,-1.511060,0.023335,0.023136,0.027963
68,9,3,918.5376,888.1188,-1.465330,0.020481,0.020444,0.024837
69,9,4,929.8004,957.1826,-1.543526,0.011996,0.011126,0.012745
70,7,7,970.2444,967.0487,-2.480875,0.055253,0.049565,0.066565
71,6,8,981.2301,986.7808,-2.249876,0.021905,0.018140,0.099953
72,6,8,986.7048,986.7808,-4.113645,-0.014630,-0.014986,0.024904
73,1,10,993.9070,996.6468,-2.560824,-0.146539,-0.146611,0.181334
74,1,10,994.0408,996.6468,-2.582567,-0.141102,-0.140941,0.165034
75,10,2,1014.3402,1026.2445,-1.935546,-0.138378,-0.137930,0.168932
76,10,2,1015.5842,1026.2445,-1.983480,-0.129923,-0.129346,0.158441
77,10,2,1016.9524,1026.2445,-2.043138,0.002089,0.001883,0.002430
78,5,9,1043.3025,1045.9762,-2.592406,0.019740,0.018871,0.021296
79,9,5,1046.0262,1045.9762,-4.320142,0.011505,0.011145,0.012327
80,9,5,1059.9102,1045.9762,-1.875446,0.027833,0.026502,0.032842
81,10,3,1076.3222,1075.5734,-3.157268,0.029428,0.025696,0.035934
82,10,3,1082.9909,1075.5734,-2.161384,-0.006038,-0.006295,0.018843
83,10,3,1091.9392,1075.5734,-1.817704,0.000990,0.000959,0.001142
84,10,3,1095.2837,1075.5734,-1.736947,0.040441,0.039323,0.046645
85,10,4,1133.5706,1144.6323,-2.014841,0.006180,0.005960,-0.002771
86,9,6,1149.5967,1154.4978,-2.372104,0.018470,0.013564,0.106535
87,6,9,1157.7675,1154.4978,-2.547884,-0.006305,-0.008556,0.075655
88,6,9,1173.2638,1154.4978,-1.789020,0.066286,0.061928,0.079974
89,1,11,1185.6125,1203.8243,-1.820211,0.001107,0.000921,0.001336
90,1,11,1197.5219,1203.8243,-2.281057,-0.141231,-0.141404,0.169643
91,1,11,1197.5997,1203.8243,-2.286451,-0.135866,-0.135764,0.156609
92,11,1,1215.8456,1203.8243,-2.000613,0.011869,0.011724,0.012708
93,11,1,1216.8729,1203.8243,-1.964999,0.026147,0.025882,0.027999
94,2,11,1220.8999,1233.4198,-1.993508,0.001272,0.001157,0.001432
95,2,11,1231.8933,1233.4198,-2.907421,0.000354,0.000333,0.000396
96,11,2,1246.4874,1233.4198,-1.974915,-0.000085,-0.000098,0.000319
97,11,2,1247.9391,1233.4198,-1.929164,0.021603,0.021112,0.023895
98,8,8,1256.9261,1263.0150,-2.316867,-0.003639,-0.005130,0.065230
99,7,9,1277.5811,1282.7449,-2.395168,0.001269,0.001159,0.001437
100,9,7,1285.5499,1282.7449,-2.660221,0.001152,0.001090,0.001284
101,9,7,1288.7020,1282.7449,-2.333109,0.006794,0.002630,0.041710
102,9,7,1302.1010,1282.7449,-1.821323,0.001382,0.001274,0.001695
103,6,10,1333.4545,1341.9339,-2.199369,-0.004668,-0.006538,0.043086
104,6,10,1341.4006,1341.9339,-3.400775,-0.000204,-0.003086,0.074842
105,6,10,1342.8276,1341.9339,-3.176529,0.041236,0.038020,0.047984
106,11,4,1362.2084,1351.7986,-2.113470,0.016106,0.013930,0.020412
107,11,4,1380.4811,1351.7986,-1.673296,0.047991,0.041195,0.053358
108,12,1,1404.1035,1430.7149,-1.730485,0.010473,0.006624,0.048547
109,12,1,1410.2737,1430.7149,-1.845047,0.009359,0.007869,0.011223
110,12,1,1410.4283,1430.7149,-1.848344,-0.029039,-0.029966,0.056999
111,12,1,1417.7212,1430.7149,-2.041820,-0.109439,-0.109136,0.119339
112,12,1,1419.8811,1430.7149,-2.120770,-0.079819,-0.080282,0.101030
113,9,8,1432.4085,1430.7149,-2.926745,0.009499,0.009211,0.010013
114,9,8,1433.3460,1430.7149,-2.735419,0.000274,0.000266,0.000289
115,12,2,1459.4249,1460.3079,-3.218457,0.000948,0.000906,0.001019
116,2,12,1460.9394,1460.3079,-3.364067,0.019956,0.014882,0.065257
117,2,12,1463.3760,1460.3079,-2.677578,0.023686,0.021572,0.027452
118,10,7,1467.6732,1470.1722,-2.769599,0.006710,0.006626,-0.005057
119,7,10,1471.8149,1470.1722,-2.951820,0.020781,0.016975,0.027154
120,7,10,1486.7059,1470.1722,-1.948997,0.012334,0.010657,0.015898
121,12,3,1499.5246,1509.6289,-2.174363,0.031981,0.029783,0.034992
122,12,3,1502.7302,1509.6289,-2.340102,0.005098,0.002159,0.029420
123,3,12,1526.1234,1509.6289,-1.961532,0.017244,0.015827,0.021135
124,6,11,1532.5763,1549.0851,-1.972361,0.006779,0.003087,0.058469
125,6,11,1536.8538,1549.0851,-2.102602,-0.000742,-0.001058,0.002750
126,6,11,1547.3621,1549.0851,-2.953785,0.007578,0.007411,-0.004717
127,6,11,1547.4625,1549.0851,-2.979867,0.000518,0.000245,0.001202
128,11,6,1555.1209,1549.0851,-2.409337,0.011578,0.009177,0.015769
129,12,4,1578.0230,1578.6768,-3.382814,0.002750,0.001736,0.004991
130,4,12,1581.1172,1578.6768,-2.810837,0.011578,0.009532,0.013805
131,4,12,1588.4351,1578.6768,-2.208921,0.026842,0.023018,0.034226
132,9,9,1589.2816,1598.4045,-2.243554,0.014100,0.011962,0.017402
133,10,8,1621.6144,1618.1320,-2.667133,0.005922,0.004438,0.008797
134,10,8,1623.5582,1618.1320,-2.474512,-0.001011,-0.001053,0.001524
135,10,8,1640.2853,1618.1320,-1.863574,0.028602,0.022817,0.040391
136,12,5,1649.9568,1667.4501,-1.979183,0.012955,0.012417,0.013123
137,12,5,1650.5925,1667.4501,-1.995259,0.004948,0.004700,0.005106
138,12,5,1654.8916,1667.4501,-2.123116,0.003012,0.002160,0.004634
139,12,5,1657.0937,1667.4501,-2.206845,0.028539,0.024232,0.037557
140,12,5,1661.9734,1667.4501,-2.483533,0.010821,0.008239,0.015191
141,12,5,1663.8940,1667.4501,-2.671085,0.004146,0.003681,0.010601
142,1,13,1673.2959,1677.3136,-2.620637,0.003910,0.003281,0.001726
143,1,13,1674.7968,1677.3136,-2.823769,0.036108,0.031681,0.043726
144,1,13,1675.4831,1677.3136,-2.962058,0.028278,0.020414,0.043128
145,13,1,1686.0337,1677.3136,-2.284094,0.019749,0.018206,0.020482
146,2,13,1693.8924,1706.9039,-2.117880,0.002533,0.002201,0.003068
147,2,13,1700.9026,1706.9039,-2.453963,0.009530,0.007626,0.006876
148,13,2,1716.0039,1706.9039,-2.273170,0.000246,0.000165,0.000413
149,13,2,1722.3650,1706.9039,-2.042969,0.010362,0.007005,0.021166
150,13,2,1724.1587,1706.9039,-1.995300,0.003856,0.003474,0.001559
151,13,3,1734.4773,1756.2204,-1.907257,0.005039,0.004432,0.005952
152,13,3,1739.3697,1756.2204,-2.017960,0.019698,0.014402,0.031983
153,13,3,1740.9763,1756.2204,-2.061476,0.018123,0.013768,0.024652
154,13,3,1743.9668,1756.2204,-2.156314,0.016635,0.011502,0.025103
155,13,3,1749.6744,1756.2204,-2.428604,0.000417,0.000240,0.000798
156,3,13,1759.7731,1756.2204,-2.694026,0.016088,0.013070,0.014470
157,3,13,1759.9819,1756.2204,-2.669219,0.010152,0.005168,0.024891
158,9,10,1782.6341,1785.8099,-2.749983,0.003354,0.001988,0.006459
159,10,9,1786.9615,1785.8099,-3.190540,0.003939,0.003311,0.005139
160,10,9,1793.0159,1785.8099,-2.394141,0.002069,0.001811,0.002233
161,13,4,1810.9445,1825.2620,-2.105458,0.003757,0.003369,-0.000169
162,13,4,1816.9648,1825.2620,-2.342394,0.027759,0.018416,0.036131
163,13,4,1820.9831,1825.2620,-2.629989,0.002005,0.001425,0.003080
164,8,11,1826.9453,1825.2620,-3.035163,0.003904,0.001033,0.016483
165,8,11,1841.5347,1825.2620,-2.049867,0.009535,0.009229,-0.001700
166,8,11,1844.8326,1825.2620,-1.969721,0.024647,0.019410,0.035792
167,8,11,1859.8387,1825.2620,-1.722542,-0.003379,-0.004793,0.010536
168,8,11,1863.3353,1825.2620,-1.680705,0.000455,0.000346,0.000717
169,7,12,1886.4874,1904.1646,-2.032291,0.017299,0.016314,0.017172
170,7,12,1886.9537,1904.1646,-2.043903,0.012279,0.011499,0.018768
171,7,12,1887.7381,1904.1646,-2.064160,0.000307,0.000188,0.000560
172,7,12,1896.5104,1904.1646,-2.395806,0.001343,0.001222,0.001535
173,7,12,1902.5919,1904.1646,-3.083083,0.007340,0.006724,0.008391
174,5,13,1909.7747,1914.0272,-2.653300,-0.000423,-0.000421,0.000597
175,5,13,1911.1586,1914.0272,-2.824269,0.012197,0.010261,0.015692
176,5,13,1911.3670,1914.0272,-2.857028,0.007380,0.006225,0.009445
177,13,5,1917.0929,1914.0272,-2.795415,0.000584,0.000444,0.000857
178,13,5,1921.6075,1914.0272,-2.402263,0.000126,0.000067,0.000316
179,1,14,1930.4899,1943.6150,-2.170510,0.002555,0.001510,0.011385
180,1,14,1936.6991,1943.6150,-2.448766,0.001936,0.001610,0.000761
181,1,14,1938.6631,1943.6150,-2.593842,0.002936,0.002092,0.004633
182,1,14,1939.8668,1943.6150,-2.714795,0.002908,0.002495,0.003642
183,14,1,1952.9207,1943.6150,-2.319857,0.000670,0.000609,0.000794
184,10,10,1972.5779,1973.2024,-3.499678,0.003525,0.002610,0.005474
185,9,11,1987.6665,1992.9272,-2.578453,0.025247,0.019321,0.038715
186,9,11,1991.3140,1992.9272,-3.091804,0.003898,0.003278,0.005020
187,9,11,1993.2669,1992.9272,-3.768325,-0.001085,-0.001491,0.003781
188,9,11,2002.6339,1992.9272,-2.312419,0.002432,0.001656,0.004203
189,14,3,2013.0399,2022.5141,-2.329351,0.000365,-0.000028,0.003184
190,14,3,2014.8277,2022.5141,-2.420172,0.030541,0.021493,0.047198
191,6,13,2023.6197,2022.5141,-3.262264,-0.000013,-0.000001,0.000269
192,8,12,2045.8371,2052.1006,-2.515382,-0.009432,-0.010405,0.015239
193,12,8,2053.0147,2052.1006,-3.351211,0.056092,0.052104,0.004466
194,12,8,2059.3496,2052.1006,-2.451925,0.002590,0.001897,0.004028
195,12,8,2062.0224,2052.1006,-2.315607,0.000430,0.000316,0.000665
196,14,4,2077.3331,2091.5489,-2.167699,0.006605,0.004241,0.011235
197,14,4,2091.0571,2091.5489,-3.628679,0.002187,0.000358,0.010030
198,13,7,2128.8450,2150.7202,-1.992633,0.009967,0.006432,0.025130
199,13,7,2134.0172,2150.7202,-2.109790,0.023058,0.021361,0.027479
200,13,7,2134.3834,2150.7202,-2.119418,0.000394,0.000357,0.000643
201,13,7,2135.7745,2150.7202,-2.158067,0.021152,0.015965,0.030194
202,13,7,2139.3136,2150.7202,-2.275427,0.003433,0.002742,0.004695
203,13,7,2143.5337,2150.7202,-2.476069,0.008284,0.007605,0.009144
204,13,7,2143.8497,2150.7202,-2.495598,0.001552,0.001388,-0.000547
205,13,7,2145.9495,2150.7202,-2.654003,0.000387,0.000352,0.000439
206,13,7,2146.6163,2150.7202,-2.719394,0.032038,0.026255,0.037572
207,13,7,2149.8416,2150.7202,-3.388805,0.006481,0.005315,0.011483
208,11,10,2166.0617,2180.3053,-2.184895,0.000337,0.000286,0.000414
209,11,10,2169.2727,2180.3053,-2.295839,0.000628,0.000503,0.000841
210,11,10,2174.5206,2180.3053,-2.576232,0.002248,0.001512,0.003750
211,11,10,2176.6690,2180.3053,-2.777857,0.009109,0.008190,0.005782
212,5,14,2185.4449,2180.3053,-2.627592,-0.026639,-0.027124,0.043749
213,9,12,2209.8586,2219.7517,-2.350971,-0.000611,-0.000672,0.001252
214,9,12,2219.6018,2219.7517,-4.170436,0.006247,0.005158,0.008227
215,12,9,2224.0182,2219.7517,-2.716239,0.013611,0.011647,0.017221
216,1,15,2236.5547,2229.6132,-2.506776,0.000835,0.000627,0.001269
217,1,15,2237.7117,2229.6132,-2.439824,0.005228,0.004171,0.007332
218,15,2,2257.5926,2259.1975,-3.148494,0.002034,0.001566,0.002956
219,2,15,2259.3298,2259.1975,-4.232522,0.001487,0.001412,-0.000790
220,14,6,2278.3707,2288.7815,-2.342120,0.016540,0.011673,0.025856
221,14,6,2280.5815,2288.7815,-2.445787,0.008078,0.005809,0.012407
222,6,14,2289.3656,2288.7815,-3.593111,0.001726,0.001353,0.002456
223,8,13,2303.4398,2298.6428,-2.680500,0.020660,0.016410,0.028765
224,15,3,2307.0870,2308.5040,-3.211968,0.000442,0.000324,0.000677
225,3,15,2311.1981,2308.5040,-2.932916,0.011100,0.008810,0.017073
226,3,15,2317.9369,2308.5040,-2.388685,0.004375,0.003835,0.005187
227,3,15,2318.1465,2308.5040,-2.379141,0.003591,0.003153,0.004245
228,3,15,2327.4599,2308.5040,-2.085586,0.014638,0.014110,-0.005636
229,3,15,2335.5130,2308.5040,-1.931822,-0.006395,-0.006563,0.008216
230,15,4,2351.5355,2377.5315,-1.961219,0.005616,0.005456,-0.005019
231,15,4,2353.5138,2377.5315,-1.995595,0.012776,0.007792,0.022161
232,15,4,2353.9561,2377.5315,-2.003667,-0.006448,-0.006365,0.007005
233,15,4,2354.5227,2377.5315,-2.014232,0.001700,0.001322,0.002276
234,11,11,2388.8397,2387.3925,-3.217385,-0.001986,-0.004806,0.041258
235,11,11,2395.9427,2387.3925,-2.445946,0.007498,0.005953,0.010516
236,11,11,2397.2252,2387.3925,-2.385251,0.009337,0.007313,0.013362
237,10,12,2401.4142,2407.1142,-2.625617,-0.006225,-0.009758,0.042705
238,10,12,2404.4625,2407.1142,-2.957974,-0.002273,-0.002311,0.002956
239,12,10,2407.6322,2407.1142,-3.667210,0.004630,0.003725,0.006283
240,7,14,2417.9520,2416.9751,-3.393409,0.005834,0.001469,0.033258
241,5,15,2446.6118,2466.2787,-2.098308,0.000862,-0.000695,0.012626
242,5,15,2448.5525,2466.2787,-2.143428,0.001306,-0.002272,0.030221
243,5,15,2455.1602,2466.2787,-2.345997,0.008168,0.006864,0.010395
244,9,13,2484.4707,2466.2787,-2.132162,0.001334,0.001268,-0.000030
245,9,13,2488.5735,2466.2787,-2.043838,0.013785,0.010904,0.019677
246,9,13,2492.6693,2466.2787,-1.970592,0.008999,0.006616,0.013900
247,9,13,2496.1260,2466.2787,-1.917136,-0.000053,-0.000705,0.008481
248,14,8,2535.6348,2564.8831,-1.942967,0.002670,0.001674,0.004483
249,14,8,2540.8329,2564.8831,-2.027948,0.016775,0.012804,0.023530
250,14,8,2552.3638,2564.8831,-2.311485,-0.003798,-0.007016,0.030002
251,6,15,2588.3682,2574.7434,-2.276402,-0.000597,-0.000639,0.001757
252,6,15,2589.6490,2574.7434,-2.237384,0.003105,0.002902,-0.000967
253,6,15,2594.2907,2574.7434,-2.119647,0.001857,0.001470,0.002660
254,12,11,2603.4030,2614.1840,-2.384675,0.000004,0.000003,0.000006
255,11,12,2617.9395,2614.1840,-2.842668,-0.000572,-0.000600,0.001106
256,11,12,2628.0822,2614.1840,-2.274378,0.006623,0.006028,0.007519
257,11,12,2628.2772,2614.1840,-2.268327,0.009377,0.008517,0.010689
258,11,12,2632.3381,2614.1840,-2.158364,0.010688,0.009682,0.011236
259,11,12,2633.3489,2614.1840,-2.134831,0.009551,0.008862,0.005908
260,13,10,2638.0514,2653.6241,-2.231473,0.001132,0.001055,-0.000572
261,13,10,2641.8202,2653.6241,-2.351814,0.005762,0.004976,0.006817
262,13,10,2649.9772,2653.6241,-2.861918,0.001957,0.001711,0.002304
263,10,13,2661.4055,2653.6241,-2.532784,0.000951,0.000760,0.001289
264,10,13,2663.6410,2653.6241,-2.423109,0.004310,0.004028,-0.000059
265,10,13,2665.5290,2653.6241,-2.348114,0.000859,0.000832,-0.000562
266,10,13,2666.1183,2653.6241,-2.327132,0.009859,0.008178,0.012710
267,10,13,2677.8083,2653.6241,-2.040309,0.012687,0.011111,0.013467
268,15,7,2679.5705,2702.9234,-2.063493,0.011155,0.009555,0.012934
269,15,7,2689.4740,2702.9234,-2.303130,0.001061,0.001010,-0.000037
270,7,15,2705.7992,2702.9234,-2.973076,0.004017,0.003263,0.005349
271,7,15,2709.4211,2702.9234,-2.619078,-0.000658,-0.000903,0.001783
272,7,15,2712.5782,2702.9234,-2.447089,0.001269,0.001346,-0.000629
273,7,15,2716.1081,2702.9234,-2.311765,0.000306,0.000255,0.000392
274,14,9,2718.4001,2732.5026,-2.287265,0.000031,0.000026,0.000040
275,14,9,2720.1456,2732.5026,-2.344650,0.001025,0.000905,0.001831
276,14,9,2721.4640,2732.5026,-2.393649,0.005247,0.004369,0.006615
277,14,9,2729.2010,2732.5026,-2.917848,0.002263,0.001477,0.003934
278,9,14,2736.7588,2732.5026,-2.807534,0.007856,0.006476,0.010005
279,9,14,2737.0826,2732.5026,-2.775693,0.014306,0.012317,0.018112
280,9,14,2747.5551,2732.5026,-2.258952,0.000800,0.000793,0.000439
281,9,14,2780.1300,2732.5026,-1.758703,0.005242,0.004168,0.007577
282,9,14,2785.6850,2732.5026,-1.710792,0.015765,0.014362,0.006605
283,12,12,2787.6137,2840.9567,-1.726387,0.018632,0.015018,0.022497
284,12,12,2800.1436,2840.9567,-1.842666,0.005677,0.004716,0.006904
285,12,12,2809.4455,2840.9567,-1.955000,0.008664,0.007054,0.010785
286,12,12,2816.2504,2840.9567,-2.060657,0.000706,0.000547,0.000954
287,12,12,2820.3518,2840.9567,-2.139495,0.006183,0.005240,0.007510
288,12,12,2832.0902,2840.9567,-2.505713,-0.002436,-0.004800,0.024169
289,12,12,2842.4221,2840.9567,-3.287508,-0.015211,-0.017373,0.053730
290,11,13,2879.5673,2860.6751,-2.180186,0.008821,0.007207,0.012003
291,11,13,2884.9510,2860.6751,-2.071294,0.018492,0.015867,0.023283
292,11,13,2887.3539,2860.6751,-2.030303,0.004578,0.003754,0.006179
293,11,13,2889.2901,2860.6751,-1.999875,0.008727,0.006645,0.013555
294,14,10,2903.0228,2919.8296,-2.239871,-0.002363,-0.002476,0.003388
295,14,10,2904.8556,2919.8296,-2.290020,0.022093,0.019643,0.005858
296,10,14,2939.3294,2919.8296,-2.175327,0.002159,0.001756,0.002958
297,10,14,2945.3770,2919.8296,-2.058012,0.016078,0.015496,-0.010078
298,10,14,2945.9813,2919.8296,-2.047858,0.007974,0.005629,0.012379
299,10,14,2954.9482,2919.8296,-1.919821,0.013504,0.012047,0.016863
300,9,15,2993.2567,3018.4176,-2.079053,-0.001213,-0.001257,0.001769
301,9,15,2997.8286,3018.4176,-2.166143,-0.001986,-0.002205,0.003586
302,9,15,3007.1853,3018.4176,-2.429308,0.001559,0.001277,0.001995
303,9,15,3007.7975,3018.4176,-2.453650,-0.002618,-0.002737,0.006738
304,15,9,3043.6351,3018.4176,-2.078078,0.012627,0.011119,0.015667
305,13,12,3068.0781,3087.4271,-2.202938,0.013587,0.010942,0.017710
306,13,12,3068.4907,3087.4271,-2.212299,0.023882,0.021715,-0.007613
307,12,13,3101.2113,3087.4271,-2.350215,0.004693,0.002687,0.013117
308,14,11,3115.0347,3126.8603,-2.422286,0.000360,0.000294,0.000469
309,14,11,3126.2661,3126.8603,-3.721169,-0.000852,-0.001769,0.012562
310,11,14,3133.1864,3126.8603,-2.693972,0.002897,0.002405,0.003732
311,11,14,3145.5718,3126.8603,-2.223001,0.002426,0.002375,-0.001245
312,11,14,3161.9678,3126.8603,-1.949708,-0.000238,-0.000312,0.000540
313,10,15,3175.6514,3205.7250,-2.027741,0.011872,0.010448,0.013731
314,15,10,3234.1236,3205.7250,-2.052628,0.007183,0.006001,0.009344
315,15,10,3238.3318,3205.7250,-1.992618,0.009651,0.008901,0.010670
316,15,10,3238.4197,3205.7250,-1.991449,0.004299,0.003980,0.004657
317,15,10,3240.8374,3205.7250,-1.960466,0.007083,0.006590,0.008024
318,15,10,3242.2504,3205.7250,-1.943332,0.004244,0.003912,0.004891
319,15,10,3248.5502,3205.7250,-1.874227,0.006496,0.006071,0.007376
320,15,10,3248.7735,3205.7250,-1.871968,0.012252,0.011437,0.013985
321,15,10,3248.8096,3205.7250,-1.871604,0.006211,0.005393,0.012464
322,15,10,3252.0523,3205.7250,-1.840089,0.000128,0.000116,0.000154
323,15,10,3255.0547,3205.7250,-1.812817,0.001576,0.001315,0.002139
324,15,10,3256.4802,3205.7250,-1.800445,-0.001923,-0.003298,0.013389
325,15,10,3260.2137,3205.7250,-1.769620,0.000468,0.000434,0.000139
326,15,10,3261.5642,3205.7250,-1.758986,0.009265,0.008611,0.010846
327,15,10,3261.8889,3205.7250,-1.756469,0.000453,0.000452,0.000184
328,15,10,3263.9762,3205.7250,-1.740621,0.009954,0.009214,0.011730
329,13,13,3280.4904,3333.8752,-1.795532,0.006020,0.005425,0.006731
330,13,13,3283.3019,3333.8752,-1.819029,0.011663,0.010278,0.012800
331,13,13,3283.4383,3333.8752,-1.820201,0.013618,0.012053,0.014871
332,13,13,3288.5045,3333.8752,-1.866174,0.009201,0.008037,0.010224
333,13,13,3293.4679,3333.8752,-1.916490,0.000040,0.000033,0.000049
334,13,13,3294.1274,3333.8752,-1.923637,0.004302,0.004075,-0.003164
335,13,13,3295.7267,3333.8752,-1.941473,0.001674,0.001397,0.002013
336,13,13,3301.1679,3333.8752,-2.008305,0.003039,0.002633,0.003481
337,13,13,3305.5645,3333.8752,-2.071000,0.015291,0.013715,0.016743
338,13,13,3319.5189,3333.8752,-2.365907,0.005375,0.004661,0.006386
339,13,13,3322.3444,3333.8752,-2.461092,0.009276,0.008240,0.010633
340,13,13,3335.7186,3333.8752,-3.257311,0.016393,0.015014,-0.001362
341,13,13,3336.8073,3333.8752,-3.055765,0.007822,0.006593,0.016730
342,13,13,3341.1689,3333.8752,-2.659999,0.007856,0.006673,0.009748
343,14,12,3350.6790,3353.5900,-3.061468,0.001136,0.001073,0.001102
344,12,14,3360.5601,3353.5900,-2.682276,0.000259,0.000229,0.000304
345,12,14,3363.7084,3353.5900,-2.520400,0.004968,0.004507,0.005698
346,11,15,3385.4009,3412.7338,-2.096417,0.005045,0.002866,0.012692
347,11,15,3386.1302,3412.7338,-2.108161,0.016844,0.015319,0.018303
348,11,15,3405.0653,3412.7338,-2.648391,0.015862,0.014581,0.009793
349,11,15,3408.1624,3412.7338,-2.873052,0.001655,0.001394,0.002031
350,15,11,3429.5863,3412.7338,-2.306437,0.001781,0.001320,0.004672
351,15,11,3443.6195,3412.7338,-2.043345,0.003139,0.002133,0.004838
352,15,11,3444.2669,3412.7338,-2.034335,0.011204,0.009840,0.012441
353,15,11,3445.6473,3412.7338,-2.015729,0.000554,0.000314,0.002398
