mode_rank,matched_m,matched_n,w_h_FEM,w_h_exact,log10_Error_w_h,log10_Error_L2_w,log10_Error_L2_phi,log10_Error_L2_Q
1,1,1,19.4505,19.7390,-1.835140,-2.224915,-1.768976,0.437946
2,2,1,48.7055,49.3476,-1.885719,-0.150446,-0.150324,0.228130
3,2,1,48.9038,49.3476,-2.046106,-0.150414,-0.150322,0.232481
4,2,2,77.3127,78.9557,-1.681756,-1.331269,-1.218136,0.330264
5,1,3,97.9407,98.6942,-2.117178,-0.125367,-0.124962,0.140133
6,1,3,97.9680,98.6942,-2.133198,-0.150157,-0.149992,0.202908
7,2,3,124.7125,128.3018,-1.553225,-0.149924,-0.149290,0.202534
8,2,3,126.1919,128.3018,-1.783966,-0.149807,-0.149451,0.207202
9,1,4,166.8301,167.7781,-2.247937,-0.147365,-0.147083,0.180700
10,1,4,166.9743,167.7781,-2.319607,-0.150383,-0.150296,0.202865
11,4,1,171.7602,167.7781,-1.624618,0.027462,0.027797,0.041587
12,4,2,193.2285,197.3849,-1.676597,-0.140931,-0.139744,0.165039
13,4,2,193.5287,197.3849,-1.709153,-0.147063,-0.146953,0.216657
14,4,3,234.8389,246.7289,-1.317039,-0.146659,-0.144526,0.178133
15,4,3,240.4178,246.7289,-1.592115,-0.147813,-0.147103,0.191876
16,5,1,255.5422,256.5976,-2.385868,-0.138260,-0.137846,0.156981
17,5,1,255.5792,256.5976,-2.401328,-0.148292,-0.148052,0.183982
18,2,5,280.2556,286.2034,-1.682316,-0.147515,-0.146656,0.183862
19,2,5,281.0474,286.2034,-1.744361,-0.147020,-0.146158,0.183501
20,5,2,298.9985,286.2034,-1.349632,0.040236,0.040464,0.056733
21,4,4,321.8862,315.8089,-1.715719,0.013376,0.013296,0.017116
22,4,4,324.4522,315.8089,-1.562746,0.008649,0.007322,0.130379
23,6,1,363.7099,365.1508,-2.403864,-0.146282,-0.146194,0.183332
24,6,1,363.9266,365.1508,-2.474638,-0.145630,-0.145367,0.175715
25,1,6,373.6969,365.1508,-1.630704,0.011619,0.011486,0.003274
26,2,6,387.0970,394.7554,-1.712187,-0.145680,-0.144713,0.177075
27,2,6,387.5770,394.7554,-1.740301,-0.142497,-0.141313,0.169373
28,2,6,387.9918,394.7554,-1.766150,0.029948,0.028750,0.034730
29,6,3,425.7211,444.0958,-1.383257,-0.106736,-0.103510,0.110819
30,6,3,428.2281,444.0958,-1.446962,-0.121099,-0.118273,0.135118
31,3,6,450.2339,444.0958,-1.859443,0.038303,0.036063,0.048469
32,7,1,479.1102,493.4353,-1.537134,0.032372,0.030348,0.015866
33,7,1,487.3184,493.4353,-1.906700,-0.021051,-0.021202,0.049538
34,7,1,491.5903,493.4353,-2.427230,-0.146581,-0.146602,0.188359
35,7,1,492.5954,493.4353,-2.768986,-0.109301,-0.109395,0.150561
36,6,4,512.3222,513.1708,-2.781564,0.000442,0.000431,0.000473
37,4,6,513.2204,513.1708,-4.014866,0.002360,0.002312,0.002537
38,7,2,532.1805,523.0386,-1.757493,0.022123,0.021279,0.006074
39,7,3,548.4622,572.3766,-1.379023,-0.126325,-0.123307,0.140649
40,7,3,549.8030,572.3766,-1.404080,-0.128901,-0.126419,0.153623
41,7,3,561.1442,572.3766,-1.707208,0.031077,0.028700,0.035136
42,5,6,596.9358,601.9790,-2.076875,-0.005552,-0.006044,0.020260
43,5,6,605.5253,601.9790,-2.229808,-0.014555,-0.014884,0.021924
44,5,6,614.6657,601.9790,-1.676231,0.055350,0.049930,0.071641
45,8,1,637.5430,641.4484,-2.215503,-0.130029,-0.129545,0.144346
46,8,1,637.8860,641.4484,-2.255425,-0.136225,-0.135900,0.156836
47,4,7,651.6074,641.4484,-1.800307,0.009863,0.009261,0.012050
48,4,7,655.7032,641.4484,-1.653200,0.019833,0.019653,0.022602
49,8,2,659.3237,671.0500,-1.757594,0.033644,0.032913,-0.029882
50,2,8,679.6028,671.0500,-1.894646,-0.005985,-0.006672,0.031621
51,2,8,685.4881,671.0500,-1.667245,0.027875,0.026692,0.033407
52,2,8,689.5287,671.0500,-1.560083,0.045018,0.044351,0.053188
53,6,6,699.6216,710.5184,-1.814279,0.004701,0.003998,0.005659
54,7,5,731.9426,730.2523,-2.635507,0.025001,0.020710,0.098806
55,7,5,737.2706,730.2523,-2.017244,-0.010500,-0.013020,0.078618
56,7,5,743.6845,730.2523,-1.735327,0.048008,0.043390,0.061484
57,8,4,778.6355,789.4533,-1.863184,-0.004191,-0.004841,0.012204
58,8,4,781.5260,789.4533,-1.998199,0.023600,0.020883,0.027780
59,1,9,800.4499,809.1867,-1.966694,-0.115596,-0.114962,0.124147
60,1,9,800.7798,809.1867,-1.983412,-0.121228,-0.120700,0.132269
61,1,9,803.7106,809.1867,-2.169577,0.000254,0.000236,0.000290
62,9,1,817.6748,809.1867,-1.979242,0.030109,0.029452,0.032923
63,9,1,822.3556,809.1867,-1.788501,0.043961,0.043296,0.049448
64,2,9,828.5885,838.7865,-1.915134,0.014603,0.012344,0.017757
65,6,7,841.4165,838.7865,-2.503707,0.000673,0.000627,0.000774
66,6,7,846.9501,838.7865,-2.011773,0.044242,0.041871,0.051000
67,6,7,850.8653,838.7865,-1.841629,0.018925,0.017191,0.000543
68,5,8,875.1876,878.2525,-2.457207,0.042867,0.037622,0.052092
69,8,5,881.4333,878.2525,-2.441079,-0.004330,-0.004416,0.006282
70,3,9,883.7652,888.1188,-2.309617,0.005770,0.005231,0.006730
71,9,3,916.1516,888.1188,-1.500805,0.010390,0.007773,0.016675
72,9,3,918.0747,888.1188,-1.471990,0.015097,0.012819,0.021877
73,9,4,923.2324,957.1826,-1.450153,0.021241,0.017896,0.023734
74,9,4,946.7920,957.1826,-1.964355,0.002218,0.001915,0.002738
75,9,4,947.2865,957.1826,-1.985531,0.006251,0.002346,0.028523
76,7,7,972.8019,967.0487,-2.225539,0.004779,0.003816,0.006906
77,7,7,974.3518,967.0487,-2.121939,0.033597,0.032621,0.036058
78,7,7,976.5329,967.0487,-2.008444,0.002525,0.002184,0.003342
79,6,8,985.3807,986.7808,-2.848081,-0.010761,-0.012093,0.028240
80,6,8,987.6168,986.7808,-3.072000,-0.005298,-0.005899,0.009559
81,6,8,990.8634,986.7808,-2.383278,-0.001781,-0.002889,0.022533
82,6,8,991.6498,986.7808,-2.306778,0.001024,0.000622,0.013674
83,1,10,993.4329,996.6468,-2.491509,0.012233,0.011446,-0.000956
84,10,1,1010.3247,996.6468,-1.862520,0.000573,0.000492,0.000757
85,10,2,1022.2368,1026.2445,-2.408351,0.000881,0.000594,0.001474
86,10,2,1024.9016,1026.2445,-2.883204,-0.000255,-0.000515,0.002932
87,2,10,1026.6810,1026.2445,-3.371263,0.001062,0.000947,0.001282
88,5,9,1037.6519,1045.9762,-2.099177,-0.003988,-0.004173,0.006732
89,9,5,1053.7236,1045.9762,-2.130363,0.000606,0.000460,0.000917
90,3,10,1060.7938,1075.5734,-1.861978,0.014212,0.011352,0.019034
91,3,10,1073.6781,1075.5734,-2.753954,0.000291,0.000120,0.001407
92,10,3,1078.4846,1075.5734,-2.567568,0.000148,0.000107,0.000233
93,10,3,1081.0597,1075.5734,-2.292363,0.037984,0.027958,0.057292
94,7,8,1097.5479,1115.0359,-1.804551,-0.006713,-0.008865,0.031371
95,7,8,1102.1522,1115.0359,-1.937249,0.001316,-0.000074,0.008237
96,10,4,1134.1464,1144.6323,-2.038058,0.000358,0.000257,0.000549
97,10,4,1137.6798,1144.6323,-2.216521,0.000717,0.000666,-0.000331
98,4,10,1147.6993,1144.6323,-2.571953,0.001929,-0.000430,0.022257
99,9,6,1150.9363,1154.4978,-2.510766,-0.010013,-0.011137,0.021845
100,6,9,1164.9160,1154.4978,-2.044597,0.040808,0.038401,0.046513
101,6,9,1165.9113,1154.4978,-2.004972,0.006725,0.005896,0.008724
