mode_rank,matched_m,matched_n,w_h_FEM,w_h_exact,log10_Error_w_h,log10_Error_L2_w,log10_Error_L2_phi
1,1,1,19.7974,19.7390,-2.528902,-2.344222,-2.643739
2,1,2,49.8634,49.3476,-1.980708,-0.150488,-0.150502
3,1,2,49.8635,49.3476,-1.980699,-0.150488,-0.150502
4,2,2,79.7655,78.9557,-1.989008,-1.756967,-1.781302
5,3,1,101.4560,98.6942,-1.553108,-0.150405,-0.150505
6,3,1,101.4561,98.6942,-1.553093,-0.139497,-0.140842
7,3,2,131.2543,128.3018,-1.638053,-0.150327,-0.150444
8,3,2,131.2543,128.3018,-1.638052,-0.150327,-0.150444
9,3,3,176.6673,177.6471,-2.258454,0.001337,0.001355
10,3,3,176.6673,177.6471,-2.258455,0.001337,0.001355
11,3,3,182.5998,177.6471,-1.554716,-1.395124,-1.693405
12,2,4,206.1850,197.3849,-1.350828,-0.149794,-0.148588
13,2,4,206.1866,197.3849,-1.350747,-0.150067,-0.150369
14,1,5,257.1435,256.5976,-2.672111,0.009750,0.009977
15,1,5,257.1435,256.5976,-2.672108,0.009750,0.009977
16,2,5,279.0178,286.2034,-1.600209,0.002616,0.002629
17,2,5,279.0179,286.2034,-1.600215,0.003247,0.003264
18,4,4,308.3932,315.8089,-1.629268,0.032870,0.033076
19,4,4,308.3932,315.8089,-1.629268,0.032870,0.033076
20,5,3,331.0660,335.5458,-1.874492,0.004497,0.004559
21,6,1,359.0802,365.1508,-1.779245,0.025049,0.025382
22,6,1,359.0809,365.1508,-1.779295,0.002939,0.002980
23,4,5,413.1845,404.6236,-1.674530,0.007147,0.007633
24,4,5,413.1845,404.6236,-1.674530,0.007147,0.007633
25,6,3,432.4474,444.0958,-1.581209,0.050313,0.050687
26,6,3,432.4474,444.0958,-1.581209,0.050313,0.050687
27,6,3,442.1407,444.0958,-2.356304,0.045231,0.046954
28,6,3,442.1427,444.0958,-2.356745,0.031988,0.033245
29,7,1,492.1561,493.4353,-2.586291,0.008446,0.008812
30,7,1,492.1561,493.4353,-2.586291,0.008446,0.008812
31,7,2,533.2163,523.0386,-1.710882,0.033148,0.035039
32,7,3,564.5274,572.3766,-1.862857,0.031170,0.032198
33,7,3,564.5337,572.3766,-1.863203,0.037846,0.039075
34,3,7,586.1139,572.3766,-1.619782,0.010624,0.011591
35,3,7,586.1140,572.3766,-1.619779,0.083511,0.089904
36,5,6,614.8256,601.9790,-1.670794,0.001337,0.001457
37,5,6,614.8256,601.9790,-1.670794,0.001337,0.001457
38,8,2,664.1540,671.0500,-1.988157,0.008334,0.008689
39,8,2,664.1540,671.0500,-1.988157,0.008334,0.008689
40,8,2,664.3945,671.0500,-2.003574,0.057631,0.060437
41,8,2,664.3953,671.0500,-2.003627,0.002101,0.002217
42,7,5,735.9934,730.2523,-2.104478,0.017706,0.018998
43,7,5,735.9934,730.2523,-2.104478,0.017706,0.018998
44,4,8,793.4193,789.4533,-2.298975,0.077697,0.082234
45,1,9,807.0575,809.1867,-2.579834,0.033649,0.036513
46,1,9,807.0575,809.1867,-2.579834,0.033649,0.036513
47,2,9,834.6049,838.7865,-2.302305,0.001927,0.002052
48,2,9,834.6068,838.7865,-2.302506,0.000100,0.000107
49,2,9,835.1639,838.7865,-2.364629,0.021578,0.023418
50,2,9,835.1662,838.7865,-2.364899,0.017550,0.019061
51,3,9,883.7244,888.1188,-2.305563,0.011461,0.012444
52,3,9,883.7244,888.1188,-2.305564,0.011461,0.012444
53,9,4,953.8433,957.1826,-2.457338,0.020119,0.021851
54,9,4,953.8510,957.1826,-2.458347,0.031676,0.034326
55,7,7,962.2218,967.0487,-2.301779,0.073207,0.077716
56,7,7,962.2218,967.0487,-2.301779,0.073207,0.077716
57,9,5,1050.5864,1045.9762,-2.355801,0.015956,0.017498
58,9,5,1050.5864,1045.9762,-2.355801,0.015956,0.017498
59,10,3,1089.4545,1075.5734,-1.889216,0.009235,0.010548
60,10,3,1089.4546,1075.5734,-1.889213,0.073115,0.081980
61,7,8,1117.1676,1115.0359,-2.718559,0.002118,0.002396
62,7,8,1117.1676,1115.0359,-2.718559,0.002118,0.002396
63,7,8,1129.2478,1115.0359,-1.894635,0.081019,0.087943
64,6,9,1165.0348,1154.4978,-2.039674,0.001964,0.002236
65,6,9,1165.0357,1154.4978,-2.039639,0.090605,0.100651
66,6,9,1175.6220,1154.4978,-1.737613,0.022826,0.025455
67,6,9,1175.6361,1154.4978,-1.737323,0.029019,0.032309
68,11,2,1234.0348,1233.4198,-3.302262,0.031644,0.035395
69,11,2,1234.0348,1233.4198,-3.302262,0.031644,0.035395
70,6,10,1329.2545,1341.9339,-2.024631,0.075360,0.082700
71,6,10,1329.2567,1341.9339,-2.024707,0.089130,0.097536
72,6,10,1339.7604,1341.9339,-2.790576,0.050650,0.055521
73,6,10,1339.7604,1341.9339,-2.790576,0.050650,0.055521
74,12,2,1451.9158,1460.3079,-2.240573,0.052670,0.060568
75,12,2,1451.9158,1460.3079,-2.240573,0.052670,0.060568
76,12,2,1451.9757,1460.3079,-2.243680,0.017576,0.019681
77,12,2,1451.9757,1460.3079,-2.243680,0.017576,0.019681
78,7,10,1478.7707,1470.1722,-2.232946,0.018518,0.021770
79,7,10,1478.7732,1470.1722,-2.232821,0.015064,0.017734
80,3,12,1525.1920,1509.6289,-1.986776,0.007313,0.008682
81,3,12,1525.1920,1509.6289,-1.986776,0.007313,0.008682
82,6,11,1546.1632,1549.0851,-2.724407,0.012596,0.014136
83,9,9,1592.0554,1598.4045,-2.400975,0.050644,0.058203
84,9,9,1592.0640,1598.4045,-2.401570,0.063101,0.072230
85,8,10,1613.3453,1618.1320,-2.528980,0.058757,0.065588
86,8,10,1613.3492,1618.1320,-2.529334,0.002151,0.002439
87,13,1,1684.4830,1677.3136,-2.369132,0.047975,0.055552
88,13,1,1684.4830,1677.3136,-2.369132,0.047975,0.055552
89,10,9,1803.3849,1785.8099,-2.006939,0.056848,0.066039
90,10,9,1803.4005,1785.8099,-2.006555,0.047562,0.055433
91,13,4,1815.5155,1825.2620,-2.272475,0.015241,0.017383
92,13,4,1815.5155,1825.2620,-2.272475,0.015241,0.017383
93,13,5,1922.1837,1914.0272,-2.370444,0.008244,0.010242
94,13,5,1922.1838,1914.0272,-2.370439,0.000934,0.001166
95,14,1,1948.4574,1943.6150,-2.603549,0.044657,0.054310
96,14,1,1948.4574,1943.6150,-2.603549,0.044657,0.054310
97,10,10,1960.1978,1973.2024,-2.181075,0.057357,0.065880
98,10,10,1960.1978,1973.2024,-2.181075,0.057357,0.065880
99,9,11,1993.8752,1992.9272,-3.322666,0.007555,0.009324
100,9,11,1993.8760,1992.9272,-3.322292,0.006052,0.007476
101,12,8,2059.1479,2052.1006,-2.464176,0.002285,0.002833
102,12,8,2059.1479,2052.1006,-2.464176,0.002285,0.002833
103,14,4,2080.3292,2091.5489,-2.270488,0.020626,0.023880
104,13,7,2149.4190,2150.7202,-3.218243,0.002404,0.002964
105,13,7,2149.4213,2150.7202,-3.219001,0.007247,0.008910
106,7,13,2156.0430,2150.7202,-2.606445,0.001711,0.002042
107,7,13,2156.0608,2150.7202,-2.604989,0.030017,0.035385
108,2,15,2265.1011,2259.1975,-2.582839,0.010076,0.012410
109,2,15,2265.1011,2259.1975,-2.582839,0.010076,0.012410
110,14,7,2413.7751,2416.9751,-2.878131,0.021066,0.025159
111,14,7,2413.7751,2416.9751,-2.878131,0.021066,0.025159
112,7,14,2417.9327,2416.9751,-3.402081,0.027375,0.033389
113,7,14,2417.9371,2416.9751,-3.400082,0.033600,0.040859
114,14,8,2541.5365,2564.8831,-2.040844,0.000448,0.000591
115,14,8,2541.5365,2564.8831,-2.040844,0.000448,0.000591
116,8,14,2566.6289,2564.8831,-3.167075,0.057711,0.073864
117,8,14,2566.6309,2564.8831,-3.166584,0.001153,0.001533
118,12,11,2607.7712,2614.1840,-2.610282,0.017807,0.021754
119,12,11,2607.7712,2614.1840,-2.610282,0.017807,0.021754
120,12,11,2610.0529,2614.1840,-2.801265,0.042082,0.054207
121,12,11,2610.0529,2614.1840,-2.801265,0.042082,0.054207
122,10,13,2672.3433,2653.6241,-2.151552,0.032257,0.042061
123,10,13,2672.3492,2653.6241,-2.151415,0.014757,0.019478
124,9,14,2737.0152,2732.5026,-2.782127,0.043420,0.052625
125,9,14,2758.6774,2732.5026,-2.018676,0.036635,0.047645
126,9,14,2758.6774,2732.5026,-2.018676,0.036635,0.047645
127,13,11,2858.5884,2860.6751,-3.136999,0.028964,0.035814
128,13,11,2858.5956,2860.6751,-3.138513,0.062377,0.075839
129,11,13,2868.9137,2860.6751,-2.540614,0.038795,0.050028
