mode_rank,matched_m,matched_n,w_h_FEM,w_h_exact,log10_Error_w_h,log10_Error_L2_w,log10_Error_L2_phi
1,1,1,19.7545,19.7390,-3.104973,-2.509129,-2.259854
2,1,2,49.7305,49.3476,-2.110160,-0.150500,-0.150508
3,1,2,49.7305,49.3476,-2.110153,-0.150500,-0.150508
4,2,2,79.6672,78.9557,-2.045197,-1.869386,-2.166721
5,3,1,100.6899,98.6942,-1.694218,-0.131148,-0.132317
6,3,1,100.6901,98.6942,-1.694171,-0.150456,-0.150499
7,3,2,130.4863,128.3018,-1.768889,-0.150413,-0.150476
8,3,2,130.4863,128.3018,-1.768888,-0.150413,-0.150476
9,3,3,174.3347,177.6471,-1.729417,0.000796,0.000792
10,3,3,174.3347,177.6471,-1.729417,0.000796,0.000792
11,3,3,181.0548,177.6471,-1.717094,-1.520501,-1.658803
12,2,4,204.0595,197.3849,-1.470891,-0.150269,-0.150474
13,2,4,204.0598,197.3849,-1.470867,-0.150271,-0.150475
14,5,1,254.4256,256.5976,-2.072399,0.013088,0.013180
15,5,1,254.4256,256.5976,-2.072399,0.013088,0.013180
16,2,5,272.9658,286.2034,-1.334867,0.083306,0.081597
17,2,5,272.9661,286.2034,-1.334875,-0.000000,0.000000
18,4,4,302.4504,315.8089,-1.373666,0.000763,0.000747
19,4,4,302.4504,315.8089,-1.373666,0.000763,0.000747
20,5,3,327.5609,335.5458,-1.623484,0.004657,0.004632
21,6,1,352.4103,365.1508,-1.457288,-0.000000,-0.000000
22,6,1,352.4120,365.1508,-1.457345,-0.000000,0.000000
23,5,4,400.0482,404.6236,-1.946624,0.001774,0.001813
24,5,4,400.0482,404.6236,-1.946624,0.001774,0.001813
25,6,3,425.0594,444.0958,-1.367892,0.056983,0.056073
26,6,3,425.0594,444.0958,-1.367892,0.056983,0.056073
27,6,3,429.4002,444.0958,-1.480288,0.059512,0.059456
28,6,3,429.4006,444.0958,-1.480300,0.070088,0.070024
29,7,1,479.0855,493.4353,-1.536384,0.055427,0.055597
30,7,1,479.0855,493.4353,-1.536384,0.055427,0.055597
31,2,7,521.8343,523.0386,-2.637804,-0.000000,0.000000
32,7,3,551.3328,572.3766,-1.434558,0.047449,0.047299
33,7,3,551.3342,572.3766,-1.434586,0.036569,0.036451
34,7,3,559.9976,572.3766,-1.664995,0.082177,0.083903
35,7,3,559.9978,572.3766,-1.665004,0.076700,0.078330
36,5,6,589.0005,601.9790,-1.666357,0.013911,0.014245
37,5,6,589.0005,601.9790,-1.666357,0.013911,0.014245
38,8,1,638.0985,641.4484,-2.282131,0.030086,0.031265
39,8,1,638.1005,641.4484,-2.282395,-0.000000,-0.000000
40,4,7,647.4249,641.4484,-2.030715,0.055245,0.057603
41,4,7,647.4249,641.4484,-2.030715,0.055245,0.057603
42,6,6,709.5549,710.5184,-2.867761,0.007618,0.007966
43,6,6,709.5549,710.5184,-2.867761,0.007618,0.007966
44,7,5,758.9933,730.2523,-1.404971,0.017264,0.019045
45,7,5,758.9933,730.2523,-1.404971,0.017264,0.019045
46,8,4,772.2759,789.4533,-1.662368,0.070814,0.072143
47,8,4,787.7767,789.4533,-2.672886,0.052562,0.055473
48,8,4,787.7771,789.4533,-2.672999,0.052579,0.055491
49,1,9,804.5552,809.1867,-2.242328,0.007323,0.007649
50,1,9,804.5597,809.1867,-2.242750,0.071383,0.074120
51,2,9,836.4694,838.7865,-2.558704,0.053467,0.056367
52,2,9,836.4694,838.7865,-2.558704,0.053467,0.056367
53,9,3,907.3195,888.1188,-1.665155,0.000516,0.000561
54,9,3,907.3211,888.1188,-1.665119,0.014569,0.015795
55,9,4,928.1897,957.1826,-1.518703,0.023159,0.023682
56,9,4,928.1897,957.1826,-1.518703,0.023159,0.023682
57,10,1,1001.3925,996.6468,-2.322239,0.017730,0.018941
58,10,1,1001.3925,996.6468,-2.322239,0.017730,0.018941
59,10,1,1004.9567,996.6468,-2.078941,0.007924,0.008681
60,10,1,1004.9570,996.6468,-2.078926,0.000000,0.000000
61,2,10,1033.2563,1026.2445,-2.165423,0.042957,0.046633
62,2,10,1033.2563,1026.2445,-2.165423,0.042957,0.046633
63,10,3,1081.1305,1075.5734,-2.286789,0.067012,0.072292
64,10,3,1081.1329,1075.5734,-2.286605,-0.000000,0.000000
65,10,3,1082.4115,1075.5734,-2.196705,0.000000,-0.000000
66,7,8,1123.8851,1115.0359,-2.100382,0.013212,0.014208
67,7,8,1123.8882,1115.0359,-2.100233,0.013227,0.014224
68,9,6,1150.8343,1154.4978,-2.498505,0.077291,0.082621
69,9,6,1150.8343,1154.4978,-2.498505,0.077291,0.082621
70,11,2,1243.3537,1233.4198,-2.093992,0.000000,0.000000
71,11,2,1243.3593,1233.4198,-2.093749,-0.000000,0.000000
72,7,9,1276.4099,1282.7449,-2.306389,0.069067,0.073267
73,7,9,1276.4099,1282.7449,-2.306390,0.069067,0.073267
74,9,7,1308.8062,1282.7449,-1.692145,0.001863,0.002121
75,9,7,1308.8062,1282.7449,-1.692145,0.001863,0.002121
76,6,10,1336.7735,1341.9339,-2.415048,0.056573,0.062061
77,6,10,1336.7739,1341.9339,-2.415085,0.022364,0.024725
78,11,4,1363.9786,1351.7986,-2.045266,0.000000,0.000000
79,11,4,1363.9786,1351.7986,-2.045266,-0.000000,-0.000000
80,11,4,1384.0570,1351.7986,-1.622270,0.000000,-0.000000
81,11,4,1384.0570,1351.7986,-1.622270,-0.000000,0.000000
82,12,2,1452.8852,1460.3079,-2.293878,0.039083,0.042913
83,12,2,1452.8868,1460.3079,-2.293976,0.039083,0.042914
84,10,7,1468.5826,1470.1722,-2.966089,0.023184,0.025064
85,3,12,1514.0307,1509.6289,-2.535246,-0.000000,0.000000
86,3,12,1514.0396,1509.6289,-2.534366,-0.000000,-0.000000
87,6,11,1544.1294,1549.0851,-2.494975,0.033300,0.036678
88,6,11,1544.1294,1549.0851,-2.494975,0.033300,0.036678
89,12,5,1663.1190,1667.4501,-2.585457,0.046055,0.050646
90,12,5,1663.1225,1667.4501,-2.585806,0.020386,0.022550
91,13,1,1684.9299,1677.3136,-2.342872,0.060173,0.068324
92,13,1,1684.9302,1677.3136,-2.342854,0.062409,0.070817
93,2,13,1703.4754,1706.9039,-2.697100,0.050255,0.054766
94,2,13,1703.4754,1706.9039,-2.697100,0.050255,0.054766
95,13,2,1712.2400,1706.9039,-2.504986,0.001434,0.001659
96,13,2,1712.2400,1706.9039,-2.504986,0.001434,0.001659
97,3,13,1758.4052,1756.2204,-2.905175,0.029236,0.033389
98,3,13,1758.4078,1756.2204,-2.904652,0.061005,0.068940
99,13,4,1810.8632,1825.2620,-2.102997,0.041270,0.045368
100,13,4,1810.8632,1825.2620,-2.102997,0.041270,0.045368
101,8,11,1825.6446,1825.2620,-3.678583,0.005509,0.006321
102,8,11,1825.6446,1825.2620,-3.678583,0.005509,0.006321
103,13,5,1914.7360,1914.0272,-3.431462,0.056247,0.063487
104,13,5,1914.7423,1914.0272,-3.427590,0.058251,0.065714
105,1,14,1934.6758,1943.6150,-2.337312,-0.000000,0.000000
106,9,11,1997.6103,1992.9272,-2.628950,0.061184,0.067892
107,9,11,1997.6159,1992.9272,-2.628435,0.000000,0.000000
108,6,13,2031.0491,2022.5141,-2.374684,0.041409,0.047080
109,6,13,2031.0491,2022.5141,-2.374684,0.041409,0.047080
110,7,13,2153.4661,2150.7202,-2.893891,0.001617,0.001940
111,7,13,2153.4661,2150.7202,-2.893891,0.001617,0.001940
