mode_rank,matched_m,matched_n,w_h_FEM,w_h_exact,log10_Error_w_h,log10_Error_L2_w,log10_Error_L2_phi,log10_Error_L2_Q
100,10,4,1132.2240,1144.6323,-1.964952,0.000000,0.000000,-0.000000
101,10,4,1138.8783,1144.6323,-2.298690,0.000000,0.000000,0.000000
102,4,10,1145.3058,1144.6323,-3.230364,0.055856,0.051615,0.061922
103,4,10,1147.3300,1144.6323,-2.627687,0.000000,0.000000,0.000000
104,9,6,1152.1620,1154.4978,-2.693969,0.009654,0.007523,0.013655
105,6,9,1172.0876,1154.4978,-1.817132,0.001298,0.000819,0.002473
106,6,9,1178.6618,1154.4978,-1.679223,0.001162,0.000962,0.001679
107,6,9,1179.0358,1154.4978,-1.672554,-0.000000,0.000000,0.000000
108,1,11,1191.9144,1203.8243,-2.004655,0.009224,0.007816,0.011214
109,1,11,1193.5349,1203.8243,-2.068172,0.023515,0.019554,0.029778
110,11,1,1214.0065,1203.8243,-2.072722,0.007570,0.005850,0.011515
111,2,11,1227.2937,1233.4198,-2.303926,0.002677,0.002530,-0.000087
112,11,2,1246.9985,1233.4198,-1.958255,0.024021,0.020118,0.032652
113,8,8,1250.0379,1263.0150,-1.988232,0.022231,0.017124,0.030478
114,8,8,1261.4689,1263.0150,-2.912174,0.000000,-0.000000,0.000000
115,8,8,1263.4949,1263.0150,-3.420292,0.000000,0.000000,0.000000
116,9,7,1288.9596,1282.7449,-2.314723,0.010681,0.006669,0.019149
117,6,10,1324.1670,1341.9339,-1.878120,-0.000751,-0.004303,0.041840
118,6,10,1327.1055,1341.9339,-1.956637,0.016212,0.012578,0.022190
119,6,10,1341.9435,1341.9339,-5.144581,-0.002230,-0.002866,0.012559
120,4,11,1347.8956,1351.7986,-2.539517,0.011110,0.008634,0.018507
121,11,4,1369.2970,1351.7986,-1.887915,0.004464,0.004180,0.008640
122,11,4,1369.7665,1351.7986,-1.876415,0.006138,0.006005,0.003956
123,11,4,1375.3516,1351.7986,-1.758866,0.019696,0.017617,0.024875
124,11,4,1380.2361,1351.7986,-1.677021,0.000711,0.000672,0.000839
125,11,4,1384.2402,1351.7986,-1.619810,0.006381,0.005309,0.009125
126,12,1,1392.7009,1430.7149,-1.575609,-0.000288,-0.000490,0.006175
127,12,1,1396.8427,1430.7149,-1.625710,-0.000537,-0.000817,0.009335
128,12,1,1418.3165,1430.7149,-2.062188,0.002204,0.001624,0.003169
129,12,1,1422.8469,1430.7149,-2.259686,0.011454,0.009961,0.013649
130,12,1,1425.6574,1430.7149,-2.451618,0.020460,0.016961,0.026278
131,9,8,1431.7460,1430.7149,-3.142240,0.000000,0.000000,-0.000000
132,9,8,1433.2674,1430.7149,-2.748597,0.021608,0.018844,0.018547
133,5,11,1448.9650,1440.5793,-2.234999,-0.001621,-0.004618,0.037879
134,12,2,1452.1598,1460.3079,-2.253388,0.003983,0.003292,0.004937
135,12,2,1452.7377,1460.3079,-2.285336,-0.000000,-0.000000,0.000000
136,12,2,1453.2880,1460.3079,-2.318111,0.000000,0.000000,0.000000
137,10,7,1468.9436,1470.1722,-3.077956,0.006622,0.005078,0.015773
138,7,10,1477.7512,1470.1722,-2.287759,0.003575,0.003678,-0.002628
139,7,10,1483.3611,1470.1722,-2.047159,0.000449,0.000378,0.000579
140,7,10,1485.0505,1470.1722,-1.994814,0.004494,0.003868,0.005659
141,7,10,1487.7062,1470.1722,-1.923487,0.004195,0.004429,-0.002936
142,12,3,1491.3517,1509.6289,-1.916959,0.007068,0.004463,0.025669
143,12,3,1505.0698,1509.6289,-2.519990,0.012826,0.011036,0.015617
144,3,12,1523.4407,1509.6289,-2.038622,0.027956,0.026375,-0.002419
145,3,12,1524.5243,1509.6289,-2.005820,-0.000000,-0.000000,0.000000
146,6,11,1546.3083,1549.0851,-2.746538,-0.000000,-0.000000,0.000000
147,11,6,1555.9401,1549.0851,-2.354065,0.001609,0.001372,0.002015
148,12,4,1571.0931,1578.6768,-2.318409,0.009541,0.008839,0.000795
149,4,12,1578.9684,1578.6768,-3.733564,0.004138,0.003375,0.005461
150,4,12,1582.3790,1578.6768,-2.629840,-0.000000,-0.000000,0.000000
151,4,12,1583.0225,1578.6768,-2.560232,0.010344,0.008072,0.014408
152,8,10,1609.7421,1618.1320,-2.285258,0.003795,0.003128,0.004820
153,10,8,1621.6105,1618.1320,-2.667615,0.023264,0.020465,0.021514
154,10,8,1637.5829,1618.1320,-1.920073,0.006583,0.004227,0.025200
155,10,8,1638.2459,1618.1320,-1.905517,0.001590,0.001246,0.002300
156,13,1,1680.2421,1677.3136,-2.757970,0.000148,0.000136,0.000174
157,2,13,1704.9457,1706.9039,-2.940354,0.000000,0.000000,0.000000
158,13,2,1708.7909,1706.9039,-2.956435,0.001126,0.000828,0.002002
159,13,2,1725.1922,1706.9039,-1.970037,0.021445,0.017878,0.027699
160,13,2,1728.3599,1706.9039,-1.900660,0.000584,0.000416,0.000914
161,13,3,1743.2888,1756.2204,-2.132926,0.012820,0.011132,0.016650
162,9,10,1784.5483,1785.8099,-3.150919,0.005953,0.005669,-0.002527
163,10,9,1788.1128,1785.8099,-2.889553,0.000000,-0.000000,0.000000
164,8,11,1841.3088,1825.2620,-2.055938,-0.000000,0.000000,0.000000
165,8,11,1842.3093,1825.2620,-2.029670,-0.000000,-0.000000,0.000000
166,8,11,1862.8543,1825.2620,-1.686226,0.000429,0.000347,0.000605
167,7,12,1895.3382,1904.1646,-2.333922,0.007501,0.006963,-0.001445
168,2,14,1977.9682,1973.2024,-2.617034,0.001712,0.001456,0.002106
169,2,14,1979.4882,1973.2024,-2.496811,0.000000,0.000000,0.000000
170,9,11,1985.7802,1992.9272,-2.445370,0.005619,0.005485,0.005753
171,9,11,1985.9510,1992.9272,-2.455878,0.006224,0.006087,0.006358
172,9,11,1986.1137,1992.9272,-2.466126,0.018086,0.017533,0.018545
173,9,11,1986.8413,1992.9272,-2.515167,0.003285,0.003471,0.003339
174,9,11,1988.6197,1992.9272,-2.665269,0.006794,0.006770,0.006960
175,9,11,1989.1822,1992.9272,-2.726038,0.003351,0.003527,0.003727
176,9,11,1989.8062,1992.9272,-2.805197,0.002666,0.002665,0.002681
177,9,11,1989.9937,1992.9272,-2.832107,0.004523,0.004536,0.004533
178,9,11,1992.4457,1992.9272,-3.616938,0.003581,0.003430,0.003818
179,9,11,1994.9355,1992.9272,-2.996650,0.000226,0.000217,0.000239
180,9,11,2001.2596,1992.9272,-2.378719,0.007945,0.006903,0.009701
181,9,11,2001.4093,1992.9272,-2.370987,0.000380,0.000386,0.000109
182,9,11,2003.5801,1992.9272,-2.272024,0.000067,0.000087,0.000338
183,14,3,2008.9045,2022.5141,-2.172047,0.011988,0.012128,0.021067
184,14,3,2008.9791,2022.5141,-2.174436,0.003483,0.003424,0.003478
185,14,3,2009.0006,2022.5141,-2.175125,0.000839,0.000825,0.000838
186,14,3,2010.3456,2022.5141,-2.220658,0.005392,0.004670,-0.003389
187,14,3,2012.2984,2022.5141,-2.296625,-0.005395,-0.004631,0.004841
188,14,3,2013.9553,2022.5141,-2.373482,-0.003787,-0.003382,0.004475
189,14,3,2013.9904,2022.5141,-2.375268,0.000823,0.000799,0.000841
190,14,3,2014.4680,2022.5141,-2.400310,0.000446,0.000433,0.000456
191,14,3,2021.2660,2022.5141,-3.209646,0.013260,0.012446,0.014399
192,6,13,2024.9300,2022.5141,-2.922808,0.002871,0.006094,0.007644
193,6,13,2025.9640,2022.5141,-2.768084,-0.000678,0.001032,0.001453
194,6,13,2026.5953,2022.5141,-2.695097,0.005117,0.004890,0.005481
195,8,12,2039.9326,2052.1006,-2.226980,0.016405,0.015988,0.010198
196,8,12,2046.1931,2052.1006,-2.540795,0.000000,0.000000,0.000000
197,12,8,2062.3146,2052.1006,-2.303003,0.007246,0.006975,0.007811
198,12,8,2067.5232,2052.1006,-2.124042,0.006005,0.005795,0.006531
199,14,4,2075.9164,2091.5489,-2.126440,0.003517,0.003187,0.003855
200,14,4,2076.5298,2091.5489,-2.143825,0.016253,0.014811,0.018812
201,14,4,2078.8464,2091.5489,-2.216579,0.000000,0.000000,0.000000
202,4,14,2116.3159,2091.5489,-1.926594,0.003170,0.003411,0.007298
203,13,7,2124.9037,2150.7202,-1.920687,-0.000774,-0.000941,0.001226
204,13,7,2135.9493,2150.7202,-2.163179,0.001639,0.001360,0.001987
205,13,7,2140.5419,2150.7202,-2.324911,0.000766,0.001688,0.010905
206,7,13,2153.6677,2150.7202,-2.863129,0.000134,0.000210,0.002252
207,11,10,2176.7030,2180.3053,-2.781930,0.018246,0.017085,-0.002143
208,5,14,2180.6203,2180.3053,-3.840278,0.015606,0.013784,0.007870
209,5,14,2180.7668,2180.3053,-3.674377,0.003840,0.002937,0.005172
210,5,14,2196.1245,2180.3053,-2.139334,0.005865,0.005055,0.007183
211,9,12,2209.0729,2219.7517,-2.317781,0.012976,0.012246,0.010768
212,15,1,2226.8924,2229.6132,-2.913527,0.001662,0.001563,0.001798
213,15,2,2255.1232,2259.1975,-2.743893,0.005695,0.005147,0.006389
214,2,15,2269.9545,2259.1975,-2.322266,0.000658,0.000603,0.000744
215,6,14,2292.2483,2288.7815,-2.819678,0.003145,0.002747,0.003718
216,3,15,2321.1598,2308.5040,-2.261041,0.001937,0.001452,0.002514
217,3,15,2330.0029,2308.5040,-2.030914,0.001009,0.000808,0.001346
218,15,4,2360.9503,2377.5315,-2.156508,-0.000000,0.000000,-0.000000
219,15,4,2367.3875,2377.5315,-2.369916,-0.000000,-0.000000,0.000000
220,15,4,2371.9001,2377.5315,-2.625506,0.000939,0.000784,0.001152
221,11,11,2390.4900,2387.3925,-2.886912,-0.000474,-0.000403,0.005338
222,14,7,2412.2157,2416.9751,-2.705727,0.001997,0.001645,0.000410
223,7,14,2431.3684,2416.9751,-2.225110,0.001212,0.001083,0.001414
224,5,15,2462.1813,2466.2787,-2.779544,0.001769,0.001919,0.000668
225,9,13,2497.7141,2466.2787,-1.894622,0.000022,0.000020,0.000026
226,15,15,76217.2676,4437.6877,1.208844,0.000000,0.000000,0.000000
227,15,15,76217.2676,4437.6877,1.208844,0.000000,0.000000,0.000000
228,15,15,76218.2594,4437.6877,1.208850,0.000000,0.000000,0.000000
229,15,15,76218.2617,4437.6877,1.208850,0.000000,0.000000,-0.000000
230,15,15,76218.2707,4437.6877,1.208850,0.000000,0.000000,0.000000
231,15,15,76218.2712,4437.6877,1.208850,0.000000,0.000000,0.000000
232,15,15,76219.4998,4437.6877,1.208858,0.000000,0.000000,0.000000
233,15,15,76219.4998,4437.6877,1.208858,0.000000,0.000000,0.000000
234,15,15,76222.2530,4437.6877,1.208874,0.000000,0.000000,0.000000
235,15,15,76222.2642,4437.6877,1.208874,0.000000,0.000000,0.000000
236,15,15,76222.2679,4437.6877,1.208874,0.000000,0.000000,0.000000
237,15,15,76222.2702,4437.6877,1.208874,0.000000,0.000000,0.000000
238,15,15,76227.3726,4437.6877,1.208905,0.000000,0.000000,0.000000
239,15,15,76227.3730,4437.6877,1.208905,0.000000,0.000000,0.000000
240,15,15,76227.6565,4437.6877,1.208907,0.000000,0.000000,0.000000
241,15,15,76227.6569,4437.6877,1.208907,0.000000,0.000000,0.000000
242,15,15,76239.8675,4437.6877,1.208981,0.000000,0.000000,-0.000000
243,15,15,76240.0406,4437.6877,1.208982,0.000000,0.000000,0.000000
244,15,15,76240.2113,4437.6877,1.208983,0.000000,0.000000,0.000000
245,15,15,76240.4475,4437.6877,1.208984,0.000000,0.000000,0.000000
246,15,15,76245.9117,4437.6877,1.209017,0.000000,0.000000,0.000000
247,15,15,76246.2003,4437.6877,1.209019,0.000000,0.000000,0.000000
248,15,15,76249.7514,4437.6877,1.209041,0.000000,0.000000,0.000000
249,15,15,76250.7106,4437.6877,1.209046,0.000000,0.000000,0.000000
250,15,15,76253.7227,4437.6877,1.209065,0.000000,0.000000,-0.000000
251,15,15,76256.0921,4437.6877,1.209079,0.000000,0.000000,0.000000
252,15,15,76257.7420,4437.6877,1.209089,0.000000,-0.000000,-0.000000
253,15,15,76261.3615,4437.6877,1.209111,0.000000,0.000000,0.000000
254,15,15,76263.7973,4437.6877,1.209126,0.000000,-0.000000,0.000000
255,15,15,76268.4743,4437.6877,1.209154,0.000000,0.000000,0.000000
256,15,15,76270.4681,4437.6877,1.209166,0.000000,0.000000,-0.000000
257,15,15,76276.6637,4437.6877,1.209203,0.000000,0.000000,0.000000
258,15,15,76278.1608,4437.6877,1.209212,0.000000,-0.000000,-0.000000
259,15,15,76285.0081,4437.6877,1.209254,0.000000,0.000000,0.000000
260,15,15,76288.3014,4437.6877,1.209274,0.000000,-0.000000,-0.000000
261,15,15,76294.6689,4437.6877,1.209312,0.000000,0.000000,0.000000
262,15,15,76301.0888,4437.6877,1.209351,0.000000,0.000000,-0.000000
263,15,15,76309.2398,4437.6877,1.209400,0.000000,0.000000,0.000000
264,15,15,76311.2180,4437.6877,1.209412,0.000000,0.000000,0.000000
265,15,15,76321.2147,4437.6877,1.209473,0.000000,0.000000,0.000000
266,15,15,76324.8819,4437.6877,1.209495,0.000000,0.000000,-0.000000
267,15,15,76333.7908,4437.6877,1.209549,0.000000,0.000000,0.000000
268,15,15,76337.4022,4437.6877,1.209570,0.000000,0.000000,0.000000
269,15,15,76341.9273,4437.6877,1.209598,0.000000,0.000000,0.000000
270,15,15,76388.0686,4437.6877,1.209876,0.000000,0.000000,0.000000
271,15,15,76392.7949,4437.6877,1.209905,0.000000,0.000000,0.000000
272,15,15,76399.8268,4437.6877,1.209947,0.000000,0.000000,0.000000
273,15,15,76409.1742,4437.6877,1.210004,0.000000,0.000000,0.000000
274,15,15,76419.9014,4437.6877,1.210068,0.000000,0.000000,-0.000000
275,15,15,76431.9081,4437.6877,1.210141,0.000000,0.000000,0.000000
276,15,15,76437.1422,4437.6877,1.210172,0.000000,0.000000,0.000000
277,15,15,76446.8801,4437.6877,1.210231,0.000000,0.000000,0.000000
278,15,15,76468.8718,4437.6877,1.210364,0.000000,0.000000,-0.000000
279,15,15,76475.7349,4437.6877,1.210405,0.000000,0.000000,0.000000
280,15,15,76485.5715,4437.6877,1.210464,0.000000,-0.000000,-0.000000
281,15,15,76495.1541,4437.6877,1.210522,0.000000,-0.000000,0.000000
282,15,15,76495.5362,4437.6877,1.210525,0.000000,0.000000,0.000000
283,15,15,76501.8489,4437.6877,1.210563,0.000000,0.000000,0.000000
284,15,15,76511.5650,4437.6877,1.210621,0.000000,0.000000,0.000000
285,15,15,76512.3426,4437.6877,1.210626,0.000000,0.000000,0.000000
286,15,15,107481.6390,4437.6877,1.365866,0.000000,0.000000,0.000000
287,15,15,107481.6390,4437.6877,1.365866,0.000000,0.000000,0.000000
288,15,15,107539.3079,4437.6877,1.366109,0.000000,0.000000,0.000000
289,15,15,107539.3079,4437.6877,1.366109,0.000000,0.000000,0.000000
290,15,15,6477728.1884,4437.6877,3.163968,0.006792,3.833107,6.729368
291,15,15,6477728.2797,4437.6877,3.163968,0.005706,3.821133,6.717395
292,15,15,6477733.0891,4437.6877,3.163969,0.000000,-0.000000,-0.000000
293,15,15,6477733.1538,4437.6877,3.163969,0.000000,-0.000000,0.000000
294,15,15,6478160.8290,4437.6877,3.163997,0.000000,-0.000000,-0.000000
295,15,15,6478162.6983,4437.6877,3.163998,0.000000,-0.000000,0.000000
296,15,15,6478172.9912,4437.6877,3.163998,0.000000,-0.000000,0.000000
297,15,15,6478173.0554,4437.6877,3.163998,0.000000,0.000000,0.000000
298,15,15,6478176.3198,4437.6877,3.163998,0.000000,-0.000000,-0.000000
299,15,15,6478177.0170,4437.6877,3.163998,0.000000,-0.000000,-0.000000
300,15,15,6478190.7117,4437.6877,3.163999,0.000000,0.000000,0.000000
301,15,15,6478191.3329,4437.6877,3.163999,0.000000,0.000000,0.000000
302,15,15,6478597.4830,4437.6877,3.164027,0.000000,0.000000,0.000000
303,15,15,6478598.6172,4437.6877,3.164027,0.000000,0.000000,0.000000
304,15,15,6478619.5497,4437.6877,3.164028,0.000000,0.000000,0.000000
305,15,15,6478621.0473,4437.6877,3.164028,0.000000,-0.000000,-0.000000
306,15,15,6478688.4139,4437.6877,3.164033,0.000000,0.000000,0.000000
307,15,15,6478689.1833,4437.6877,3.164033,0.000000,0.000000,0.000000
308,15,15,6478696.4473,4437.6877,3.164033,0.000000,-0.000000,0.000000
309,15,15,6478700.1621,4437.6877,3.164034,0.000000,-0.000000,-0.000000
310,15,15,6478710.7985,4437.6877,3.164034,-0.000000,0.000000,0.000000
311,15,15,6478713.8499,4437.6877,3.164034,0.000000,-0.000000,0.000000
312,15,15,6478715.4411,4437.6877,3.164035,0.000000,0.000000,0.000000
313,15,15,6478717.0451,4437.6877,3.164035,0.000000,-0.000000,-0.000000
314,15,15,6478867.3608,4437.6877,3.164045,0.016312,3.935306,6.831571
315,15,15,6478867.8480,4437.6877,3.164045,0.004585,3.430012,6.326263
316,15,15,6479081.4425,4437.6877,3.164059,0.000000,0.000000,0.000000
317,15,15,6479088.6983,4437.6877,3.164060,0.000000,0.000000,0.000000
318,15,15,6479089.7644,4437.6877,3.164060,0.000000,0.000000,0.000000
319,15,15,6479093.8042,4437.6877,3.164060,0.000000,-0.000000,-0.000000
320,15,15,6479095.7823,4437.6877,3.164060,0.005675,3.495681,6.392052
321,15,15,6479104.2905,4437.6877,3.164061,0.000000,0.000000,0.000000
322,15,15,6479113.1724,4437.6877,3.164061,0.000000,0.000000,0.000000
323,15,15,6479113.8194,4437.6877,3.164061,0.000000,-0.000000,-0.000000
324,15,15,6479117.7767,4437.6877,3.164062,0.000000,-0.000000,0.000000
325,15,15,6479120.2172,4437.6877,3.164062,0.000000,0.000000,0.000000
326,15,15,6479125.9780,4437.6877,3.164062,0.000000,0.000000,0.000000
327,15,15,6479140.4150,4437.6877,3.164063,-0.002703,3.190064,6.086417
328,15,15,6479150.4879,4437.6877,3.164064,0.000000,-0.000000,0.000000
329,15,15,6479150.9672,4437.6877,3.164064,0.000000,-0.000000,-0.000000
330,15,15,6479160.2006,4437.6877,3.164064,0.000000,0.000000,0.000000
331,15,15,6479161.2810,4437.6877,3.164064,0.000000,0.000000,0.000000
332,15,15,6479215.8018,4437.6877,3.164068,0.000000,0.000000,0.000000
333,15,15,6479216.6290,4437.6877,3.164068,0.000000,0.000000,0.000000
334,15,15,6479222.0001,4437.6877,3.164069,0.000000,-0.000000,-0.000000
335,15,15,6479223.0229,4437.6877,3.164069,0.000000,0.000000,0.000000
336,15,15,6479232.1845,4437.6877,3.164069,0.000000,0.000000,0.000000
337,15,15,6479232.5540,4437.6877,3.164069,0.000000,0.000000,0.000000
338,15,15,6479233.4340,4437.6877,3.164069,0.000000,-0.000000,0.000000
339,15,15,6479234.0823,4437.6877,3.164069,0.000000,0.000000,0.000000
340,15,15,6479238.6711,4437.6877,3.164070,0.000000,-0.000000,-0.000000
341,15,15,6479239.5591,4437.6877,3.164070,0.000000,0.000000,0.000000
342,15,15,6479249.0853,4437.6877,3.164070,0.000000,-0.000000,-0.000000
343,15,15,6479249.5547,4437.6877,3.164070,0.000000,-0.000000,0.000000
344,15,15,6479260.2229,4437.6877,3.164071,0.000000,0.000000,0.000000
345,15,15,6479260.4333,4437.6877,3.164071,0.000000,-0.000000,-0.000000
346,15,15,6479268.5750,4437.6877,3.164072,0.001445,3.396542,6.292937
347,15,15,6479269.4831,4437.6877,3.164072,0.000000,-0.000000,0.000000
348,15,15,6479275.1939,4437.6877,3.164072,0.000000,0.000000,0.000000
349,15,15,6479276.0884,4437.6877,3.164072,0.000000,-0.000000,0.000000
350,15,15,6479276.8165,4437.6877,3.164072,0.001086,3.842069,6.738455
351,15,15,6479280.1566,4437.6877,3.164072,0.000000,0.000000,0.000000
352,15,15,6479290.4025,4437.6877,3.164073,0.000000,0.000000,0.000000
353,15,15,6479291.0140,4437.6877,3.164073,0.011446,3.895139,6.791540
354,15,15,6479291.8309,4437.6877,3.164073,0.000000,0.000000,0.000000
355,15,15,6479292.6128,4437.6877,3.164073,0.000000,0.000000,0.000000
