mode_rank,matched_m,matched_n,w_h_FEM,w_h_exact,log10_Error_w_h,log10_Error_L2_w,log10_Error_L2_phi
1,1,1,19.2281,19.7390,-1.586972,-1.720849,-1.455439
2,2,1,48.0013,49.3476,-1.564123,-0.150023,-0.149556
3,2,1,48.5414,49.3476,-1.786867,-0.149937,-0.149614
4,2,2,75.5241,78.9557,-1.361895,-1.091142,-0.976761
5,1,3,96.8982,98.6942,-1.739985,-0.141677,-0.142777
6,1,3,97.0098,98.6942,-1.767837,-0.148743,-0.148100
7,2,3,119.7982,128.3018,-1.178628,-0.142745,-0.139366
8,2,3,123.5321,128.3018,-1.429740,-0.145552,-0.144297
9,1,4,162.2225,167.7781,-1.480010,0.016295,0.015022
10,1,4,164.6055,167.7781,-1.723319,-0.143884,-0.142790
11,1,4,165.0189,167.7781,-1.783962,-0.147421,-0.146576
12,3,3,185.8817,177.6471,-1.333916,-0.000000,0.000000
13,3,3,187.4257,177.6471,-1.259278,-0.000000,-0.000000
14,4,2,191.6464,197.3849,-1.536516,0.003124,0.000617
15,4,2,192.0830,197.3849,-1.570880,0.000000,0.000000
16,2,4,215.1122,197.3849,-1.046672,0.040232,0.039453
17,4,3,226.6334,246.7289,-1.089122,-0.078435,-0.076076
18,4,3,237.4377,246.7289,-1.424149,0.018068,0.012495
19,4,3,237.7912,246.7289,-1.440995,-0.000000,-0.000000
20,3,4,248.2555,246.7289,-2.208494,0.055892,0.046104
21,3,4,249.2020,246.7289,-1.998969,0.057163,0.055880
22,3,4,251.5083,246.7289,-1.712846,0.000000,0.000000
23,5,1,256.4479,256.5976,-3.234089,0.008315,0.003547
24,1,5,266.6209,256.5976,-1.408242,0.006813,0.005557
25,1,5,267.7851,256.5976,-1.360518,0.031853,0.030371
26,2,5,274.5280,286.2034,-1.389403,0.011615,0.006600
27,2,5,282.9444,286.2034,-1.943587,0.027823,0.014527
28,5,2,291.6500,286.2034,-1.720553,-0.006157,-0.011306
29,5,2,294.5347,286.2034,-1.535965,0.020416,0.014349
30,4,4,301.7474,315.8089,-1.351391,-0.044971,-0.047446
31,4,4,304.2168,315.8089,-1.435263,0.000000,0.000000
32,4,4,307.7226,315.8089,-1.591670,0.024046,0.016360
33,4,4,309.0039,315.8089,-1.666592,0.000000,0.000000
34,4,4,317.9925,315.8089,-2.160249,0.000000,-0.000000
35,4,4,322.2913,315.8089,-1.687690,0.000000,0.000000
36,4,4,323.1631,315.8089,-1.632889,-0.000000,-0.000000
37,5,3,328.7498,335.5458,-1.693500,0.015235,0.007154
38,5,3,332.8040,335.5458,-2.087727,0.000000,0.000000
39,3,5,342.3323,335.5458,-1.694104,0.038592,0.028619
40,3,5,344.4713,335.5458,-1.575117,0.017062,0.009682
41,3,5,346.9451,335.5458,-1.468871,0.009576,0.008859
42,3,5,347.9357,335.5458,-1.432682,0.003152,0.002138
43,3,5,349.8286,335.5458,-1.370938,0.001593,0.001549
44,6,1,361.6726,365.1508,-2.021123,-0.000000,-0.000000
45,6,1,364.8627,365.1508,-3.102941,0.038313,0.033749
46,1,6,366.0929,365.1508,-2.588371,0.000000,0.000000
47,2,6,380.2485,394.7554,-1.434753,0.027383,0.017542
48,2,6,385.0226,394.7554,-1.608089,0.000000,0.000000
49,2,6,387.0650,394.7554,-1.710380,0.000000,0.000000
50,2,6,387.4766,394.7554,-1.734268,0.009178,0.006879
51,2,6,389.6711,394.7554,-1.890096,-0.000000,-0.000000
52,2,6,394.1086,394.7554,-2.785565,0.005742,-0.001609
53,6,3,440.1466,444.0958,-2.050970,0.000000,0.000000
54,6,3,441.1836,444.0958,-2.183248,0.000000,0.000000
55,6,3,441.9023,444.0958,-2.306345,0.000000,0.000000
56,3,6,447.5851,444.0958,-2.104738,0.000000,0.000000
57,3,6,450.9080,444.0958,-1.814189,0.000000,0.000000
58,3,6,455.4289,444.0958,-1.593128,0.000000,-0.000000
59,3,6,462.6678,444.0958,-1.378619,0.000000,0.000000
60,3,6,464.3454,444.0958,-1.341061,0.008432,0.003471
61,3,6,465.9170,444.0958,-1.308598,0.000000,0.000000
62,7,1,475.7591,493.4353,-1.445842,0.001026,0.000616
63,7,1,488.7761,493.4353,-2.024917,-0.002341,-0.008268
64,6,4,508.0841,513.1708,-2.003824,0.001228,-0.006026
65,6,4,510.7496,513.1708,-2.326223,0.018407,0.012898
66,6,4,511.3329,513.1708,-2.445941,-0.000000,-0.000000
67,4,6,514.3593,513.1708,-2.635272,0.000000,0.000000
68,7,2,531.7155,523.0386,-1.780165,0.000000,0.000000
69,7,2,538.3191,523.0386,-1.534394,0.018098,0.014152
70,7,2,542.5595,523.0386,-1.428034,-0.004739,-0.007790
71,7,3,562.8037,572.3766,-1.776640,0.000000,-0.000000
72,7,3,568.3103,572.3766,-2.148486,-0.020546,-0.025335
73,3,7,573.9242,572.3766,-2.568033,0.003690,0.002338
74,3,7,582.0477,572.3766,-1.772208,-0.000000,0.000000
75,3,7,582.1801,572.3766,-1.766300,0.009196,0.006673
76,3,7,583.3421,572.3766,-1.717651,-0.006839,-0.007718
77,5,6,593.7836,601.9790,-1.866013,0.000000,0.000000
78,5,6,603.6623,601.9790,-2.553432,0.000000,0.000000
79,5,6,603.7852,601.9790,-2.522812,-0.033896,-0.038572
80,5,6,607.5412,601.9790,-2.034333,-0.000000,-0.000000
81,5,6,614.5515,601.9790,-1.680159,0.028044,0.022057
82,8,1,631.1881,641.4484,-1.796003,0.006880,0.004858
83,8,1,639.3432,641.4484,-2.483880,0.003218,-0.002034
84,4,7,645.3264,641.4484,-2.218552,0.000000,0.000000
85,4,7,645.6525,641.4484,-2.183481,0.000000,0.000000
86,4,7,653.3174,641.4484,-1.732747,0.000000,-0.000000
87,8,2,664.8687,671.0500,-2.035675,0.014998,0.011090
88,2,8,675.5208,671.0500,-2.176367,0.004483,0.001059
89,2,8,676.2908,671.0500,-2.107357,0.000000,-0.000000
90,2,8,683.2529,671.0500,-1.740292,0.003812,0.002270
91,6,6,695.7339,710.5184,-1.681769,0.019038,0.014184
92,6,6,699.4162,710.5184,-1.806167,-0.000000,0.000000
93,6,6,711.0822,710.5184,-3.100391,0.020225,0.015348
94,6,6,711.2754,710.5184,-2.972476,0.000160,-0.002036
95,5,7,730.1339,730.2523,-3.790144,0.011406,0.008405
96,7,5,745.4718,730.2523,-1.681073,0.001100,0.000800
97,7,5,751.1463,730.2523,-1.543451,-0.013514,-0.016622
