mode_rank,matched_m,matched_n,w_h_FEM,w_h_exact,log10_Error_w_h,log10_Error_L2_w,log10_Error_L2_phi
1,1,1,19.7930,19.7390,-2.562604,-1.984164,-1.737339
2,1,2,50.6667,49.3476,-1.572968,-0.150345,-0.150434
3,1,2,50.6667,49.3476,-1.572967,-0.150345,-0.150434
4,2,2,81.4212,78.9557,-1.505476,-1.349080,-1.648325
5,3,1,105.7019,98.6942,-1.148721,-0.122564,-0.126766
6,3,1,105.7050,98.6942,-1.148526,-0.149869,-0.150327
7,3,2,135.9323,128.3018,-1.225681,-0.149405,-0.150074
8,3,2,135.9323,128.3018,-1.225681,-0.149405,-0.150074
9,4,2,189.4587,197.3849,-1.396249,0.000000,0.000000
10,4,2,191.6699,197.3849,-1.538294,0.022820,0.023319
11,4,2,191.6699,197.3849,-1.538294,0.022820,0.023319
12,2,4,221.6470,197.3849,-0.910385,-0.147935,-0.150061
13,2,4,221.6473,197.3849,-0.910381,-0.147936,-0.150061
14,2,5,274.3489,286.2034,-1.382793,0.019555,0.019846
15,2,5,274.3489,286.2034,-1.382793,0.019555,0.019846
16,4,4,319.2317,315.8089,-1.965050,0.000000,0.000000
17,4,4,319.2355,315.8089,-1.964568,0.000000,0.000000
18,3,5,348.1670,335.5458,-1.424649,0.000000,0.000000
19,3,5,348.1670,335.5458,-1.424649,-0.000000,0.000000
20,6,1,358.2671,365.1508,-1.724656,0.017248,0.018095
21,6,2,398.9908,394.7554,-1.969438,0.000000,0.000000
22,6,2,399.0178,394.7554,-1.966672,0.000000,0.000000
23,7,1,480.5201,493.4353,-1.582129,0.005959,0.006401
24,7,1,480.5201,493.4353,-1.582129,0.005959,0.006401
25,6,4,507.7827,513.1708,-1.978827,0.051258,0.057614
26,6,4,507.7827,513.1708,-1.978827,0.051258,0.057614
27,7,2,536.1798,523.0386,-1.599898,0.032088,0.037382
28,7,2,536.1800,523.0386,-1.599890,0.014844,0.017407
29,3,7,585.7247,572.3766,-1.632263,0.051718,0.059738
30,3,7,585.7247,572.3766,-1.632263,0.051718,0.059738
31,5,6,598.7267,601.9790,-2.267386,-0.000000,0.000000
32,8,2,665.3441,671.0500,-2.070432,0.014571,0.016584
33,8,2,665.3450,671.0500,-2.070500,0.014577,0.016591
34,8,4,779.4687,789.4533,-1.897993,0.030048,0.034379
35,8,4,779.4687,789.4533,-1.897993,0.030048,0.034379
36,4,8,789.9670,789.4533,-3.186670,0.000000,-0.000000
37,4,8,789.9711,789.4533,-3.183189,0.000000,0.000000
38,9,1,816.5608,809.1867,-2.040340,0.000000,-0.000000
39,9,1,816.5608,809.1867,-2.040340,0.000000,0.000000
40,5,8,862.7734,878.2525,-1.753875,-0.000000,-0.000000
41,5,8,862.8023,878.2525,-1.754687,-0.000000,-0.000000
42,9,4,937.6639,957.1826,-1.690546,0.026190,0.032002
43,9,4,937.6639,957.1826,-1.690546,0.026190,0.032002
44,9,4,955.8267,957.1826,-2.848765,0.033470,0.039639
45,5,9,1043.8921,1045.9762,-2.700605,0.023309,0.029414
46,5,9,1043.9232,1045.9762,-2.707142,0.043919,0.052958
47,11,1,1210.6623,1203.8243,-2.245632,0.000203,0.000261
48,11,1,1210.6623,1203.8243,-2.245632,0.000203,0.000261
49,2,11,1229.5617,1233.4198,-2.504731,0.017318,0.023990
50,2,11,1229.5617,1233.4198,-2.504731,0.017318,0.023990
51,8,8,1255.2736,1263.0150,-2.212586,0.046527,0.062602
52,8,8,1255.2738,1263.0150,-2.212599,0.046517,0.062606
53,9,7,1299.4062,1282.7449,-1.886432,0.016000,0.022392
54,9,7,1299.4062,1282.7449,-1.886432,0.016000,0.022392
55,11,4,1371.4113,1351.7986,-1.838374,0.003995,0.005641
56,11,4,1371.4123,1351.7986,-1.838353,0.041048,0.056130
57,5,11,1447.7851,1440.5793,-2.300857,0.063401,0.081356
58,7,10,1471.0217,1470.1722,-3.238209,0.012598,0.017422
59,7,10,1471.0217,1470.1722,-3.238208,0.012598,0.017422
60,10,8,1630.2307,1618.1320,-2.126273,0.008841,0.012477
61,10,8,1630.2331,1618.1320,-2.126186,0.008843,0.012480
62,8,11,1848.7095,1825.2620,-1.891229,0.002093,0.004397
63,8,11,1848.7095,1825.2620,-1.891229,0.002093,0.004397
64,10,10,1962.8587,1973.2024,-2.280497,0.000000,0.000000
65,10,10,1962.8741,1973.2024,-2.281142,0.000000,0.000000
66,9,11,1985.8513,1992.9272,-2.449710,0.014403,0.023952
67,9,11,1985.8513,1992.9272,-2.449710,0.014403,0.023952
68,6,13,2024.3403,2022.5141,-3.044324,0.000000,0.000000
69,6,13,2024.5383,2022.5141,-2.999623,-0.000000,0.000000
70,14,4,2089.0331,2091.5489,-2.919795,0.027560,0.044688
71,14,4,2089.0331,2091.5489,-2.919795,0.027560,0.044688
72,11,10,2173.4895,2180.3053,-2.504999,0.000000,0.000000
73,11,10,2174.4957,2180.3053,-2.574366,0.059333,0.091889
74,1,15,2232.2298,2229.6132,-2.930491,0.022762,0.034125
75,3,15,2316.0712,2308.5040,-2.484398,0.014665,0.024140
76,3,15,2316.0712,2308.5040,-2.484398,0.014665,0.024140
77,9,13,2492.1540,2466.2787,-1.979157,0.025379,0.053527
78,9,13,2496.8311,2466.2787,-1.906996,0.018404,0.038333
79,12,12,2833.2817,2840.9567,-2.568391,0.000000,0.000000
80,12,12,2833.2817,2840.9567,-2.568391,0.000000,0.000000
81,13,13,3302.0176,3333.8752,-2.019737,0.024747,0.052050
82,12,14,3379.2050,3353.5900,-2.117016,-0.000000,0.000000
83,12,14,3379.2051,3353.5900,-2.117016,0.000000,-0.000000
84,11,15,3402.7047,3412.7338,-2.531838,0.009601,0.021916
85,11,15,3402.7104,3412.7338,-2.532088,0.006445,0.014847
86,15,11,3439.5796,3412.7338,-2.104227,0.013249,0.030068
87,15,11,3439.5796,3412.7338,-2.104227,0.013249,0.030068
88,15,11,3505.7069,3412.7338,-1.564745,0.000000,0.000000
89,15,11,3505.7376,3412.7338,-1.564602,0.000000,0.000000
90,14,13,3581.2128,3600.0139,-2.282121,0.027113,0.057958
91,14,13,3581.2128,3600.0139,-2.282121,0.027113,0.057958
92,12,15,3724.0684,3639.4397,-1.633516,0.000000,-0.000000
