mode_rank,matched_m,matched_n,w_h_FEM,w_h_exact,log10_Error_w_h,log10_Error_L2_w,log10_Error_L2_phi,log10_Error_L2_Q
27,6,1,362.1298,365.1508,-2.082322,0.003981,0.002971,0.005832
28,1,6,370.3211,365.1508,-1.848951,0.015678,0.014956,0.018331
29,1,6,375.7631,365.1508,-1.536662,0.033707,0.031275,0.043601
30,2,6,392.6070,394.7554,-2.264210,0.027755,0.023456,0.035582
31,4,5,407.2537,404.6236,-2.187073,-0.032541,-0.033454,0.066195
32,4,5,418.8687,404.6236,-1.453385,0.017371,0.015671,-0.005693
33,4,5,421.2666,404.6236,-1.385820,0.011266,0.009515,0.017457
34,3,6,455.1198,444.0958,-1.605139,0.019020,0.016310,0.027494
35,7,1,477.9464,493.4353,-1.503210,0.001525,0.001005,0.003379
36,7,1,489.8341,493.4353,-2.136780,0.000361,0.000283,0.000500
37,7,2,523.5965,523.0386,-2.971940,0.032269,0.031641,0.034700
38,7,2,523.8795,523.0386,-2.793744,0.019640,0.019246,0.021188
39,7,2,531.5612,523.0386,-1.787962,-0.096850,-0.083595,0.101272
40,7,2,533.1313,523.0386,-1.714526,-0.082907,-0.072930,0.088367
41,7,2,546.0272,523.0386,-1.357021,0.013022,0.012617,0.016889
42,7,3,549.5637,572.3766,-1.399502,-0.070154,-0.059400,0.072237
43,7,3,552.2900,572.3766,-1.454775,-0.000000,0.000000,0.000000
44,3,7,574.9764,572.3766,-2.342743,0.015264,0.013068,0.019625
45,3,7,578.7222,572.3766,-1.955209,0.002352,0.001602,0.002361
46,3,7,584.4743,572.3766,-1.674981,0.007438,0.007127,0.008900
47,5,6,612.2511,601.9790,-1.767922,0.007427,0.007216,0.007647
48,5,6,612.3023,601.9790,-1.765763,0.010273,0.010184,0.005045
49,5,6,615.2744,601.9790,-1.655879,0.001090,0.001005,0.001335
50,5,6,619.5183,601.9790,-1.535569,0.000000,-0.000000,0.000000
51,8,1,626.1864,641.4484,-1.623551,0.005906,0.005155,0.006457
52,8,1,632.0647,641.4484,-1.834790,0.001890,0.001763,0.004815
53,8,1,633.4610,641.4484,-1.904760,0.006943,0.006407,0.014001
54,4,7,652.9810,641.4484,-1.745234,-0.012353,-0.011962,0.020627
55,4,7,655.3769,641.4484,-1.663256,0.001241,0.000995,0.001802
56,8,2,657.4955,671.0500,-1.694671,0.001668,0.001584,0.009444
57,2,8,673.0884,671.0500,-2.517469,0.014222,0.014074,0.003676
58,2,8,687.6053,671.0500,-1.607817,0.006957,0.006251,0.008840
59,8,3,724.2082,720.3854,-2.275175,0.009957,0.008723,0.012067
60,5,7,729.6914,730.2523,-3.114592,0.000632,0.000590,0.000705
61,7,5,739.8707,730.2523,-1.880371,0.000809,0.000661,0.001095
62,8,4,769.6450,789.4533,-1.600478,0.002450,0.002186,-0.001043
63,4,8,798.1694,789.4533,-1.957005,0.006206,0.005386,0.007674
64,1,9,803.3110,809.1867,-2.138985,0.000000,-0.000000,0.000000
65,15,15,58099.5967,4437.6877,1.082509,0.000000,0.000000,0.000000
66,15,15,58100.4262,4437.6877,1.082516,0.000000,0.000000,0.000000
67,15,15,58100.5357,4437.6877,1.082517,0.000000,0.000000,0.000000
68,15,15,58103.5575,4437.6877,1.082541,0.000000,0.000000,0.000000
69,15,15,58103.5583,4437.6877,1.082541,0.000000,0.000000,0.000000
70,15,15,58106.9669,4437.6877,1.082569,0.000000,0.000000,0.000000
71,15,15,58107.9253,4437.6877,1.082577,0.000000,0.000000,0.000000
72,15,15,58116.0820,4437.6877,1.082643,0.000000,0.000000,0.000000
73,15,15,58118.3195,4437.6877,1.082661,0.000000,0.000000,0.000000
74,15,15,58119.9251,4437.6877,1.082674,0.000000,0.000000,0.000000
75,15,15,58120.6111,4437.6877,1.082679,0.000000,0.000000,0.000000
76,15,15,58120.6113,4437.6877,1.082679,0.000000,0.000000,0.000000
77,15,15,58123.7537,4437.6877,1.082705,0.000000,0.000000,0.000000
78,15,15,58123.7721,4437.6877,1.082705,0.000000,0.000000,0.000000
79,15,15,58125.1976,4437.6877,1.082717,0.000000,0.000000,0.000000
80,15,15,58125.6695,4437.6877,1.082720,0.000000,0.000000,0.000000
81,15,15,58130.5220,4437.6877,1.082760,0.000000,0.000000,0.000000
82,15,15,58137.2864,4437.6877,1.082814,0.000000,0.000000,0.000000
83,15,15,58137.3860,4437.6877,1.082815,0.000000,0.000000,0.000000
84,15,15,58139.7370,4437.6877,1.082834,0.000000,0.000000,0.000000
85,15,15,58142.2962,4437.6877,1.082855,0.000000,0.000000,0.000000
86,15,15,58147.2509,4437.6877,1.082895,0.000000,0.000000,0.000000
87,15,15,58151.9684,4437.6877,1.082933,0.000000,0.000000,0.000000
88,15,15,58152.1665,4437.6877,1.082935,0.000000,0.000000,0.000000
89,15,15,58164.3698,4437.6877,1.083033,0.000000,0.000000,0.000000
90,15,15,58164.7728,4437.6877,1.083037,0.000000,0.000000,0.000000
91,15,15,58175.2389,4437.6877,1.083121,0.000000,0.000000,0.000000
92,15,15,58185.6784,4437.6877,1.083205,0.000000,0.000000,0.000000
93,15,15,58218.5989,4437.6877,1.083471,0.000000,0.000000,0.000000
94,15,15,58230.4858,4437.6877,1.083567,0.000000,0.000000,0.000000
95,15,15,58232.9948,4437.6877,1.083588,-0.000000,0.000000,0.000000
96,15,15,58243.8702,4437.6877,1.083675,0.000000,0.000000,0.000000
97,15,15,81607.8581,4437.6877,1.240293,0.000000,0.000000,0.000000
98,15,15,81619.0792,4437.6877,1.240356,0.000000,0.000000,0.000000
99,15,15,81624.7040,4437.6877,1.240388,0.000000,0.000000,0.000000
100,15,15,81635.9223,4437.6877,1.240451,0.000000,0.000000,0.000000
101,15,15,6472777.9163,4437.6877,3.163636,0.008453,3.911078,6.807059
102,15,15,6472789.0880,4437.6877,3.163637,0.000000,0.000000,0.000000
103,15,15,6472826.7039,4437.6877,3.163639,-0.000000,0.000000,0.000000
104,15,15,6472856.0759,4437.6877,3.163641,-0.000000,0.000000,0.000000
105,15,15,6473231.1918,4437.6877,3.163667,0.000000,0.000000,0.000000
106,15,15,6473296.9859,4437.6877,3.163671,-0.000000,0.000000,0.000000
107,15,15,6473383.9756,4437.6877,3.163677,0.001254,3.018260,5.914287
108,15,15,6473393.0819,4437.6877,3.163677,0.000000,0.000000,-0.000000
109,15,15,6474672.5238,4437.6877,3.163763,0.000000,0.000000,0.000000
110,15,15,6474678.9355,4437.6877,3.163764,0.000000,0.000000,0.000000
111,15,15,6474680.5486,4437.6877,3.163764,-0.000000,-0.000000,-0.000001
112,15,15,6474700.7309,4437.6877,3.163765,0.000000,0.000000,0.000000
113,15,15,6474748.3730,4437.6877,3.163768,0.000000,0.000000,0.000000
114,15,15,6474753.1429,4437.6877,3.163769,0.000000,0.000000,0.000000
115,15,15,6474792.8606,4437.6877,3.163771,0.000000,0.000000,0.000000
116,15,15,6474805.5103,4437.6877,3.163772,0.000000,0.000000,0.000000
117,15,15,6475114.6222,4437.6877,3.163793,0.000000,0.000000,-0.000000
118,15,15,6475138.3201,4437.6877,3.163795,0.000000,0.000000,0.000000
119,15,15,6475213.4472,4437.6877,3.163800,0.000000,0.000000,0.000000
120,15,15,6475233.8536,4437.6877,3.163801,0.000000,0.000000,0.000000
121,15,15,6475237.0436,4437.6877,3.163801,0.000897,3.430292,6.326438
122,15,15,6475251.6430,4437.6877,3.163802,0.003727,3.056984,5.953118
123,15,15,6475295.3770,4437.6877,3.163805,0.007350,3.295243,6.191383
124,15,15,6475353.9295,4437.6877,3.163809,0.001231,3.076534,5.972703
125,15,15,6476260.7590,4437.6877,3.163870,0.000000,0.000000,0.000000
126,15,15,6476266.3978,4437.6877,3.163870,0.000000,0.000000,0.000000
127,15,15,6476284.1660,4437.6877,3.163871,0.000000,0.000000,0.000000
128,15,15,6476300.8924,4437.6877,3.163873,0.000000,0.000000,-0.000000
129,15,15,6476316.2988,4437.6877,3.163874,0.006170,3.880728,6.776951
130,15,15,6476322.5187,4437.6877,3.163874,0.000000,0.000000,0.000000
131,15,15,6476347.9068,4437.6877,3.163876,0.000000,0.000000,0.000000
132,15,15,6476364.5546,4437.6877,3.163877,0.000000,0.000000,0.000000
133,15,15,6476561.5932,4437.6877,3.163890,0.005291,3.638080,6.534311
134,15,15,6476573.9521,4437.6877,3.163891,0.000000,0.000000,0.000000
135,15,15,6476597.1678,4437.6877,3.163892,-0.000000,0.000000,0.000000
136,15,15,6476597.9916,4437.6877,3.163893,0.005328,3.505718,6.401952
137,15,15,6476622.5408,4437.6877,3.163894,0.008616,3.776311,6.672540
138,15,15,6476632.0814,4437.6877,3.163895,0.000000,0.000000,-0.000000
139,15,15,6476656.6607,4437.6877,3.163896,0.000000,0.000000,0.000000
140,15,15,6476684.7625,4437.6877,3.163898,-0.000000,0.000000,0.000000
141,15,15,6476688.6471,4437.6877,3.163899,0.000000,0.000000,-0.000000
142,15,15,6476695.4327,4437.6877,3.163899,0.006334,3.506682,6.402939
143,15,15,6476698.5438,4437.6877,3.163899,0.006404,3.636869,6.533132
144,15,15,6476705.2400,4437.6877,3.163900,0.009044,3.541363,6.437620
145,15,15,6476709.3715,4437.6877,3.163900,0.007143,3.561433,6.457694
146,15,15,6476713.2553,4437.6877,3.163900,0.000000,0.000000,0.000000
147,15,15,6476714.0261,4437.6877,3.163900,0.000000,0.000000,0.000000
148,15,15,6476715.7475,4437.6877,3.163900,0.010215,3.669890,6.566153
149,15,15,6476724.5403,4437.6877,3.163901,0.008901,3.317308,6.213558
150,15,15,6476729.2956,4437.6877,3.163901,0.000000,0.000000,0.000000
151,15,15,6476762.4873,4437.6877,3.163904,-0.000000,0.000000,0.000000
152,15,15,6476777.4650,4437.6877,3.163905,0.007829,3.302421,6.198667
153,15,15,6476851.7985,4437.6877,3.163910,0.000000,0.000000,0.000000
154,15,15,6476861.5834,4437.6877,3.163910,0.000000,0.000000,0.000000
155,15,15,6476861.7168,4437.6877,3.163910,0.000000,0.000000,0.000000
156,15,15,6476863.2967,4437.6877,3.163910,0.000000,-0.000000,-0.000000
157,15,15,6476875.0469,4437.6877,3.163911,0.000000,0.000000,0.000000
158,15,15,6476875.9936,4437.6877,3.163911,-0.003219,3.928033,6.824315
159,15,15,6476878.3086,4437.6877,3.163911,-0.000000,0.000000,0.000000
160,15,15,6476878.3595,4437.6877,3.163911,0.009426,4.399883,7.296166
161,15,15,6476997.8679,4437.6877,3.163919,0.000000,0.000000,0.000000
162,15,15,6477020.1216,4437.6877,3.163921,0.000000,0.000000,0.000000
163,15,15,6477027.2802,4437.6877,3.163921,0.000000,0.000000,0.000000
164,15,15,6477108.2453,4437.6877,3.163927,0.003963,3.229762,6.126029
165,15,15,6477114.4257,4437.6877,3.163927,0.000000,0.000000,0.000000
166,15,15,6477133.6964,4437.6877,3.163928,-0.000000,0.000000,0.000000
167,15,15,6477143.2386,4437.6877,3.163929,0.018141,3.602178,6.498454
168,15,15,6477144.4829,4437.6877,3.163929,0.011261,3.468105,6.364381
169,15,15,6477152.4922,4437.6877,3.163930,0.000000,0.000000,0.000000
170,15,15,6477157.7036,4437.6877,3.163930,-0.000000,0.000000,0.000000
171,15,15,6477158.2027,4437.6877,3.163930,0.016970,3.593027,6.489304
172,15,15,6477161.3984,4437.6877,3.163930,0.025540,3.693504,6.589781
173,15,15,6477167.1210,4437.6877,3.163931,0.000000,0.000000,0.000000
174,15,15,6477188.8923,4437.6877,3.163932,0.004128,3.191661,6.087932
175,15,15,6477326.1615,4437.6877,3.163941,0.012030,3.436533,6.332820
176,15,15,6477330.5456,4437.6877,3.163942,0.000000,0.000000,-0.000000
177,15,15,6477332.1749,4437.6877,3.163942,0.011627,3.402865,6.299153
178,15,15,6477350.7025,4437.6877,3.163943,0.000000,0.000000,0.000000
179,15,15,6477368.3467,4437.6877,3.163944,0.000000,0.000000,0.000000
180,15,15,6477382.0976,4437.6877,3.163945,0.000000,0.000000,-0.000000
181,15,15,6477385.0087,4437.6877,3.163945,0.006839,3.158510,6.054810
182,15,15,6477385.2779,4437.6877,3.163945,0.006932,3.150803,6.047106
183,15,15,6477387.7922,4437.6877,3.163946,0.007791,3.240775,6.137066
184,15,15,6477393.4370,4437.6877,3.163946,0.000000,0.000000,0.000000
185,15,15,6477394.2579,4437.6877,3.163946,0.026688,3.455323,6.351623
186,15,15,6477410.9653,4437.6877,3.163947,0.003894,3.249008,6.145308
187,15,15,6477415.2396,4437.6877,3.163947,0.000000,0.000000,0.000000
188,15,15,6477417.9460,4437.6877,3.163948,-0.000000,0.000000,0.000000
189,15,15,6477456.9809,4437.6877,3.163950,0.008010,3.267138,6.163424
190,15,15,6477472.7961,4437.6877,3.163951,0.006804,3.287781,6.184068
191,15,15,6477538.1258,4437.6877,3.163956,0.000000,0.000000,0.000000
192,15,15,6477563.1964,4437.6877,3.163957,0.000000,0.000000,0.000000
193,15,15,6477570.6770,4437.6877,3.163958,0.000000,0.000000,-0.000000
194,15,15,6477573.4359,4437.6877,3.163958,0.000000,0.000000,0.000000
195,15,15,6477597.7512,4437.6877,3.163960,0.000000,0.000000,0.000000
196,15,15,6477613.6613,4437.6877,3.163961,0.000000,-0.000000,-0.000000
197,15,15,6478124.9596,4437.6877,3.163995,0.000000,0.000000,0.000000
198,15,15,6478131.3563,4437.6877,3.163995,0.000000,0.000000,0.000000
199,15,15,6478153.4048,4437.6877,3.163997,0.000000,0.000000,0.000000
200,15,15,6478175.6164,4437.6877,3.163998,0.000000,0.000000,0.000000
201,15,15,6478227.0112,4437.6877,3.164002,-0.000000,0.000000,0.000000
202,15,15,6478235.8614,4437.6877,3.164002,0.000000,0.000000,0.000000
203,15,15,6478249.0656,4437.6877,3.164003,0.000000,0.000000,0.000000
204,15,15,6478250.0693,4437.6877,3.164003,0.012239,3.611019,6.507371
205,15,15,6478476.4070,4437.6877,3.164019,0.000000,0.000000,0.000000
206,15,15,6478500.3978,4437.6877,3.164020,0.000000,0.000000,0.000000
207,15,15,6478501.2633,4437.6877,3.164020,0.004308,3.540729,6.437092
208,15,15,6478526.4184,4437.6877,3.164022,-0.000000,0.000000,-0.000000
209,15,15,6478533.0017,4437.6877,3.164022,-0.000000,0.000000,0.000000
210,15,15,6478534.6141,4437.6877,3.164022,0.000000,0.000000,0.000000
211,15,15,6478535.7635,4437.6877,3.164023,0.000000,0.000000,0.000000
212,15,15,6478539.6445,4437.6877,3.164023,0.000000,0.000000,0.000000
213,15,15,6478551.5277,4437.6877,3.164024,0.000000,0.000000,0.000000
214,15,15,6478551.6255,4437.6877,3.164024,0.000000,0.000000,0.000000
215,15,15,6478553.5486,4437.6877,3.164024,0.000000,0.000000,0.000000
216,15,15,6478558.6044,4437.6877,3.164024,0.000000,0.000000,0.000000
217,15,15,6478588.2444,4437.6877,3.164026,0.008961,3.387960,6.284330
218,15,15,6478593.4828,4437.6877,3.164026,0.006566,3.316373,6.212743
219,15,15,6478606.7539,4437.6877,3.164027,-0.000000,0.000000,0.000000
220,15,15,6478638.2129,4437.6877,3.164029,0.005479,3.400090,6.296465
221,15,15,6478757.1106,4437.6877,3.164037,0.000000,0.000000,0.000000
222,15,15,6478763.2314,4437.6877,3.164038,0.006773,3.789858,6.686267
223,15,15,6478765.4892,4437.6877,3.164038,0.010002,3.649319,6.545723
224,15,15,6478768.2797,4437.6877,3.164038,0.012259,4.113498,7.009907
225,15,15,6478768.8031,4437.6877,3.164038,0.011832,4.018008,6.914416
226,15,15,6478769.4737,4437.6877,3.164038,0.000000,0.000000,0.000000
227,15,15,6478769.5272,4437.6877,3.164038,0.000000,0.000000,0.000000
228,15,15,6478780.5635,4437.6877,3.164039,0.006251,3.446687,6.343090
229,15,15,6478879.8823,4437.6877,3.164046,-0.000000,0.000000,0.000000
230,15,15,6478887.1953,4437.6877,3.164046,0.000000,0.000000,-0.000000
231,15,15,6478922.8268,4437.6877,3.164049,0.000000,0.000000,0.000000
232,15,15,6478923.3425,4437.6877,3.164049,0.000000,0.000000,0.000000
233,15,15,6479030.3371,4437.6877,3.164056,0.017190,3.456335,6.352741
234,15,15,6479033.4968,4437.6877,3.164056,0.019846,3.481056,6.377462
235,15,15,6479039.5970,4437.6877,3.164056,0.026280,3.553731,6.450137
236,15,15,6479042.1870,4437.6877,3.164057,0.015411,3.450016,6.346422
237,15,15,6479044.6700,4437.6877,3.164057,0.026474,3.572790,6.469195
238,15,15,6479046.8418,4437.6877,3.164057,0.027277,3.579799,6.476203
239,15,15,6479111.0322,4437.6877,3.164061,0.000000,0.000000,-0.000000
240,15,15,6479133.4960,4437.6877,3.164063,0.000000,0.000000,-0.000000
241,15,15,6479141.1961,4437.6877,3.164063,0.000000,0.000000,0.000000
242,15,15,6479154.9423,4437.6877,3.164064,0.000000,0.000000,0.000000
243,15,15,6479156.2259,4437.6877,3.164064,-0.000000,0.000000,0.000000
244,15,15,6479184.7903,4437.6877,3.164066,0.000000,0.000000,0.000000
245,15,15,6479188.2643,4437.6877,3.164066,0.000000,0.000000,-0.000000
246,15,15,6479191.6303,4437.6877,3.164067,0.000000,0.000000,0.000000
247,15,15,6479194.1727,4437.6877,3.164067,0.000000,0.000000,0.000000
248,15,15,6479195.9017,4437.6877,3.164067,-0.000000,0.000000,0.000000
249,15,15,6479199.8464,4437.6877,3.164067,0.000000,0.000000,0.000000
250,15,15,6479209.7669,4437.6877,3.164068,0.000000,0.000000,0.000000
251,15,15,6479217.5935,4437.6877,3.164068,0.000000,0.000000,-0.000000
252,15,15,6479226.6112,4437.6877,3.164069,0.000000,0.000000,0.000000
253,15,15,6479244.6614,4437.6877,3.164070,0.020666,3.360625,6.257028
254,15,15,6479275.3275,4437.6877,3.164072,0.000000,0.000000,0.000000
255,15,15,6479337.2155,4437.6877,3.164076,0.000000,0.000000,0.000000
256,15,15,6479338.1388,4437.6877,3.164076,-0.000000,0.000000,0.000000
257,15,15,6479355.9057,4437.6877,3.164078,0.000000,0.000000,0.000000
258,15,15,6479369.7174,4437.6877,3.164078,0.000000,0.000000,0.000000
259,15,15,6479394.5940,4437.6877,3.164080,0.004284,3.221052,6.117463
260,15,15,6479441.6088,4437.6877,3.164083,0.000000,0.000000,0.000000
261,15,15,6479737.9939,4437.6877,3.164103,0.000000,0.000000,0.000000
262,15,15,6479740.5893,4437.6877,3.164103,0.017379,3.836556,6.733016
263,15,15,6479759.0420,4437.6877,3.164105,0.000000,0.000000,0.000000
264,15,15,6479767.3494,4437.6877,3.164105,-0.000000,0.000000,0.000000
265,15,15,6479937.0888,4437.6877,3.164117,0.000000,0.000000,0.000000
266,15,15,6479966.1207,4437.6877,3.164118,0.000000,0.000000,0.000000
267,15,15,6480001.2145,4437.6877,3.164121,0.011999,3.583521,6.479994
268,15,15,6480006.8094,4437.6877,3.164121,0.016791,3.579603,6.476073
269,15,15,6480130.9887,4437.6877,3.164130,0.000000,0.000000,0.000000
270,15,15,6480131.9249,4437.6877,3.164130,0.000000,0.000000,0.000000
271,15,15,6480132.0829,4437.6877,3.164130,0.000000,0.000000,0.000000
272,15,15,6480147.8938,4437.6877,3.164131,0.000000,0.000000,0.000000
273,15,15,6480157.6788,4437.6877,3.164131,0.000000,0.000000,0.000000
274,15,15,6480158.3213,4437.6877,3.164131,0.000000,0.000000,0.000000
275,15,15,6480166.5237,4437.6877,3.164132,0.000000,0.000000,0.000000
276,15,15,6480201.3641,4437.6877,3.164134,0.000000,0.000000,0.000000
277,15,15,6480203.6640,4437.6877,3.164134,0.000000,0.000000,0.000000
278,15,15,6480210.6448,4437.6877,3.164135,0.000000,0.000000,0.000000
279,15,15,6480210.6742,4437.6877,3.164135,0.000000,0.000000,0.000000
280,15,15,6480215.0707,4437.6877,3.164135,0.000000,0.000000,0.000000
281,15,15,6480218.6769,4437.6877,3.164135,0.000000,0.000000,0.000000
282,15,15,6480233.1063,4437.6877,3.164136,0.000000,0.000000,0.000000
283,15,15,6480234.3262,4437.6877,3.164136,-0.000000,0.000000,0.000000
284,15,15,6480242.4276,4437.6877,3.164137,0.011458,3.470778,6.367274
285,15,15,6480321.4090,4437.6877,3.164142,0.000000,0.000000,0.000000
286,15,15,6480378.7790,4437.6877,3.164146,0.000000,0.000000,0.000000
287,15,15,6480402.3583,4437.6877,3.164148,0.000000,0.000000,0.000000
288,15,15,6480408.4047,4437.6877,3.164148,0.000000,0.000000,0.000000
289,15,15,6480452.8256,4437.6877,3.164151,0.000000,0.000000,0.000000
290,15,15,6480456.5110,4437.6877,3.164151,0.000000,0.000000,0.000000
291,15,15,6480457.0918,4437.6877,3.164151,0.000000,0.000000,0.000000
292,15,15,6480465.5137,4437.6877,3.164152,0.013677,3.584819,6.481331
293,15,15,6480466.5831,4437.6877,3.164152,0.035249,3.794654,6.691167
294,15,15,6480467.1696,4437.6877,3.164152,0.013465,3.575922,6.472434
295,15,15,6480518.9991,4437.6877,3.164156,0.000000,0.000000,0.000000
296,15,15,6480525.8241,4437.6877,3.164156,0.000000,0.000000,0.000000
297,15,15,6480529.6918,4437.6877,3.164156,0.000000,0.000000,0.000000
298,15,15,6480551.7865,4437.6877,3.164158,0.014946,3.547332,6.443854
299,15,15,6480557.4702,4437.6877,3.164158,0.032365,3.663181,6.559704
300,15,15,6480557.9834,4437.6877,3.164158,0.000000,0.000000,0.000000
301,15,15,6480560.6358,4437.6877,3.164158,0.029136,3.652305,6.548827
302,15,15,6480561.0425,4437.6877,3.164158,0.031768,3.693920,6.590440
303,15,15,6480565.1072,4437.6877,3.164159,0.000000,0.000000,0.000000
304,15,15,6480580.8198,4437.6877,3.164160,0.000000,0.000000,0.000000
305,15,15,6480585.2300,4437.6877,3.164160,0.004864,3.289840,6.186358
306,15,15,6480594.9487,4437.6877,3.164161,0.006146,3.247456,6.143972
307,15,15,6480600.9036,4437.6877,3.164161,0.011376,3.548279,6.444788
308,15,15,6480602.0173,4437.6877,3.164161,0.000000,0.000000,0.000000
309,15,15,6480633.1390,4437.6877,3.164163,0.000000,0.000000,0.000000
310,15,15,6480665.5577,4437.6877,3.164165,0.000000,0.000000,0.000000
311,15,15,6480671.6318,4437.6877,3.164166,0.000000,0.000000,0.000000
312,15,15,6480672.1146,4437.6877,3.164166,0.000000,0.000000,0.000000
313,15,15,6480687.5812,4437.6877,3.164167,0.000000,0.000000,0.000000
314,15,15,6480703.6334,4437.6877,3.164168,0.000000,0.000000,0.000000
315,15,15,6480707.8082,4437.6877,3.164168,-0.000000,-0.000000,-0.000000
316,15,15,6480719.8081,4437.6877,3.164169,0.000000,0.000000,0.000000
317,15,15,6480721.4132,4437.6877,3.164169,0.000000,0.000000,0.000000
318,15,15,6480725.1248,4437.6877,3.164169,0.000000,0.000000,0.000000
319,15,15,6480743.9091,4437.6877,3.164171,0.000000,0.000000,0.000000
320,15,15,6480743.9984,4437.6877,3.164171,-0.000000,0.000000,0.000000
321,15,15,6480745.1786,4437.6877,3.164171,0.000000,0.000000,0.000000
322,15,15,6480745.6641,4437.6877,3.164171,0.000000,0.000000,0.000000
323,15,15,6480749.4757,4437.6877,3.164171,0.000000,0.000000,0.000000
324,15,15,6480749.5095,4437.6877,3.164171,0.000000,0.000000,0.000000
325,15,15,6480759.1826,4437.6877,3.164172,0.000000,0.000000,0.000000
326,15,15,6480765.2811,4437.6877,3.164172,0.000000,0.000000,0.000000
327,15,15,6480765.8399,4437.6877,3.164172,-0.000000,0.000000,0.000000
328,15,15,6480770.3259,4437.6877,3.164172,0.000000,0.000000,0.000000
329,15,15,6480770.6707,4437.6877,3.164172,0.000000,0.000000,0.000000
330,15,15,6480771.0754,4437.6877,3.164172,0.000000,0.000000,0.000000
331,15,15,6480771.1432,4437.6877,3.164172,0.000000,0.000000,-0.000000
332,15,15,6480773.1835,4437.6877,3.164173,0.000000,0.000000,0.000000
333,15,15,6480774.2664,4437.6877,3.164173,0.000000,0.000000,0.000000
334,15,15,6480780.2628,4437.6877,3.164173,-0.000000,0.000000,0.000000
335,15,15,6480780.4485,4437.6877,3.164173,0.000000,0.000000,0.000000
336,15,15,6480783.9986,4437.6877,3.164173,0.000000,0.000000,0.000000
337,15,15,6480787.5211,4437.6877,3.164174,0.000000,0.000000,0.000000
338,15,15,6480789.4306,4437.6877,3.164174,0.000000,0.000000,-0.000000
339,15,15,6480789.9977,4437.6877,3.164174,0.000000,0.000000,0.000000
340,15,15,6480803.1193,4437.6877,3.164175,0.000000,0.000000,0.000000
341,15,15,6480803.9089,4437.6877,3.164175,0.000000,0.000000,-0.000000
342,15,15,6480805.2791,4437.6877,3.164175,0.000000,0.000000,0.000000
343,15,15,6480807.4809,4437.6877,3.164175,0.000000,0.000000,0.000000
344,15,15,6480807.5177,4437.6877,3.164175,0.000000,0.000000,0.000000
345,15,15,6480813.4186,4437.6877,3.164175,0.000000,0.000000,0.000000
346,15,15,6480813.4388,4437.6877,3.164175,0.000000,0.000000,0.000000
347,15,15,6480817.3324,4437.6877,3.164176,0.000000,-0.000000,-0.000000
348,15,15,6480817.4171,4437.6877,3.164176,0.008990,3.341621,6.238164
349,15,15,6480838.8577,4437.6877,3.164177,0.006558,3.226755,6.123295
350,15,15,6480845.8239,4437.6877,3.164177,0.000000,-0.000000,-0.000000
351,15,15,6480856.6795,4437.6877,3.164178,0.000000,0.000000,0.000000
352,15,15,6480858.0733,4437.6877,3.164178,0.000000,0.000000,0.000000
353,15,15,6480889.7699,4437.6877,3.164180,0.000000,0.000000,0.000000
354,15,15,6480892.2908,4437.6877,3.164181,0.000000,0.000000,0.000000
355,15,15,6480897.2803,4437.6877,3.164181,0.000000,0.000000,0.000000
356,15,15,6480904.6443,4437.6877,3.164181,0.000000,0.000000,0.000000
