mode_rank,matched_m,matched_n,Omega_FEM,Omega_exact,log10_Error_Omega,log10_Error_L2_w,log10_Error_L2_phi,log10_Error_L2_Q,W_energy_pct,Phi1_energy_pct,Phi2_energy_pct,relative_residual
230,15,15,6400989.8530,4441.3220,3.158433,0.022762,3.514762,6.405884,0.0029,62.3600,37.6371,1.45e-13
231,15,15,6401152.9795,4441.3220,3.158445,0.029687,3.514771,6.405885,0.0034,37.6565,62.3401,1.49e-13
232,15,15,6402640.7322,4441.3220,3.158546,0.016972,3.514768,6.405993,0.0020,8.8597,91.1383,1.63e-13
233,15,15,6402919.3915,4441.3220,3.158564,0.026292,3.514765,6.406001,0.0036,89.4363,10.5601,1.50e-13
234,15,15,6403395.4265,4441.3220,3.158597,0.023620,3.514775,6.406043,0.0023,3.3275,96.6703,1.90e-13
235,15,15,6403635.7288,4441.3220,3.158613,0.042026,3.514773,6.406045,0.0045,98.3746,1.6209,1.30e-13
236,15,15,6406976.8903,4441.3220,3.158840,0.030012,3.514766,6.406289,0.0036,77.6481,22.3483,1.48e-13
237,15,15,6407123.0195,4441.3220,3.158850,0.021750,3.514772,6.406288,0.0027,22.3027,77.6946,1.71e-13
238,15,15,6407900.8021,4441.3220,3.158902,0.026087,3.514765,6.406350,0.0032,61.6938,38.3030,1.56e-13
239,15,15,6407954.4717,4441.3220,3.158906,0.027440,3.514774,6.406349,0.0028,38.2607,61.7365,1.63e-13
240,15,15,6409578.5450,4441.3220,3.159016,0.029337,3.514766,6.406462,0.0032,23.3216,76.6752,1.76e-13
241,15,15,6409669.6660,4441.3220,3.159022,0.032107,3.514763,6.406466,0.0042,76.5429,23.4528,1.39e-13
242,15,15,6410115.9280,4441.3220,3.159053,0.045298,3.514768,6.406504,0.0047,5.3741,94.6212,1.21e-13
243,15,15,6410300.4378,4441.3220,3.159065,0.040293,3.514767,6.406503,0.0044,94.7855,5.2101,1.52e-13
244,15,15,6413640.7831,4441.3220,3.159292,0.025988,3.514767,6.406736,0.0032,39.5977,60.3991,1.32e-13
245,15,15,6413767.4327,4441.3220,3.159300,0.028673,3.514767,6.406736,0.0032,60.4224,39.5744,1.38e-13
246,15,15,6419498.9956,4441.3220,3.159688,0.022598,3.514763,6.407135,0.0027,71.9918,28.0055,1.60e-13
247,15,15,6419538.4412,4441.3220,3.159691,0.023032,3.514774,6.407135,0.0027,28.0595,71.9378,1.59e-13
248,15,15,6420053.0672,4441.3220,3.159726,0.016956,3.514769,6.407174,0.0023,8.9020,91.0957,1.55e-13
249,15,15,6420182.1163,4441.3220,3.159735,0.024788,3.514769,6.407176,0.0030,91.0503,8.9467,1.49e-13
250,15,15,6422922.8806,4441.3220,3.159920,0.021275,3.514770,6.407367,0.0025,68.6786,31.3190,1.39e-13
251,15,15,6423029.1550,4441.3220,3.159927,0.022247,3.514766,6.407367,0.0026,31.8039,68.1935,1.79e-13
252,15,15,6423281.9144,4441.3220,3.159944,0.023948,3.514774,6.407390,0.0024,2.1510,97.8467,1.69e-13
253,15,15,6423429.7992,4441.3220,3.159954,0.040765,3.514765,6.407398,0.0048,97.3537,2.6415,1.20e-13
254,15,15,6427493.2517,4441.3220,3.160229,0.019187,3.514768,6.407679,0.0023,0.2049,99.7929,1.66e-13
255,15,15,6427596.3168,4441.3220,3.160236,0.019412,3.514763,6.407679,0.0027,99.7915,0.2058,1.42e-13
256,15,15,6431058.6328,4441.3220,3.160470,0.015336,3.514775,6.407933,0.0014,30.2880,69.7106,2.14e-13
257,15,15,6431264.7554,4441.3220,3.160484,0.030133,3.514769,6.407937,0.0035,69.7811,30.2154,1.25e-13
258,15,15,6432602.2908,4441.3220,3.160574,0.018598,3.514775,6.408034,0.0022,70.4476,29.5503,1.53e-13
259,15,15,6432773.8813,4441.3220,3.160586,0.028826,3.514765,6.408035,0.0030,29.5225,70.4745,1.76e-13
260,15,15,6433049.2515,4441.3220,3.160605,0.015486,3.514767,6.408050,0.0021,1.8790,98.1189,1.51e-13
261,15,15,6433238.0643,4441.3220,3.160617,0.028391,3.514762,6.408054,0.0035,98.0706,1.9259,1.31e-13
262,15,15,6437184.7706,4441.3220,3.160884,0.012012,3.514771,6.408343,0.0016,88.9829,11.0155,2.02e-13
263,15,15,6437469.1300,4441.3220,3.160903,0.034264,3.514768,6.408348,0.0038,11.2004,88.7957,1.31e-13
264,15,15,6438957.1224,4441.3220,3.161004,0.022136,3.514771,6.408448,0.0025,88.5342,11.4633,1.64e-13
265,15,15,6439052.9066,4441.3220,3.161010,0.016969,3.514766,6.408448,0.0024,11.1232,88.8744,1.67e-13
266,15,15,6439425.4453,4441.3220,3.161035,0.021538,3.514768,6.408483,0.0025,21.3056,78.6919,1.18e-13
267,15,15,6439505.4752,4441.3220,3.161041,0.028656,3.514766,6.408484,0.0027,78.9768,21.0205,1.95e-13
268,15,15,6440257.7517,4441.3220,3.161091,0.015689,3.514772,6.408537,0.0015,18.3408,81.6577,1.92e-13
269,15,15,6440508.3540,4441.3220,3.161108,0.045138,3.514768,6.408545,0.0046,82.4318,17.5636,1.25e-13
270,15,15,6440619.0115,4441.3220,3.161116,0.020026,3.514771,6.408568,0.0021,98.2010,1.7969,1.85e-13
271,15,15,6440827.3688,4441.3220,3.161130,0.028084,3.514762,6.408572,0.0036,0.8608,99.1356,1.79e-13
272,15,15,6443089.2947,4441.3220,3.161282,0.027477,3.514769,6.408735,0.0029,73.5379,26.4592,1.50e-13
273,15,15,6443145.5989,4441.3220,3.161286,0.018360,3.514766,6.408733,0.0022,26.4734,73.5243,2.28e-13
274,15,15,6444022.0460,4441.3220,3.161345,0.022711,3.514770,6.408797,0.0022,99.3347,0.6631,1.89e-13
275,15,15,6444155.7104,4441.3220,3.161354,0.032597,3.514767,6.408800,0.0035,1.1230,98.8734,2.29e-13
276,15,15,6444520.1447,4441.3220,3.161379,0.018500,3.514768,6.408836,0.0019,19.8248,80.1733,2.56e-13
277,15,15,6444685.9692,4441.3220,3.161390,0.026026,3.514767,6.408838,0.0028,79.7634,20.2338,1.95e-13
278,15,15,6445680.4289,4441.3220,3.161457,0.018219,3.514766,6.408912,0.0020,91.0786,8.9195,1.89e-13
279,15,15,6445948.8197,4441.3220,3.161475,0.021866,3.514768,6.408914,0.0028,9.0474,90.9498,1.71e-13
280,15,15,6446605.2119,4441.3220,3.161520,0.019068,3.514768,6.408975,0.0019,97.4120,2.5861,1.78e-13
281,15,15,6446748.4783,4441.3220,3.161529,0.022280,3.514770,6.408978,0.0025,3.5390,96.4585,1.79e-13
282,15,15,6447098.8041,4441.3220,3.161553,0.018253,3.514772,6.409011,0.0017,94.9076,5.0907,1.99e-13
283,15,15,6447347.2802,4441.3220,3.161570,0.022538,3.514772,6.409013,0.0026,4.0372,95.9603,1.73e-13
284,15,15,6448001.0351,4441.3220,3.161614,0.015452,3.514768,6.409070,0.0014,56.5393,43.4593,2.44e-13
285,15,15,6448259.0472,4441.3220,3.161631,0.018553,3.514767,6.409073,0.0027,43.2076,56.7897,1.59e-13
286,15,15,6448676.8294,4441.3220,3.161659,0.016676,3.514771,6.409120,0.0018,51.1869,48.8113,2.11e-13
287,15,15,6448963.4340,4441.3220,3.161678,0.020395,3.514763,6.409128,0.0028,40.6523,59.3449,1.80e-13
288,15,15,6449045.5372,4441.3220,3.161684,0.022529,3.514770,6.409142,0.0020,63.3096,36.6884,2.21e-13
289,15,15,6449383.1252,4441.3220,3.161707,0.020365,3.514762,6.409149,0.0030,45.5452,54.4518,1.79e-13
290,15,15,6449816.4093,4441.3220,3.161736,0.030197,3.514766,6.409188,0.0026,35.0597,64.9377,1.49e-13
291,15,15,6449858.4239,4441.3220,3.161739,0.012889,3.514770,6.409186,0.0015,64.7013,35.2972,2.91e-13
292,15,15,6450183.6010,4441.3220,3.161761,0.012914,3.514769,6.409220,0.0019,70.4213,29.5768,2.18e-13
293,15,15,6450452.2551,4441.3220,3.161779,0.030229,3.514766,6.409223,0.0033,29.3157,70.6810,1.43e-13
294,15,15,6450910.8770,4441.3220,3.161810,0.021535,3.514774,6.409265,0.0017,54.5779,45.4204,2.51e-13
295,15,15,6451028.7625,4441.3220,3.161818,0.023557,3.514768,6.409268,0.0023,45.3714,54.6263,2.01e-13
296,15,15,6451313.2704,4441.3220,3.161837,0.017432,3.514770,6.409298,0.0019,1.1246,98.8735,2.44e-13
297,15,15,6451475.6058,4441.3220,3.161848,0.030190,3.514769,6.409302,0.0031,99.0498,0.9471,1.95e-13
298,15,15,6452229.5720,4441.3220,3.161899,0.022922,3.514770,6.409359,0.0022,25.0607,74.9371,2.16e-13
299,15,15,6452431.2309,4441.3220,3.161912,0.031735,3.514764,6.409363,0.0036,74.7862,25.2102,1.61e-13
300,15,15,6453067.9339,4441.3220,3.161955,0.014010,3.514769,6.409416,0.0020,90.2188,9.7792,1.86e-13
301,15,15,6453179.7231,4441.3220,3.161963,0.017073,3.514767,6.409415,0.0025,9.7995,90.1980,1.95e-13
302,15,15,6454283.2806,4441.3220,3.162037,0.022085,3.514771,6.409495,0.0025,89.6417,10.3558,1.82e-13
303,15,15,6454310.9142,4441.3220,3.162039,0.021015,3.514773,6.409494,0.0021,10.7175,89.2803,1.85e-13
304,15,15,6454786.0097,4441.3220,3.162071,0.017256,3.514772,6.409537,0.0016,90.6992,9.2992,1.96e-13
305,15,15,6455009.6192,4441.3220,3.162086,0.025369,3.514767,6.409541,0.0031,10.6007,89.3962,1.71e-13
306,15,15,6455067.6971,4441.3220,3.162090,0.025757,3.514769,6.409549,0.0028,69.0814,30.9158,1.33e-13
307,15,15,6455170.4907,4441.3220,3.162097,0.025845,3.514770,6.409551,0.0031,29.3228,70.6741,1.81e-13
308,15,15,6455968.3572,4441.3220,3.162150,0.017049,3.514771,6.409616,0.0018,23.0824,76.9159,1.77e-13
309,15,15,6456140.1368,4441.3220,3.162162,0.034873,3.514764,6.409621,0.0039,76.8857,23.1103,1.43e-13
310,15,15,6456876.2069,4441.3220,3.162211,0.020077,3.514767,6.409671,0.0021,99.6070,0.3909,1.66e-13
311,15,15,6457156.2513,4441.3220,3.162230,0.024276,3.514766,6.409674,0.0027,0.3679,99.6294,1.66e-13
312,15,15,6457603.6007,4441.3220,3.162260,0.014027,3.514772,6.409720,0.0017,0.8384,99.1599,1.95e-13
313,15,15,6457995.8787,4441.3220,3.162287,0.031247,3.514768,6.409726,0.0032,99.1301,0.8667,1.52e-13
314,15,15,6458642.1468,4441.3220,3.162330,0.017214,3.514771,6.409790,0.0019,30.2851,69.7130,1.83e-13
315,15,15,6458753.5797,4441.3220,3.162338,0.027427,3.514767,6.409792,0.0031,69.5890,30.4079,1.55e-13
316,15,15,6459545.5422,4441.3220,3.162391,0.022476,3.514773,6.409849,0.0022,92.0300,7.9679,1.87e-13
317,15,15,6459652.6315,4441.3220,3.162398,0.020373,3.514772,6.409850,0.0022,8.0652,91.9326,1.57e-13
318,15,15,6460848.2412,4441.3220,3.162479,0.018451,3.514768,6.409949,0.0023,24.5356,75.4620,1.69e-13
319,15,15,6461041.4436,4441.3220,3.162492,0.030777,3.514768,6.409951,0.0035,75.4400,24.5566,1.61e-13
320,15,15,6462032.2115,4441.3220,3.162558,0.029348,3.514771,6.410016,0.0029,93.0881,6.9091,1.71e-13
321,15,15,6462064.8020,4441.3220,3.162560,0.025570,3.514770,6.410016,0.0029,6.8993,93.0979,1.98e-13
322,15,15,6462978.8329,4441.3220,3.162622,0.024013,3.514768,6.410085,0.0023,89.9035,10.0942,1.43e-13
323,15,15,6463082.9412,4441.3220,3.162629,0.018847,3.514771,6.410097,0.0020,85.7398,14.2583,2.19e-13
324,15,15,6463168.4953,4441.3220,3.162635,0.026160,3.514767,6.410089,0.0030,19.9528,80.0441,1.69e-13
325,15,15,6463382.7261,4441.3220,3.162649,0.024421,3.514768,6.410102,0.0033,4.4082,95.5885,1.58e-13
326,15,15,6463874.6932,4441.3220,3.162682,0.022510,3.514765,6.410144,0.0025,55.3660,44.6315,1.81e-13
327,15,15,6463924.9891,4441.3220,3.162686,0.025432,3.514768,6.410144,0.0030,44.6840,55.3130,2.05e-13
328,15,15,6464974.8667,4441.3220,3.162756,0.016512,3.514772,6.410223,0.0017,12.4343,87.5641,2.75e-13
329,15,15,6465084.5005,4441.3220,3.162763,0.029986,3.514766,6.410227,0.0032,87.5162,12.4806,1.51e-13
330,15,15,6465254.4800,4441.3220,3.162775,0.019337,3.514770,6.410243,0.0019,95.1270,4.8711,2.15e-13
331,15,15,6465363.2651,4441.3220,3.162782,0.023394,3.514766,6.410245,0.0027,5.1761,94.8212,1.86e-13
332,15,15,6465661.3507,4441.3220,3.162802,0.017141,3.514770,6.410273,0.0019,98.8981,1.1000,2.23e-13
333,15,15,6465958.0055,4441.3220,3.162822,0.028737,3.514766,6.410278,0.0034,2.5932,97.4034,1.61e-13
334,15,15,6466122.1200,4441.3220,3.162833,0.023842,3.514767,6.410293,0.0027,0.7706,99.2267,1.90e-13
335,15,15,6466176.3719,4441.3220,3.162837,0.030291,3.514766,6.410293,0.0031,97.3840,2.6129,1.49e-13
336,15,15,6467375.0550,4441.3220,3.162917,0.013593,3.514771,6.410392,0.0014,89.6011,10.3974,2.38e-13
337,15,15,6467577.6806,4441.3220,3.162931,0.015415,3.514769,6.410403,0.0020,44.6255,55.3725,2.19e-13
338,15,15,6467745.8216,4441.3220,3.162942,0.026668,3.514767,6.410407,0.0031,70.1336,29.8633,1.38e-13
339,15,15,6467803.3811,4441.3220,3.162946,0.031141,3.514766,6.410409,0.0035,3.3293,96.6671,1.47e-13
340,15,15,6467981.9134,4441.3220,3.162958,0.027826,3.514769,6.410421,0.0031,87.3019,12.6950,1.25e-13
341,15,15,6468015.7113,4441.3220,3.162960,0.024447,3.514770,6.410428,0.0022,51.9059,48.0920,2.63e-13
342,15,15,6468107.6301,4441.3220,3.162967,0.029667,3.514764,6.410426,0.0033,17.8764,82.1203,1.60e-13
343,15,15,6468279.7306,4441.3220,3.162978,0.032701,3.514767,6.410437,0.0034,32.8661,67.1304,1.56e-13
344,15,15,6468427.6908,4441.3220,3.162988,0.026710,3.514771,6.410454,0.0027,3.1429,96.8544,1.76e-13
345,15,15,6468527.5401,4441.3220,3.162995,0.027032,3.514769,6.410457,0.0032,99.0050,0.9919,1.33e-13
346,15,15,6468900.7730,4441.3220,3.163020,0.017953,3.514772,6.410490,0.0018,98.2358,1.7624,2.34e-13
347,15,15,6469140.5522,4441.3220,3.163036,0.025909,3.514766,6.410494,0.0031,4.8135,95.1835,1.56e-13
348,15,15,6469426.1108,4441.3220,3.163055,0.019672,3.514771,6.410525,0.0022,93.4878,6.5100,2.07e-13
349,15,15,6469569.4341,4441.3220,3.163065,0.022130,3.514764,6.410529,0.0030,3.7735,96.2236,1.61e-13
350,15,15,6470069.5541,4441.3220,3.163098,0.020276,3.514769,6.410572,0.0026,17.1288,82.8686,1.64e-13
351,15,15,6470188.2141,4441.3220,3.163106,0.022006,3.514769,6.410576,0.0026,80.5266,19.4708,1.81e-13
352,15,15,6470278.5779,4441.3220,3.163113,0.024711,3.514770,6.410581,0.0025,17.6671,82.3304,2.03e-13
353,15,15,6470368.4044,4441.3220,3.163119,0.027535,3.514769,6.410581,0.0029,79.5905,20.4066,1.55e-13
354,15,15,6470527.5035,4441.3220,3.163129,0.019989,3.514771,6.410595,0.0025,18.5307,81.4668,1.50e-13
355,15,15,6470571.1200,4441.3220,3.163132,0.027579,3.514769,6.410600,0.0029,87.7606,12.2365,1.34e-13
356,15,15,6470829.3830,4441.3220,3.163150,0.023546,3.514771,6.410623,0.0022,80.1620,19.8358,1.84e-13
357,15,15,6471013.6191,4441.3220,3.163162,0.030428,3.514770,6.410628,0.0035,18.3339,81.6626,1.13e-13
358,15,15,6471255.8982,4441.3220,3.163178,0.015141,3.514769,6.410650,0.0021,82.5201,17.4779,1.46e-13
359,15,15,6471423.0749,4441.3220,3.163189,0.026871,3.514764,6.410654,0.0033,17.6292,82.3675,1.30e-13
360,15,15,6471529.4568,4441.3220,3.163197,0.022918,3.514769,6.410669,0.0027,5.7652,94.2321,2.06e-13
361,15,15,6471678.1238,4441.3220,3.163207,0.031748,3.514768,6.410670,0.0030,94.3282,5.6687,1.49e-13
362,15,15,6472216.2546,4441.3220,3.163243,0.019191,3.514769,6.410716,0.0023,97.9109,2.0868,1.65e-13
363,15,15,6472294.8374,4441.3220,3.163248,0.022448,3.514768,6.410718,0.0022,12.0396,87.9582,1.54e-13
364,15,15,6472480.3930,4441.3220,3.163260,0.024770,3.514771,6.410732,0.0023,88.4198,11.5779,1.46e-13
365,15,15,6472561.2407,4441.3220,3.163266,0.014970,3.514772,6.410741,0.0019,81.7124,18.2858,1.86e-13
366,15,15,6472641.0238,4441.3220,3.163271,0.027443,3.514764,6.410736,0.0031,18.4517,81.5452,1.20e-13
367,15,15,6473025.0649,4441.3220,3.163297,0.040029,3.514765,6.410752,0.0047,1.7852,98.2101,1.09e-13
368,15,15,6473506.4095,4441.3220,3.163329,0.020465,3.514767,6.410800,0.0023,2.8390,97.1588,2.11e-13
369,15,15,6473509.6376,4441.3220,3.163329,0.025728,3.514770,6.410804,0.0026,96.8510,3.1464,2.36e-13
370,15,15,6473725.4101,4441.3220,3.163344,0.014323,3.514769,6.410813,0.0018,90.6530,9.3452,1.94e-13
371,15,15,6473768.6190,4441.3220,3.163347,0.019025,3.514771,6.410807,0.0019,8.5851,91.4130,2.12e-13
372,15,15,6473929.6379,4441.3220,3.163358,0.021986,3.514768,6.410821,0.0025,14.7113,85.2862,1.85e-13
373,15,15,6473952.6889,4441.3220,3.163359,0.022167,3.514768,6.410820,0.0029,85.8578,14.1393,1.43e-13
374,15,15,6474278.3500,4441.3220,3.163381,0.018297,3.514769,6.410854,0.0021,87.0708,12.9271,1.98e-13
375,15,15,6474360.2299,4441.3220,3.163387,0.018345,3.514770,6.410855,0.0021,14.0904,85.9075,1.78e-13
376,15,15,6474407.0687,4441.3220,3.163390,0.025359,3.514770,6.410857,0.0028,41.5420,58.4552,2.13e-13
377,15,15,6474473.1348,4441.3220,3.163394,0.023994,3.514770,6.410857,0.0028,58.9899,41.0073,1.65e-13
378,15,15,6474591.7435,4441.3220,3.163402,0.022562,3.514770,6.410869,0.0023,35.6461,64.3516,1.95e-13
379,15,15,6474627.8184,4441.3220,3.163405,0.025540,3.514768,6.410870,0.0030,62.3577,37.6394,1.31e-13
380,15,15,6475036.4857,4441.3220,3.163432,0.018661,3.514768,6.410909,0.0023,36.6234,63.3743,2.24e-13
381,15,15,6475099.1206,4441.3220,3.163436,0.021654,3.514772,6.410909,0.0021,63.6897,36.3082,1.50e-13
382,15,15,6475316.3637,4441.3220,3.163451,0.034263,3.514767,6.410927,0.0038,77.9042,22.0920,1.57e-13
383,15,15,6475373.3526,4441.3220,3.163455,0.032499,3.514768,6.410923,0.0032,9.9717,90.0251,1.44e-13
384,15,15,6475417.6311,4441.3220,3.163458,0.031050,3.514770,6.410930,0.0029,17.9630,82.0341,1.87e-13
385,15,15,6475505.4706,4441.3220,3.163463,0.023579,3.514770,6.410933,0.0024,85.9365,14.0611,1.37e-13
386,15,15,6475600.7902,4441.3220,3.163470,0.015868,3.514770,6.410945,0.0021,58.8278,41.1701,1.96e-13
387,15,15,6475627.9340,4441.3220,3.163472,0.021684,3.514771,6.410946,0.0024,42.3448,57.6528,1.80e-13
388,15,15,6475807.8361,4441.3220,3.163484,0.023433,3.514771,6.410955,0.0025,85.1739,14.8236,1.87e-13
389,15,15,6475847.7368,4441.3220,3.163486,0.017683,3.514765,6.410959,0.0027,15.6600,84.3373,1.45e-13
390,15,15,6476008.8844,4441.3220,3.163497,0.029951,3.514768,6.410971,0.0029,23.3534,76.6437,1.74e-13
391,15,15,6476127.4951,4441.3220,3.163505,0.025668,3.514769,6.410975,0.0028,80.4039,19.5933,1.64e-13
392,15,15,6476153.8080,4441.3220,3.163507,0.018082,3.514766,6.410983,0.0026,75.3493,24.6482,1.60e-13
393,15,15,6476199.5552,4441.3220,3.163510,0.026901,3.514768,6.410982,0.0031,27.4645,72.5325,1.43e-13
394,15,15,6476333.5348,4441.3220,3.163519,0.020114,3.514769,6.410997,0.0023,7.6800,92.3177,2.02e-13
395,15,15,6476393.9899,4441.3220,3.163523,0.013219,3.514767,6.410999,0.0019,91.4126,8.5855,1.97e-13
396,15,15,6476453.8767,4441.3220,3.163527,0.021891,3.514770,6.410999,0.0030,89.2659,10.7311,1.54e-13
397,15,15,6476596.3011,4441.3220,3.163537,0.025441,3.514765,6.411004,0.0033,8.6620,91.3347,1.36e-13
398,15,15,6476689.3019,4441.3220,3.163543,0.027767,3.514768,6.411020,0.0029,19.4589,80.5381,1.77e-13
399,15,15,6476721.6126,4441.3220,3.163545,0.026181,3.514768,6.411020,0.0029,5.2725,94.7245,1.99e-13
400,15,15,6476774.5282,4441.3220,3.163549,0.023743,3.514771,6.411028,0.0024,89.2559,10.7417,2.04e-13
401,15,15,6476838.0760,4441.3220,3.163553,0.032232,3.514769,6.411024,0.0030,89.7779,10.2191,1.57e-13
402,15,15,6476841.9596,4441.3220,3.163553,0.023969,3.514769,6.411029,0.0030,11.6585,88.3385,1.95e-13
403,15,15,6476912.3710,4441.3220,3.163558,0.025047,3.514769,6.411034,0.0025,93.8121,6.1854,1.74e-13
404,15,15,6477019.8001,4441.3220,3.163565,0.030704,3.514768,6.411035,0.0032,82.6917,17.3051,2.06e-13
405,15,15,6477108.3666,4441.3220,3.163571,0.025994,3.514768,6.411048,0.0030,13.4940,86.5030,1.81e-13
406,15,15,6477135.1726,4441.3220,3.163573,0.026265,3.514767,6.411051,0.0031,60.0558,39.9411,1.47e-13
407,15,15,6477233.9357,4441.3220,3.163579,0.031073,3.514765,6.411052,0.0038,40.1777,59.8184,1.33e-13
408,15,15,6477302.9549,4441.3220,3.163584,0.029769,3.514770,6.411062,0.0036,31.9800,68.0164,2.35e-13
409,15,15,6477371.5706,4441.3220,3.163589,0.031616,3.514766,6.411062,0.0035,64.3586,35.6379,1.27e-13
410,15,15,6477482.6161,4441.3220,3.163596,0.019660,3.514770,6.411074,0.0024,12.2805,87.7171,1.37e-13
411,15,15,6477516.7522,4441.3220,3.163598,0.021012,3.514770,6.411077,0.0022,79.7264,20.2714,2.20e-13
412,15,15,6477588.4392,4441.3220,3.163603,0.025589,3.514770,6.411077,0.0025,90.4251,9.5724,1.76e-13
413,15,15,6477652.4960,4441.3220,3.163608,0.027820,3.514766,6.411084,0.0033,20.3727,79.6239,1.15e-13
414,15,15,6477762.4977,4441.3220,3.163615,0.021306,3.514768,6.411095,0.0021,50.0490,49.9489,1.75e-13
415,15,15,6477809.4757,4441.3220,3.163618,0.031489,3.514769,6.411095,0.0033,49.2844,50.7123,1.25e-13
416,15,15,6477864.9455,4441.3220,3.163622,0.012421,3.514769,6.411094,0.0019,74.2962,25.7019,1.37e-13
417,15,15,6477962.1281,4441.3220,3.163628,0.025071,3.514770,6.411102,0.0028,27.3114,72.6858,1.90e-13
418,15,15,6478079.8649,4441.3220,3.163636,0.013508,3.514773,6.411120,0.0014,49.4040,50.5947,2.72e-13
419,15,15,6478143.9676,4441.3220,3.163640,0.016540,3.514770,6.411120,0.0019,66.8498,33.1483,2.18e-13
420,15,15,6478233.0100,4441.3220,3.163646,0.027197,3.514768,6.411126,0.0027,66.6143,33.3830,1.05e-13
421,15,15,6478292.9478,4441.3220,3.163650,0.017649,3.514768,6.411128,0.0019,85.3902,14.6079,1.97e-13
422,15,15,6478340.6245,4441.3220,3.163654,0.016302,3.514769,6.411131,0.0021,25.9368,74.0611,1.67e-13
423,15,15,6478356.5866,4441.3220,3.163655,0.024075,3.514769,6.411131,0.0025,18.3613,81.6362,1.67e-13
424,15,15,6478459.1546,4441.3220,3.163662,0.022402,3.514767,6.411131,0.0027,34.9023,65.0950,1.81e-13
425,15,15,6478503.1570,4441.3220,3.163665,0.018970,3.514767,6.411140,0.0023,53.5131,46.4846,2.07e-13
426,15,15,6478560.3128,4441.3220,3.163668,0.017452,3.514768,6.411149,0.0024,26.6311,73.3665,1.41e-13
427,15,15,6478619.5988,4441.3220,3.163672,0.022214,3.514770,6.411157,0.0024,32.9573,67.0403,2.04e-13
428,15,15,6478704.6104,4441.3220,3.163678,0.014847,3.514771,6.411149,0.0017,65.3576,34.6407,2.08e-13
429,15,15,6478739.5733,4441.3220,3.163680,0.026912,3.514765,6.411155,0.0034,67.5480,32.4486,1.53e-13
430,15,15,6478766.2562,4441.3220,3.163682,0.025724,3.514766,6.411158,0.0030,66.3135,33.6835,1.46e-13
431,15,15,6478885.5563,4441.3220,3.163690,0.020572,3.514769,6.411169,0.0024,14.2386,85.7590,1.61e-13
432,15,15,6478929.3610,4441.3220,3.163693,0.025992,3.514764,6.411160,0.0032,31.0954,68.9014,1.96e-13
433,15,15,6478934.9542,4441.3220,3.163694,0.024977,3.514771,6.411171,0.0022,90.1698,9.8280,1.32e-13
434,15,15,6479047.0185,4441.3220,3.163701,0.023208,3.514769,6.411179,0.0025,32.8837,67.1138,1.67e-13
435,15,15,6479117.7861,4441.3220,3.163706,0.022838,3.514769,6.411187,0.0023,41.8642,58.1336,1.97e-13
436,15,15,6479145.2544,4441.3220,3.163708,0.026263,3.514768,6.411186,0.0027,47.3896,52.6077,1.64e-13
437,15,15,6479165.0476,4441.3220,3.163709,0.016726,3.514771,6.411194,0.0021,84.0080,15.9899,1.78e-13
438,15,15,6479244.4126,4441.3220,3.163714,0.018372,3.514769,6.411196,0.0019,59.6418,40.3563,2.32e-13
439,15,15,6479265.7286,4441.3220,3.163716,0.024303,3.514772,6.411199,0.0020,35.1347,64.8634,1.43e-13
440,15,15,6479344.2964,4441.3220,3.163721,0.016269,3.514770,6.411203,0.0023,21.9979,77.9998,1.24e-13
441,15,15,6479386.8639,4441.3220,3.163724,0.030474,3.514766,6.411204,0.0040,78.0595,21.9365,1.60e-13
442,15,15,6479444.4962,4441.3220,3.163728,0.018923,3.514772,6.411211,0.0019,46.4232,53.5749,2.14e-13
443,15,15,6479478.0491,4441.3220,3.163730,0.016888,3.514769,6.411215,0.0021,45.0497,54.9482,1.53e-13
444,15,15,6479492.3153,4441.3220,3.163731,0.012703,3.514770,6.411215,0.0017,57.2929,42.7055,1.94e-13
445,15,15,6479531.6518,4441.3220,3.163734,0.021050,3.514772,6.411215,0.0021,45.9735,54.0243,2.00e-13
446,15,15,6479577.9132,4441.3220,3.163737,0.028660,3.514763,6.411212,0.0035,19.3865,80.6099,1.50e-13
447,15,15,6479597.6529,4441.3220,3.163738,0.020749,3.514771,6.411219,0.0021,77.1899,22.8080,1.05e-13
448,15,15,6479631.1335,4441.3220,3.163740,0.026932,3.514770,6.411222,0.0028,33.0557,66.9415,1.98e-13
449,15,15,6479658.8529,4441.3220,3.163742,0.025944,3.514769,6.411222,0.0026,68.3502,31.6473,1.73e-13
450,15,15,6479705.9588,4441.3220,3.163745,0.021262,3.514767,6.411227,0.0026,36.1602,63.8371,1.40e-13
451,15,15,6479764.5522,4441.3220,3.163749,0.015520,3.514768,6.411233,0.0024,53.7246,46.2730,1.55e-13
452,15,15,6479778.3183,4441.3220,3.163750,0.028050,3.514770,6.411237,0.0025,72.5992,27.3984,2.24e-13
453,15,15,6479790.1582,4441.3220,3.163751,0.016937,3.514771,6.411238,0.0017,87.4077,12.5907,1.90e-13
454,15,15,6479825.8907,4441.3220,3.163753,0.023295,3.514771,6.411239,0.0021,30.4708,69.5271,1.85e-13
455,15,15,6479881.6022,4441.3220,3.163757,0.017478,3.514769,6.411246,0.0020,82.9623,17.0358,2.03e-13
456,15,15,6479904.3626,4441.3220,3.163759,0.016007,3.514771,6.411245,0.0017,44.6130,55.3853,2.15e-13
