mode_rank,matched_m,matched_n,Omega_FEM,Omega_exact,log10_Error_Omega,log10_Error_L2_w,log10_Error_L2_phi,W_energy_pct,Phi1_energy_pct,Phi2_energy_pct,relative_residual
1,3,3,174.1263,177.6529,-1.702216,1.800735,1.479758,99.9997,0.0002,0.0002,4.06e-07
2,3,3,186.3816,177.6529,-1.308624,1.800778,1.590011,99.9994,0.0002,0.0003,3.24e-07
3,2,4,205.1898,197.3921,-1.403365,1.800021,1.597396,99.9993,0.0003,0.0003,3.18e-07
4,3,4,225.8230,246.7401,-1.071738,1.801193,1.609658,99.9991,0.0004,0.0004,2.75e-07
5,3,4,233.7206,246.7401,-1.277645,1.801207,1.651880,99.9990,0.0003,0.0007,2.45e-07
6,3,4,244.9064,246.7401,-2.128904,1.801045,1.651114,99.9990,0.0007,0.0003,2.09e-07
7,1,5,266.5072,256.6097,-1.413747,1.800777,1.686910,99.9987,0.0005,0.0007,1.82e-07
8,2,5,288.7259,286.2185,-2.057486,1.800683,1.673087,99.9987,0.0008,0.0005,1.94e-07
9,2,5,290.7883,286.2185,-1.796799,1.801016,1.715415,99.9984,0.0013,0.0003,1.44e-07
10,4,4,309.2883,315.8273,-1.683936,1.800885,1.688667,99.9984,0.0005,0.0011,1.65e-07
11,3,5,326.0047,335.5665,-1.545238,1.800776,1.693511,99.9983,0.0008,0.0009,1.45e-07
12,3,5,336.0576,335.5665,-2.834613,1.801049,1.708937,99.9982,0.0008,0.0011,1.32e-07
13,1,6,356.4456,365.1754,-1.621499,1.800901,1.697385,99.9981,0.0010,0.0008,1.17e-07
14,1,6,378.6929,365.1754,-1.431605,1.799716,1.735479,99.9977,0.0004,0.0018,1.19e-07
15,2,6,383.5071,394.7842,-1.544163,1.800931,1.720080,99.9977,0.0013,0.0010,9.37e-08
16,4,5,405.8150,404.6538,-2.542164,1.800231,1.724337,99.9976,0.0013,0.0010,1.06e-07
