mode_rank,matched_m,matched_n,Omega_FEM,Omega_exact,log10_Error_Omega,log10_Error_L2_w,log10_Error_L2_phi,W_energy_pct,Phi1_energy_pct,Phi2_energy_pct,relative_residual
1,1,2,59.3546,49.3480,-0.692983,1.800680,1.650396,99.9998,0.0001,0.0001,2.86e-06
2,2,2,85.5817,78.9568,-1.076210,1.801114,1.722206,99.9995,0.0003,0.0002,1.62e-06
3,1,3,101.7784,98.6960,-1.505420,1.800620,1.691525,99.9995,0.0002,0.0003,1.17e-06
4,2,3,119.9386,128.3049,-1.185713,1.800923,1.728874,99.9992,0.0004,0.0003,1.15e-06
5,2,3,132.9274,128.3049,-1.443364,1.800971,1.750059,99.9992,0.0003,0.0006,1.01e-06
6,2,3,136.4152,128.3049,-1.199206,1.801062,1.762521,99.9991,0.0006,0.0003,8.24e-07
7,1,4,166.8643,167.7833,-2.261442,1.804179,1.761816,99.9989,0.0006,0.0005,4.49e-07
8,3,3,174.5383,177.6529,-1.756177,1.801395,1.751481,99.9988,0.0005,0.0007,5.00e-07
9,2,4,196.8307,197.3921,-2.546035,1.802168,1.770504,99.9986,0.0009,0.0006,4.40e-07
10,2,4,206.1791,197.3921,-1.351490,1.800972,1.753512,99.9987,0.0006,0.0007,4.24e-07
11,2,4,212.3704,197.3921,-1.119867,1.804453,1.772224,99.9986,0.0006,0.0008,3.43e-07
12,3,4,225.9000,246.7401,-1.073340,1.800947,1.744276,99.9984,0.0010,0.0006,3.55e-07
13,3,4,248.8530,246.7401,-2.067358,1.799853,1.755135,99.9983,0.0008,0.0009,2.90e-07
14,1,5,268.3650,256.6097,-1.339040,1.804240,1.700370,99.9987,0.0004,0.0009,3.00e-07
15,2,5,271.8848,286.2185,-1.300338,1.802688,1.720903,99.9984,0.0008,0.0008,2.53e-07
16,2,5,278.5078,286.2185,-1.569605,1.802599,1.759198,99.9980,0.0010,0.0009,2.40e-07
17,2,5,282.3217,286.2185,-1.865989,1.802433,1.730302,99.9983,0.0007,0.0010,2.41e-07
18,2,5,290.8774,286.2185,-1.788413,1.800044,1.716859,99.9984,0.0008,0.0008,2.13e-07
19,2,5,296.0727,286.2185,-1.463079,1.800891,1.719867,99.9984,0.0010,0.0006,2.26e-07
20,4,4,304.9761,315.8273,-1.463969,1.801202,1.681351,99.9985,0.0007,0.0008,2.62e-07
21,4,4,320.4867,315.8273,-1.831121,1.802781,1.713179,99.9983,0.0010,0.0008,2.31e-07
22,3,5,330.4199,335.5665,-1.814256,1.800028,1.746897,99.9978,0.0013,0.0009,1.74e-07
23,3,5,331.4712,335.5665,-1.913491,1.798128,1.711550,99.9981,0.0009,0.0010,1.95e-07
24,1,6,353.5437,365.1754,-1.496860,1.803008,1.714887,99.9980,0.0010,0.0011,1.70e-07
25,1,6,358.5134,365.1754,-1.738900,1.800419,1.691522,99.9981,0.0010,0.0009,1.91e-07
