mode_rank,matched_m,matched_n,Omega_FEM,Omega_exact,log10_Error_Omega,log10_Error_L2_w,log10_Error_L2_phi,W_energy_pct,Phi1_energy_pct,Phi2_energy_pct,relative_residual
67,4,9,945.2309,957.3516,-1.897542,1.801235,1.686290,99.9953,0.0026,0.0021,2.75e-08
68,4,9,954.4589,957.3516,-2.519769,1.800476,1.717205,99.9946,0.0025,0.0030,2.65e-08
69,4,9,958.7203,957.3516,-2.844785,1.801575,1.693380,99.9952,0.0023,0.0025,2.31e-08
70,7,7,965.6950,967.2212,-2.801906,1.801863,1.721222,99.9944,0.0030,0.0025,2.21e-08
71,7,7,969.6777,967.2212,-2.595207,1.800188,1.658903,99.9958,0.0022,0.0020,2.90e-08
72,7,7,976.7764,967.2212,-2.005289,1.800951,1.708699,99.9947,0.0028,0.0025,2.44e-08
73,6,8,981.6620,986.9604,-2.270152,1.801828,1.671976,99.9955,0.0020,0.0025,2.58e-08
74,1,10,998.2881,996.8300,-2.834840,1.801008,1.706728,99.9946,0.0031,0.0023,1.84e-08
75,1,10,1003.9847,996.8300,-2.144030,1.800440,1.682760,99.9952,0.0026,0.0022,2.69e-08
76,1,10,1008.5688,996.8300,-1.929000,1.800551,1.692423,99.9949,0.0026,0.0025,2.41e-08
77,2,10,1019.2588,1026.4389,-2.155204,1.801518,1.678907,99.9951,0.0023,0.0026,2.45e-08
78,2,10,1026.3969,1026.4389,-4.389017,1.800667,1.670280,99.9953,0.0025,0.0022,2.56e-08
79,2,10,1029.0966,1026.4389,-2.586817,1.801215,1.713713,99.9943,0.0032,0.0026,2.27e-08
80,2,10,1034.4627,1026.4389,-2.106948,1.801404,1.712662,99.9943,0.0027,0.0030,2.27e-08
81,5,9,1041.5127,1046.1781,-2.350715,1.801667,1.705969,99.9944,0.0026,0.0030,2.21e-08
82,5,9,1044.9791,1046.1781,-2.940793,1.801057,1.690371,99.9948,0.0029,0.0023,2.12e-08
83,5,9,1055.7108,1046.1781,-2.040390,1.801381,1.682694,99.9950,0.0024,0.0026,2.40e-08
84,3,10,1070.3172,1075.7869,-2.293761,1.801352,1.694611,99.9945,0.0026,0.0029,2.23e-08
85,3,10,1078.7080,1075.7869,-2.566184,1.801933,1.714511,99.9940,0.0028,0.0032,2.16e-08
86,3,10,1088.9896,1075.7869,-1.911063,1.801325,1.679427,99.9949,0.0027,0.0024,1.94e-08
87,7,8,1095.7784,1115.2653,-1.757636,1.801168,1.702610,99.9941,0.0027,0.0032,2.18e-08
88,7,8,1110.3279,1115.2653,-2.353879,1.801144,1.714598,99.9938,0.0035,0.0027,1.84e-08
89,7,8,1111.4035,1115.2653,-2.460589,1.801011,1.709464,99.9939,0.0035,0.0026,2.01e-08
90,7,8,1113.1834,1115.2653,-2.728917,1.799913,1.668737,99.9949,0.0028,0.0023,2.25e-08
91,7,8,1115.6112,1115.2653,-3.508459,1.801359,1.710842,99.9939,0.0029,0.0032,1.83e-08
92,7,8,1119.9903,1115.2653,-2.372977,1.801576,1.669027,99.9950,0.0027,0.0023,2.02e-08
93,4,10,1132.6311,1144.8741,-1.970868,1.801119,1.696453,99.9941,0.0030,0.0029,2.15e-08
94,4,10,1139.7712,1144.8741,-2.350941,1.799261,1.725080,99.9932,0.0027,0.0041,1.80e-08
95,4,10,1145.3001,1144.8741,-3.429328,1.800639,1.681798,99.9945,0.0028,0.0027,1.96e-08
96,4,10,1147.4487,1144.8741,-2.648045,1.800825,1.702167,99.9939,0.0029,0.0031,1.72e-08
97,6,9,1151.3452,1154.7437,-2.531197,1.801812,1.689118,99.9943,0.0036,0.0021,1.88e-08
98,6,9,1163.2580,1154.7437,-2.132337,1.801393,1.711497,99.9936,0.0036,0.0028,2.06e-08
99,6,9,1179.0990,1154.7437,-1.675892,1.802029,1.701683,99.9940,0.0032,0.0029,1.83e-08
100,1,11,1180.5278,1204.0917,-1.708412,1.799918,1.698030,99.9937,0.0032,0.0031,1.72e-08
101,1,11,1188.9236,1204.0917,-1.899727,1.801762,1.698049,99.9938,0.0028,0.0034,1.79e-08
102,1,11,1195.1005,1204.0917,-2.126839,1.799919,1.709687,99.9934,0.0038,0.0028,1.51e-08
103,1,11,1196.3520,1204.0917,-2.191931,1.801051,1.692428,99.9939,0.0032,0.0029,1.60e-08
104,1,11,1211.9411,1204.0917,-2.185823,1.801602,1.707185,99.9935,0.0033,0.0032,1.66e-08
105,1,11,1213.7781,1204.0917,-2.094501,1.801109,1.690777,99.9940,0.0035,0.0025,1.85e-08
106,2,11,1220.8397,1233.7006,-1.981940,1.801644,1.699843,99.9936,0.0034,0.0031,1.69e-08
107,2,11,1224.3621,1233.7006,-2.120935,1.801247,1.702072,99.9935,0.0028,0.0037,1.43e-08
108,2,11,1240.0563,1233.7006,-2.288041,1.800721,1.703367,99.9934,0.0027,0.0038,1.42e-08
109,8,8,1248.9921,1263.3094,-1.945649,1.799583,1.706653,99.9931,0.0039,0.0030,1.62e-08
110,8,8,1254.9381,1263.3094,-2.178718,1.802043,1.717909,99.9929,0.0037,0.0034,1.59e-08
111,8,8,1258.8385,1263.3094,-2.451119,1.800694,1.710325,99.9931,0.0032,0.0038,1.27e-08
112,8,8,1265.7996,1263.3094,-2.705278,1.800888,1.721667,99.9927,0.0030,0.0043,1.44e-08
113,3,11,1277.3300,1283.0486,-2.350956,1.800076,1.711572,99.9929,0.0032,0.0040,1.44e-08
114,3,11,1283.1442,1283.0486,-4.127615,1.801549,1.689377,99.9936,0.0035,0.0028,1.70e-08
115,3,11,1292.8072,1283.0486,-2.118854,1.800144,1.692868,99.9935,0.0032,0.0033,1.52e-08
116,3,11,1298.5033,1283.0486,-1.919182,1.800185,1.703949,99.9931,0.0035,0.0034,1.38e-08
117,3,11,1306.2359,1283.0486,-1.742992,1.801849,1.720315,99.9927,0.0038,0.0035,1.13e-08
118,3,11,1312.4249,1283.0486,-1.640246,1.800269,1.703075,99.9932,0.0030,0.0038,1.73e-08
119,6,10,1323.4681,1342.2662,-1.853724,1.800109,1.704820,99.9928,0.0033,0.0040,1.49e-08
120,6,10,1325.7154,1342.2662,-1.909019,1.801256,1.710640,99.9926,0.0031,0.0043,1.51e-08
121,6,10,1328.9922,1342.2662,-2.004838,1.799486,1.720646,99.9922,0.0035,0.0043,1.44e-08
122,6,10,1339.5522,1342.2662,-2.694234,1.802335,1.708104,99.9928,0.0041,0.0031,1.41e-08
123,6,10,1343.1329,1342.2662,-3.189982,1.801421,1.709128,99.9927,0.0040,0.0033,1.19e-08
124,4,11,1347.9024,1352.1358,-2.504332,1.801286,1.719677,99.9923,0.0033,0.0045,1.36e-08
125,4,11,1358.5429,1352.1358,-2.324357,1.801149,1.704914,99.9928,0.0041,0.0031,1.38e-08
126,4,11,1362.3619,1352.1358,-2.121311,1.801067,1.707258,99.9927,0.0033,0.0040,1.39e-08
127,4,11,1368.7305,1352.1358,-1.911051,1.801091,1.716424,99.9924,0.0032,0.0044,1.34e-08
128,4,11,1380.3198,1352.1358,-1.681017,1.801884,1.700424,99.9930,0.0037,0.0034,1.45e-08
129,4,11,1381.9931,1352.1358,-1.655970,1.801550,1.686613,99.9934,0.0030,0.0036,1.42e-08
130,4,11,1384.5291,1352.1358,-1.620565,1.802164,1.711953,99.9926,0.0036,0.0038,1.44e-08
131,1,12,1393.4415,1431.0926,-1.579890,1.801425,1.699222,99.9926,0.0036,0.0039,1.43e-08
132,1,12,1402.9492,1431.0926,-1.706290,1.800998,1.716463,99.9919,0.0041,0.0040,1.23e-08
133,1,12,1412.0163,1431.0926,-1.875172,1.801559,1.718276,99.9919,0.0041,0.0040,1.29e-08
134,1,12,1420.6958,1431.0926,-2.138765,1.801681,1.697529,99.9926,0.0042,0.0032,1.48e-08
135,1,12,1424.7992,1431.0926,-2.356779,1.801603,1.710376,99.9922,0.0038,0.0040,1.27e-08
136,1,12,1427.2332,1431.0926,-2.569144,1.801382,1.699043,99.9926,0.0038,0.0037,1.31e-08
137,5,11,1440.0314,1440.9622,-3.189789,1.800474,1.697505,99.9925,0.0040,0.0034,1.14e-08
138,5,11,1445.1271,1440.9622,-2.539057,1.801068,1.690669,99.9928,0.0040,0.0032,1.33e-08
139,5,11,1448.8139,1440.9622,-2.263692,1.799889,1.703961,99.9923,0.0040,0.0038,1.07e-08
140,2,12,1459.0903,1460.7015,-2.957434,1.801587,1.717939,99.9917,0.0044,0.0039,1.14e-08
141,7,10,1472.6021,1470.5711,-2.859777,1.800245,1.702069,99.9922,0.0037,0.0041,1.06e-08
142,7,10,1474.6789,1470.5711,-2.553875,1.800065,1.713312,99.9918,0.0042,0.0041,1.15e-08
143,7,10,1476.6018,1470.5711,-2.387116,1.802228,1.718878,99.9917,0.0043,0.0040,1.29e-08
144,7,10,1480.2724,1470.5711,-2.180654,1.800930,1.715437,99.9917,0.0043,0.0040,1.25e-08
145,7,10,1488.4931,1470.5711,-1.914099,1.800976,1.699062,99.9923,0.0040,0.0036,1.16e-08
146,3,12,1493.9508,1510.0495,-1.972202,1.800182,1.715808,99.9914,0.0037,0.0049,1.05e-08
147,3,12,1499.0845,1510.0495,-2.138983,1.800892,1.708912,99.9918,0.0040,0.0042,1.09e-08
148,3,12,1506.0664,1510.0495,-2.578774,1.800029,1.713581,99.9915,0.0050,0.0035,1.21e-08
149,3,12,1517.4658,1510.0495,-2.308803,1.801356,1.702057,99.9920,0.0043,0.0036,1.26e-08
150,3,12,1523.4732,1510.0495,-2.051119,1.801402,1.697471,99.9922,0.0039,0.0039,1.20e-08
151,3,12,1528.2648,1510.0495,-1.918555,1.801567,1.711684,99.9917,0.0047,0.0037,1.07e-08
152,6,11,1540.9702,1549.5279,-2.257842,1.801615,1.704099,99.9918,0.0042,0.0040,1.25e-08
153,6,11,1543.2690,1549.5279,-2.393700,1.800514,1.715306,99.9913,0.0043,0.0044,9.04e-09
154,6,11,1553.7143,1549.5279,-2.568362,1.800878,1.718630,99.9912,0.0049,0.0039,9.96e-09
155,6,11,1557.7393,1549.5279,-2.275780,1.799740,1.714044,99.9913,0.0040,0.0048,9.61e-09
156,4,12,1572.2914,1579.1367,-2.363027,1.799679,1.728890,99.9905,0.0045,0.0050,1.05e-08
157,4,12,1575.0145,1579.1367,-2.583291,1.800945,1.719813,99.9909,0.0044,0.0046,1.14e-08
158,4,12,1582.6827,1579.1367,-2.648677,1.801837,1.707707,99.9915,0.0045,0.0040,1.03e-08
159,4,12,1587.1391,1579.1367,-2.295200,1.801335,1.723300,99.9908,0.0050,0.0042,9.90e-09
160,9,9,1593.7092,1598.8759,-2.490604,1.801483,1.721328,99.9908,0.0043,0.0049,1.01e-08
161,9,9,1595.1168,1598.8759,-2.628734,1.800896,1.715201,99.9910,0.0046,0.0043,9.59e-09
162,9,9,1602.7115,1598.8759,-2.619985,1.800393,1.708130,99.9913,0.0048,0.0039,1.11e-08
163,8,10,1614.8747,1618.6151,-2.636224,1.801114,1.711496,99.9911,0.0043,0.0047,1.10e-08
164,8,10,1616.8216,1618.6151,-2.955441,1.802329,1.726876,99.9905,0.0055,0.0040,9.25e-09
165,8,10,1619.1210,1618.6151,-3.505086,1.801280,1.720883,99.9907,0.0041,0.0052,1.05e-08
166,8,10,1630.9017,1618.6151,-2.119713,1.801404,1.722412,99.9906,0.0052,0.0042,1.03e-08
167,8,10,1634.4828,1618.6151,-2.008629,1.801548,1.721238,99.9907,0.0046,0.0047,8.63e-09
168,8,10,1642.2325,1618.6151,-1.835911,1.801861,1.726989,99.9905,0.0045,0.0051,1.08e-08
169,5,12,1654.9342,1667.9631,-2.107278,1.802233,1.723633,99.9903,0.0055,0.0041,9.78e-09
170,5,12,1658.2647,1667.9631,-2.235483,1.801527,1.726654,99.9901,0.0051,0.0047,7.63e-09
171,5,12,1664.4622,1667.9631,-2.678000,1.802026,1.715941,99.9907,0.0044,0.0050,1.02e-08
172,5,12,1670.0522,1667.9631,-2.902227,1.801188,1.718430,99.9905,0.0053,0.0042,9.16e-09
173,1,13,1676.2205,1677.8327,-3.017321,1.801377,1.703093,99.9911,0.0047,0.0042,9.85e-09
174,1,13,1685.5697,1677.8327,-2.336176,1.801668,1.705925,99.9910,0.0042,0.0048,8.57e-09
175,2,13,1693.2686,1707.4416,-2.080884,1.801516,1.709628,99.9907,0.0046,0.0047,8.70e-09
176,2,13,1701.1395,1707.4416,-2.432862,1.801943,1.715529,99.9905,0.0050,0.0046,1.00e-08
177,2,13,1705.6803,1707.4416,-2.986511,1.800921,1.713942,99.9905,0.0054,0.0041,9.33e-09
178,2,13,1711.9619,1707.4416,-2.577176,1.800591,1.714808,99.9904,0.0047,0.0049,9.01e-09
179,2,13,1720.9710,1707.4416,-2.101067,1.801049,1.726731,99.9899,0.0060,0.0041,9.15e-09
180,2,13,1723.9303,1707.4416,-2.015159,1.800856,1.725347,99.9899,0.0047,0.0054,8.96e-09
181,3,13,1732.5931,1756.7896,-1.860967,1.800148,1.717260,99.9900,0.0049,0.0051,9.33e-09
182,3,13,1737.0736,1756.7896,-1.949900,1.801189,1.719583,99.9900,0.0055,0.0046,8.80e-09
183,3,13,1737.9820,1756.7896,-1.970386,1.802019,1.712985,99.9903,0.0053,0.0044,7.62e-09
184,3,13,1746.0111,1756.7896,-2.212161,1.801604,1.720395,99.9899,0.0048,0.0053,8.78e-09
185,3,13,1755.0452,1756.7896,-3.003089,1.800579,1.726310,99.9896,0.0043,0.0061,8.68e-09
186,3,13,1763.6347,1756.7896,-2.409341,1.801985,1.715650,99.9902,0.0048,0.0050,8.09e-09
187,6,12,1775.5839,1776.5288,-3.274195,1.801378,1.711016,99.9902,0.0043,0.0055,8.31e-09
188,6,12,1778.0949,1776.5288,-3.054752,1.800417,1.709810,99.9902,0.0050,0.0048,7.95e-09
189,9,10,1784.9634,1786.3984,-3.095132,1.800512,1.721193,99.9897,0.0050,0.0054,8.78e-09
190,9,10,1795.5529,1786.3984,-2.290342,1.800602,1.714974,99.9900,0.0050,0.0050,8.57e-09
191,9,10,1800.7281,1786.3984,-2.095741,1.800817,1.735151,99.9890,0.0063,0.0047,7.47e-09
192,9,10,1805.2122,1786.3984,-1.977501,1.801185,1.723407,99.9896,0.0052,0.0052,9.81e-09
193,4,13,1812.6823,1825.8768,-2.141079,1.799661,1.710470,99.9899,0.0047,0.0054,9.27e-09
194,4,13,1820.4976,1825.8768,-2.530750,1.800389,1.712098,99.9898,0.0051,0.0050,6.81e-09
195,4,13,1828.5024,1825.8768,-2.842247,1.800566,1.725496,99.9892,0.0062,0.0046,8.59e-09
196,4,13,1830.9347,1825.8768,-2.557505,1.800674,1.725971,99.9892,0.0047,0.0061,8.26e-09
197,4,13,1838.9987,1825.8768,-2.143476,1.800807,1.709764,99.9900,0.0048,0.0052,8.65e-09
198,4,13,1843.5009,1825.8768,-2.015365,1.801509,1.725763,99.9893,0.0063,0.0044,8.88e-09
199,4,13,1853.8954,1825.8768,-1.814025,1.800602,1.733557,99.9888,0.0046,0.0066,7.36e-09
200,4,13,1854.8981,1825.8768,-1.798755,1.800103,1.729919,99.9890,0.0058,0.0052,7.78e-09
201,4,13,1857.3992,1825.8768,-1.762853,1.801131,1.719447,99.9895,0.0051,0.0054,7.81e-09
202,7,12,1866.2520,1904.8336,-1.693476,1.802639,1.727612,99.9888,0.0045,0.0068,7.84e-09
203,7,12,1871.2894,1904.8336,-1.754239,1.800910,1.716673,99.9892,0.0054,0.0054,7.95e-09
204,7,12,1875.8474,1904.8336,-1.817664,1.801768,1.716525,99.9893,0.0056,0.0051,7.37e-09
205,7,12,1881.5874,1904.8336,-1.913504,1.801764,1.704188,99.9899,0.0049,0.0052,7.94e-09
206,7,12,1893.0186,1904.8336,-2.207423,1.800624,1.712125,99.9894,0.0053,0.0053,6.54e-09
207,7,12,1897.2941,1904.8336,-2.402510,1.800188,1.728813,99.9885,0.0058,0.0056,7.58e-09
208,7,12,1908.2551,1904.8336,-2.745647,1.801170,1.711790,99.9895,0.0048,0.0057,7.71e-09
209,5,13,1917.1145,1914.7033,-2.899854,1.800831,1.711524,99.9894,0.0043,0.0063,8.27e-09
210,5,13,1923.6336,1914.7033,-2.331232,1.801291,1.715226,99.9892,0.0058,0.0050,6.99e-09
211,1,14,1932.4172,1944.3121,-2.213407,1.800575,1.714087,99.9891,0.0059,0.0050,8.92e-09
212,1,14,1940.6551,1944.3121,-2.725650,1.800154,1.720931,99.9888,0.0056,0.0056,7.05e-09
213,1,14,1942.0805,1944.3121,-2.940165,1.800934,1.715197,99.9891,0.0049,0.0060,7.46e-09
214,1,14,1949.6843,1944.3121,-2.558611,1.802269,1.734917,99.9882,0.0056,0.0063,6.95e-09
215,1,14,1957.9302,1944.3121,-2.154648,1.801235,1.724157,99.9887,0.0052,0.0061,7.29e-09
216,2,14,1965.8066,1973.9209,-2.386080,1.800447,1.701503,99.9896,0.0051,0.0053,8.03e-09
217,2,14,1971.3787,1973.9209,-2.890128,1.801320,1.715587,99.9889,0.0052,0.0058,6.50e-09
218,2,14,1983.5887,1973.9209,-2.309999,1.800483,1.708213,99.9892,0.0048,0.0060,7.41e-09
219,9,11,1991.0102,1993.6601,-2.876427,1.801112,1.720351,99.9885,0.0064,0.0051,7.20e-09
220,9,11,1995.3515,1993.6601,-3.071409,1.800811,1.712797,99.9889,0.0053,0.0058,7.28e-09
221,9,11,1999.6313,1993.6601,-2.523588,1.801106,1.708933,99.9891,0.0051,0.0058,7.23e-09
222,3,14,2009.4582,2023.2689,-2.165839,1.801587,1.720698,99.9884,0.0057,0.0059,6.92e-09
223,3,14,2011.7776,2023.2689,-2.245683,1.801436,1.707241,99.9891,0.0052,0.0058,7.32e-09
224,3,14,2017.6546,2023.2689,-2.556754,1.802047,1.733969,99.9877,0.0065,0.0058,6.28e-09
225,3,14,2022.8322,2023.2689,-3.665857,1.801750,1.720641,99.9884,0.0047,0.0069,7.26e-09
226,3,14,2028.3051,2023.2689,-2.603951,1.801585,1.722220,99.9883,0.0052,0.0065,7.41e-09
227,3,14,2034.1076,2023.2689,-2.271077,1.801575,1.716345,99.9886,0.0055,0.0059,7.11e-09
228,8,12,2042.7205,2052.8777,-2.305588,1.800761,1.738016,99.9872,0.0067,0.0061,6.30e-09
229,8,12,2052.8717,2052.8777,-5.531176,1.801176,1.734082,99.9874,0.0056,0.0069,6.15e-09
230,8,12,2059.3717,2052.8777,-2.499851,1.800634,1.733274,99.9874,0.0063,0.0062,6.19e-09
231,8,12,2064.6040,2052.8777,-2.243202,1.800430,1.719875,99.9882,0.0058,0.0060,6.67e-09
232,8,12,2069.8577,2052.8777,-2.082426,1.801137,1.726766,99.9878,0.0062,0.0060,6.29e-09
233,4,14,2077.2310,2092.3561,-2.140938,1.800261,1.719997,99.9879,0.0054,0.0067,6.96e-09
234,4,14,2089.4980,2092.3561,-2.864551,1.801265,1.716099,99.9882,0.0056,0.0062,6.45e-09
235,4,14,2095.6190,2092.3561,-2.807035,1.802182,1.728580,99.9876,0.0060,0.0064,6.54e-09
236,4,14,2106.8421,2092.3561,-2.159687,1.801672,1.715988,99.9882,0.0059,0.0059,6.81e-09
237,4,14,2108.6716,2092.3561,-2.108035,1.800910,1.735641,99.9871,0.0058,0.0071,6.83e-09
238,4,14,2112.3894,2092.3561,-2.018884,1.800934,1.729631,99.9874,0.0068,0.0058,5.50e-09
239,4,14,2117.3839,2092.3561,-1.922214,1.801240,1.731144,99.9873,0.0063,0.0064,7.30e-09
240,7,13,2127.3048,2151.5738,-1.947705,1.802126,1.732400,99.9870,0.0066,0.0064,6.57e-09
241,7,13,2133.7666,2151.5738,-2.082162,1.801967,1.732708,99.9870,0.0068,0.0062,5.70e-09
242,7,13,2141.2903,2151.5738,-2.320617,1.800526,1.714995,99.9879,0.0054,0.0067,6.23e-09
243,7,13,2146.8152,2151.5738,-2.655283,1.801151,1.728511,99.9872,0.0065,0.0063,6.70e-09
244,7,13,2151.2068,2151.5738,-3.768111,1.801335,1.729882,99.9871,0.0056,0.0073,5.42e-09
245,7,13,2160.0072,2151.5738,-2.406749,1.800355,1.729200,99.9871,0.0062,0.0067,6.39e-09
246,7,13,2163.0878,2151.5738,-2.271528,1.800985,1.734069,99.9868,0.0068,0.0063,6.22e-09
247,5,14,2167.7186,2181.1826,-2.209519,1.800695,1.718186,99.9876,0.0059,0.0065,6.29e-09
248,5,14,2179.1649,2181.1826,-3.033852,1.801193,1.729436,99.9870,0.0067,0.0064,6.25e-09
249,5,14,2179.6418,2181.1826,-3.150955,1.801348,1.732357,99.9868,0.0066,0.0066,6.32e-09
