mode_rank,matched_m,matched_n,Omega_FEM,Omega_exact,log10_Error_Omega,log10_Error_L2_w,log10_Error_L2_phi,log10_Error_L2_Q,W_energy_pct,Phi1_energy_pct,Phi2_energy_pct,relative_residual
228,15,15,6480718.9926,4441.3220,3.163813,0.006709,3.518828,6.415375,0.0007,68.9336,31.0657,3.25e-13
229,15,15,6480727.6412,4441.3220,3.163814,0.006774,3.518826,6.415377,0.0007,38.5785,61.4209,2.29e-13
230,15,15,6480736.7113,4441.3220,3.163814,0.006695,3.518828,6.415379,0.0005,23.4663,76.5332,2.47e-13
231,15,15,6480743.7553,4441.3220,3.163815,0.002685,3.518828,6.415381,0.0003,78.6725,21.3272,3.56e-13
232,15,15,6480745.7123,4441.3220,3.163815,0.002137,3.518830,6.415380,0.0003,55.7822,44.2175,3.02e-13
233,15,15,6480747.0722,4441.3220,3.163815,0.003663,3.518829,6.415381,0.0004,47.1866,52.8131,2.54e-13
234,15,15,6480748.4690,4441.3220,3.163815,0.001037,3.518822,6.415382,0.0002,12.8507,87.1492,3.92e-13
235,15,15,6480751.1775,4441.3220,3.163815,0.002461,3.518826,6.415381,0.0004,81.4420,18.5575,4.10e-13
236,15,15,6480753.0168,4441.3220,3.163815,0.004468,3.518829,6.415381,0.0005,22.1704,77.8292,3.24e-13
237,15,15,6480760.0754,4441.3220,3.163816,0.004097,3.518824,6.415381,0.0005,34.0155,65.9840,3.18e-13
238,15,15,6480770.9862,4441.3220,3.163817,0.005222,3.518819,6.415380,0.0007,67.3427,32.6566,1.93e-13
239,15,15,6480776.5681,4441.3220,3.163817,0.003496,3.518824,6.415381,0.0010,52.4884,47.5106,1.65e-13
240,15,15,6480780.5943,4441.3220,3.163817,0.006352,3.518824,6.415382,0.0009,40.8852,59.1138,2.19e-13
241,15,15,6480786.0877,4441.3220,3.163818,0.008831,3.518820,6.415379,0.0010,67.4821,32.5169,2.31e-13
242,15,15,6480797.2148,4441.3220,3.163818,0.007335,3.518821,6.415381,0.0013,43.0668,56.9319,2.39e-13
243,15,15,6480821.6722,4441.3220,3.163820,0.015357,3.518825,6.415382,0.0019,34.7371,65.2610,1.15e-13
244,15,15,6480825.5219,4441.3220,3.163820,0.010103,3.518827,6.415382,0.0017,37.6132,62.3851,1.63e-13
245,15,15,6480838.4265,4441.3220,3.163821,0.008877,3.518819,6.415384,0.0020,67.2488,32.7492,1.21e-13
246,15,15,6480847.4580,4441.3220,3.163822,0.009265,3.518821,6.415381,0.0016,56.9770,43.0214,1.52e-13
247,15,15,6480850.9624,4441.3220,3.163822,0.013273,3.518823,6.415382,0.0021,77.8494,22.1485,1.57e-13
248,15,15,6480852.4183,4441.3220,3.163822,0.009184,3.518819,6.415381,0.0024,41.7595,58.2381,1.26e-13
249,15,15,6480861.2525,4441.3220,3.163823,0.008952,3.518823,6.415383,0.0021,18.5430,81.4548,1.15e-13
250,15,15,6480868.8970,4441.3220,3.163823,0.010848,3.518823,6.415379,0.0018,63.7574,36.2408,1.45e-13
251,15,15,6481040.0751,4441.3220,3.163835,0.029479,3.518821,6.415382,0.0033,53.9048,46.0919,1.50e-13
252,15,15,6481066.0742,4441.3220,3.163836,0.029768,3.518822,6.415383,0.0033,52.5265,47.4702,1.20e-13
253,15,15,6481125.3714,4441.3220,3.163840,0.022430,3.518815,6.415383,0.0041,50.2436,49.7523,1.28e-13
