mode_rank,matched_m,matched_n,Omega_FEM,Omega_exact,log10_Error_Omega,log10_Error_L2_w,log10_Error_L2_phi,W_energy_pct,Phi1_energy_pct,Phi2_energy_pct,relative_residual
1,1,3,102.0283,98.6960,-1.471559,1.800984,1.565122,99.9997,0.0002,0.0001,1.34e-06
2,2,3,134.5065,128.3049,-1.315737,1.801405,1.649824,99.9995,0.0002,0.0003,7.32e-07
3,1,4,153.0457,167.7833,-1.056322,1.800998,1.612528,99.9994,0.0003,0.0002,5.82e-07
4,3,3,184.9529,177.6529,-1.386251,1.801628,1.695221,99.9991,0.0003,0.0007,3.71e-07
5,2,4,192.9154,197.3921,-1.644374,1.801213,1.673984,99.9991,0.0004,0.0005,4.28e-07
6,2,4,205.5598,197.3921,-1.383228,1.800606,1.694631,99.9990,0.0008,0.0002,3.87e-07
7,3,4,226.0127,246.7401,-1.075694,1.801644,1.695776,99.9987,0.0006,0.0007,2.86e-07
8,3,4,239.2018,246.7401,-1.514968,1.801597,1.705278,99.9987,0.0007,0.0006,2.62e-07
9,1,5,254.1944,256.6097,-2.026307,1.801005,1.715477,99.9986,0.0010,0.0005,2.24e-07
10,1,5,266.0891,256.6097,-1.432494,1.802128,1.737062,99.9984,0.0006,0.0010,2.19e-07
11,2,5,286.4861,286.2185,-3.029272,1.800166,1.709259,99.9984,0.0007,0.0009,2.48e-07
12,4,4,303.8367,315.8273,-1.420608,1.800842,1.722567,99.9982,0.0008,0.0011,1.68e-07
13,4,4,308.7419,315.8273,-1.649081,1.800961,1.719297,99.9982,0.0010,0.0008,1.57e-07
14,3,5,326.5047,335.5665,-1.568560,1.802255,1.735435,99.9979,0.0015,0.0005,1.77e-07
15,3,5,335.8922,335.5665,-3.012988,1.802266,1.750232,99.9978,0.0006,0.0016,1.56e-07
16,3,5,343.9989,335.5665,-1.599830,1.800956,1.742998,99.9979,0.0010,0.0011,1.64e-07
17,3,5,348.8586,335.5665,-1.402188,1.800806,1.746500,99.9978,0.0013,0.0009,1.15e-07
18,1,6,373.2676,365.1754,-1.654430,1.801166,1.738178,99.9977,0.0008,0.0015,1.23e-07
19,2,6,393.8270,394.7842,-2.615363,1.800270,1.730846,99.9976,0.0016,0.0008,1.38e-07
20,4,5,403.6764,404.6538,-2.617020,1.802333,1.717043,99.9977,0.0011,0.0012,1.11e-07
21,4,5,410.8817,404.6538,-1.812742,1.801338,1.689285,99.9980,0.0010,0.0010,1.43e-07
22,3,6,428.4342,444.1322,-1.451667,1.801342,1.680779,99.9979,0.0011,0.0011,1.19e-07
23,3,6,440.2387,444.1322,-2.057172,1.799765,1.724614,99.9974,0.0008,0.0018,1.10e-07
24,3,6,445.5089,444.1322,-2.508679,1.800034,1.697665,99.9977,0.0009,0.0014,1.14e-07
25,3,6,450.3939,444.1322,-1.850816,1.801436,1.708292,99.9976,0.0011,0.0013,1.05e-07
26,3,6,459.4855,444.1322,-1.461311,1.800569,1.725956,99.9974,0.0014,0.0012,1.06e-07
27,1,7,469.1117,493.4802,-1.306441,1.800737,1.654487,99.9979,0.0012,0.0009,1.02e-07
28,1,7,479.5031,493.4802,-1.547853,1.800900,1.721918,99.9971,0.0019,0.0009,8.86e-08
29,1,7,482.9241,493.4802,-1.669765,1.799805,1.672202,99.9977,0.0013,0.0010,1.15e-07
30,1,7,489.0010,493.4802,-2.042065,1.801253,1.691817,99.9975,0.0011,0.0014,8.75e-08
31,1,7,501.1534,493.4802,-1.808297,1.802422,1.716977,99.9972,0.0015,0.0013,8.63e-08
32,4,6,504.9189,513.2194,-1.791198,1.802019,1.694162,99.9974,0.0014,0.0012,7.07e-08
