mode_rank,matched_m,matched_n,Omega_FEM,Omega_exact,log10_Error_Omega,log10_Error_L2_w,log10_Error_L2_phi,W_energy_pct,Phi1_energy_pct,Phi2_energy_pct,relative_residual
1,3,3,174.1664,177.6529,-1.707181,1.801436,1.486910,99.9997,0.0002,0.0002,4.06e-07
2,3,3,186.0399,177.6529,-1.325965,1.801390,1.591900,99.9994,0.0002,0.0003,4.16e-07
3,2,4,204.0705,197.3921,-1.470657,1.799979,1.598933,99.9993,0.0003,0.0003,3.11e-07
4,3,4,224.5559,246.7401,-1.046195,1.800977,1.607360,99.9992,0.0004,0.0004,2.90e-07
5,3,4,233.4323,246.7401,-1.268134,1.800963,1.653867,99.9990,0.0003,0.0007,2.57e-07
6,3,4,244.7066,246.7401,-2.083997,1.801151,1.651582,99.9990,0.0007,0.0004,2.18e-07
7,1,5,266.8171,256.6097,-1.400360,1.801382,1.688133,99.9987,0.0006,0.0007,1.82e-07
8,2,5,287.6129,286.2185,-2.312326,1.801464,1.671000,99.9987,0.0007,0.0006,1.79e-07
9,2,5,290.4363,286.2185,-1.831613,1.801222,1.719949,99.9984,0.0013,0.0003,1.38e-07
10,4,4,308.7415,315.8273,-1.649056,1.801279,1.691324,99.9984,0.0005,0.0011,1.81e-07
11,4,4,325.6599,315.8273,-1.506784,1.801225,1.707958,99.9983,0.0008,0.0009,1.40e-07
12,3,5,335.2907,335.5665,-3.085132,1.801082,1.710608,99.9982,0.0007,0.0011,1.32e-07
13,1,6,354.7497,365.1754,-1.544399,1.801219,1.699423,99.9981,0.0011,0.0008,1.11e-07
14,1,6,377.8722,365.1754,-1.458805,1.799802,1.736409,99.9977,0.0005,0.0018,1.20e-07
15,2,6,381.9510,394.7842,-1.488025,1.801057,1.721157,99.9977,0.0013,0.0010,9.90e-08
16,4,5,404.5023,404.6538,-3.426716,1.801881,1.728323,99.9976,0.0014,0.0010,1.01e-07
17,4,5,409.2384,404.6538,-1.945782,1.801637,1.715613,99.9977,0.0013,0.0009,7.49e-08
18,4,5,421.3316,404.6538,-1.384943,1.799550,1.735094,99.9975,0.0011,0.0014,9.40e-08
19,3,6,430.7477,444.1322,-1.520911,1.801696,1.717745,99.9975,0.0011,0.0014,8.93e-08
20,3,6,439.5641,444.1322,-1.987779,1.801719,1.738595,99.9972,0.0014,0.0014,7.73e-08
21,3,6,466.6169,444.1322,-1.295625,1.800138,1.746035,99.9971,0.0011,0.0018,5.97e-08
22,1,7,474.1408,493.4802,-1.406827,1.801211,1.717342,99.9972,0.0021,0.0007,7.31e-08
23,1,7,499.8035,493.4802,-1.892328,1.800536,1.731632,99.9970,0.0013,0.0017,7.45e-08
24,4,6,508.7882,513.2194,-2.063779,1.800454,1.735689,99.9968,0.0023,0.0009,6.24e-08
25,2,7,523.9678,523.0890,-2.774704,1.801283,1.723845,99.9970,0.0010,0.0020,6.12e-08
26,2,7,541.7321,523.0890,-1.448059,1.801625,1.737898,99.9968,0.0015,0.0018,6.95e-08
27,2,7,544.3245,523.0890,-1.391514,1.800749,1.747587,99.9966,0.0021,0.0013,5.40e-08
28,3,7,548.0320,572.4371,-1.370247,1.801072,1.717559,99.9968,0.0014,0.0018,6.12e-08
29,3,7,562.2727,572.4371,-1.750647,1.800522,1.702145,99.9970,0.0018,0.0012,4.67e-08
30,3,7,586.2720,572.4371,-1.616750,1.801738,1.744726,99.9963,0.0015,0.0022,6.27e-08
31,5,6,590.1146,602.0459,-1.702944,1.801977,1.699825,99.9969,0.0018,0.0014,5.72e-08
32,5,6,602.0396,602.0459,-4.983722,1.801382,1.734824,99.9963,0.0021,0.0016,5.08e-08
33,5,6,610.3657,602.0459,-1.859513,1.801362,1.702851,99.9968,0.0017,0.0015,5.87e-08
34,5,6,614.9307,602.0459,-1.669550,1.801173,1.636689,99.9976,0.0011,0.0013,7.05e-08
35,1,8,627.8478,641.5243,-1.671238,1.801026,1.720439,99.9963,0.0023,0.0014,4.14e-08
36,1,8,641.3028,641.5243,-3.461923,1.801462,1.713880,99.9964,0.0011,0.0024,5.06e-08
37,1,8,648.4238,641.5243,-1.968392,1.801604,1.708576,99.9965,0.0014,0.0020,4.90e-08
38,1,8,654.9994,641.5243,-1.677681,1.800489,1.697037,99.9967,0.0019,0.0014,4.53e-08
39,2,8,662.1847,671.1331,-1.875062,1.801164,1.695564,99.9966,0.0016,0.0018,5.06e-08
40,2,8,667.3406,671.1331,-2.247887,1.800458,1.696986,99.9965,0.0019,0.0016,4.45e-08
41,2,8,673.5661,671.1331,-2.440669,1.801072,1.721129,99.9961,0.0021,0.0018,3.83e-08
42,2,8,682.9947,671.1331,-1.752664,1.801030,1.724919,99.9961,0.0022,0.0018,4.69e-08
43,6,6,694.8931,710.6115,-1.655224,1.800983,1.678751,99.9966,0.0016,0.0018,4.14e-08
44,6,6,704.0282,710.6115,-2.033190,1.800980,1.708548,99.9961,0.0019,0.0020,4.17e-08
45,6,6,715.3788,710.6115,-2.173359,1.801189,1.734892,99.9956,0.0024,0.0020,3.54e-08
46,3,8,719.3484,720.4811,-2.803518,1.801127,1.703789,99.9962,0.0022,0.0017,4.25e-08
47,3,8,724.2120,720.4811,-2.285811,1.801419,1.698693,99.9963,0.0021,0.0016,4.59e-08
48,5,7,733.6253,730.3507,-2.348382,1.801003,1.715405,99.9959,0.0020,0.0021,3.15e-08
49,5,7,749.0918,730.3507,-1.590737,1.802437,1.714819,99.9959,0.0018,0.0023,4.13e-08
50,5,7,756.2834,730.3507,-1.449685,1.800957,1.691482,99.9963,0.0017,0.0019,3.30e-08
51,4,8,766.8784,789.5684,-1.541556,1.800574,1.707646,99.9957,0.0026,0.0017,3.57e-08
52,4,8,768.6581,789.5684,-1.577031,1.800676,1.699737,99.9959,0.0018,0.0023,3.62e-08
53,4,8,776.9584,789.5684,-1.796676,1.800505,1.689376,99.9960,0.0018,0.0021,3.25e-08
54,4,8,785.4552,789.5684,-2.283217,1.799910,1.719606,99.9954,0.0024,0.0022,3.62e-08
55,4,8,796.8347,789.5684,-2.036075,1.800477,1.703740,99.9958,0.0020,0.0022,3.62e-08
