mode_rank,matched_m,matched_n,Omega_FEM,Omega_exact,log10_Error_Omega,log10_Error_L2_w,log10_Error_L2_phi,W_energy_pct,Phi1_energy_pct,Phi2_energy_pct,relative_residual
171,4,12,1567.5534,1579.1367,-2.134589,1.800160,1.736061,99.9902,0.0049,0.0049,9.73e-09
172,4,12,1572.6134,1579.1367,-2.383955,1.802470,1.740311,99.9901,0.0052,0.0048,1.02e-08
173,4,12,1580.7996,1579.1367,-2.977542,1.801708,1.739099,99.9901,0.0046,0.0053,1.02e-08
174,4,12,1583.1471,1579.1367,-2.595227,1.801395,1.735850,99.9902,0.0046,0.0052,1.12e-08
175,9,9,1592.3976,1598.8759,-2.392350,1.801036,1.732893,99.9903,0.0052,0.0046,8.67e-09
176,9,9,1598.4385,1598.8759,-3.562907,1.799891,1.730967,99.9903,0.0053,0.0044,1.16e-08
177,9,9,1607.2163,1598.8759,-2.282629,1.801251,1.720469,99.9908,0.0044,0.0048,1.09e-08
178,8,10,1612.7834,1618.6151,-2.443350,1.800188,1.731380,99.9902,0.0058,0.0040,9.64e-09
179,8,10,1618.5258,1618.6151,-4.258197,1.801497,1.737386,99.9900,0.0051,0.0049,8.87e-09
180,8,10,1626.8854,1618.6151,-2.291622,1.802062,1.730733,99.9903,0.0045,0.0051,9.99e-09
181,8,10,1635.4920,1618.6151,-1.981851,1.801129,1.741246,99.9898,0.0051,0.0052,9.99e-09
182,5,12,1644.2079,1667.9631,-1.846427,1.800454,1.722542,99.9903,0.0051,0.0046,1.02e-08
183,5,12,1647.7811,1667.9631,-1.917222,1.801426,1.732871,99.9898,0.0059,0.0042,9.57e-09
184,5,12,1649.1547,1667.9631,-1.947834,1.800627,1.728283,99.9900,0.0047,0.0053,1.06e-08
185,5,12,1653.6764,1667.9631,-2.067254,1.802542,1.730860,99.9900,0.0050,0.0050,8.45e-09
186,5,12,1659.2621,1667.9631,-2.282613,1.800814,1.733314,99.9898,0.0059,0.0043,1.04e-08
187,5,12,1663.2053,1667.9631,-2.544779,1.801231,1.720349,99.9904,0.0050,0.0046,1.17e-08
188,1,13,1673.6268,1677.8327,-2.600886,1.802387,1.737097,99.9896,0.0053,0.0051,9.61e-09
189,1,13,1682.1485,1677.8327,-2.589694,1.801917,1.736852,99.9896,0.0051,0.0053,8.90e-09
190,1,13,1686.8438,1677.8327,-2.269972,1.802372,1.737402,99.9896,0.0050,0.0054,9.08e-09
191,1,13,1689.7531,1677.8327,-2.148459,1.801707,1.741061,99.9894,0.0055,0.0051,1.08e-08
192,1,13,1691.8266,1677.8327,-2.078811,1.801868,1.738383,99.9895,0.0053,0.0051,1.02e-08
193,2,13,1699.8703,1707.4416,-2.353177,1.801880,1.732850,99.9896,0.0053,0.0051,9.01e-09
194,2,13,1708.6003,1707.4416,-3.168365,1.801922,1.733035,99.9896,0.0055,0.0049,9.64e-09
195,2,13,1723.3543,1707.4416,-2.030601,1.801127,1.739115,99.9893,0.0062,0.0045,8.90e-09
196,2,13,1727.2530,1707.4416,-1.935430,1.800575,1.744080,99.9890,0.0054,0.0056,9.14e-09
197,2,13,1730.9620,1707.4416,-1.860900,1.801943,1.729239,99.9898,0.0043,0.0059,7.26e-09
198,3,13,1741.0429,1756.7896,-2.047529,1.801389,1.731399,99.9894,0.0051,0.0055,9.53e-09
199,3,13,1746.0230,1756.7896,-2.212642,1.801534,1.733111,99.9893,0.0052,0.0055,8.54e-09
200,3,13,1748.9014,1756.7896,-2.347745,1.800532,1.731563,99.9893,0.0048,0.0059,9.17e-09
201,3,13,1759.3350,1756.7896,-2.838960,1.801003,1.728371,99.9895,0.0053,0.0052,1.01e-08
202,6,12,1767.8074,1776.5288,-2.308986,1.801936,1.725032,99.9896,0.0053,0.0051,8.81e-09
203,6,12,1770.9441,1776.5288,-2.502571,1.801756,1.736139,99.9890,0.0059,0.0051,9.02e-09
204,6,12,1777.4086,1776.5288,-3.305199,1.801081,1.733914,99.9891,0.0049,0.0060,9.08e-09
205,9,10,1782.3127,1786.3984,-2.640711,1.801400,1.740365,99.9888,0.0060,0.0053,8.86e-09
206,9,10,1789.4434,1786.3984,-2.768394,1.801739,1.738498,99.9889,0.0056,0.0055,8.20e-09
207,9,10,1795.3244,1786.3984,-2.301320,1.801099,1.738688,99.9888,0.0052,0.0060,9.47e-09
208,4,13,1806.5743,1825.8768,-1.975859,1.802228,1.728780,99.9891,0.0052,0.0057,7.92e-09
209,4,13,1811.2723,1825.8768,-2.096985,1.802221,1.736845,99.9887,0.0057,0.0055,1.03e-08
210,4,13,1822.9430,1825.8768,-2.794038,1.801028,1.731258,99.9889,0.0052,0.0059,8.46e-09
211,4,13,1826.7800,1825.8768,-3.305699,1.801042,1.737839,99.9886,0.0058,0.0056,9.46e-09
212,4,13,1835.0823,1825.8768,-2.297423,1.800115,1.734912,99.9887,0.0052,0.0061,6.65e-09
213,4,13,1842.4724,1825.8768,-2.041478,1.802170,1.747966,99.9881,0.0061,0.0058,7.46e-09
214,4,13,1844.0474,1825.8768,-2.002103,1.801844,1.744866,99.9883,0.0058,0.0059,7.52e-09
215,4,13,1850.3561,1825.8768,-1.872673,1.801325,1.733768,99.9888,0.0057,0.0055,9.01e-09
216,4,13,1858.5463,1825.8768,-1.747330,1.801309,1.742392,99.9884,0.0056,0.0060,8.98e-09
217,7,12,1867.1288,1904.8336,-1.703460,1.800745,1.742608,99.9878,0.0058,0.0064,6.91e-09
218,7,12,1880.9086,1904.8336,-1.901004,1.801445,1.725107,99.9888,0.0060,0.0052,8.36e-09
219,7,12,1885.1246,1904.8336,-1.985191,1.801503,1.730546,99.9886,0.0055,0.0060,8.15e-09
220,7,12,1888.5472,1904.8336,-2.068031,1.800018,1.726378,99.9887,0.0052,0.0062,7.36e-09
221,7,12,1896.5344,1904.8336,-2.360820,1.801518,1.732031,99.9885,0.0059,0.0057,7.92e-09
222,7,12,1902.3977,1904.8336,-2.893190,1.801650,1.744479,99.9878,0.0052,0.0070,6.93e-09
223,5,13,1910.8927,1914.7033,-2.701119,1.801921,1.742011,99.9878,0.0054,0.0069,8.36e-09
224,5,13,1918.5929,1914.7033,-2.692190,1.802577,1.741726,99.9878,0.0061,0.0060,6.89e-09
225,5,13,1927.7388,1914.7033,-2.166974,1.801968,1.734617,99.9882,0.0056,0.0063,7.36e-09
226,1,14,1931.8713,1944.3121,-2.193918,1.801250,1.734543,99.9881,0.0065,0.0054,7.22e-09
227,1,14,1940.3567,1944.3121,-2.691578,1.801330,1.735636,99.9881,0.0061,0.0058,8.07e-09
228,1,14,1941.6113,1944.3121,-2.857276,1.800927,1.734711,99.9881,0.0051,0.0068,7.40e-09
229,1,14,1950.8475,1944.3121,-2.473492,1.800648,1.738274,99.9879,0.0053,0.0069,7.60e-09
230,2,14,1964.0028,1973.9209,-2.298901,1.801895,1.737874,99.9878,0.0057,0.0065,8.00e-09
231,2,14,1970.6964,1973.9209,-2.786870,1.800143,1.731112,99.9880,0.0057,0.0062,6.32e-09
232,2,14,1973.0138,1973.9209,-3.337679,1.801509,1.735716,99.9879,0.0067,0.0055,7.28e-09
233,2,14,1978.1462,1973.9209,-2.669468,1.801214,1.741230,99.9875,0.0062,0.0063,7.57e-09
234,2,14,1981.2340,1973.9209,-2.431224,1.799375,1.740802,99.9874,0.0057,0.0068,7.34e-09
235,9,11,1990.8928,1993.6601,-2.857592,1.800866,1.732420,99.9879,0.0060,0.0061,8.07e-09
236,9,11,2002.9703,1993.6601,-2.330692,1.801569,1.741021,99.9875,0.0063,0.0063,6.17e-09
237,9,11,2006.1405,1993.6601,-2.203423,1.800486,1.743704,99.9872,0.0063,0.0064,6.37e-09
238,3,14,2018.5175,2023.2689,-2.629231,1.803287,1.745447,99.9871,0.0059,0.0070,6.98e-09
239,3,14,2026.8022,2023.2689,-2.757869,1.801774,1.744418,99.9870,0.0062,0.0067,6.69e-09
240,3,14,2030.8458,2023.2689,-2.426562,1.801607,1.752225,99.9866,0.0064,0.0071,6.96e-09
241,3,14,2036.3629,2023.2689,-2.188981,1.800868,1.740672,99.9872,0.0064,0.0065,6.36e-09
242,8,12,2042.5019,2052.8777,-2.296341,1.801422,1.745187,99.9868,0.0069,0.0064,7.06e-09
243,8,12,2043.6543,2052.8777,-2.347473,1.800935,1.748166,99.9865,0.0069,0.0066,7.31e-09
244,8,12,2058.7965,2052.8777,-2.540128,1.801621,1.742454,99.9869,0.0071,0.0059,6.35e-09
245,8,12,2061.2364,2052.8777,-2.390227,1.802252,1.739682,99.9871,0.0062,0.0067,6.80e-09
246,8,12,2065.7268,2052.8777,-2.203492,1.801024,1.745369,99.9867,0.0074,0.0059,7.59e-09
247,4,14,2079.9247,2092.3561,-2.226115,1.801365,1.747664,99.9864,0.0078,0.0059,5.25e-09
248,4,14,2084.7705,2092.3561,-2.440642,1.801385,1.743757,99.9866,0.0081,0.0053,6.26e-09
249,4,14,2089.5847,2092.3561,-2.877923,1.801474,1.741320,99.9868,0.0074,0.0059,7.19e-09
